# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.397
metadata : {}


# id : NWRW1800000026.397.1.1
[강원] 처벌 줄잇자 술렁이는 군수님들;이진호 양양군수 당선무효형 유지 최승준·이석래 군수 불구속 기소지역에서는 벌써 '재선거' 바람

[강원]	[/SS+강원/NNP+]/SS
폐해를	폐해/NNG+를/JKO
야기하는	야기/NNG+하/XSV+는/ETM
것이므로	것/NNB+이/VCP+므로/EC
액수와	액수/NNG+와/JKB
상관없이	상관없이/MAG
엄히	엄히/MAG
처벌할	처벌/NNG+하/XSV+ㄹ/ETM
필요가	필요/NNG+가/JKS
있고	있/VA+고/EC
호별방문	호별/NNG+방문/NNG
역시	역시/MAG
처벌의	처벌/NNG+의/JKG
필요성이	필요/NNG+성/XSN+이/JKS
있다"며	있/VA+다/EF+"/SS+며/EC
"기부행위와	"/SS+기부/NNG+행위/NNG+와/JC
호별방문이	호별/NNG+방문/NNG+이/JKS
선거에	선거/NNG+에/JKB
영향을	영향/NNG+을/JKO
미쳤을	미치/VV+었/EP+을/ETM
가능성이	가능/NNG+성/XSN+이/JKS
비교적	비교/NNG+적/XSN
크다"고	크/VA+다/EF+"/SS+고/JKQ
판시했다.	판시/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.397.6.2
또 "기부행위가 의례적 행위의 성격도 가지고 피고인이 자신의 잘못을 반성하는 것으로 보인다"면서도 "2004년 같은 범죄로 벌금 50만원을 선고받은 전력이 있고 두 차례 기부행위는 직접 일반 선거구민의 집 등을 찾아가 현금을 교부한 것으로 계획적, 적극적으로 이뤄졌다"고 덧붙였다.

또	또/MAG
"기부행위가	"/SS+기부/NNG+행위/NNG+가/JKS
의례적	의례/NNG+적/XSN
행위의	행위/NNG+의/JKG
성격도	성격/NNG+도/JX
가지고	가지/VV+고/EC
피고인이	피고인/NNG+이/JKS
자신의	자신/NNG+의/JKG
잘못을	잘못/NNG+을/JKO
반성하는	반성/NNG+하/XSV+는/ETM
것으로	것/NNB+으로/JKB
보인다"면서도	보이/VV+ㄴ다/EF+"/SS+면서/EC+도/JX
"2004년	"/SS+2004/SN+년/NNB
같은	같/VA+은/ETM
범죄로	범죄/NNG+로/JKB
벌금	벌금/NNG
50만원을	50/SN+만/NR+원/NNB+을/JKO
선고받은	선고/NNG+받/XSV+은/ETM
전력이	전력/NNG+이/JKS
있고	있/VA+고/EC
두	두/MMN
차례	차례/NNG
기부행위는	기부/NNG+행위/NNG+는/JX
직접	직접/MAG
일반	일반/NNG
선거구민의	선거구민/NNG+의/JKG
집	집/NNG
등을	등/NNB+을/JKO
찾아가	찾아가/VV+아/EC
현금을	현금/NNG+을/JKO
교부한	교부/NNG+하/XSV+ㄴ/ETM
계획적,	계획/NNG+적/XSN+,/SP
적극적으로	적극/NNG+적/XSN+으로/JKB
이뤄졌다"고	이뤄지/VV+었/EP+다/EF+"/SS+고/JKQ
덧붙였다.	덧붙이/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.397.7.1
재판부는 기부행위와 호별방문이 선거일로부터 멀지 않은 시기에 이뤄져 선거에 영향을 미쳤을 가능성인 큰 점, 수사가 개시되자 측근을 통해 기부 대상자들에게 허위진술을 종용하는 등 범죄 행위를 덮으려고 시도한 점 등을 두루 참작했다고 밝혔다.

재판부는	재판부/NNG+는/JX
기부행위와	기부/NNG+행위/NNG+와/JC
호별방문이	호별/NNG+방문/NNG+이/JKS
선거일로부터	선거일/NNG+로부터/JKB
멀지	멀/VA+지/EC
않은	않/VX+은/ETM
시기에	시기/NNG+에/JKB
이뤄져	이뤄지/VV+어/EC
선거에	선거/NNG+에/JKB
영향을	영향/NNG+을/JKO
미쳤을	미치/VV+었/EP+을/ETM
가능성인	가능/NNG+성/XSN+이/VCP+ㄴ/ETM
큰	크/VA+ㄴ/ETM
점,	점/NNG+,/SP
수사가	수사/NNG+가/JKS
개시되자	개시/NNG+되/XSV+자/EC
측근을	측근/NNG+을/JKO
통해	통하/VV+아/EC
기부	기부/NNG
대상자들에게	대상자/NNG+들/XSN+에게/JKB
허위진술을	허위/NNG+진술/NNG+을/JKO
종용하는	종용/NNG+하/XSV+는/ETM
등	등/NNB
범죄	범죄/NNG
행위를	행위/NNG+를/JKO
덮으려고	덮/VV+으려고/EC
시도한	시도/NNG+하/XSV+ㄴ/ETM
점	점/NNG
등을	등/NNB+을/JKO
두루	두루/MAG
참작했다고	참작/NNG+하/XSV+았/EP+다고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.397.8.1
이 군수는 지방선거를 앞둔 4~5월 사이 3차례에 걸쳐 선거구민 4명에게 27만원 상당의 금품을 제공하고 18차례의 호별방문을 통해 선거운동을 한 혐의로 1심에서 벌금 300만원을 선고받았다.

이	이/NNP
군수는	군수/NNG+는/JX
지방선거를	지방/NNG+선거/NNG+를/JKO
앞둔	앞두/VV+ㄴ/ETM
4~5월	4/SN+~/SO+5/SN+월/NNB
사이	사이/NNG
3차례에	3/SN+차례/NNG+에/JKB
걸쳐	걸치/VV+어/EC
선거구민	선거구민/NNG
4명에게	4/SN+명/NNB+에게/JKB
27만원	27/SN+만/NR+원/NNB
상당의	상당/NNG+의/JKG
금품을	금품/NNG+을/JKO
제공하고	제공/NNG+하/XSV+고/EC
18차례의	18/SN+차례/NNG+의/JKG
호별방문을	호별/NNG+방문/NNG+을/JKO
통해	통하/VV+아/EC
선거운동을	선거/NNG+운동/NNG+을/JKO
한	하/VV+ㄴ/ETM
혐의로	혐의/NNG+로/JKB
1심에서	1심/NNG+에서/JKB
벌금	벌금/NNG
300만원을	300/SN+만/NR+원/NNB+을/JKO
선고받았다.	선고/NNG+받/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.397.9.1
항소심에서도 당선 무효형이 유지되자 지역에서는 벌써 재선거를 의식한 듯 뜻이 있는 인사들이 조직을 정비하는 등 물밑 작업이 빠르게 진행 중인 것으로 전해졌다.

항소심에서도	항소심/NNG+에서/JKB+도/JX
당선	당선/NNG
무효형이	무효형/NNG+이/JKS
유지되자	유지/NNG+되/XSV+자/EC
지역에서는	지역/NNG+에서/JKB+는/JX
벌써	벌써/MAG
재선거를	재/XPN+선거/NNG+를/JKO
의식한	의식/NNG+하/XSV+ㄴ/ETM
듯	듯/NNB
뜻이	뜻/NNG+이/JKS
있는	있/VA+는/ETM
인사들이	인사/NNG+들/XSN+이/JKS
조직을	조직/NNG+을/JKO
정비하는	정비/NNG+하/XSV+는/ETM
등	등/NNB
물밑	물밑/NNG
작업이	작업/NNG+이/JKS
빠르게	빠르/VA+게/EC
진행	진행/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
것으로	것/NNB+으로/JKB
전해졌다.	전하/VV+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000026.397.10.1
이 군수측은 "대법원에 상고하겠다"는 입장을 분명히했다.

이	이/NNP
군수측은	군수/NNG+측/NNB+은/JX
"대법원에	"/SS+대/XPN+법원/NNG+에/JKB
상고하겠다"는	상고/NNG+하/XSV+겠/EP+다/EF+"/SS+는/ETM
입장을	입장/NNG+을/JKO
분명히했다.	분명히/MAG+하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.397.11.1
◆떨고 있는 단체장들

◆떨고	◆/SW+떨/VV+고/EC
있는	있/VX+는/ETM
단체장들	단체장/NNG+들/XSN


# id : NWRW1800000026.397.12.1
춘천지검 영월지청은 공직선거법 위반 혐의로 최승준(54) 정선군수를 불구속 기소했다.

춘천지검	춘천지검/NNP
영월지청은	영월/NNP+지청/NNG+은/JX
공직선거법	공직/NNG+선거법/NNG
위반	위반/NNG
혐의로	혐의/NNG+로/JKB
최승준(54)	최승준/NNP+(/SS+54/SN+)/SS
정선군수를	정선군수/NNG+를/JKO
불구속	불/XPN+구속/NNG
기소했다.	기소/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.397.13.1
최 군수는 2009년 5월 지역 의용소방대원 300명에게 '어제 만나 반갑고 즐거웠습니다'라는 문자메시지를 보내고 같은 해 8월에도 군민 1329명에게 '인터뷰에 관심을 가져달라'는 등의 선거와 관련된 문자메시지를 발송한 혐의를 받고 있다.

최	최/NNP
군수는	군수/NNG+는/JX
2009년	2009/SN+년/NNB
5월	5/SN+월/NNB
지역	지역/NNG
의용소방대원	의용/NNG+소방대원/NNG
300명에게	300/SN+명/NNB+에게/JKB
'어제	'/SS+어제/MAG
만나	만나/VV+아/EC
반갑고	반갑/VA+고/EC
즐거웠습니다'라는	즐겁/VA+었/EP+습니다/EF+'/SS+이/VCP+라는/ETM
문자메시지를	문자/NNG+메시지/NNG+를/JKO
보내고	보내/VV+고/EC
같은	같/VA+은/ETM
해	해/NNG
8월에도	8/SN+월/NNB+에/JKB+도/JX
군민	군민/NNG
1329명에게	1329/SN+명/NNB+에게/JKB
'인터뷰에	'/SS+인터뷰/NNG+에/JKB
관심을	관심/NNG+을/JKO
가져달라'는	가지/VV+어/EC+달/VX+라/EF+'/SS+는/ETM
등의	등/NNB+의/JKG
선거와	선거/NNG+와/JKB
관련된	관련/NNG+되/XSV+ㄴ/ETM
발송한	발송/NNG+하/XSV+ㄴ/ETM
혐의를	혐의/NNG+를/JKO
받고	받/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.397.14.1
정선 모 고등학교를 졸업했으면서도 선거 홍보물에는 다른 고등학교를 졸업한 것으로 기재하고, 평소 찾지 않던 문중행사를 찾아 지지를 부탁하며 10만원을 기부한 혐의도 받고 있다.

정선	정선/NNP
모	모/MMD
고등학교를	고등학교/NNG+를/JKO
졸업했으면서도	졸업/NNG+하/XSV+았/EP+으면서/EC+도/JX
선거	선거/NNG
홍보물에는	홍보물/NNG+에/JKB+는/JX
다른	다른/MMD
졸업한	졸업/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
기재하고,	기재/NNG+하/XSV+고/EC+,/SP
평소	평소/NNG
찾지	찾/VV+지/EC
않던	않/VX+던/ETM
문중행사를	문중/NNG+행사/NNG+를/JKO
찾아	찾/VV+아/EC
지지를	지지/NNG+를/JKO
부탁하며	부탁/NNG+하/XSV+며/EC
10만원을	10/SN+만/NR+원/NNB+을/JKO
기부한	기부/NNG+하/XSV+ㄴ/ETM
혐의도	혐의/NNG+도/JX
받고	받/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.397.15.1
검찰은 또 이석래(53) 평창군수에 대해서도 선거법 위반 혐의로 불구속 기소했다.

검찰은	검찰/NNG+은/JX
또	또/MAG
이석래(53)	이석래/NNP+(/SS+53/SN+)/SS
평창군수에	평창군수/NNG+에/JKB
대해서도	대하/VV+아서/EC+도/JX
선거법	선거법/NNG
위반	위반/NNG
혐의로	혐의/NNG+로/JKB
불구속	불/XPN+구속/NNG
기소했다.	기소/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.397.15.2
이 군수는 축협조합장 지위를 이용해 조합원 월례조회에서 '잘 부탁한다'며 선거운동을 하고 조합 직원들에게 선거 공약자료 배포와 언론사 답변자료 작성 등 선거운동을 지원하게 한 혐의를 받고 있다.

이	이/NNP
군수는	군수/NNG+는/JX
축협조합장	축협/NNP+조합장/NNG
지위를	지위/NNG+를/JKO
이용해	이용/NNG+하/XSV+아/EC
조합원	조합원/NNG
월례조회에서	월례/NNG+조회/NNG+에서/JKB
'잘	'/SS+잘/MAG
부탁한다'며	부탁/NNG+하/XSV+ㄴ다/EF+'/SS+며/EC
선거운동을	선거/NNG+운동/NNG+을/JKO
하고	하/VV+고/EC
조합	조합/NNG
직원들에게	직원/NNG+들/XSN+에게/JKB
선거	선거/NNG
공약자료	공약/NNG+자료/NNG
배포와	배포/NNG+와/JC
언론사	언론사/NNG
답변자료	답변/NNG+자료/NNG
작성	작성/NNG
등	등/NNB
지원하게	지원/NNG+하/XSV+게/EC
한	하/VX+ㄴ/ETM
혐의를	혐의/NNG+를/JKO
받고	받/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.397.16.1
이 군수는 측근으로 활동하던 선거운동원을 선거 후 별정직 공무원으로 채용해 선거사무관계자에게 수당 실비 보상을 한 혐의도 받고 있다.

이	이/NNP
군수는	군수/NNG+는/JX
측근으로	측근/NNG+으로/JKB
활동하던	활동/NNG+하/XSV+던/ETM
선거운동원을	선거/NNG+운동원/NNG+을/JKO
선거	선거/NNG
후	후/NNG
별정직	별정직/NNG
공무원으로	공무원/NNG+으로/JKB
채용해	채용/NNG+하/XSV+아/EC
선거사무관계자에게	선거/NNG+사무/NNG+관계자/NNG+에게/JKB
수당	수당/NNG
실비	실비/NNG
보상을	보상/NNG+을/JKO
한	하/VV+ㄴ/ETM
혐의도	혐의/NNG+도/JX
받고	받/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.397.17.1
춘천지검 속초지청도 동해안 A 자치단체장을 소환 조사했다.

춘천지검	춘천지검/NNP
속초지청도	속초/NNP+지청/NNG+도/JX
동해안	동해안/NNP
A	A/SL
자치단체장을	자치/NNG+단체장/NNG+을/JKO
소환	소환/NNG
조사했다.	조사/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.397.18.1
지난 10월 선거관리위원회는 건설업자 김모(54)씨가 6·2 지방선거에 출마한 A 군수의 후원회에 다른 사람 9명의 이름을 빌려 1인당 500만원씩 모두 4500만원의 후원금을 불법으로 제공했다며 김씨를 검찰에 고발했다.

지난	지나/VV+ㄴ/ETM
10월	10/SN+월/NNB
선거관리위원회는	선거/NNG+관리/NNG+위원회/NNG+는/JX
건설업자	건설업자/NNG
김모(54)씨가	김/NNP+모/NP+(/SS+54/SN+)/SS+씨/NNB+가/JKS
6·2	6/SN+·/SP+2/SN
지방선거에	지방/NNG+선거/NNG+에/JKB
출마한	출마/NNG+하/XSV+ㄴ/ETM
A	A/SL
군수의	군수/NNG+의/JKG
후원회에	후원회/NNG+에/JKB
다른	다른/MMD
사람	사람/NNG
9명의	9/SN+명/NNB+의/JKG
이름을	이름/NNG+을/JKO
빌려	빌리/VV+어/EC
1인당	1/SN+인/NNG+당/XSN
500만원씩	500/SN+만/NR+원/NNB+씩/XSN
모두	모두/MAG
4500만원의	4500/SN+만/NR+원/NNB+의/JKG
후원금을	후원금/NNG+을/JKO
불법으로	불법/NNG+으로/JKB
제공했다며	제공/NNG+하/XSV+았/EP+다며/EC
김씨를	김/NNP+씨/NNB+를/JKO
검찰에	검찰/NNG+에/JKB
고발했다.	고발/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.397.18.2
이에 따라 검찰은 A 군수의 집무실 등에 대한 압수수색과 소환 조사를 마치고 이번 주 중 기소 여부를 검토하고 있다.

이에	이/NP+에/JKB
따라	따르/VV+아/EC
검찰은	검찰/NNG+은/JX
A	A/SL
군수의	군수/NNG+의/JKG
집무실	집무실/NNG
등에	등/NNB+에/JKB
대한	대하/VV+ㄴ/ETM
압수수색과	압수/NNG+수색/NNG+과/JC
소환	소환/NNG
조사를	조사/NNG+를/JKO
마치고	마치/VV+고/EC
이번	이번/NNG
주	주/NNG
중	중/NNB
기소	기소/NNG
여부를	여부/NNG+를/JKO
검토하고	검토/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


