# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.25
metadata : {}


# id : NWRW1800000056.25.1.1
KDI “경기개선 추세 약화”…소비 심리는 낙관적

KDI	KDI/SL
국내	국내/NNG
경제상황을	경제/NNG+상황/NNG+을/JKO
평가했다.	평가/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.25.5.2
일단 6월 기준 전산업생산(잠정치)은 지난해 같은 기간보다 1.5% 증가하는 데 그치며 4월(3.5%), 5월(2.6%)에 이어 증가폭이 축소되는 흐름이다.

일단	일단/MAG
6월	6/SN+월/NNB
기준	기준/NNG
전산업생산(잠정치)은	전산업/NNG+생산/NNG+(/SS+잠정/NNG+치/XSN+)/SS+은/JX
지난해	지난해/NNG
같은	같/VA+은/ETM
기간보다	기간/NNG+보다/JKB
1.5%	1/SN+./SP+5/SN+%/SW
증가하는	증가/NNG+하/XSV+는/ETM
데	데/NNB
그치며	그치/VV+며/EC
4월(3.5%),	4/SN+월/NNB+(/SS+3/SN+./SP+5/SN+%/SW+)/SS+,/SP
5월(2.6%)에	5/SN+월/NNB+(/SS+2/SN+./SP+6/SN+%/SW+)/SS+에/JKB
이어	잇/VV+어/EC
증가폭이	증가/NNG+폭/NNG+이/JKS
축소되는	축소/NNG+되/XSV+는/ETM
흐름이다.	흐름/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000056.25.5.3
특히 광공업 생산은 지난해보다 0.3% 줄어들며 감소세로 전환했다.

특히	특히/MAG
광공업	광공업/NNG
생산은	생산/NNG+은/JX
지난해보다	지난해/NNG+보다/JKB
0.3%	0/SN+./SP+3/SN+%/SW
줄어들며	줄어들/VV+며/EC
감소세로	감소세/NNG+로/JKB
전환했다.	전환/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.25.5.4
다만 설비투자도 올 상반기보다는 증가폭이 줄었으나 반도체를 중심으로 여전히 높은 증가율(18.7%)을 보였다.

다만	다만/MAG
설비투자도	설비/NNG+투자/NNG+도/JX
올	올/NNG
상반기보다는	상반기/NNG+보다/JKB+는/JX
증가폭이	증가/NNG+폭/NNG+이/JKS
줄었으나	줄/VV+었/EP+으나/EC
반도체를	반도체/NNG+를/JKO
중심으로	중심/NNG+으로/JKB
여전히	여전히/MAG
높은	높/VA+은/ETM
증가율(18.7%)을	증가/NNG+율/XSN+(/SS+18/SN+./SP+7/SN+%/SW+)/SS+을/JKO
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.25.6.1
7월 수출(금액 기준, 잠정치)은 지난해보다 19.5% 증가하며, 6월(13.6%)보다 증가폭이 확대됐다.

7월	7/SN+월/NNB
수출(금액	수출/NNG+(/SS+금액/NNG
기준,	기준/NNG+,/SP
잠정치)은	잠정/NNG+치/XSN+)/SS+은/JX
지난해보다	지난해/NNG+보다/JKB
19.5%	19/SN+./SP+5/SN+%/SW
증가하며,	증가/NNG+하/XSV+며/EC+,/SP
6월(13.6%)보다	6/SN+월/NNB+(/SS+13/SN+./SP+6/SN+%/SW+)/SS+보다/JKB
증가폭이	증가/NNG+폭/NNG+이/JKS
확대됐다.	확대/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000056.25.6.2
반도체(57.8%)와 일시적으로 수출량이 대폭 증가한 선박(208.2%) 때문이다.

반도체(57.8%)와	반도체/NNG+(/SS+57/SN+./SP+8/SN+%/SW+)/SS+와/JC
일시적으로	일시/NNG+적/XSN+으로/JKB
수출량이	수출량/NNG+이/JKS
대폭	대폭/MAG
증가한	증가/NNG+하/XSV+ㄴ/ETM
선박(208.2%)	선박/NNG+(/SS+208/SN+./SP+2/SN+%/SW+)/SS
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000056.25.6.3
반도체와 선박을 제외한 수출은 지난해보다 2.8% 증가하는 데 그쳤다.

반도체와	반도체/NNG+와/JC
선박을	선박/NNG+을/JKO
제외한	제외/NNG+하/XSV+ㄴ/ETM
수출은	수출/NNG+은/JX
지난해보다	지난해/NNG+보다/JKB
2.8%	2/SN+./SP+8/SN+%/SW
증가하는	증가/NNG+하/XSV+는/ETM
데	데/NNB
그쳤다.	그치/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.25.6.4
이는 현재의 수출 회복이 아직까지는 특정 품목 중심으로 이뤄지고 있다는 걸 가리킨다.

이는	이/NP+는/JX
현재의	현재/NNG+의/JKG
수출	수출/NNG
회복이	회복/NNG+이/JKS
아직까지는	아직/MAG+까지/JX+는/JX
특정	특정/NNG
품목	품목/NNG
중심으로	중심/NNG+으로/JKB
이뤄지고	이뤄지/VV+고/EC
있다는	있/VX+다는/ETM
걸	거/NNB+ㄹ/JKO
가리킨다.	가리키/VV+ㄴ다/EF+./SF


# id : NWRW1800000056.25.7.1
지난해 같은 기간과 견준 소매판매액은 지난 6월 1.0% 증가하는 데 그쳤다.

지난해	지난해/NNG
같은	같/VA+은/ETM
기간과	기간/NNG+과/JC
견준	견주/VV+ㄴ/ETM
소매판매액은	소매/NNG+판매액/NNG+은/JX
지난	지나/VV+ㄴ/ETM
6월	6/SN+월/NNB
1.0%	1/SN+./SP+0/SN+%/SW
증가하는	증가/NNG+하/XSV+는/ETM
데	데/NNB
그쳤다.	그치/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.25.7.2
부진했던 5월(1.5%)에 견줘도 증가폭이 낮아진 것이다.

부진했던	부진/NNG+하/XSA+았/EP+던/ETM
5월(1.5%)에	5/SN+월/NNB+(/SS+1/SN+./SP+5/SN+%/SW+)/SS+에/JKB
견줘도	견주/VV+어도/EC
증가폭이	증가/NNG+폭/NNG+이/JKS
낮아진	낮/VA+아/EC+지/VX+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000056.25.7.3
연구원은 “수출 중심의 경기 개선이 내수 전반으로 확산되지 못하는 상황”이라며 “노동시장에서도 제조업은 고용부진이 완화되고 있으나 서비스업 취업자 증가폭은 크게 축소되는 등 본격적인 고용시장 개선은 지연되고 있다”고 평가했다.

연구원은	연구원/NNG+은/JX
“수출	“/SS+수출/NNG
중심의	중심/NNG+의/JKG
경기	경기/NNG
개선이	개선/NNG+이/JKS
내수	내수/NNG
전반으로	전반/NNG+으로/JKB
확산되지	확산/NNG+되/XSV+지/EC
못하는	못하/VX+는/ETM
상황”이라며	상황/NNG+”/SS+이/VCP+라며/EC
“노동시장에서도	“/SS+노동/NNG+시장/NNG+에서/JKB+도/JX
제조업은	제조업/NNG+은/JX
고용부진이	고용/NNG+부진/NNG+이/JKS
완화되고	완화/NNG+되/XSV+고/EC
있으나	있/VX+으나/EC
서비스업	서비스업/NNG
취업자	취업자/NNG
증가폭은	증가/NNG+폭/NNG+은/JX
크게	크/VA+게/EC
축소되는	축소/NNG+되/XSV+는/ETM
등	등/NNB
본격적인	본격/NNG+적/XSN+이/VCP+ㄴ/ETM
고용시장	고용/NNG+시장/NNG
개선은	개선/NNG+은/JX
지연되고	지연/NNG+되/XSV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
평가했다.	평가/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.25.8.1
다만 앞으로의 경기 흐름에 대해선 경제 주체들의 시각은 비교적 낙관적이었다.

다만	다만/MAG
앞으로의	앞/NNG+으로/JKB+의/JKG
경기	경기/NNG
흐름에	흐름/NNG+에/JKB
대해선	대하/VV+아서/EC+ㄴ/JX
경제	경제/NNG
주체들의	주체/NNG+들/XSN+의/JKG
시각은	시각/NNG+은/JX
비교적	비교/NNG+적/XSN
낙관적이었다.	낙관/NNG+적/XSN+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000056.25.8.2
소비자심리지수는 지난 4월 100을 넘어선 이후 3개월 연속 상승하면서 지난 6월엔 111.2을 기록했다.

소비자심리지수는	소비자/NNG+심리/NNG+지수/NNG+는/JX
지난	지나/VV+ㄴ/ETM
4월	4/SN+월/NNB
100을	100/SN+을/JKO
넘어선	넘어서/VV+ㄴ/ETM
이후	이후/NNG
3개월	3/SN+개월/NNB
연속	연속/NNG
상승하면서	상승/NNG+하/XSV+면서/EC
6월엔	6/SN+월/NNB+에/JKB+ㄴ/JX
111.2을	111/SN+./SP+2/SN+을/JKO
기록했다.	기록/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.25.8.3
경기가 좀더 개선될 것으로 보는 소비자들이 늘어나고 있다는 뜻이다.

경기가	경기/NNG+가/JKS
좀더	좀/MAG+더/MAG
개선될	개선/NNG+되/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보는	보/VV+는/ETM
소비자들이	소비자/NNG+들/XSN+이/JKS
늘어나고	늘어나/VV+고/EC
있다는	있/VX+다는/ETM
뜻이다.	뜻/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000056.25.8.4
향후 6~8개월 뒤의 경기를 보여주는 선행지수 순환변동치도 지난 6월 101.5로 지난달(101.2)보다 다소 올랐다.

향후	향후/NNG
6~8개월	6/SN+~/SO+8/SN+개월/NNB
뒤의	뒤/NNG+의/JKG
경기를	경기/NNG+를/JKO
보여주는	보이/VV+어/EC+주/VX+는/ETM
선행지수	선행/NNG+지수/NNG
순환변동치도	순환/NNG+변동/NNG+치/XSN+도/JX
지난	지나/VV+ㄴ/ETM
6월	6/SN+월/NNB
101.5로	101/SN+./SP+5/SN+로/JKB
지난달(101.2)보다	지난달/NNG+(/SS+101/SN+./SP+2/SN+)/SS+보다/JKB
다소	다소/MAG
올랐다.	오르/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.25.9.1
국내 경제 전문가들은 7월 말 진행한 ‘전문가 경제전망 설문조사’에서 올해 경제성장률 전망치를 2.9%로 지난 4월말 조사 때보다 0.3%포인트 높여 잡았다.

국내	국내/NNG
경제	경제/NNG
전문가들은	전문가/NNG+들/XSN+은/JX
7월	7/SN+월/NNB
말	말/NNB
진행한	진행/NNG+하/XSV+ㄴ/ETM
‘전문가	‘/SS+전문가/NNG
경제전망	경제/NNG+전망/NNG
설문조사’에서	설문/NNG+조사/NNG+’/SS+에서/JKB
올해	올해/NNG
경제성장률	경제/NNG+성장/NNG+률/XSN
전망치를	전망/NNG+치/XSN+를/JKO
2.9%로	2/SN+./SP+9/SN+%/SW+로/JKB
지난	지나/VV+ㄴ/ETM
4월말	4/SN+월/NNB+말/NNB
조사	조사/NNG
때보다	때/NNG+보다/JKB
0.3%포인트	0/SN+./SP+3/SN+%/SW+포인트/NNG
높여	높이/VV+어/EC
잡았다.	잡/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.25.9.2
전문가들은 올해 취업자수가 지난해보다 35만명 늘어 실업률은 3.8%일 것으로 전망했다.

전문가들은	전문가/NNG+들/XSN+은/JX
올해	올해/NNG
취업자수가	취업자/NNG+수/NNG+가/JKS
지난해보다	지난해/NNG+보다/JKB
35만명	35/SN+만/NR+명/NNB
늘어	늘/VV+어/EC
실업률은	실업/NNG+률/XSN+은/JX
3.8%일	3/SN+./SP+8/SN+%/SW+이/VCP+ㄹ/ETM
것으로	것/NNB+으로/JKB
전망했다.	전망/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.25.9.3
올해 수출은 11.8% 늘어날 것으로 점쳐 3개월 전보다 2.8% 포인트 전망치를 올렸다.

올해	올해/NNG
수출은	수출/NNG+은/JX
11.8%	11/SN+./SP+8/SN+%/SW
늘어날	늘어나/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
점쳐	점치/VV+어/EC
3개월	3/SN+개월/NNB
전보다	전/NNG+보다/JKB
2.8%	2/SN+./SP+8/SN+%/SW
포인트	포인트/NNG
전망치를	전망/NNG+치/XSN+를/JKO
올렸다.	올리/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.25.9.4
소비자 물가 상승률은 정부 전망치와 동일한 1.9%로 전망했다.

소비자	소비자/NNG
물가	물가/NNG
상승률은	상승/NNG+률/XSN+은/JX
정부	정부/NNG
전망치와	전망/NNG+치/XSN+와/JKB
동일한	동일/NNG+하/XSA+ㄴ/ETM
1.9%로	1/SN+./SP+9/SN+%/SW+로/JKB
전망했다.	전망/NNG+하/XSV+았/EP+다/EF+./SF


