# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.229
metadata : {}


# id : NWRW1800000056.229.1.1
MBC ‘블랙리스트’, 제작 거부에 기름 부었다

MBC	MBC/SL
발표했다.	발표/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.229.8.3
사례를 보면 △2016년 8월 <엠비시스페셜>에서 재심 전문 박준영 변호사를 다루려고 하자 “(박 변호사의) 이력이 노무현 대통령을 연상시킨다”며 아이템 불허 △2017년 촛불 집회 아이템 불허, 탄핵 다큐 불방, 6월 항쟁 특집 다큐 제작 중단 △2017년 광복절 특집 다큐 ‘12·28 한-일 위안부 합의의 실체’ 기획 무산 등이다.

사례를	사례/NNG+를/JKO
보면	보/VV+면/EC
△2016년	△/SW+2016/SN+년/NNB
8월	8/SN+월/NNB
<엠비시스페셜>에서	</SS+엠비시/NNP+스페셜/NNG+>/SS+에서/JKB
재심	재심/NNG
전문	전문/NNG
박준영	박준영/NNP
변호사를	변호사/NNG+를/JKO
다루려고	다루/VV+려고/EC
하자	하/VX+자/EC
“(박	“/SS+(/SS+박/NNP
변호사의)	변호사/NNG+의/JKG+)/SS
이력이	이력/NNG+이/JKS
노무현	노무현/NNP
대통령을	대통령/NNG+을/JKO
연상시킨다”며	연상/NNG+시키/XSV+ㄴ다/EF+”/SS+며/EC
아이템	아이템/NNG
불허	불허/NNG
△2017년	△/SW+2017/SN+년/NNB
촛불	촛불/NNG
집회	집회/NNG
불허,	불허/NNG+,/SP
탄핵	탄핵/NNG
다큐	다큐/NNG
불방,	불방/NNG+,/SP
6월	6/SN+월/NNB
항쟁	항쟁/NNG
특집	특집/NNG
제작	제작/NNG
중단	중단/NNG
광복절	광복절/NNG
‘12·28	‘/SS+12/SN+·/SP+28/SN
한-일	한-일/NNP
위안부	위안부/NNG
합의의	합의/NNG+의/JKG
실체’	실체/NNG+’/SS
기획	기획/NNG
무산	무산/NNG
등이다.	등/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000056.229.8.4
이밖에도 △2015년 2월 <엠비시스페셜> ‘조희팔을 찾아라’ 편 제작 때 “표창원(현 의원)을 쓸 거면 미리 보고하라” 지시 △2016년 11월 <출발 비디오 여행> ‘2017년 기대되는 배우들’ 편에서 배우 송강호와 영화 <변호인>을 다루자 대본 제출 요구 △2016년 11월 <엠비시스페셜> ‘공부중독’ 편에서 유시민 작가 인터뷰가 방송되자 “문제 인사를 걸러내지 못했다”고 질책한 사례 등이 공개됐다.

이밖에도	이/NP+밖/NNG+에/JKB+도/JX
△2015년	△/SW+2015/SN+년/NNB
2월	2/SN+월/NNB
<엠비시스페셜>	</SS+엠비시/NNP+스페셜/NNG+>/SS
‘조희팔을	‘/SS+조희팔/NNP+을/JKO
찾아라’	찾/VV+아라/EF+’/SS
편	편/NNB
제작	제작/NNG
때	때/NNG
“표창원(현	“/SS+표창원/NNP+(/SS+현/MMD
의원)을	의원/NNG+)/SS+을/JKO
쓸	쓰/VV+ㄹ/ETM
거면	거/NNB+이/VCP+면/EC
미리	미리/MAG
보고하라”	보고/NNG+하/XSV+라/EC+”/SS
지시	지시/NNG
△2016년	△/SW+2016/SN+년/NNB
11월	11/SN+월/NNB
<출발	</SS+출발/NNG
비디오	비디오/NNG
여행>	여행/NNG+>/SS
‘2017년	‘/SS+2017/SN+년/NNB
기대되는	기대/NNG+되/XSV+는/ETM
배우들’	배우/NNG+들/XSN+’/SS
편에서	편/NNB+에서/JKB
배우	배우/NNG
송강호와	송강호/NNP+와/JC
영화	영화/NNG
<변호인>을	</SS+변호인/NNG+>/SS+을/JKO
다루자	다루/VV+자/EC
대본	대본/NNG
제출	제출/NNG
요구	요구/NNG
‘공부중독’	‘/SS+공부/NNG+중독/NNG+’/SS
유시민	유시민/NNP
작가	작가/NNG
인터뷰가	인터뷰/NNG+가/JKS
방송되자	방송/NNG+되/XSV+자/EC
“문제	“/SS+문제/NNG
인사를	인사/NNG+를/JKO
걸러내지	거르/VV+어/EC+내/VX+지/EC
못했다”고	못하/VX+았/EP+다/EF+”/SS+고/JKQ
질책한	질책/NNG+하/XSV+ㄴ/ETM
사례	사례/NNG
등이	등/NNB+이/JKS
공개됐다.	공개/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000056.229.9.1
지난달부터 문화방송 기자회가 보도통제 사례를 취합해온 보도국 소속 취재기자들은 10일 총회를 열어 제작거부 결의 여부를 논의하기로 했다.

지난달부터	지난달/NNG+부터/JX
문화방송	문화방송/NNP
기자회가	기자회/NNG+가/JKS
보도통제	보도/NNG+통제/NNG
사례를	사례/NNG+를/JKO
취합해온	취합/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
보도국	보도국/NNG
소속	소속/NNG
취재기자들은	취재/NNG+기자/NNG+들/XSN+은/JX
10일	10/SN+일/NNB
총회를	총회/NNG+를/JKO
열어	열/VV+어/EC
제작거부	제작/NNG+거부/NNG
결의	결의/NNG
여부를	여부/NNG+를/JKO
논의하기로	논의/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.229.10.1
한편, 문화방송은 고소와 제작거부 선언이 이어진 직후 입장문을 내 “특정인이 작성한 문건은 구성원 내부의 화합을 해치고 직장 질서를 문란시킨 중대한 행위”라며 “조속한 시일 내 영상기자회를 포함해 전사 차원의 진상조사위원회를 구성, 공정하고 철저하게 조사하도록 하겠다”고 밝혔다.

한편,	한편/MAG+,/SP
문화방송은	문화방송/NNP+은/JX
고소와	고소/NNG+와/JC
제작거부	제작/NNG+거부/NNG
선언이	선언/NNG+이/JKS
이어진	이어지/VV+ㄴ/ETM
직후	직후/NNG
입장문을	입장문/NNG+을/JKO
내	내/NNB
“특정인이	“/SS+특정인/NNG+이/JKS
작성한	작성/NNG+하/XSV+ㄴ/ETM
문건은	문건/NNG+은/JX
구성원	구성원/NNG
내부의	내부/NNG+의/JKG
화합을	화합/NNG+을/JKO
해치고	해치/VV+고/EC
직장	직장/NNG
질서를	질서/NNG+를/JKO
문란시킨	문란/NNG+시키/XSV+ㄴ/ETM
중대한	중대/NNG+하/XSA+ㄴ/ETM
행위”라며	행위/NNG+”/SS+이/VCP+라며/EC
“조속한	“/SS+조속하/VA+ㄴ/ETM
시일	시일/NNG
영상기자회를	영상/NNG+기자회/NNG+를/JKO
포함해	포함/NNG+하/XSV+아/EC
전사	전사/NNG
차원의	차원/NNG+의/JKG
진상조사위원회를	진상/NNG+조사/NNG+위원회/NNG+를/JKO
구성,	구성/NNG+,/SP
공정하고	공정/NNG+하/XSA+고/EC
철저하게	철저/NNG+하/XSA+게/EC
조사하도록	조사/NNG+하/XSV+도록/EC
하겠다”고	하/VV+겠/EP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.229.10.2
또 “관련자는 예외 없이 조사하고 조사 결과에 따라 관용 없이 엄중하게 조처할 방침”이라 덧붙였다.

또	또/MAG
“관련자는	“/SS+관련자/NNG+는/JX
예외	예외/NNG
없이	없이/MAG
조사하고	조사/NNG+하/XSV+고/EC
조사	조사/NNG
결과에	결과/NNG+에/JKB
따라	따르/VV+아/EC
관용	관용/NNG
엄중하게	엄중/NNG+하/XSA+게/EC
조처할	조처/NNG+하/XSV+ㄹ/ETM
방침”이라	방침/NNG+”/SS+이라/JKQ
덧붙였다.	덧붙이/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.229.10.3
이는 전날 노조에서 문건을 공개한 직후 “허위사실을 유포하고 이를 기정사실화해서 회사를 비방·매도하는 행위는 언론노조가 늘 해오던 방식”이라며 반발하던 것과는 180도 달라진 태도다.

이는	이/NP+는/JX
전날	전날/NNG
노조에서	노조/NNG+에서/JKB
문건을	문건/NNG+을/JKO
공개한	공개/NNG+하/XSV+ㄴ/ETM
직후	직후/NNG
“허위사실을	“/SS+허위/NNG+사실/NNG+을/JKO
유포하고	유포/NNG+하/XSV+고/EC
이를	이/NP+를/JKO
기정사실화해서	기정사실/NNG+화/XSN+하/XSV+아서/EC
회사를	회사/NNG+를/JKO
비방·매도하는	비방/NNG+·/SP+매도/NNG+하/XSV+는/ETM
행위는	행위/NNG+는/JX
언론노조가	언론/NNG+노조/NNG+가/JKS
늘	늘/MAG
해오던	하/VV+아/EC+오/VX+던/ETM
방식”이라며	방식/NNG+”/SS+이/VCP+라며/EC
반발하던	반발/NNG+하/XSV+던/ETM
것과는	것/NNB+과/JKB+는/JX
180도	180/SN+도/NNB
달라진	달라지/VV+ㄴ/ETM
태도다.	태도/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000056.229.11.1
피해자들은 회사 쪽의 이런 변화에 의문을 품고 있다.

피해자들은	피해자/NNG+들/XSN+은/JX
회사	회사/NNG
쪽의	쪽/NNB+의/JKG
이런	이런/MMD
변화에	변화/NNG+에/JKB
의문을	의문/NNG+을/JKO
품고	품/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000056.229.11.2
문화방송 영상기자회는 이날 논의를 거쳐 회사 쪽이 제안한 진상조사위원회를 거부하기로 결정했다.

문화방송	문화방송/NNP
영상기자회는	영상/NNG+기자회/NNG+는/JX
이날	이날/NNG
논의를	논의/NNG+를/JKO
거쳐	거치/VV+어/EC
회사	회사/NNG
쪽이	쪽/NNB+이/JKS
제안한	제안/NNG+하/XSV+ㄴ/ETM
진상조사위원회를	진상/NNG+조사/NNG+위원회/NNG+를/JKO
거부하기로	거부/NNG+하/XSV+기/ETN+로/JKB
결정했다.	결정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.229.11.3
기자회는 성명을 내어 “사측은 ‘블랙리스트’를 ‘노노갈등’에 의한 ‘개인의 일탈행위’로 규정하고 있다.

기자회는	기자회/NNG+는/JX
성명을	성명/NNG+을/JKO
내어	내/VV+어/EC
“사측은	“/SS+사측/NNG+은/JX
‘블랙리스트’를	‘/SS+블랙리스트/NNG+’/SS+를/JKO
‘노노갈등’에	‘/SS+노노/NNG+갈등/NNG+’/SS+에/JKB
의한	의하/VV+ㄴ/ETM
‘개인의	‘/SS+개인/NNG+의/JKG
일탈행위’로	일탈/NNG+행위/NNG+’/SS+로/JKB
규정하고	규정/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000056.229.11.4
하지만 그 내용을 조금만 들여다봐도 황당한 거짓임을 알 수 있다”며 “‘개인용 자료’라면서 기자 전원을 대상으로 입사연월과 기수, 성향을 일목요연하게 등급으로 분류하여 보고문건의 양식으로 작성했기에, 분명히 보고대상을 위해 목적을 가지고 작성한 것”이라고 주장했다.

하지만	하지만/MAJ
그	그/MMD
내용을	내용/NNG+을/JKO
조금만	조금/NNG+만/JX
들여다봐도	들여다보/VV+아도/EC
황당한	황당하/VA+ㄴ/ETM
거짓임을	거짓/NNG+이/VCP+ㅁ/ETN+을/JKO
알	알/VV+ㄹ/ETM
수	수/NNB
있다”며	있/VA+다/EF+”/SS+며/EC
“‘개인용	“/SS+‘/SS+개인/NNG+용/XSN
자료’라면서	자료/NNG+’/SS+이/VCP+라면서/EC
기자	기자/NNG
전원을	전원/NNG+을/JKO
대상으로	대상/NNG+으로/JKB
입사연월과	입사/NNG+연월/NNG+과/JC
기수,	기수/NNG+,/SP
성향을	성향/NNG+을/JKO
일목요연하게	일목요연하/VA+게/EC
등급으로	등급/NNG+으로/JKB
분류하여	분류/NNG+하/XSV+아/EC
보고문건의	보고/NNG+문건/NNG+의/JKG
양식으로	양식/NNG+으로/JKB
작성했기에,	작성/NNG+하/XSV+았/EP+기에/EC+,/SP
분명히	분명히/MAG
보고대상을	보고/NNG+대상/NNG+을/JKO
위해	위하/VV+아/EC
목적을	목적/NNG+을/JKO
가지고	가지/VV+고/EC
작성한	작성/NNG+하/XSV+ㄴ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.229.11.5
현 경영진이 연루된 정황이 뚜렷한 상황에서, 이들과 함께 진상조사를 진행할 수 없다는 의미다.

현	현/MMD
경영진이	경영진/NNG+이/JKS
연루된	연루/NNG+되/XSV+ㄴ/ETM
정황이	정황/NNG+이/JKS
뚜렷한	뚜렷하/VA+ㄴ/ETM
상황에서,	상황/NNG+에서/JKB+,/SP
이들과	이/NP+들/XSN+과/JKB
함께	함께/MAG
진상조사를	진상/NNG+조사/NNG+를/JKO
진행할	진행/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다는	없/VA+다는/ETM
의미다.	의미/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000056.229.11.6
권혁용 영상기자회장은 <한겨레>와 한 통화에서 “회사가 보도자료를 내기 전 진상조사 관련 연락을 해온 게 없다”며 “회사 쪽은 어제까지만 해도 법적 조치 운운하며 겁박하고, ‘노노갈등’으로 몰려고 했다.

권혁용	권혁용/NNP
영상기자회장은	영상/NNG+기자회장/NNG+은/JX
<한겨레>와	</SS+한겨레/NNP+>/SS+와/JKB
한	하/VV+ㄴ/ETM
통화에서	통화/NNG+에서/JKB
“회사가	“/SS+회사/NNG+가/JKS
보도자료를	보도/NNG+자료/NNG+를/JKO
내기	내/VV+기/ETN
전	전/NNG
진상조사	진상/NNG+조사/NNG
관련	관련/NNG
연락을	연락/NNG+을/JKO
해온	하/VV+아/EC+오/VX+ㄴ/ETM
게	거/NNB+이/JKS
없다”며	없/VA+다/EF+”/SS+며/EC
“회사	“/SS+회사/NNG
쪽은	쪽/NNB+은/JX
어제까지만	어제/NNG+까지/JX+만/JX
해도	하/VV+아도/EC
법적	법/NNG+적/XSN
조치	조치/NNG
운운하며	운운/NNG+하/XSV+며/EC
겁박하고,	겁박/NNG+하/XSV+고/EC+,/SP
‘노노갈등’으로	‘/SS+노노/NNG+갈등/NNG+’/SS+으로/JKB
몰려고	몰/VV+려고/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000056.229.11.7
제3의 기관(검찰)에 진상조사를 맡겼는데 이제야 이런 대응을 하는 이유를 알 수 없다”고 말했다.

제3의	제/XPN+3/SN+의/JKG
기관(검찰)에	기관/NNG+(/SS+검찰/NNG+)/SS+에/JKB
진상조사를	진상/NNG+조사/NNG+를/JKO
맡겼는데	맡기/VV+었/EP+는데/EC
이제야	이제야/MAG
이런	이런/MMD
대응을	대응/NNG+을/JKO
하는	하/VV+는/ETM
이유를	이유/NNG+를/JKO
알	알/VV+ㄹ/ETM
수	수/NNB
없다”고	없/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


