# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000045.109
metadata : {}


# id : NWRW1800000045.109.1.1
[2016 대학가는 길]대부분 학부 수능 반영 비율 100%로 확대

[2016	[/SS+2016/SN
교육을	교육/NNG+을/JKO
하고	하/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000045.109.9.3
한세대는 신입생과 재학생을 위해 다양한 장학 제도도 운영하고 있다.

한세대는	한세대/NNP+는/JX
신입생과	신입/NNG+생/XSN+과/JC
재학생을	재학/NNG+생/XSN+을/JKO
위해	위하/VV+아/EC
다양한	다양/NNG+하/XSA+ㄴ/ETM
장학	장학/NNG
제도도	제도/NNG+도/JX
운영하고	운영/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000045.109.9.4
대표적인 장학금으로는 ‘Hansei Achievement Scholarship’을 꼽을 수 있다.

대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
장학금으로는	장학금/NNG+으로/JKB+는/JX
‘Hansei	‘/SS+Hansei/SL
Achievement	Achievement/SL
Scholarship’을	Scholarship/SL+’/SS+을/JKO
꼽을	꼽/VV+을/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000045.109.9.5
이는 외국어, 글로벌 멘토링, 해외사회봉사, 기초역량, 성적 향상, 취업, 창업, 자격증, 동행멘토링, 한세멘토링, 국내 사회봉사, 헌혈 등에 해당되는 활동 성과가 인정되면 포인트당 장학금을 지급하는 제도이다.

이는	이/NP+는/JX
외국어,	외국어/NNG+,/SP
글로벌	글로벌/NNG
멘토링,	멘토링/NNG+,/SP
해외사회봉사,	해외/NNG+사회봉사/NNG+,/SP
기초역량,	기초/NNG+역량/NNG+,/SP
성적	성적/NNG
향상,	향상/NNG+,/SP
취업,	취업/NNG+,/SP
창업,	창업/NNG+,/SP
자격증,	자격증/NNG+,/SP
동행멘토링,	동행/NNG+멘토링/NNG+,/SP
한세멘토링,	한세/NNP+멘토링/NNG+,/SP
국내	국내/NNG
사회봉사,	사회봉사/NNG+,/SP
헌혈	헌혈/NNG
등에	등/NNB+에/JKB
해당되는	해당/NNG+되/XSV+는/ETM
활동	활동/NNG
성과가	성과/NNG+가/JKS
인정되면	인정/NNG+되/XSV+면/EC
포인트당	포인트/NNG+당/XSN
장학금을	장학금/NNG+을/JKO
지급하는	지급/NNG+하/XSV+는/ETM
제도이다.	제도/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000045.109.9.6
이 밖에도 공로장학금, 한세가족장학금, 외국어장학금, 영산장학금 등 70여 종류의 다양한 내·외부 장학금을 지원하고 있다.

이	이/MMD
밖에도	밖/NNG+에/JKB+도/JX
공로장학금,	공로/NNG+장학금/NNG+,/SP
한세가족장학금,	한세/NNP+가족/NNG+장학금/NNG+,/SP
외국어장학금,	외국어/NNG+장학금/NNG+,/SP
영산장학금	영산/NNP+장학금/NNG
등	등/NNB
70여	70/SN+여/XSN
종류의	종류/NNG+의/JKG
다양한	다양/NNG+하/XSA+ㄴ/ETM
내·외부	내·외부/NNG
장학금을	장학금/NNG+을/JKO
지원하고	지원/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


