# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.381
metadata : {}


# id : NWRW1800000038.381.1.1
朴대통령 "형식은 내용을 지배"… 北, 판문점 남북 직통 전화 끊어

朴대통령	朴/SH+대통령/NNG
기자들의	기자/NNG+들/XSN+의/JKG
질문에	질문/NNG+에/JKB
"아니다.	"/SS+아니/VCN+다/EF+./SF
북한이	북한/NNP+이/JKS
성의	성의/NNG
있는	있/VA+는/ETM
입장	입장/NNG
변화를	변화/NNG+를/JKO
보여야	보이/VV+어야/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.381.5.1
남북당국회담이 무산됨에 따라 지난 7일 3개월 만에 재가동된 남북 간 판문점 연락 채널도 다시 끊어졌다.

남북당국회담이	남북/NNP+당국/NNG+회담/NNG+이/JKS
무산됨에	무산/NNG+되/XSV+ㅁ/ETN+에/JKB
따라	따르/VV+아/EC
지난	지나/VV+ㄴ/ETM
7일	7/SN+일/NNB
3개월	3/SN+개월/NNB
만에	만/NNB+에/JKB
재가동된	재/XPN+가동/NNG+되/XSV+ㄴ/ETM
남북	남북/NNP
간	간/NNB
판문점	판문점/NNP
연락	연락/NNG
채널도	채널/NNG+도/JX
다시	다시/MAG
끊어졌다.	끊어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.381.5.2
북한이 우리 측 수석대표(김남식 통일부차관)의 급(級)을 문제 삼아 12일 열릴 예정이던 회담을 일방적으로 무산시킨 지 하루 만이다.

북한이	북한/NNP+이/JKS
우리	우리/NP
측	측/NNB
수석대표(김남식	수석대표/NNG+(/SS+김남식/NNP
통일부차관)의	통일부/NNG+차관/NNG+)/SS+의/JKG
급(級)을	급/NNG+(/SS+級/SH+)/SS+을/JKO
문제	문제/NNG
삼아	삼/VV+아/EC
12일	12/SN+일/NNB
열릴	열리/VV+ㄹ/ETM
예정이던	예정/NNG+이/VCP+던/ETM
회담을	회담/NNG+을/JKO
일방적으로	일방/NNG+적/XSN+으로/JKB
무산시킨	무산/NNG+시키/XSV+ㄴ/ETM
지	지/NNB
하루	하루/NNG
만이다.	만/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000038.381.5.3
통일부 당국자는 이날 "판문점 직통 전화로 우리 연락관이 오전 9시쯤 시험 통화를 했으나 북측과 연결되지 않았다"며 "오후 4시 통화를 시도했을 때도 마찬가지였다"고 말했다.

통일부	통일부/NNG
당국자는	당국자/NNG+는/JX
이날	이날/NNG
"판문점	"/SS+판문점/NNP
직통	직통/NNG
전화로	전화/NNG+로/JKB
우리	우리/NP
연락관이	연락관/NNG+이/JKS
오전	오전/NNG
9시쯤	9/SN+시/NNB+쯤/XSN
시험	시험/NNG
통화를	통화/NNG+를/JKO
했으나	하/VV+았/EP+으나/EC
북측과	북측/NNG+과/JKB
연결되지	연결/NNG+되/XSV+지/EC
않았다"며	않/VX+았/EP+다/EF+"/SS+며/EC
"오후	"/SS+오후/NNG
4시	4/SN+시/NNB
시도했을	시도/NNG+하/XSV+았/EP+을/ETM
때도	때/NNG+도/JX
마찬가지였다"고	마찬가지/NNG+이/VCP+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.381.6.1
앞서 북한 조국평화통일위원회는 지난 3월 11일 한·미 연합 키리졸브 연습에 반발해 판문점 연락 채널을 끊었다.

앞서	앞서/MAG
북한	북한/NNP
조국평화통일위원회는	조국/NNG+평화/NNG+통일/NNG+위원회/NNG+는/JX
지난	지나/VV+ㄴ/ETM
3월	3/SN+월/NNB
11일	11/SN+일/NNB
한·미	한·미/NNP
연합	연합/NNG
키리졸브	키리졸브/NNG
연습에	연습/NNG+에/JKB
반발해	반발/NNG+하/XSV+아/EC
판문점	판문점/NNP
연락	연락/NNG
채널을	채널/NNG+을/JKO
끊었다.	끊/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.381.6.2
같은 달 27일에는 군 통신선마저 끊었다.

같은	같/VA+은/ETM
달	달/NNG
27일에는	27/SN+일/NNB+에/JKB+는/JX
군	군/NNG
통신선마저	통신선/NNG+마저/JX
끊었다.	끊/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.381.6.3
그러다 조평통은 지난 6일 대변인 특별 담화문을 통해 남북 당국 간 회담을 제의하면서 정부가 호응해 올 경우 판문점 연락 채널을 재가동할 뜻임을 밝혔다.

그러다	그러/VV+다/EC
조평통은	조평통/NNG+은/JX
지난	지나/VV+ㄴ/ETM
6일	6/SN+일/NNB
대변인	대변인/NNG
특별	특별/NNG
담화문을	담화문/NNG+을/JKO
통해	통하/VV+아/EC
남북	남북/NNP
당국	당국/NNG
간	간/NNB
회담을	회담/NNG+을/JKO
제의하면서	제의/NNG+하/XSV+면서/EC
정부가	정부/NNG+가/JKS
호응해	호응/NNG+하/XSV+아/EC
올	오/VX+ㄹ/ETM
경우	경우/NNG
판문점	판문점/NNP
연락	연락/NNG
채널을	채널/NNG+을/JKO
재가동할	재/XPN+가동/NNG+하/XSV+ㄹ/ETM
뜻임을	뜻/NNG+이/VCP+ㅁ/ETN+을/JKO
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.381.6.4
실제 우리 정부가 대화 제의를 받아들이자 7일 판문점 연락 채널을 재가동했었다.

실제	실제/NNG
우리	우리/NP
정부가	정부/NNG+가/JKS
대화	대화/NNG
제의를	제의/NNG+를/JKO
받아들이자	받아들이/VV+자/EC
7일	7/SN+일/NNB
판문점	판문점/NNP
연락	연락/NNG
채널을	채널/NNG+을/JKO
재가동했었다.	재/XPN+가동/NNG+하/XSV+았었/EP+다/EF+./SF


