# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000053.289
metadata : {}


# id : NWRW1800000053.289.1.1
[오늘과 내일/배극인]말 따로, 행동 따로 기업정책

[오늘과	[/SS+오늘/NNG+과/JC
가져올	가져오/VV+ㄹ/ETM
충격을	충격/NNG+을/JKO
어렵잖게	어렵/VA+지/EC+않/VX+게/EC
짐작할	짐작/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000053.289.3.1
지난주 국회 환경노동위원회 법안심사소위에서 근로시간 단축 개정안이 무산된 직후 전화로 들어본 중소기업인들의 목소리는 격앙돼 있었다.

지난주	지난주/NNG
국회	국회/NNG
환경노동위원회	환경/NNG+노동/NNG+위원회/NNG
법안심사소위에서	법안/NNG+심사/NNG+소위/NNG+에서/JKB
근로시간	근로/NNG+시간/NNG
단축	단축/NNG
개정안이	개정안/NNG+이/JKS
무산된	무산/NNG+되/XSV+ㄴ/ETM
직후	직후/NNG
전화로	전화/NNG+로/JKB
들어본	듣/VV+어/EC+보/VX+ㄴ/ETM
중소기업인들의	중소기업인/NNG+들/XSN+의/JKG
목소리는	목소리/NNG+는/JX
격앙돼	격앙/NNG+되/XSV+어/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000053.289.3.2
정부와 정치권이 현재 기업 상황을 알기나 하는 건지, 알고도 그런 건지 이해할 수 없어 했다.

정부와	정부/NNG+와/JC
정치권이	정치/NNG+권/XSN+이/JKS
현재	현재/MAG
기업	기업/NNG
상황을	상황/NNG+을/JKO
알기나	알/VV+기/ETN+나/JX
하는	하/VX+는/ETM
건지,	거/NNB+이/VCP+ㄴ지/EC+,/SP
알고도	알/VV+고/EC+도/JX
그런	그런/MMD
건지	거/NNB+이/VCP+ㄴ지/EC
이해할	이해/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없어	없/VA+어/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000053.289.3.3
대형마트를 통해 통조림 등을 판매하는 한 중견 식품기업.

대형마트를	대형/NNG+마트/NNG+를/JKO
통해	통하/VV+아/EC
통조림	통조림/NNG
등을	등/NNB+을/JKO
판매하는	판매/NNG+하/XSV+는/ETM
한	한/MMN
중견	중견/NNG
식품기업.	식품/NNG+기업/NNG+./SF


# id : NWRW1800000053.289.3.4
이제 자사 제품은 동네 슈퍼로 밀려날 것이라고 푸념했다.

이제	이제/MAG
자사	자사/NNG
제품은	제품/NNG+은/JX
동네	동네/NNG
슈퍼로	슈퍼/NNG+로/JKB
밀려날	밀려나/VV+ㄹ/ETM
것이라고	것/NNB+이/VCP+라고/EC
푸념했다.	푸념/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.289.3.5
인건비 등 원가가 오르면 최저 마진 확보가 어려워지고, 판촉 행사 위축으로 입지가 좁아질 수밖에 없다.

인건비	인건비/NNG
등	등/NNB
원가가	원가/NNG+가/JKS
오르면	오르/VV+면/EC
최저	최저/NNG
마진	마진/NNG
확보가	확보/NNG+가/JKS
어려워지고,	어렵/VA+어/EC+지/VX+고/EC+,/SP
판촉	판촉/NNG
행사	행사/NNG
위축으로	위축/NNG+으로/JKB
입지가	입지/NNG+가/JKS
좁아질	좁아지/VV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000053.289.3.6
인건비 절감을 위해 자동화 설비를 들이려 해도 자금력이 문제다.

인건비	인건비/NNG
절감을	절감/NNG+을/JKO
위해	위하/VV+아/EC
자동화	자동/NNG+화/XSN
설비를	설비/NNG+를/JKO
들이려	들이/VV+려/EC
해도	하/VX+아도/EC
자금력이	자금력/NNG+이/JKS
문제다.	문제/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000053.289.3.7
통장 잔액이 넉넉한 시장 지배적 기업의 입지만 공고해져 ‘부익부 빈익빈’이 심화될 것이라고 비판했다.

통장	통장/NNG
잔액이	잔액/NNG+이/JKS
넉넉한	넉넉하/VA+ㄴ/ETM
시장	시장/NNG
지배적	지배/NNG+적/XSN
기업의	기업/NNG+의/JKG
입지만	입지/NNG+만/JX
공고해져	공고하/VA+아/EC+지/VX+어/EC
‘부익부	‘/SS+부익부/NNG
빈익빈’이	빈익빈/NNG+’/SS+이/JKS
심화될	심화/NNG+되/XSV+ㄹ/ETM
것이라고	것/NNB+이/VCP+라고/EC
비판했다.	비판/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.289.4.1
더 딱한 것은 근로자다.

더	더/MAG
딱한	딱하/VA+ㄴ/ETM
것은	것/NNB+은/JX
근로자다.	근로자/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000053.289.4.2
기업들은 매출과 시장점유율 유지를 위해 약간의 무리가 있더라도 야간과 주말에도 공장을 돌려왔다.

기업들은	기업/NNG+들/XSN+은/JX
매출과	매출/NNG+과/JC
시장점유율	시장/NNG+점유/NNG+율/XSN
유지를	유지/NNG+를/JKO
위해	위하/VV+아/EC
약간의	약간/NNG+의/JKG
무리가	무리/NNG+가/JKS
있더라도	있/VA+더라도/EC
야간과	야간/NNG+과/JC
주말에도	주말/NNG+에/JKB+도/JX
공장을	공장/NNG+을/JKO
돌려왔다.	돌리/VV+어/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000053.289.4.3
그런데 최저임금이 오르고 근로시간이 단축되면 작은 기업일수록 야근이나 특근을 없앨 수밖에 없다.

그런데	그런데/MAJ
최저임금이	최저/NNG+임금/NNG+이/JKS
오르고	오르/VV+고/EC
근로시간이	근로/NNG+시간/NNG+이/JKS
단축되면	단축/NNG+되/XSV+면/EC
작은	작/VA+은/ETM
기업일수록	기업/NNG+이/VCP+ㄹ수록/EC
야근이나	야근/NNG+이나/JC
특근을	특근/NNG+을/JKO
없앨	없애/VV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000053.289.4.4
월 200만 원 받는 근로자는 야근을 하며 추가로 받는 100만 원으로 저축도 하고 자녀 학비도 대 온 것이 현실인데, 이 돈이 사라지는 것이다.

월	월/NNG
200만	200/SN+만/NR
원	원/NNB
받는	받/VV+는/ETM
근로자는	근로자/NNG+는/JX
야근을	야근/NNG+을/JKO
하며	하/VV+며/EC
추가로	추가/NNG+로/JKB
100만	100/SN+만/NR
원으로	원/NNB+으로/JKB
저축도	저축/NNG+도/JX
하고	하/VV+고/EC
자녀	자녀/NNG
학비도	학비/NNG+도/JX
대	대/VV+어/EC
온	오/VV+ㄴ/ETM
것이	것/NNB+이/JKS
현실인데,	현실/NNG+이/VCP+ㄴ데/EC+,/SP
이	이/MMD
돈이	돈/NNG+이/JKS
사라지는	사라지/VV+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000053.289.4.5
편의점이나 식당에서 근무하는 파트타임 인건비는 올라가지 않느냐고?

편의점이나	편의점/NNG+이나/JC
식당에서	식당/NNG+에서/JKB
근무하는	근무/NNG+하/XSV+는/ETM
파트타임	파트타임/NNG
인건비는	인건비/NNG+는/JX
올라가지	올라가/VV+지/EC
않느냐고?	않/VX+느냐고/EF+?/SF


# id : NWRW1800000053.289.4.6
파트타임을 아예 안 쓰겠다거나 줄이겠다는 자영업자가 속출하고 있다.

파트타임을	파트타임/NNG+을/JKO
아예	아예/MAG
안	안/MAG
쓰겠다거나	쓰/VV+겠/EP+다/EF+거나/JX
줄이겠다는	줄이/VV+겠/EP+다는/ETM
자영업자가	자영업자/NNG+가/JKS
속출하고	속출/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000053.289.5.1
정치권은 기업이야 죽든 살든 신경도 안 쓰는 분위기다.

정치권은	정치/NNG+권/XSN+은/JX
기업이야	기업/NNG+이야/JX
죽든	죽/VV+든/EC
살든	살/VV+든/EC
신경도	신경/NNG+도/JX
안	안/MAG
쓰는	쓰/VV+는/ETM
분위기다.	분위기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000053.289.5.2
한 도금업체 대표는 지난주 근로시간 단축 개정안이 무산되자 회사 걱정에 한숨도 못 잤다고 했다.

한	한/MMN
도금업체	도금업체/NNG
대표는	대표/NNG+는/JX
지난주	지난주/NNG
근로시간	근로/NNG+시간/NNG
단축	단축/NNG
개정안이	개정안/NNG+이/JKS
무산되자	무산/NNG+되/XSV+자/EC
회사	회사/NNG
걱정에	걱정/NNG+에/JKB
한숨도	한/XPN+숨/NNG+도/JX
못	못/MAG
잤다고	자/VV+았/EP+다고/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000053.289.5.3
정치권에 읍소한 끝에 여야 3당 간사가 근로시간 단축 충격을 완화하려고 내년 7월부터 3년간 기업 규모별로 단계적으로 시행하고 휴일수당을 1.5배 지급하기로 잠정 합의했지만 일부 여당 의원의 반대로 최종 합의는 실패로 끝났다.

정치권에	정치/NNG+권/XSN+에/JKB
읍소한	읍소/NNG+하/XSV+ㄴ/ETM
끝에	끝/NNG+에/JKB
여야	여야/NNG
3당	3/SN+당/NNG
간사가	간사/NNG+가/JKS
근로시간	근로/NNG+시간/NNG
단축	단축/NNG
충격을	충격/NNG+을/JKO
완화하려고	완화/NNG+하/XSV+려고/EC
내년	내년/NNG
7월부터	7/SN+월/NNB+부터/JX
3년간	3/SN+년/NNB+간/XSN
기업	기업/NNG
규모별로	규모/NNG+별/XSN+로/JKB
단계적으로	단계/NNG+적/XSN+으로/JKB
시행하고	시행/NNG+하/XSV+고/EC
휴일수당을	휴일/NNG+수당/NNG+을/JKO
1.5배	1/SN+./SP+5/SN+배/NNG
지급하기로	지급/NNG+하/XSV+기/ETN+로/JKB
잠정	잠정/NNG
합의했지만	합의/NNG+하/XSV+았/EP+지만/EC
일부	일부/NNG
여당	여당/NNG
의원의	의원/NNG+의/JKG
반대로	반대/NNG+로/JKB
최종	최종/NNG
합의는	합의/NNG+는/JX
실패로	실패/NNG+로/JKB
끝났다.	끝나/VV+았/EP+다/EF+./SF


# id : NWRW1800000053.289.5.4
내년 지방선거를 앞두고 휴일수당을 평일의 2배로 달라고 요구하는 노동계에 영합했다고 기업인들은 보고 있다.

내년	내년/NNG
지방선거를	지방/NNG+선거/NNG+를/JKO
앞두고	앞두/VV+고/EC
휴일수당을	휴일/NNG+수당/NNG+을/JKO
평일의	평일/NNG+의/JKG
2배로	2/SN+배/NNG+로/JKB
달라고	달/VV+라고/EC
요구하는	요구/NNG+하/XSV+는/ETM
노동계에	노동/NNG+계/XSN+에/JKB
영합했다고	영합/NNG+하/XSV+았/EP+다고/EC
기업인들은	기업인/NNG+들/XSN+은/JX
보고	보/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000053.289.5.5
도금업체 대표는 “우리도 숨 돌릴 시간은 줘야 하는 것 아닌가.

도금업체	도금업체/NNG
대표는	대표/NNG+는/JX
“우리도	“/SS+우리/NP+도/JX
숨	숨/NNG
돌릴	돌리/VV+ㄹ/ETM
시간은	시간/NNG+은/JX
줘야	주/VV+어야/EC
하는	하/VX+는/ETM
것	것/NNB
아닌가.	아니/VCN+ㄴ가/EF+./SF


# id : NWRW1800000053.289.5.6
이제 한국에서 기업 하지 말라는 얘기냐”며 울분을 토했다.

이제	이제/MAG
한국에서	한국/NNP+에서/JKB
기업	기업/NNG
하지	하/VV+지/EC
말라는	말/VX+라는/ETM
얘기냐”며	얘기/NNG+이/VCP+냐/EF+”/SS+며/EC
울분을	울분/NNG+을/JKO
토했다.	토하/VV+았/EP+다/EF+./SF


# id : NWRW1800000053.289.6.1
엎친 데 덮친 격으로 기준금리가 인상됐다.

엎친	엎치/VV+ㄴ/ETM
데	데/NNB
덮친	덮치/VV+ㄴ/ETM
격으로	격/NNB+으로/JKB
기준금리가	기준/NNG+금리/NNG+가/JKS
인상됐다.	인상/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000053.289.6.2
설비 도입이든 운영 자금이든 빚 없이 운영하는 중소기업이 거의 없는 상황에서 충격이 상당하다.

설비	설비/NNG
도입이든	도입/NNG+이든/JX
운영	운영/NNG
자금이든	자금/NNG+이든/JX
빚	빚/NNG
없이	없이/MAG
운영하는	운영/NNG+하/XSV+는/ETM
중소기업이	중소기업/NNG+이/JKS
거의	거의/MAG
없는	없/VA+는/ETM
상황에서	상황/NNG+에서/JKB
충격이	충격/NNG+이/JKS
상당하다.	상당/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000053.289.6.3
미래에 대한 불안감과 만성 소비부진도 이들의 어깨를 짓누르고 있다.

미래에	미래/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
불안감과	불안감/NNG+과/JC
만성	만성/NNG
소비부진도	소비/NNG+부진/NNG+도/JX
이들의	이/NP+들/XSN+의/JKG
어깨를	어깨/NNG+를/JKO
짓누르고	짓누르/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000053.289.6.4
오죽하면 문 닫고 도망가고 싶다는 말까지 나올까.

오죽하면	오죽/MAG+하/XSA+면/EC
문	문/NNG
닫고	닫/VV+고/EC
도망가고	도망가/VV+고/EC
싶다는	싶/VX+다는/ETM
말까지	말/NNG+까지/JX
나올까.	나오/VV+ㄹ까/EF+./SF


# id : NWRW1800000053.289.6.5
한 수제화 업체 대표는 “열심히 일하면 살아갈 수 있다는 믿음이 사라졌다”고 한탄했다.

한	한/MMN
수제화	수제화/NNG
업체	업체/NNG
대표는	대표/NNG+는/JX
“열심히	“/SS+열심히/MAG
일하면	일/NNG+하/XSV+면/EC
살아갈	살아가/VV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
믿음이	믿음/NNG+이/JKS
사라졌다”고	사라지/VV+었/EP+다/EF+”/SS+고/JKQ
한탄했다.	한탄/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.289.6.6
‘중소기업을 우리 경제 중심에 두겠다’는 대통령 공언과 달리 작은 기업일수록, 취약 근로자일수록 극한으로 내몰리는 상황을 어떻게 이해해야 할까.

‘중소기업을	‘/SS+중소기업/NNG+을/JKO
우리	우리/NP
경제	경제/NNG
중심에	중심/NNG+에/JKB
두겠다’는	두/VV+겠/EP+다/EF+’/SS+는/ETM
대통령	대통령/NNG
공언과	공언/NNG+과/JKB
달리	달리/MAG
작은	작/VA+은/ETM
기업일수록,	기업/NNG+이/VCP+ㄹ수록/EC+,/SP
취약	취약/NNG
근로자일수록	근로자/NNG+이/VCP+ㄹ수록/EC
극한으로	극한/NNG+으로/JKB
내몰리는	내몰리/VV+는/ETM
상황을	상황/NNG+을/JKO
어떻게	어떻/VA+게/EC
이해해야	이해/NNG+하/XSV+아야/EC
할까.	하/VX+ㄹ까/EF+./SF


# id : NWRW1800000053.289.7.1
더 갑갑한 것은 이런 사정을 말하기도 어려운 ‘불통’의 분위기다.

더	더/MAG
갑갑한	갑갑하/VA+ㄴ/ETM
것은	것/NNB+은/JX
이런	이런/MMD
사정을	사정/NNG+을/JKO
말하기도	말/NNG+하/XSV+기/ETN+도/JX
어려운	어렵/VA+ㄴ/ETM
‘불통’의	‘/SS+불통/NNG+’/SS+의/JKG
분위기다.	분위기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000053.289.7.2
한 기업인은 인터넷 댓글 부대를 의식한 듯 잘못 걸리면 죽는 세상이라며 익명을 요구했다.

한	한/MMN
기업인은	기업인/NNG+은/JX
인터넷	인터넷/NNG
댓글	댓글/NNG
부대를	부대/NNG+를/JKO
의식한	의식/NNG+하/XSV+ㄴ/ETM
듯	듯/NNB
잘못	잘못/MAG
걸리면	걸리/VV+면/EC
죽는	죽/VV+는/ETM
세상이라며	세상/NNG+이/VCP+라며/EC
익명을	익명/NNG+을/JKO
요구했다.	요구/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.289.7.3
진위를 떠나 기업인들이 그렇게 느낀다면 뭔가 크게 잘못된 사회 분위기다.

진위를	진위/NNG+를/JKO
떠나	떠나/VV+아/EC
기업인들이	기업인/NNG+들/XSN+이/JKS
그렇게	그렇/VA+게/EC
느낀다면	느끼/VV+ㄴ다면/EC
뭔가	뭐/NP+이/VCP+ㄴ가/EF
크게	크/VA+게/EC
잘못된	잘못/MAG+되/XSV+ㄴ/ETM
사회	사회/NNG
분위기다.	분위기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000053.289.7.4
정부와 정치권은 더 늦기 전에 말 따로, 행동 따로 기업 정책을 돌아봐야 한다.

정부와	정부/NNG+와/JC
정치권은	정치/NNG+권/XSN+은/JX
더	더/MAG
늦기	늦/VA+기/ETN
전에	전/NNG+에/JKB
말	말/NNG
따로,	따로/MAG+,/SP
행동	행동/NNG
따로	따로/MAG
기업	기업/NNG
정책을	정책/NNG+을/JKO
돌아봐야	돌아보/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000053.289.7.5
업종 특성을 감안해 연간 탄력근로시간제를 도입하는 등 제도 운영에도 신축성을 둬야 한다.

업종	업종/NNG
특성을	특성/NNG+을/JKO
감안해	감안/NNG+하/XSV+아/EC
연간	연간/NNG
탄력근로시간제를	탄력/NNG+근로/NNG+시간/NNG+제/XSN+를/JKO
도입하는	도입/NNG+하/XSV+는/ETM
등	등/NNB
제도	제도/NNG
운영에도	운영/NNG+에/JKB+도/JX
신축성을	신축/NNG+성/XSN+을/JKO
둬야	두/VV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000053.289.7.6
노동계에 영합하는 ‘노퓰리즘’에 기업들의 생사를 통째로 넘길 순 없지 않은가.

노동계에	노동/NNG+계/XSN+에/JKB
영합하는	영합/NNG+하/XSV+는/ETM
‘노퓰리즘’에	‘/SS+노퓰리즘/NNG+’/SS+에/JKB
기업들의	기업/NNG+들/XSN+의/JKG
생사를	생사/NNG+를/JKO
통째로	통/NNG+째/XSN+로/JKB
넘길	넘기/VV+ㄹ/ETM
순	수/NNB+ㄴ/JX
없지	없/VA+지/EC
않은가.	않/VX+은가/EF+./SF


