# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.379
metadata : {}


# id : NWRW1800000056.379.1.1
[단독] 군 사이버사, 인터넷 언론까지 직접 운영했다

[단독]	[/SS+단독/NNG+]/SS
심리전’이라는	심리전/NNG+’/SS+이/VCP+라는/ETM
창설	창설/NNG
목적과	목적/NNG+과/JKB
무관한	무관하/VA+ㄴ/ETM
콘텐츠	콘텐츠/NNG
사업을	사업/NNG+을/JKO
벌여온	벌이/VV+어/EC+오/VX+ㄴ/ETM
사실이	사실/NNG+이/JKS
처음	처음/NNG
확인됐다.	확인/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000056.379.6.2
사이버사가 국정원 특수활동비의 장막 아래 ‘국내용’ 콘텐츠 제작에 손을 뻗친 것으로 드러나면서, 이명박 정부 당시 국정원과 사이버사가 댓글 공작을 넘어 여론몰이를 위해 다양한 콘텐츠 사업에 뛰어든 것이 아니냐는 의혹이 나온다.

사이버사가	사이버사/NNG+가/JKS
국정원	국정원/NNG
특수활동비의	특수/NNG+활동비/NNG+의/JKG
장막	장막/NNG
아래	아래/NNG
‘국내용’	‘/SS+국내/NNG+용/XSN+’/SS
콘텐츠	콘텐츠/NNG
제작에	제작/NNG+에/JKB
손을	손/NNG+을/JKO
뻗친	뻗치/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
드러나면서,	드러나/VV+면서/EC+,/SP
이명박	이명박/NNP
정부	정부/NNG
당시	당시/NNG
국정원과	국정원/NNG+과/JC
댓글	댓글/NNG
공작을	공작/NNG+을/JKO
넘어	넘/VV+어/EC
여론몰이를	여론/NNG+몰이/NNG+를/JKO
위해	위하/VV+아/EC
다양한	다양/NNG+하/XSA+ㄴ/ETM
사업에	사업/NNG+에/JKB
뛰어든	뛰어들/VV+ㄴ/ETM
것이	것/NNB+이/JKC
아니냐는	아니/VCN+냐는/ETM
의혹이	의혹/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000056.379.6.3
검찰은 사이버사 댓글공작의 ‘윗선’으로 지목받고 있는 김관진(68) 전 국방부 장관을 출국금지하며 이 사건을 정조준했다.

검찰은	검찰/NNG+은/JX
사이버사	사이버사/NNG
댓글공작의	댓글/NNG+공작/NNG+의/JKG
‘윗선’으로	‘/SS+윗선/NNG+’/SS+으로/JKB
지목받고	지목/NNG+받/XSV+고/EC
있는	있/VX+는/ETM
김관진(68)	김관진/NNP+(/SS+68/SN+)/SS
전	전/MMD
국방부	국방부/NNG
장관을	장관/NNG+을/JKO
출국금지하며	출국/NNG+금지/NNG+하/XSV+며/EC
이	이/MMD
사건을	사건/NNG+을/JKO
정조준했다.	정조준/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.379.7.1
국회 국방위원회 소속인 이철희 더불어민주당 의원은 27일 <한겨레>에 “국정원의 2012년 국군사이버사령부 정보예산 수검자료를 확인하고 여러 제보를 종합한 결과, 군 사이버사가 대선 7개월 전인 2012년 5월 <포인트뉴스>라는 이름의 민간 인터넷 언론사를 세워 운영하고 <독도디펜스> 등 복수의 모바일 게임을 제작한 사실을 확인했다”고 밝혔다.

국회	국회/NNG
국방위원회	국방/NNG+위원회/NNG
소속인	소속/NNG+이/VCP+ㄴ/ETM
이철희	이철희/NNP
더불어민주당	더불어민주당/NNP
의원은	의원/NNG+은/JX
27일	27/SN+일/NNB
<한겨레>에	</SS+한겨레/NNP+>/SS+에/JKB
“국정원의	“/SS+국정원/NNG+의/JKG
2012년	2012/SN+년/NNB
국군사이버사령부	국군/NNG+사이버/NNG+사령부/NNG
정보예산	정보/NNG+예산/NNG
수검자료를	수검/NNG+자료/NNG+를/JKO
확인하고	확인/NNG+하/XSV+고/EC
여러	여러/MMN
제보를	제보/NNG+를/JKO
종합한	종합/NNG+하/XSV+ㄴ/ETM
결과,	결과/NNG+,/SP
군	군/NNG
사이버사가	사이버사/NNG+가/JKS
대선	대선/NNG
7개월	7/SN+개월/NNB
전인	전/NNG+이/VCP+ㄴ/ETM
5월	5/SN+월/NNB
<포인트뉴스>라는	</SS+포인트뉴스/NNP+>/SS+이/VCP+라는/ETM
이름의	이름/NNG+의/JKG
민간	민간/NNG
인터넷	인터넷/NNG
언론사를	언론사/NNG+를/JKO
세워	세우/VV+어/EC
운영하고	운영/NNG+하/XSV+고/EC
<독도디펜스>	</SS+독도디펜스/NNP+>/SS
등	등/NNB
복수의	복수/NNG+의/JKG
모바일	모바일/NNG
게임을	게임/NNG+을/JKO
제작한	제작/NNG+하/XSV+ㄴ/ETM
사실을	사실/NNG+을/JKO
확인했다”고	확인/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.379.7.2
국정원은 사이버사에 연간 30억~60억원의 특수활동비를 지원해왔지만 ‘정보예산’의 성격상 예산의 편성·집행 내역은 비밀에 부쳐지고 있다.

국정원은	국정원/NNG+은/JX
사이버사에	사이버사/NNG+에/JKB
연간	연간/NNG
30억~60억원의	30/SN+억/NR+~/SO+60/SN+억/NR+원/NNB+의/JKG
특수활동비를	특수/NNG+활동비/NNG+를/JKO
지원해왔지만	지원/NNG+하/XSV+아/EC+오/VX+았/EP+지만/EC
‘정보예산’의	‘/SS+정보/NNG+예산/NNG+’/SS+의/JKG
성격상	성격/NNG+상/XSN
예산의	예산/NNG+의/JKG
편성·집행	편성/NNG+·/SP+집행/NNG
내역은	내역/NNG+은/JX
비밀에	비밀/NNG+에/JKB
부쳐지고	부치/VV+어/EC+지/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000056.379.7.3
이 가운데 일부가 사이버사 심리전단인 530단 부대원들에게 수당 성격의 활동비로 지원된 사실이 사이버사 내부 문건으로 확인됐지만 이는 빙산의 일각일 뿐, 나머지 예산의 용처는 전혀 드러난 적이 없다.

이	이/NP
가운데	가운데/NNG
일부가	일부/NNG+가/JKS
사이버사	사이버사/NNG
심리전단인	심리전단/NNG+이/VCP+ㄴ/ETM
530단	530/SN+단/NNG
부대원들에게	부대원/NNG+들/XSN+에게/JKB
수당	수당/NNG
성격의	성격/NNG+의/JKG
활동비로	활동비/NNG+로/JKB
지원된	지원/NNG+되/XSV+ㄴ/ETM
사실이	사실/NNG+이/JKS
내부	내부/NNG
문건으로	문건/NNG+으로/JKB
확인됐지만	확인/NNG+되/XSV+었/EP+지만/EC
이는	이/NP+는/JX
빙산의	빙산/NNG+의/JKG
일각일	일각/NNG+이/VCP+ㄹ/ETM
뿐,	뿐/NNB+,/SP
나머지	나머지/NNG
예산의	예산/NNG+의/JKG
용처는	용처/NNG+는/JX
전혀	전혀/MAG
드러난	드러나/VV+ㄴ/ETM
적이	적/NNB+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000056.379.8.1
이 의원의 설명을 들어보면, 이명박 정부 당시 530단은 내부에 사업팀을 두고, 댓글 공작을 넘어선 사업들을 진행했다.

이	이/NNP
의원의	의원/NNG+의/JKG
설명을	설명/NNG+을/JKO
들어보면,	듣/VV+어/EC+보/VX+면/EC+,/SP
이명박	이명박/NNP
정부	정부/NNG
당시	당시/NNG
530단은	530/SN+단/NNG+은/JX
내부에	내부/NNG+에/JKB
사업팀을	사업/NNG+팀/NNG+을/JKO
두고,	두/VV+고/EC+,/SP
댓글	댓글/NNG
공작을	공작/NNG+을/JKO
넘어선	넘어서/VV+ㄴ/ETM
사업들을	사업/NNG+들/XSN+을/JKO
진행했다.	진행/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.379.8.2
‘기지’라고 불리는 수도권 곳곳의 오피스텔에서 활동한 사업팀의 경우 활동 내용이나 방식은 물론 규모까지 530단 내부에서도 철저하게 비밀이 유지됐다고 한다.

‘기지’라고	‘/SS+기지/NNG+’/SS+라고/JKQ
불리는	불리/VV+는/ETM
수도권	수도/NNG+권/XSN
곳곳의	곳곳/NNG+의/JKG
오피스텔에서	오피스텔/NNG+에서/JKB
활동한	활동/NNG+하/XSV+ㄴ/ETM
사업팀의	사업/NNG+팀/NNG+의/JKG
경우	경우/NNG
활동	활동/NNG
내용이나	내용/NNG+이나/JC
방식은	방식/NNG+은/JX
물론	물론/MAG
규모까지	규모/NNG+까지/JX
530단	530/SN+단/NNG
내부에서도	내부/NNG+에서/JKB+도/JX
철저하게	철저/NNG+하/XSA+게/EC
비밀이	비밀/NNG+이/JKS
유지됐다고	유지/NNG+되/XSV+었/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000056.379.8.3
이 의원은 “댓글과 트위터를 활용한 정치공작에 주력했던 사이버사가 대선을 앞두고 기사를 직접 생산해 여론 조작의 유통까지 꾀한 걸로 보인다”고 말했다.

이	이/NNP
의원은	의원/NNG+은/JX
“댓글과	“/SS+댓글/NNG+과/JC
트위터를	트위터/NNP+를/JKO
활용한	활용/NNG+하/XSV+ㄴ/ETM
정치공작에	정치/NNG+공작/NNG+에/JKB
주력했던	주력/NNG+하/XSV+았/EP+던/ETM
사이버사가	사이버사/NNG+가/JKS
대선을	대선/NNG+을/JKO
앞두고	앞두/VV+고/EC
기사를	기사/NNG+를/JKO
직접	직접/MAG
생산해	생산/NNG+하/XSV+아/EC
여론	여론/NNG
조작의	조작/NNG+의/JKG
유통까지	유통/NNG+까지/JX
꾀한	꾀하/VV+ㄴ/ETM
걸로	거/NNB+ㄹ로/JKB
보인다”고	보이/VV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.379.8.4
사이버사는 댓글공작 의혹이 불거진 2014년 <포인트뉴스> 법인 등기를 폐쇄했으며, 페이스북 등에 관련 글도 삭제했다.

사이버사는	사이버사/NNG+는/JX
댓글공작	댓글/NNG+공작/NNG
의혹이	의혹/NNG+이/JKS
불거진	불거지/VV+ㄴ/ETM
2014년	2014/SN+년/NNB
<포인트뉴스>	</SS+포인트뉴스/NNP+>/SS
법인	법인/NNG
등기를	등기/NNG+를/JKO
폐쇄했으며,	폐쇄/NNG+하/XSV+았/EP+으며/EC+,/SP
페이스북	페이스북/NNP
등에	등/NNB+에/JKB
관련	관련/NNG
글도	글/NNG+도/JX
삭제했다.	삭제/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.379.9.1
검찰은 최근 김관진 전 국방부 장관을 비롯해 댓글공작 사건에 연루된 민간인 여러명을 출국금지하고 본격 수사에 들어갔다.

검찰은	검찰/NNG+은/JX
최근	최근/MAG
김관진	김관진/NNP
전	전/MMD
국방부	국방부/NNG
장관을	장관/NNG+을/JKO
비롯해	비롯하/VV+아/EC
댓글공작	댓글/NNG+공작/NNG
사건에	사건/NNG+에/JKB
연루된	연루/NNG+되/XSV+ㄴ/ETM
민간인	민간인/NNG
여러명을	여러/MMN+명/NNB+을/JKO
출국금지하고	출국/NNG+금지/NNG+하/XSV+고/EC
본격	본격/NNG
수사에	수사/NNG+에/JKB
들어갔다.	들어가/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.379.9.2
김 전 장관은 이명박 정부에서 국방부 장관으로 재직하던 2012년 대선과 총선을 앞두고 휘하 사이버사의 각종 댓글공작을 기획·지휘하고, 이를 이명박 대통령에게 보고했다는 의혹을 받고 있다.

김	김/NNP
전	전/MMD
장관은	장관/NNG+은/JX
이명박	이명박/NNP
정부에서	정부/NNG+에서/JKB
국방부	국방부/NNG
장관으로	장관/NNG+으로/JKB
재직하던	재직/NNG+하/XSV+던/ETM
2012년	2012/SN+년/NNB
대선과	대선/NNG+과/JC
총선을	총선/NNG+을/JKO
앞두고	앞두/VV+고/EC
휘하	휘하/NNG
사이버사의	사이버사/NNG+의/JKG
각종	각종/NNG
댓글공작을	댓글/NNG+공작/NNG+을/JKO
기획·지휘하고,	기획/NNG+·/SP+지휘/NNG+하/XSV+고/EC+,/SP
이를	이/NP+를/JKO
대통령에게	대통령/NNG+에게/JKB
보고했다는	보고/NNG+하/XSV+았/EP+다는/ETM
의혹을	의혹/NNG+을/JKO
받고	받/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000056.379.10.1
검찰 관계자는 “김 전 장관은 필요한 시점에 불러 조사할 계획”이라며 “이명박 전 대통령 조사 여부는 김 전 장관 등에 대한 조사가 진행되고 나서 판단할 문제”라고 말했다.

검찰	검찰/NNG
관계자는	관계자/NNG+는/JX
“김	“/SS+김/NNP
전	전/MMD
장관은	장관/NNG+은/JX
필요한	필요/NNG+하/XSA+ㄴ/ETM
시점에	시점/NNG+에/JKB
불러	부르/VV+어/EC
조사할	조사/NNG+하/XSV+ㄹ/ETM
계획”이라며	계획/NNG+”/SS+이/VCP+라며/EC
“이명박	“/SS+이명박/NNP
대통령	대통령/NNG
조사	조사/NNG
여부는	여부/NNG+는/JX
김	김/NNP
장관	장관/NNG
등에	등/NNB+에/JKB
대한	대하/VV+ㄴ/ETM
조사가	조사/NNG+가/JKS
진행되고	진행/NNG+되/XSV+고/EC
나서	나/VX+아서/EC
판단할	판단/NNG+하/XSV+ㄹ/ETM
문제”라고	문제/NNG+”/SS+라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.379.10.2
검찰은 사이버사 수사를 위해 최근 수사팀을 증원한 것으로 알려졌다.

검찰은	검찰/NNG+은/JX
사이버사	사이버사/NNG
수사를	수사/NNG+를/JKO
위해	위하/VV+아/EC
최근	최근/MAG
수사팀을	수사/NNG+팀/NNG+을/JKO
증원한	증원/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


