# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000048.230
metadata : {}


# id : NWRW1800000048.230.1.1
[단독] 정리해고 절차 강화… 복직 길도 넓히기로

[단독]	[/SS+단독/NNG+]/SS
“근로시간의	“/SS+근로/NNG+시간/NNG+의/JKG
단축,	단축/NNG+,/SP
업무의	업무/NNG+의/JKG
조정,	조정/NNG+,/SP
전환배치,	전환/NNG+배치/NNG+,/SP
순환휴직,	순환/NNG+휴직/NNG+,/SP
일시휴직,	일시/NNG+휴직/NNG+,/SP
전직지원·훈련,	전직/NNG+지원/NNG+·/SP+훈련/NNG+,/SP
여유	여유/NNG
자산의	자산/NNG+의/JKG
매각”	매각/NNG+”/SS
등의	등/NNB+의/JKG
하도록	하/VV+도록/EC
명시하기로	명시/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF
현행법에는	현행법/NNG+에/JKB+는/JX
“사용자는	“/SS+사용자/NNG+는/JX
해고를	해고/NNG+를/JKO
피하기	피하/VV+기/ETN
위한	위하/VV+ㄴ/ETM
다해야	다/MAG+하/XSV+아야/EC
하며…”라고만	하/VX+며/EC+…/SE+”/SS+라고/JKQ+만/JX
돼	되/VV+어/EC
있을	있/VX+을/ETM
뿐,	뿐/NNB+,/SP
무엇을	무엇/NP+을/JKO
어디까지	어디/NP+까지/JX
하는지	하/VX+는지/EC
적시되지	적시/NNG+되/XSV+지/EC
않아	않/VX+아/EC
분쟁이	분쟁/NNG+이/JKS
끊이지	끊이/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000048.230.8.1
아울러 정부는 사용자가 정리해고 50일 전까지 노동자 대표한테 해고 기준을 구두로 통보하도록 돼 있는 현행 규정을 고쳐, 해고 기준과 시기, 예정 인원까지를 반드시 서면으로 통보하도록 할 방침이다.

아울러	아울러/MAG
정부는	정부/NNG+는/JX
사용자가	사용자/NNG+가/JKS
정리해고	정리/NNG+해고/NNG
50일	50/SN+일/NNB
전까지	전/NNG+까지/JX
노동자	노동자/NNG
대표한테	대표/NNG+한테/JKB
해고	해고/NNG
기준을	기준/NNG+을/JKO
구두로	구두/NNG+로/JKB
통보하도록	통보/NNG+하/XSV+도록/EC
돼	되/VV+어/EC
있는	있/VX+는/ETM
현행	현행/NNG
규정을	규정/NNG+을/JKO
고쳐,	고치/VV+어/EC+,/SP
기준과	기준/NNG+과/JC
시기,	시기/NNG+,/SP
예정	예정/NNG
인원까지를	인원/NNG+까지/JX+를/JKO
반드시	반드시/MAG
서면으로	서면/NNG+으로/JKB
할	하/VX+ㄹ/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.230.9.1
정리해고자가 다니던 직장에 복직할 수 있는 길도 넓히기로 했다.

정리해고자가	정리/NNG+해고자/NNG+가/JKS
다니던	다니/VV+던/ETM
직장에	직장/NNG+에/JKB
복직할	복직/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
길도	길/NNG+도/JX
넓히기로	넓히/VV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000048.230.9.2
지금은 기업이 정리해고 뒤 3년 안에 새로 직원을 뽑을 때 “(해고자와) 같은 업무”여야만 해고자를 우선 고용하도록 돼 있다.

지금은	지금/NNG+은/JX
기업이	기업/NNG+이/JKS
정리해고	정리/NNG+해고/NNG
뒤	뒤/NNG
3년	3/SN+년/NNB
안에	안/NNG+에/JKB
새로	새로/MAG
직원을	직원/NNG+을/JKO
뽑을	뽑/VV+을/ETM
때	때/NNG
“(해고자와)	“/SS+(/SS+해고자/NNG+와/JKB+)/SS
같은	같/VA+은/ETM
업무”여야만	업무/NNG+”/SS+이/VCP+어야/EC+만/JX
해고자를	해고자/NNG+를/JKO
우선	우선/MAG
고용하도록	고용/NNG+하/XSV+도록/EC
돼	되/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000048.230.9.3
그런데 기업은 해고자가 이를 근거로 복직 우선권을 주장해도 “관련 부서가 사라져 업무가 없다”는 등의 핑계를 대며 복직을 받아들이지 않았다.

그런데	그런데/MAJ
기업은	기업/NNG+은/JX
해고자가	해고자/NNG+가/JKS
이를	이/NP+를/JKO
근거로	근거/NNG+로/JKB
복직	복직/NNG
우선권을	우선/NNG+권/XSN+을/JKO
주장해도	주장/NNG+하/XSV+아도/EC
“관련	“/SS+관련/NNG
부서가	부서/NNG+가/JKS
사라져	사라지/VV+어/EC
업무가	업무/NNG+가/JKS
없다”는	없/VA+다/EF+”/SS+는/ETM
등의	등/NNB+의/JKG
핑계를	핑계/NNG+를/JKO
대며	대/VV+며/EC
복직을	복직/NNG+을/JKO
받아들이지	받아들이/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000048.230.9.4
개정안에는 이를 “같은 직종의 업무”로 고치기로 했다.

개정안에는	개정안/NNG+에/JKB+는/JX
이를	이/NP+를/JKO
“같은	“/SS+같/VA+은/ETM
직종의	직종/NNG+의/JKG
업무”로	업무/NNG+”/SS+로/JKB
고치기로	고치/VV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000048.230.9.5
이렇게 되면 부서가 없어져도 사무직·생산직 등 해고자가 속한 직종이 사라지지 않는 한 복직을 요구할 수 있게 된다.

이렇게	이렇/VA+게/EC
되면	되/VV+면/EC
부서가	부서/NNG+가/JKS
없어져도	없어지/VV+어도/EC
사무직·생산직	사무직/NNG+·/SP+생산직/NNG
등	등/NNB
해고자가	해고자/NNG+가/JKS
속한	속하/VV+ㄴ/ETM
직종이	직종/NNG+이/JKS
사라지지	사라지/VV+지/EC
않는	않/VX+는/ETM
한	한/NNG
복직을	복직/NNG+을/JKO
요구할	요구/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000048.230.10.1
이와 관련해 사용자가 정리해고 때 해고자한테 “우선 재고용하겠다”는 내용을 서면으로 적어 주고, 해고자와 같은 직종의 노동자를 나중에 뽑을 때도 그 사실을 서면으로 해고자한테 의무적으로 알리도록 할 방침이다.

이와	이/NP+와/JKB
관련해	관련/NNG+하/XSV+아/EC
사용자가	사용자/NNG+가/JKS
정리해고	정리/NNG+해고/NNG
때	때/NNG
해고자한테	해고자/NNG+한테/JKB
“우선	“/SS+우선/MAG
재고용하겠다”는	재/XPN+고용/NNG+하/XSV+겠/EP+다/EF+”/SS+는/ETM
내용을	내용/NNG+을/JKO
서면으로	서면/NNG+으로/JKB
적어	적/VV+어/EC
주고,	주/VX+고/EC+,/SP
해고자와	해고자/NNG+와/JKB
같은	같/VA+은/ETM
직종의	직종/NNG+의/JKG
노동자를	노동자/NNG+를/JKO
나중에	나중/NNG+에/JKB
뽑을	뽑/VV+을/ETM
때도	때/NNG+도/JX
그	그/MMD
사실을	사실/NNG+을/JKO
의무적으로	의무/NNG+적/XSN+으로/JKB
알리도록	알리/VV+도록/EC
할	하/VV+ㄹ/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.230.11.1
정부 개정안은 정리해고를 지금보다 더 어렵게 하는 효과를 낼 것으로 보인다.

정부	정부/NNG
개정안은	개정안/NNG+은/JX
정리해고를	정리/NNG+해고/NNG+를/JKO
지금보다	지금/NNG+보다/JKB
더	더/MAG
어렵게	어렵/VA+게/EC
하는	하/VX+는/ETM
효과를	효과/NNG+를/JKO
낼	내/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000048.230.11.2
하지만 가장 큰 논란의 대상인 ‘긴박한 경영상의 필요’라는 정리해고 요건을 구체화하지 않고 그냥 둬 정리해고가 남발되는 현재 관행에 큰 변화를 기대하긴 힘들다는 지적이 많다.

하지만	하지만/MAJ
가장	가장/MAG
큰	크/VA+ㄴ/ETM
논란의	논란/NNG+의/JKG
대상인	대상/NNG+이/VCP+ㄴ/ETM
‘긴박한	‘/SS+긴박/NNG+하/XSA+ㄴ/ETM
경영상의	경영/NNG+상/XSN+의/JKG
필요’라는	필요/NNG+’/SS+이/VCP+라는/ETM
정리해고	정리/NNG+해고/NNG
요건을	요건/NNG+을/JKO
구체화하지	구체/NNG+화/XSN+하/XSV+지/EC
않고	않/VX+고/EC
그냥	그냥/MAG
둬	두/VV+어/EC
정리해고가	정리/NNG+해고/NNG+가/JKS
남발되는	남발/NNG+되/XSV+는/ETM
현재	현재/MAG
관행에	관행/NNG+에/JKB
변화를	변화/NNG+를/JKO
기대하긴	기대/NNG+하/XSV+기/ETN+ㄴ/JX
힘들다는	힘들/VA+다는/ETM
지적이	지적/NNG+이/JKS
많다.	많/VA+다/EF+./SF


