# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.229
metadata : {}


# id : NWRW1800000049.229.1.1
“4년 동안 흘린 땀, 시상대 맨 위에서 보상받겠다”

“4년	“/SS+4/SN+년/NNB
올랐던	오르/VV+았/EP+던/ETM
양궁	양궁/NNG
대표	대표/NNG
기보배(28·광주시청)는	기보배/NNP+(/SS+28/SN+·/SP+광주시청/NNP+)/SS+는/JX
“아무래도	“/SS+아무래도/MAG
목표	목표/NNG
의식이	의식/NNG+이/JKS
흐릿해지다	흐릿하/VA+아/EC+지/VX+다/EC
보니	보/VX+니/EC
나태해진	나태/NNG+하/XSA+아/EC+지/VX+ㄴ/ETM
측면이	측면/NNG+이/JKS
있었던	있/VA+었/EP+던/ETM
게	거/NNB+이/JKS
사실이다.	사실/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.229.4.2
이번 리우 올림픽이 인생의 마지막 올림픽이라고 생각하기 때문에 내 안에 있는 모든 걸 쏟아 붓자고 다짐하고 있다.

이번	이번/NNG
리우	리우/NNP
올림픽이	올림픽/NNG+이/JKS
인생의	인생/NNG+의/JKG
마지막	마지막/NNG
올림픽이라고	올림픽/NNG+이/VCP+라고/EC
생각하기	생각/NNG+하/XSV+기/ETN
때문에	때문/NNB+에/JKB
내	나/NP+의/JKG
안에	안/NNG+에/JKB
있는	있/VA+는/ETM
모든	모든/MMN
걸	거/NNB+ㄹ/JKO
쏟아	쏟/VV+아/EC
붓자고	붓/VV+자/EF+고/JKQ
다짐하고	다짐/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.229.4.3
꼭 (시상대 맨 위에서) 애국가를 부르고 돌아오겠다”고 말했다.

꼭	꼭/MAG
(시상대	(/SS+시상대/NNG
맨	맨/MMA
위에서)	위/NNG+에서/JKB+)/SS
애국가를	애국가/NNG+를/JKO
부르고	부르/VV+고/EC
돌아오겠다”고	돌아오/VV+겠/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.229.5.1
베이징 올림픽 은메달 이후 8년 만에 다시 올림픽 출전 기회를 얻게 된 역도 대표 윤진희(30·경북개발공사)는 “다시는 이런 기회가 오지 않을 줄 알았다.

베이징	베이징/NNP
올림픽	올림픽/NNG
은메달	은메달/NNG
이후	이후/NNG
8년	8/SN+년/NNB
만에	만/NNB+에/JKB
다시	다시/MAG
출전	출전/NNG
기회를	기회/NNG+를/JKO
얻게	얻/VV+게/EC
된	되/VV+ㄴ/ETM
역도	역도/NNG
대표	대표/NNG
윤진희(30·경북개발공사)는	윤진희/NNP+(/SS+30/SN+·/SP+경북개발공사/NNP+)/SS+는/JX
“다시는	“/SS+다시/MAG+는/JX
이런	이런/MMD
기회가	기회/NNG+가/JKS
오지	오/VV+지/EC
않을	않/VX+을/ETM
줄	줄/NNB
알았다.	알/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.229.5.2
이 자리에 있는 것만으로도 영광이다.

이	이/MMD
자리에	자리/NNG+에/JKB
있는	있/VA+는/ETM
것만으로도	것/NNB+만/JX+으로/JKB+도/JX
영광이다.	영광/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.229.5.3
꼭 좋은 결과를 가지고 돌아오겠다.

꼭	꼭/MAG
좋은	좋/VA+은/ETM
결과를	결과/NNG+를/JKO
가지고	가지/VV+고/EC
돌아오겠다.	돌아오/VV+겠/EP+다/EF+./SF


# id : NWRW1800000049.229.5.4
남편도 선수 개인으로서 좋은 결과를 맺기를 바란다”고 말했다.

남편도	남편/NNG+도/JX
선수	선수/NNG
개인으로서	개인/NNG+으로서/JKB
좋은	좋/VA+은/ETM
결과를	결과/NNG+를/JKO
맺기를	맺/VV+기/ETN+를/JKO
바란다”고	바라/VV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.229.5.5
윤진희의 남편 원정식(25·고양시청)은 유도 대표로 리우 올림픽에 출전한다.

윤진희의	윤진희/NNP+의/JKG
남편	남편/NNG
원정식(25·고양시청)은	원정식/NNP+(/SS+25/SN+·/SP+고양시청/NNP+)/SS+은/JX
유도	유도/NNG
대표로	대표/NNG+로/JKB
리우	리우/NNP
올림픽에	올림픽/NNG+에/JKB
출전한다.	출전/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000049.229.6.1
2004년 아테네 대회에서 은메달을 따내며 ‘우생순’ 신화를 썼던 핸드볼 대표 오영란(44·인천시청)도 “정말 마지막이다.

2004년	2004/SN+년/NNB
아테네	아테네/NNP
대회에서	대회/NNG+에서/JKB
은메달을	은메달/NNG+을/JKO
따내며	따내/VV+며/EC
‘우생순’	‘/SS+우생순/NA+’/SS
신화를	신화/NNG+를/JKO
썼던	쓰/VV+었/EP+던/ETM
핸드볼	핸드볼/NNG
대표	대표/NNG
오영란(44·인천시청)도	오영란/NNP+(/SS+44/SN+·/SP+인천시청/NNP+)/SS+도/JX
“정말	“/SS+정말/MAG
마지막이다.	마지막/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.229.6.2
금메달 말고는 그 무엇도 생각하지 않고 있다”고 말했다.

금메달	금메달/NNG
말고는	말/VV+고/EC+는/JX
그	그/MMD
무엇도	무엇/NP+도/JX
생각하지	생각/NNG+하/XSV+지/EC
않고	않/VX+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.229.6.3
여자 하키 대표 한혜령(30·kt)도 선전을 다짐했다.

여자	여자/NNG
하키	하키/NNG
대표	대표/NNG
한혜령(30·kt)도	한혜령/NNP+(/SS+30/SN+·/SP+kt/SL+)/SS+도/JX
선전을	선전/NNG+을/JKO
다짐했다.	다짐/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.229.7.1
처음을 마지막처럼 준비하는 선수도 있었다.

처음을	처음/NNG+을/JKO
마지막처럼	마지막/NNG+처럼/JKB
준비하는	준비/NNG+하/XSV+는/ETM
선수도	선수/NNG+도/JX
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000049.229.7.2
재일교포 3세 출신으로 2014년부터 유도 대표를 지내고 있는 안창림(22·수원시청)이다.

재일교포	재일/NNG+교포/NNG
3세	3/SN+세/NNB
출신으로	출신/NNG+으로/JKB
2014년부터	2014/SN+년/NNB+부터/JX
유도	유도/NNG
대표를	대표/NNG+를/JKO
지내고	지내/VV+고/EC
있는	있/VX+는/ETM
안창림(22·수원시청)이다.	안창림/NNP+(/SS+22/SN+·/SP+수원시청/NNP+)/SS+이/VCP+다/EF+./SF


# id : NWRW1800000049.229.7.3
그는 “올림픽에서 금메달을 따기 위해 일본에서 여기까지 왔다.

그는	그/NP+는/JX
“올림픽에서	“/SS+올림픽/NNG+에서/JKB
금메달을	금메달/NNG+을/JKO
따기	따/VV+기/ETN
위해	위하/VV+아/EC
일본에서	일본/NNP+에서/JKB
여기까지	여기/NP+까지/JX
왔다.	오/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.229.7.4
마지막 올림픽 (출전) 기회라고 생각하고 덤비겠다.

마지막	마지막/NNG
올림픽	올림픽/NNG
(출전)	(/SS+출전/NNG+)/SS
기회라고	기회/NNG+이/VCP+라고/EC
생각하고	생각/NNG+하/XSV+고/EC
덤비겠다.	덤비/VV+겠/EP+다/EF+./SF


# id : NWRW1800000049.229.7.5
꼭 좋은 결과를 가지고 오겠다”고 말했다.

꼭	꼭/MAG
좋은	좋/VA+은/ETM
결과를	결과/NNG+를/JKO
가지고	가지/VV+고/EC
오겠다”고	오/VV+겠/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.229.8.1
‘마린보이’ 박태환(27)도 마지막 올림픽 출전 기회를 얻을 가능성이 더 커졌다.

‘마린보이’	‘/SS+마린보이/NNG+’/SS
박태환(27)도	박태환/NNP+(/SS+27/SN+)/SS+도/JX
마지막	마지막/NNG
올림픽	올림픽/NNG
출전	출전/NNG
기회를	기회/NNG+를/JKO
얻을	얻/VV+을/ETM
가능성이	가능/NNG+성/XSN+이/JKS
더	더/MAG
커졌다.	커지/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.229.8.2
김정행 대한체육회장은 “(박태환의 대표 선수 자격을 인정해야 한다는) 법원 판정을 존중한다.

김정행	김정행/NNP
대한체육회장은	대한체육회장/NNG+은/JX
“(박태환의	“/SS+(/SS+박태환/NNP+의/JKG
대표	대표/NNG
선수	선수/NNG
자격을	자격/NNG+을/JKO
인정해야	인정/NNG+하/XSV+아야/EC
한다는)	하/VX+ㄴ다는/ETM+)/SS
법원	법원/NNG
판정을	판정/NNG+을/JKO
존중한다.	존중/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000049.229.8.3
아직 국제스포츠중재재판소(CAS) 의견은 공식적으로 대한체육회에 넘어오지 않은 상태지만 이 역시 존중할 의사가 있다”고 말했다.

아직	아직/MAG
국제스포츠중재재판소(CAS)	국제스포츠중재재판소/NNP+(/SS+CAS/SL+)/SS
의견은	의견/NNG+은/JX
공식적으로	공식/NNG+적/XSN+으로/JKB
대한체육회에	대한체육회/NNP+에/JKB
넘어오지	넘어오/VV+지/EC
않은	않/VX+은/ETM
상태지만	상태/NNG+이/VCP+지만/EC
이	이/NP
역시	역시/MAG
존중할	존중/NNG+하/XSV+ㄹ/ETM
의사가	의사/NNG+가/JKS
있다”고	있/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.229.9.1
‘뜀틀의 신’ 양학선(24)은 자체 평가전 통과가 급선무다.

‘뜀틀의	‘/SS+뜀틀/NNG+의/JKG
신’	신/NNG+’/SS
양학선(24)은	양학선/NNP+(/SS+24/SN+)/SS+은/JX
자체	자체/NNG
평가전	평가전/NNG
통과가	통과/NNG+가/JKS
급선무다.	급선무/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.229.9.2
윤창선 체조 대표팀 감독은 “양학선이 아킬레스힘줄 부상에서 얼마나 회복됐는지 알아보려고 (9, 13, 16일) 세 차례에 걸쳐 자체 평가전을 할 예정”이라며 “세 차례 평가전에 모두 참석해 기량을 증명해야만 양학선이 올림픽에 갈 수 있는 길이 열린다.

윤창선	윤창선/NNP
체조	체조/NNG
대표팀	대표/NNG+팀/NNG
감독은	감독/NNG+은/JX
“양학선이	“/SS+양학선/NNP+이/JKS
아킬레스힘줄	아킬레스/NNG+힘줄/NNG
부상에서	부상/NNG+에서/JKB
얼마나	얼마나/MAG
회복됐는지	회복/NNG+되/XSV+었/EP+는지/EC
알아보려고	알아보/VV+려고/EC
(9,	(/SS+9/SN+,/SP
13,	13/SN+,/SP
16일)	16/SN+일/NNB+)/SS
세	세/MMN
차례에	차례/NNG+에/JKB
걸쳐	걸치/VV+어/EC
자체	자체/NNG
평가전을	평가전/NNG+을/JKO
할	하/VV+ㄹ/ETM
예정”이라며	예정/NNG+”/SS+이/VCP+라며/EC
“세	“/SS+세/MMN
차례	차례/NNG
평가전에	평가전/NNG+에/JKB
모두	모두/MAG
참석해	참석/NNG+하/XSV+아/EC
기량을	기량/NNG+을/JKO
증명해야만	증명/NNG+하/XSV+아야/EC+만/JX
양학선이	양학선/NNP+이/JKS
올림픽에	올림픽/NNG+에/JKB
갈	가/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
길이	길/NNG+이/JKS
열린다.	열리/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.229.9.3
아직 양학선에게서 연락이 온 건 없다”고 말했다.

아직	아직/MAG
양학선에게서	양학선/NNP+에게서/JKB
연락이	연락/NNG+이/JKS
온	오/VV+ㄴ/ETM
건	거/NNB+ㄴ/JX
없다”고	없/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


