# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.97
metadata : {}


# id : NWRW1800000041.97.1.1
“우리가 만든 법, 왜 법사위가 고치나”… 他상임위서 월권 금지 결의안 채택도

“우리가	“/SS+우리/NP+가/JKS
검찰총장	검찰/NNG+총장/NNG
후보자에	후보자/NNG+에/JKB
대해	대하/VV+아/EC
금전	금전/NNG
거래	거래/NNG
의혹,	의혹/NNG+,/SP
고가	고가/NNG
명품	명품/NNG
구입	구입/NNG
등을	등/NNB+을/JKO
폭로하며	폭로/NNG+하/XSV+며/EC
천	천/NNP
후보가	후보/NNG+가/JKS
낙마하게	낙마/NNG+하/XSV+게/EC
되는	되/VV+는/ETM
결정적인	결정/NNG+적/XSN+이/VCP+ㄴ/ETM
계기를	계기/NNG+를/JKO
마련했고,	마련/NNG+하/XSV+았/EP+고/EC+,/SP
2011년에는	2011/SN+년/NNB+에/JKB+는/JX
신재민	신재민/NNP
전	전/MMD
문화체육관광부	문화/NNG+체육/NNG+관광부/NNG
차관이	차관/NNG+이/JKS
이국철	이국철/NNP
SLS그룹	SLS그룹/NNP
회장으로부터	회장/NNG+으로부터/JKB
받은	받/VV+은/ETM
것으로	것/NNB+으로/JKB
추정되는	추정/NNG+되/XSV+는/ETM
SLS법인카드	SLS/SL+법인/NNG+카드/NNG
명세서	명세서/NNG
일부를	일부/NNG+를/JKO
국정감사장에서	국정/NNG+감사장/NNG+에서/JKB
공개하기도	공개/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.97.7.2
박영선 의원도 2007년 대선 당시 이명박 한나라당 후보에 대해 ‘BBK 의혹’을 파헤쳐 ‘저격수’란 별명을 얻었고, 19대 전반기 국회 법사위원장을 지냈다.

박영선	박영선/NNP
의원도	의원/NNG+도/JX
2007년	2007/SN+년/NNB
대선	대선/NNG
당시	당시/NNG
이명박	이명박/NNP
한나라당	한나라당/NNP
후보에	후보/NNG+에/JKB
대해	대하/VV+아/EC
‘BBK	‘/SS+BBK/SL
의혹’을	의혹/NNG+’/SS+을/JKO
파헤쳐	파헤치/VV+어/EC
‘저격수’란	‘/SS+저격수/NNG+’/SS+이/VCP+란/ETM
별명을	별명/NNG+을/JKO
얻었고,	얻/VV+었/EP+고/EC+,/SP
19대	19/SN+대/NNB
전반기	전반기/NNG
국회	국회/NNG
법사위원장을	법사위원장/NNG+을/JKO
지냈다.	지내/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.97.8.1
법사위가 검찰 등 사정기관에 대한 정보를 자주 접할 수 있다 보니 법사위에선 대형 이슈에 대한 폭로전이 종종 벌어졌다.

법사위가	법사위/NNG+가/JKS
검찰	검찰/NNG
등	등/NNB
사정기관에	사정/NNG+기관/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
정보를	정보/NNG+를/JKO
자주	자주/MAG
접할	접하/VV+ㄹ/ETM
수	수/NNB
있다	있/VA+다/EC
보니	보/VX+니/EC
법사위에선	법사위/NNG+에서/JKB+ㄴ/JX
대형	대형/NNG
이슈에	이슈/NNG+에/JKB
폭로전이	폭로전/NNG+이/JKS
종종	종종/MAG
벌어졌다.	벌어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.97.8.2
지난해에도 국가정보원의 2007년 남북 정상회담 대화록 공개를 둘러싼 난타전이 이어지기도 했다.

지난해에도	지난해/NNG+에/JKB+도/JX
국가정보원의	국가/NNG+정보원/NNG+의/JKG
2007년	2007/SN+년/NNB
남북	남북/NNP
정상회담	정상/NNG+회담/NNG
대화록	대화록/NNG
공개를	공개/NNG+를/JKO
둘러싼	둘러싸/VV+ㄴ/ETM
난타전이	난타전/NNG+이/JKS
이어지기도	이어지/VV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.97.9.1
그럼에도 불구하고 지역구 여야 의원들은 법사위에 대해 ‘실속은 챙기기 힘든 빛 좋은 개살구’라는 이유로 상임위 배정을 꺼리기도 한다.

그럼에도	그렇/VA+ㅁ/ETN+에/JKB+도/JX
불구하고	불구하/VV+고/EC
지역구	지역구/NNG
여야	여야/NNG
의원들은	의원/NNG+들/XSN+은/JX
법사위에	법사위/NNG+에/JKB
대해	대하/VV+아/EC
‘실속은	‘/SS+실속/NNG+은/JX
챙기기	챙기/VV+기/ETN
힘든	힘들/VA+ㄴ/ETM
빛	빛/NNG
좋은	좋/VA+은/ETM
개살구’라는	개살구/NNG+’/SS+이/VCP+라는/ETM
이유로	이유/NNG+로/JKB
상임위	상임위/NNG
배정을	배정/NNG+을/JKO
꺼리기도	꺼리/VV+기/ETN+도/JX
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000041.97.9.2
한 지역구 의원은 “법조인이 아니면 크게 목소리를 내기 힘들고 지역구 현안에서 동떨어진 이슈를 다뤄야 해 초선 지역구 의원이 가기엔 부담스러운 상임위”라고 털어놨다.

한	한/MMN
지역구	지역구/NNG
의원은	의원/NNG+은/JX
“법조인이	“/SS+법조인/NNG+이/JKC
아니면	아니/VCN+면/EC
크게	크/VA+게/EC
목소리를	목소리/NNG+를/JKO
내기	내/VV+기/ETN
힘들고	힘들/VA+고/EC
현안에서	현안/NNG+에서/JKB
동떨어진	동떨어지/VA+ㄴ/ETM
이슈를	이슈/NNG+를/JKO
다뤄야	다루/VV+어야/EC
해	하/VX+아/EC
초선	초선/NNG
의원이	의원/NNG+이/JKS
가기엔	가/VV+기/ETN+에/JKB+ㄴ/JX
부담스러운	부담/NNG+스럽/XSA+ㄴ/ETM
상임위”라고	상임위/NNG+”/SS+라고/JKQ
털어놨다.	털어놓/VV+았/EP+다/EF+./SF


