# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.366
metadata : {}


# id : NWRW1800000046.366.1.1
與 "대통령의 '거부권(국회법 개정안)'에 맞서면 곤란" 공감대 확산

與	與/SH
새누리당 김무성 대표는 18일 기자들과 만나 "우리는 (국회법 개정안이) 강제성이 없다고 생각하고 찬성했는데 강제성이 있다고 보는 게 대세(大勢)"라며 "국회에서 위헌 소지가 있다고 생각하면서 입법한다는 것은 상식적으로 말이 안 되지 않느냐.

새누리당	새누리당/NNP
김무성	김무성/NNP
대표는	대표/NNG+는/JX
18일	18/SN+일/NNB
기자들과	기자/NNG+들/XSN+과/JKB
만나	만나/VV+아/EC
"우리는	"/SS+우리/NP+는/JX
(국회법	(/SS+국회법/NNG
개정안이)	개정안/NNG+이/JKS+)/SS
강제성이	강제/NNG+성/XSN+이/JKS
없다고	없/VA+다고/EC
생각하고	생각/NNG+하/XSV+고/EC
찬성했는데	찬성/NNG+하/XSV+았/EP+는데/EC
있다고	있/VA+다고/EC
보는	보/VV+는/ETM
게	거/NNB+이/JKS
대세(大勢)"라며	대세/NNG+(/SS+大勢/SH+)/SS+"/SS+이/VCP+라며/EC
"국회에서	"/SS+국회/NNG+에서/JKB
위헌	위헌/NNG
소지가	소지/NNG+가/JKS
생각하면서	생각/NNG+하/XSV+면서/EC
입법한다는	입법/NNG+하/XSV+ㄴ다는/ETM
것은	것/NNB+은/JX
상식적으로	상식/NNG+적/XSN+으로/JKB
말이	말/NNG+이/JKC
안	안/MAG
되지	되/VV+지/EC
않느냐.	않/VX+느냐/EF+./SF


# id : NWRW1800000046.366.4.2
그러나 여러 헌법 학자가 위헌성이 있다고 해서 저희도 참 난감한 상황"이라고 말했다.

그러나	그러나/MAJ
여러	여러/MMN
헌법	헌법/NNG
학자가	학자/NNG+가/JKS
위헌성이	위헌/NNG+성/XSN+이/JKS
있다고	있/VA+다고/EC
해서	하/VV+아서/EC
저희도	저희/NP+도/JX
참	참/MAG
난감한	난감하/VA+ㄴ/ETM
상황"이라고	상황/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.366.4.3
이어 김 대표는 "대통령으로서 위헌성이 분명한데 그걸 결재할 수도 없는 처지"라고도 했다.

이어	이어/MAG
김	김/NNP
대표는	대표/NNG+는/JX
"대통령으로서	"/SS+대통령/NNG+으로서/JKB
위헌성이	위헌/NNG+성/XSN+이/JKS
분명한데	분명/MAG+하/XSA+ㄴ데/EC
그걸	그거/NP+ㄹ/JKO
결재할	결재/NNG+하/XSV+ㄹ/ETM
수도	수/NNB+도/JX
없는	없/VA+는/ETM
처지"라고도	처지/NNG+"/SS+라고/JKQ+도/JX
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.366.5.1
이는 '대통령의 거부권 행사는 정당하며 불가피하다' '당에서 위헌 소지에 대해 잘못 판단했다'는 뜻으로 해석됐다.

이는	이/NP+는/JX
'대통령의	'/SS+대통령/NNG+의/JKG
거부권	거부/NNG+권/XSN
행사는	행사/NNG+는/JX
정당하며	정당하/VA+며/EC
불가피하다'	불가피하/VA+다/EF+'/SS
'당에서	'/SS+당/NNG+에서/JKB
위헌	위헌/NNG
소지에	소지/NNG+에/JKB
대해	대하/VV+아/EC
잘못	잘못/MAG
판단했다'는	판단/NNG+하/XSV+았/EP+다/EF+'/SS+는/ETM
뜻으로	뜻/NNG+으로/JKB
해석됐다.	해석/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000046.366.6.1
이와 함께 여권 안팎에선 대통령의 거부권에 맞서 싸우는 것은 자멸(自滅)하는 길이란 공감대도 생기고 있다.

이와	이/NP+와/JKB
함께	함께/MAG
여권	여권/NNG
안팎에선	안팎/NNG+에서/JKB+ㄴ/JX
대통령의	대통령/NNG+의/JKG
거부권에	거부/NNG+권/XSN+에/JKB
맞서	맞서/VV+어/EC
싸우는	싸우/VV+는/ETM
것은	것/NNB+은/JX
자멸(自滅)하는	자멸/NNG+(/SS+自滅/SH+)/SS+하/XSV+는/ETM
길이란	길/NNG+이/VCP+란/ETM
공감대도	공감대/NNG+도/JX
생기고	생기/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000046.366.6.2
여당의 한 핵심 관계자는 "대통령의 거부로 돌아온 법률을 국회가 재의(再議)해 가결하면 대통령 탈당으로까지 이어질 가능성이 있고, 그렇게 되면 여당은 심각한 타격을 입을 수 있다"고 했다.

여당의	여당/NNG+의/JKG
한	한/MMN
핵심	핵심/NNG
관계자는	관계자/NNG+는/JX
"대통령의	"/SS+대통령/NNG+의/JKG
거부로	거부/NNG+로/JKB
돌아온	돌아오/VV+ㄴ/ETM
법률을	법률/NNG+을/JKO
국회가	국회/NNG+가/JKS
재의(再議)해	재의/NNG+(/SS+再議/SH+)/SS+하/XSV+아/EC
가결하면	가결/NNG+하/XSV+면/EC
대통령	대통령/NNG
탈당으로까지	탈당/NNG+으로/JKB+까지/JX
이어질	이어지/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
있고,	있/VA+고/EC+,/SP
그렇게	그렇/VA+게/EC
되면	되/VV+면/EC
여당은	여당/NNG+은/JX
심각한	심각하/VA+ㄴ/ETM
타격을	타격/NNG+을/JKO
입을	입/VV+을/ETM
수	수/NNB
있다"고	있/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.366.7.1
친박(親朴)계 의원뿐 아니라 비박(非朴)계 의원들 사이에서도 이런 기류가 있다.

친박(親朴)계	친/XPN+박/NNP+(/SS+親朴/SH+)/SS+계/XSN
의원뿐	의원/NNG+뿐/JX
아니라	아니/VCN+라/EC
비박(非朴)계	비/XPN+박/NNP+(/SS+非朴/SH+)/SS+계/XSN
의원들	의원/NNG+들/XSN
사이에서도	사이/NNG+에서/JKB+도/JX
이런	이런/MMD
기류가	기류/NNG+가/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000046.366.7.2
이재오 의원은 최근 기자들과 만나 "대통령이 거부권을 행사했는데 여당이 그 법안을 재의에 부치는 것은 곤란하다"는 취지로 말했다.

이재오	이재오/NNP
의원은	의원/NNG+은/JX
최근	최근/MAG
기자들과	기자/NNG+들/XSN+과/JKB
만나	만나/VV+아/EC
"대통령이	"/SS+대통령/NNG+이/JKS
거부권을	거부/NNG+권/XSN+을/JKO
행사했는데	행사/NNG+하/XSV+았/EP+는데/EC
여당이	여당/NNG+이/JKS
그	그/MMD
법안을	법안/NNG+을/JKO
재의에	재의/NNG+에/JKB
부치는	부치/VV+는/ETM
것은	것/NNB+은/JX
곤란하다"는	곤란/NNG+하/XSA+다/EF+"/SS+는/ETM
취지로	취지/NNG+로/JKB
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.366.7.3
김정훈 의원도 "박 대통령이 위헌성이 있다고 넘긴 법안을 그대로 재의에 부친다면 당이 쪼개질 정도로 난리가 날 것"이라며 "그대로 재의에 부치는 일은 있을 수 없다"고 했다.

김정훈	김정훈/NNP
의원도	의원/NNG+도/JX
"박	"/SS+박/NNP
대통령이	대통령/NNG+이/JKS
위헌성이	위헌/NNG+성/XSN+이/JKS
있다고	있/VA+다고/EC
넘긴	넘기/VV+ㄴ/ETM
법안을	법안/NNG+을/JKO
그대로	그대로/MAG
재의에	재의/NNG+에/JKB
부친다면	부치/VV+ㄴ다면/EC
당이	당/NNG+이/JKS
쪼개질	쪼개지/VV+ㄹ/ETM
정도로	정도/NNG+로/JKB
난리가	난리/NNG+가/JKS
날	나/VV+ㄹ/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
"그대로	"/SS+그대로/MAG
부치는	부치/VV+는/ETM
일은	일/NNG+은/JX
있을	있/VA+을/ETM
수	수/NNB
없다"고	없/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.366.8.1
김성태 의원은 "개인적으로는 국회법이 위헌성이 낮다고 생각하지만 거부권이 (행사)돼 넘어와도 바로 표결하면 안 된다"며 "청와대와 국회가 맞서는 것은 엄청난 정치적 부담과 후폭풍을 맞는다"고 했다.

김성태	김성태/NNP
의원은	의원/NNG+은/JX
"개인적으로는	"/SS+개인/NNG+적/XSN+으로/JKB+는/JX
국회법이	국회법/NNG+이/JKS
위헌성이	위헌/NNG+성/XSN+이/JKS
낮다고	낮/VA+다고/EC
생각하지만	생각/NNG+하/XSV+지만/EC
거부권이	거부/NNG+권/XSN+이/JKS
(행사)돼	(/SS+행사/NNG+)/SS+되/XSV+어/EC
넘어와도	넘어오/VV+아도/EC
바로	바로/MAG
표결하면	표결/NNG+하/XSV+면/EC
안	안/MAG
된다"며	되/VV+ㄴ다/EF+"/SS+며/EC
"청와대와	"/SS+청와대/NNP+와/JC
국회가	국회/NNG+가/JKS
맞서는	맞서/VV+는/ETM
것은	것/NNB+은/JX
엄청난	엄청나/VA+ㄴ/ETM
정치적	정치/NNG+적/XSN
부담과	부담/NNG+과/JC
후폭풍을	후폭풍/NNG+을/JKO
맞는다"고	맞/VV+는다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.366.8.2
지난달 29일 본회의에서 국회법 개정안에 찬성표를 던졌던 의원 가운데서도 "위헌 논란이 이 정도로 심각할 줄 몰랐다"며 발을 빼는 이가 적지 않다.

지난달	지난달/NNG
29일	29/SN+일/NNB
본회의에서	본회의/NNG+에서/JKB
국회법	국회법/NNG
개정안에	개정안/NNG+에/JKB
찬성표를	찬성표/NNG+를/JKO
던졌던	던지/VV+었/EP+던/ETM
의원	의원/NNG
가운데서도	가운데/NNG+서/JKB+도/JX
"위헌	"/SS+위헌/NNG
논란이	논란/NNG+이/JKS
이	이/MMD
정도로	정도/NNG+로/JKB
심각할	심각하/VA+ㄹ/ETM
줄	줄/NNB
몰랐다"며	모르/VV+았/EP+다/EF+"/SS+며/EC
발을	발/NNG+을/JKO
빼는	빼/VV+는/ETM
이가	이/NNB+가/JKS
적지	적/VA+지/EC
않다.	않/VX+다/EF+./SF


# id : NWRW1800000046.366.9.1
당시 찬성표를 던졌던 서상기 의원은 "나는 그때만 해도 국회법 개정안의 문제점에 대해 제대로 알지 못했다"며 "상황이 제대로 파악됐으니, 다시 의결하게 되면 당연히 반대할 것"이라고 했다.

당시	당시/NNG
찬성표를	찬성표/NNG+를/JKO
던졌던	던지/VV+었/EP+던/ETM
서상기	서상기/NNP
의원은	의원/NNG+은/JX
"나는	"/SS+나/NP+는/JX
그때만	그때/NNG+만/JX
해도	하/VV+아도/EC
국회법	국회법/NNG
개정안의	개정안/NNG+의/JKG
문제점에	문제점/NNG+에/JKB
대해	대하/VV+아/EC
제대로	제대로/MAG
알지	알/VV+ㄹ지/EF
못했다"며	못하/VX+았/EP+다/EF+"/SS+며/EC
"상황이	"/SS+상황/NNG+이/JKS
파악됐으니,	파악/NNG+되/XSV+었/EP+으니/EC+,/SP
다시	다시/MAG
의결하게	의결/NNG+하/XSV+게/EC
되면	되/VV+면/EC
당연히	당연히/MAG
반대할	반대/NNG+하/XSV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.366.9.2
여당의 한 관계자는 "정의화 국회의장이 본회의를 열고 국회법을 상정하더라도 여당은 표결에 불참하는 방법으로 법안을 '뭉개고' 갈 가능성이 크다"고 했다.

여당의	여당/NNG+의/JKG
한	한/MMN
관계자는	관계자/NNG+는/JX
"정의화	"/SS+정의화/NNP
국회의장이	국회/NNG+의장/NNG+이/JKS
본회의를	본회의/NNG+를/JKO
열고	열/VV+고/EC
국회법을	국회법/NNG+을/JKO
상정하더라도	상정/NNG+하/XSV+더라도/EC
여당은	여당/NNG+은/JX
표결에	표결/NNG+에/JKB
불참하는	불참/NNG+하/XSV+는/ETM
방법으로	방법/NNG+으로/JKB
법안을	법안/NNG+을/JKO
'뭉개고'	'/SS+뭉개/VV+고/EC+'/SS
갈	가/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
크다"고	크/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.366.10.1
다만 이렇게 되면 유승민 대표 등 원내 지도부 책임론이 불거질 가능성이 크다.

다만	다만/MAG
이렇게	이렇/VA+게/EC
되면	되/VV+면/EC
유승민	유승민/NNP
대표	대표/NNG
등	등/NNB
원내	원내/NNG
지도부	지도부/NNG
책임론이	책임/NNG+론/XSN+이/JKS
불거질	불거지/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
크다.	크/VA+다/EF+./SF


# id : NWRW1800000046.366.10.2
새정치민주연합에서도 거센 공격을 받을 수밖에 없다.

새정치민주연합에서도	새정치민주연합/NNP+에서/JKB+도/JX
거센	거세/VA+ㄴ/ETM
공격을	공격/NNG+을/JKO
받을	받/VV+을/ETM
수밖에	수/NNB+밖에/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000046.366.11.1
13대 국회 이래 대통령의 거부권 행사는 모두 14번 있었고, 이 가운데 국회가 대통령 뜻에 맞서서 법률안을 재의·가결한 경우는 16대 국회 때 딱 한 번 있었다.

13대	13/SN+대/NNB
국회	국회/NNG
이래	이래/NNB
대통령의	대통령/NNG+의/JKG
거부권	거부/NNG+권/XSN
행사는	행사/NNG+는/JX
모두	모두/MAG
14번	14/SN+번/NNB
있었고,	있/VA+었/EP+고/EC+,/SP
이	이/MMD
가운데	가운데/NNG
국회가	국회/NNG+가/JKS
대통령	대통령/NNG
뜻에	뜻/NNG+에/JKB
맞서서	맞서/VV+어서/EC
법률안을	법률안/NNG+을/JKO
재의·가결한	재의/NNG+·/SP+가결/NNG+하/XSV+ㄴ/ETM
경우는	경우/NNG+는/JX
16대	16/SN+대/NNB
때	때/NNG
딱	딱/MAG
한	한/MMN
번	번/NNB
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000046.366.11.2
2003년 11월 처리된 '노무현 대통령 측근 비리 사건 진상 규명을 위한 특검법안'이었다.

2003년	2003/SN+년/NNB
11월	11/SN+월/NNB
처리된	처리/NNG+되/XSV+ㄴ/ETM
'노무현	'/SS+노무현/NNP
대통령	대통령/NNG
측근	측근/NNG
비리	비리/NNG
사건	사건/NNG
진상	진상/NNG
규명을	규명/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
특검법안'이었다.	특검/NNG+법안/NNG+'/SS+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000046.366.11.3
당시 국회가 여소야대(與小野大) 상황인 데다 집권당마저 열린우리당과 민주당으로 갈라졌기에 가능했다.

당시	당시/NNG
국회가	국회/NNG+가/JKS
여소야대(與小野大)	여소/NNG+야대/NNG+(/SS+與小野大/SH+)/SS
상황인	상황/NNG+이/VCP+ㄴ/ETM
데다	데/NNB+다/JX
집권당마저	집권당/NNG+마저/JX
열린우리당과	열린우리당/NNP+과/JKB
민주당으로	민주당/NNP+으로/JKB
갈라졌기에	갈라지/VV+었/EP+기/ETN+에/JKB
가능했다.	가능/NNG+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000046.366.11.4
여당이 다수당인 상황에서 대통령의 거부권 행사에 맞서 재의가 이뤄진 적은 없었다는 얘기다.

여당이	여당/NNG+이/JKS
다수당인	다수당/NNG+이/VCP+ㄴ/ETM
상황에서	상황/NNG+에서/JKB
대통령의	대통령/NNG+의/JKG
거부권	거부/NNG+권/XSN
행사에	행사/NNG+에/JKB
맞서	맞서/VV+어/EC
재의가	재의/NNG+가/JKS
이뤄진	이뤄지/VV+ㄴ/ETM
적은	적/NNB+은/JX
없었다는	없/VA+었/EP+다는/ETM
얘기다.	얘기/NNG+이/VCP+다/EF+./SF


