# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000037.111
metadata : {}


# id : NWRW1800000037.111.1.1
[2014 대학가는 길]강남대, 수능 A, B형 관계없이 지원 가능

[2014	[/SS+2014/SN
백분위	백분위/NNG
점수에	점수/NNG+에/JKB
각	각/MMD
5%의	5/SN+%/SW+의/JKG
가산점을	가산점/NNG+을/JKO
부여받는다.	부여/NNG+받/XSV+는다/EF+./SF


# id : NWRW1800000037.111.6.4
자연계 응시자는 수학 B를 선택했을 때 백분위 점수의 10%, 영어 B를 선택했을 때 5%의 가산점이 있다.

자연계	자연/NNG+계/XSN
응시자는	응시자/NNG+는/JX
수학	수학/NNG
B를	B/SL+를/JKO
선택했을	선택/NNG+하/XSV+았/EP+을/ETM
때	때/NNG
백분위	백분위/NNG
점수의	점수/NNG+의/JKG
10%,	10/SN+%/SW+,/SP
영어	영어/NNP
5%의	5/SN+%/SW+의/JKG
가산점이	가산점/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000037.111.7.1
학생부 반영 과목은 고교 계열 구분 없이 국어 영어 수학 사회 과학교과 중 상위 8개 과목을 이수단위를 포함해 등급 점수를 반영한다.

학생부	학생부/NNG
반영	반영/NNG
과목은	과목/NNG+은/JX
고교	고교/NNG
계열	계열/NNG
구분	구분/NNG
없이	없이/MAG
국어	국어/NNG
영어	영어/NNP
수학	수학/NNG
사회	사회/NNG
과학교과	과학/NNG+교과/NNG
중	중/NNB
상위	상위/NNG
8개	8/SN+개/NNB
과목을	과목/NNG+을/JKO
이수단위를	이수/NNG+단위/NNG+를/JKO
포함해	포함/NNG+하/XSV+아/EC
등급	등급/NNG
점수를	점수/NNG+를/JKO
반영한다.	반영/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.111.7.2
이수과목은 학기 단위로 반영하고 상위 8개 과목 중 최저등급에서 동일 등급 과목이 있다면 이수단위가 낮은 과목 순으로 택한다.

이수과목은	이수/NNG+과목/NNG+은/JX
학기	학기/NNG
단위로	단위/NNG+로/JKB
반영하고	반영/NNG+하/XSV+고/EC
상위	상위/NNG
8개	8/SN+개/NNB
과목	과목/NNG
중	중/NNB
최저등급에서	최저/NNG+등급/NNG+에서/JKB
동일	동일/NNG
등급	등급/NNG
과목이	과목/NNG+이/JKS
있다면	있/VA+다면/EC
이수단위가	이수/NNG+단위/NNG+가/JKS
낮은	낮/VA+은/ETM
순으로	순/NNB+으로/JKB
택한다.	택하/VV+ㄴ다/EF+./SF


# id : NWRW1800000037.111.8.1
또 제한적으로 복수 지원이 허용된다.

또	또/MAG
제한적으로	제한/NNG+적/XSN+으로/JKB
복수	복수/NNG
지원이	지원/NNG+이/JKS
허용된다.	허용/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.111.8.2
정시모집 대학에서 모집 기간 ‘군’이 다른 대학이나 동일 대학에서 ‘군’이 다른 모집단위에 복수 지원할 수 있다.

정시모집	정시/NNG+모집/NNG
대학에서	대학/NNG+에서/JKB
모집	모집/NNG
기간	기간/NNG
‘군’이	‘/SS+군/NNG+’/SS+이/JKS
다른	다르/VA+ㄴ/ETM
대학이나	대학/NNG+이나/JC
동일	동일/NNG
모집단위에	모집/NNG+단위/NNG+에/JKB
복수	복수/NNG
지원할	지원/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000037.111.8.3
예를 들어 강남대 정시 나군과 다군은 모집 기간이 다르므로 각각 지원할 수 있다.

예를	예/NNG+를/JKO
들어	들/VV+어/EC
강남대	강남대/NNP
정시	정시/NNG
나군과	나군/NNG+과/JC
다군은	다군/NNG+은/JX
모집	모집/NNG
기간이	기간/NNG+이/JKS
다르므로	다르/VA+므로/EC
각각	각각/MAG
지원할	지원/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000037.111.8.4
또 나, 다군의 일반학생 전형에서 동점자가 생기면 모집인원 유동제를 적용해 전원 선발한다.

또	또/MAG
나,	나/NA+,/SP
다군의	다군/NNG+의/JKG
일반학생	일반/NNG+학생/NNG
전형에서	전형/NNG+에서/JKB
동점자가	동점자/NNG+가/JKS
생기면	생기/VV+면/EC
모집인원	모집/NNG+인원/NNG
유동제를	유동/NNG+제/XSN+를/JKO
적용해	적용/NNG+하/XSV+아/EC
전원	전원/NNG
선발한다.	선발/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.111.9.1
원서 접수는 20∼24일 인터넷으로만 가능하다.

원서	원서/NNG
접수는	접수/NNG+는/JX
20∼24일	20/SN+∼/SO+24/SN+일/NNB
인터넷으로만	인터넷/NNG+으로/JKB+만/JX
가능하다.	가능/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000037.111.9.2
자세한 내용은 홈페이지(admission.kangnam.ac.kr)를 참조하거나 전화(031-280-3851∼9)로 문의하면 된다.

자세한	자세하/VA+ㄴ/ETM
내용은	내용/NNG+은/JX
홈페이지(admission.kangnam.ac.kr)를	홈페이지/NNG+(/SS+admission/SL+./SP+kangnam/SL+./SP+ac/SL+./SP+kr/SL+)/SS+를/JKO
참조하거나	참조/NNG+하/XSV+거나/EC
전화(031-280-3851∼9)로	전화/NNG+(/SS+031/SN+-/SO+280/SN+-/SO+3851/SN+∼/SO+9/SN+)/SS+로/JKB
문의하면	문의/NNG+하/XSV+면/EC
된다.	되/VV+ㄴ다/EF+./SF


