# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.54
metadata : {}


# id : NWRW1800000041.54.1.1
中 “동부연안 원전 28기 건설”… 인천서 400km 떨어진 곳도

中	中/SH
진입한다는	진입/NNG+하/XSV+ㄴ다는/ETM
목표를	목표/NNG+를/JKO
세웠지만	세우/VV+었/EP+지만/EC
2011년	2011/SN+년/NNB
후쿠시마	후쿠시마/NNP
사고로	사고/NNG+로/JKB
신규	신규/NNG
건설	건설/NNG
승인을	승인/NNG+을/JKO
전면	전면/NNG
중단했다.	중단/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.54.5.2
이후 2012년 10월 원자바오(溫家寶) 전 총리 주재로 국무원 상무위원회를 열어 동부 연안을 중심으로 한 제한적인 원전 재개를 모색하다가 이번에 원전 건설을 본격 추진키로 한 것으로 풀이된다.

이후	이후/NNG
2012년	2012/SN+년/NNB
10월	10/SN+월/NNB
원자바오(溫家寶)	원자바오/NNP+(/SS+溫家寶/SH+)/SS
전	전/MMD
총리	총리/NNG
주재로	주재/NNG+로/JKB
국무원	국무원/NNG
상무위원회를	상무/NNG+위원회/NNG+를/JKO
열어	열/VV+어/EC
동부	동부/NNG
연안을	연안/NNG+을/JKO
중심으로	중심/NNG+으로/JKB
한	하/VV+ㄴ/ETM
제한적인	제한/NNG+적/XSN+이/VCP+ㄴ/ETM
원전	원전/NNG
재개를	재개/NNG+를/JKO
모색하다가	모색/NNG+하/XSV+다가/EC
이번에	이번/NNG+에/JKB
건설을	건설/NNG+을/JKO
본격	본격/NNG
추진키로	추진/NNG+하/XSV+기/ETN+로/JKB
것으로	것/NNB+으로/JKB
풀이된다.	풀이/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000041.54.6.1
국제원자력기구(IAEA)에 따르면 중국은 지난해 현재 21기의 원자로를 가동해 전체 전력 생산량의 2.11%를 대고 있다.

국제원자력기구(IAEA)에	국제원자력기구/NNP+(/SS+IAEA/SL+)/SS+에/JKB
따르면	따르/VV+면/EC
중국은	중국/NNP+은/JX
지난해	지난해/NNG
현재	현재/MAG
21기의	21/SN+기/NNB+의/JKG
원자로를	원자로/NNG+를/JKO
가동해	가동/NNG+하/XSV+아/EC
전체	전체/NNG
전력	전력/NNG
생산량의	생산량/NNG+의/JKG
2.11%를	2/SN+./SP+11/SN+%/SW+를/JKO
대고	대/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000041.54.6.2
원전 비중이 낮은 만큼 연안을 중심으로 28기를 추가 건설하고 장기적으로는 100여 기로 늘릴 방침이다.

원전	원전/NNG
비중이	비중/NNG+이/JKS
낮은	낮/VA+은/ETM
만큼	만큼/NNB
연안을	연안/NNG+을/JKO
중심으로	중심/NNG+으로/JKB
28기를	28/SN+기/NNB+를/JKO
추가	추가/NNG
건설하고	건설/NNG+하/XSV+고/EC
장기적으로는	장기/NNG+적/XSN+으로/JKB+는/JX
100여	100/SN+여/XSN
기로	기/NNB+로/JKB
늘릴	늘리/VV+ㄹ/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.54.6.3
신규 건설 원전이 동부 연안에 집중된 이유는 내륙지역에서는 2015년까지 신규 건설을 중단키로 했기 때문이다.

신규	신규/NNG
건설	건설/NNG
원전이	원전/NNG+이/JKS
동부	동부/NNG
연안에	연안/NNG+에/JKB
집중된	집중/NNG+되/XSV+ㄴ/ETM
이유는	이유/NNG+는/JX
내륙지역에서는	내륙/NNG+지역/NNG+에서/JKB+는/JX
2015년까지	2015/SN+년/NNB+까지/JX
건설을	건설/NNG+을/JKO
중단키로	중단/NNG+하/XSV+기/ETN+로/JKB
했기	하/VV+았/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.54.6.4
중국 내륙은 지진 발생이 잦고 용수를 구하기 어렵다.

중국	중국/NNP
내륙은	내륙/NNG+은/JX
지진	지진/NNG
발생이	발생/NNG+이/JKS
잦고	잦/VA+고/EC
용수를	용수/NNG+를/JKO
구하기	구하/VV+기/ETN
어렵다.	어렵/VA+다/EF+./SF


# id : NWRW1800000041.54.7.1
중국의 동부 연안에 원전이 몰리면 원전 사고가 발생했을 때 한국의 서해가 직접적인 피해지역이 될 가능성이 있다는 우려가 나온다.

중국의	중국/NNP+의/JKG
동부	동부/NNG
연안에	연안/NNG+에/JKB
원전이	원전/NNG+이/JKS
몰리면	몰리/VV+면/EC
원전	원전/NNG
사고가	사고/NNG+가/JKS
발생했을	발생/NNG+하/XSV+았/EP+을/ETM
때	때/NNG
한국의	한국/NNP+의/JKG
서해가	서해/NNP+가/JKS
직접적인	직접/NNG+적/XSN+이/VCP+ㄴ/ETM
피해지역이	피해/NNG+지역/NNG+이/JKC
될	되/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
있다는	있/VA+다는/ETM
우려가	우려/NNG+가/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.54.7.2
서균렬 서울대 교수(원자핵공학과)는 “한국으로서는 국내 원전보다도 중국 원전이 눈앞에 닥친 더 큰 위험”이라고 지적했다.

서균렬	서균렬/NNP
서울대	서울대/NNP
교수(원자핵공학과)는	교수/NNG+(/SS+원자핵/NNG+공학과/NNG+)/SS+는/JX
“한국으로서는	“/SS+한국/NNP+으로서/JKB+는/JX
국내	국내/NNG
원전보다도	원전/NNG+보다/JKB+도/JX
중국	중국/NNP
원전이	원전/NNG+이/JKS
눈앞에	눈앞/NNG+에/JKB
닥친	닥치/VV+ㄴ/ETM
더	더/MAG
큰	크/VA+ㄴ/ETM
위험”이라고	위험/NNG+”/SS+이라고/JKQ
지적했다.	지적/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.54.7.3
후쿠시마 원전 사고와 같은 대재앙은 없어야겠지만 만일 비슷한 사고가 중국 동부 해안 원전에서 발생한다면 한반도 전체가 14∼18시간 이내에 방사성물질에 오염될 수 있다는 것이다.

후쿠시마	후쿠시마/NNP
원전	원전/NNG
사고와	사고/NNG+와/JKB
같은	같/VA+은/ETM
대재앙은	대/XPN+재앙/NNG+은/JX
없어야겠지만	없/VA+어야/EC+하/VX+겠/EP+지만/EC
만일	만일/MAG
비슷한	비슷하/VA+ㄴ/ETM
사고가	사고/NNG+가/JKS
중국	중국/NNP
동부	동부/NNG
해안	해안/NNG
원전에서	원전/NNG+에서/JKB
발생한다면	발생/NNG+하/XSV+ㄴ다면/EC
한반도	한반도/NNP
전체가	전체/NNG+가/JKS
14∼18시간	14/SN+∼/SO+18/SN+시간/NNB
이내에	이내/NNG+에/JKB
방사성물질에	방사/NNG+성/XSN+물질/NNG+에/JKB
오염될	오염/NNG+되/XSV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.54.7.4
1000MW급 원전 1기가 건설되고 있는 산둥(山東) 성 웨이하이(威海)는 인천에서 직선거리로 400km가량 떨어져 있다.

1000MW급	1000/SN+MW/SW+급/NNG
원전	원전/NNG
1기가	1/SN+기/NNB+가/JKS
건설되고	건설/NNG+되/XSV+고/EC
있는	있/VX+는/ETM
산둥(山東)	산둥/NNP+(/SS+山東/SH+)/SS
성	성/NNG
웨이하이(威海)는	웨이하이/NNP+(/SS+威海/SH+)/SS+는/JX
인천에서	인천/NNP+에서/JKB
직선거리로	직선거리/NNG+로/JKB
400km가량	400/SN+km/SW+가량/XSN
떨어져	떨어지/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000041.54.8.1
서 교수는 “중국은 핵무기 기술이 세계 최고 수준이지만 원전 관리·운영 수준은 ‘걸음마’ 단계”라며 “한국이 ‘대학원생’이라면 중국은 ‘초등학생’”이라고 평가했다.

서	서/NNP
교수는	교수/NNG+는/JX
“중국은	“/SS+중국/NNP+은/JX
핵무기	핵무기/NNG
기술이	기술/NNG+이/JKS
세계	세계/NNG
최고	최고/NNG
수준이지만	수준/NNG+이/VCP+지만/EC
원전	원전/NNG
관리·운영	관리/NNG+·/SP+운영/NNG
수준은	수준/NNG+은/JX
‘걸음마’	‘/SS+걸음마/NNG+’/SS
단계”라며	단계/NNG+”/SS+이/VCP+라며/EC
“한국이	“/SS+한국/NNP+이/JKS
‘대학원생’이라면	‘/SS+대학원/NNG+생/XSN+’/SS+이/VCP+라면/EC
중국은	중국/NNP+은/JX
‘초등학생’”이라고	‘/SS+초등학생/NNG+’/SS+”/SS+이라고/JKQ
평가했다.	평가/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.54.8.2
이어 “한국은 비상한 각오로 중국 원전 문제에 관심을 가져야 하며 ‘핫라인 구축’ 등 협조체계를 빨리 마련해야 한다”고 주문했다.

이어	이어/MAG
“한국은	“/SS+한국/NNP+은/JX
비상한	비상/NNG+하/XSA+ㄴ/ETM
각오로	각오/NNG+로/JKB
중국	중국/NNP
원전	원전/NNG
문제에	문제/NNG+에/JKB
관심을	관심/NNG+을/JKO
가져야	가지/VV+어야/EC
하며	하/VX+며/EC
‘핫라인	‘/SS+핫라인/NNG
구축’	구축/NNG+’/SS
등	등/NNB
협조체계를	협조/NNG+체계/NNG+를/JKO
빨리	빨리/MAG
마련해야	마련/NNG+하/XSV+아야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
주문했다.	주문/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.54.9.1
일본도 ‘대재앙’ 수준의 후쿠시마 원전 사고에도 불구하고 원전 재가동 정책을 공개적으로 밝혔다.

일본도	일본/NNP+도/JX
‘대재앙’	‘/SS+대/XPN+재앙/NNG+’/SS
수준의	수준/NNG+의/JKG
후쿠시마	후쿠시마/NNP
원전	원전/NNG
사고에도	사고/NNG+에/JKB+도/JX
불구하고	불구하/VV+고/EC
재가동	재/XPN+가동/NNG
정책을	정책/NNG+을/JKO
공개적으로	공개/NNG+적/XSN+으로/JKB
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.54.9.2
일본 정부는 11일 원자력을 주요 에너지원으로 명기하고 사용후 핵연료를 재처리해 플루토늄을 추가 생산하는 내용을 담은 에너지기본계획안을 각료회의에서 의결했다.

일본	일본/NNP
정부는	정부/NNG+는/JX
11일	11/SN+일/NNB
원자력을	원자력/NNG+을/JKO
주요	주요/NNG
에너지원으로	에너지원/NNG+으로/JKB
명기하고	명기/NNG+하/XSV+고/EC
사용후	사용/NNG+후/NNG
핵연료를	핵연료/NNG+를/JKO
재처리해	재/XPN+처리/NNG+하/XSV+아/EC
플루토늄을	플루토늄/NNG+을/JKO
추가	추가/NNG
생산하는	생산/NNG+하/XSV+는/ETM
내용을	내용/NNG+을/JKO
담은	담/VV+은/ETM
에너지기본계획안을	에너지/NNG+기본/NNG+계획안/NNG+을/JKO
각료회의에서	각료/NNG+회의/NNG+에서/JKB
의결했다.	의결/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.54.9.3
플루토늄은 핵무기로 전용될 수 있어 국제사회에서 우려의 목소리가 높다.

플루토늄은	플루토늄/NNG+은/JX
핵무기로	핵무기/NNG+로/JKB
전용될	전용/NNG+되/XSV+ㄹ/ETM
수	수/NNB
있어	있/VA+어/EC
국제사회에서	국제/NNG+사회/NNG+에서/JKB
우려의	우려/NNG+의/JKG
목소리가	목소리/NNG+가/JKS
높다.	높/VA+다/EF+./SF


# id : NWRW1800000041.54.9.4
또 일본 국민 여론조사에서 원전 재가동 반대가 찬성보다 더 높지만 일본 정부는 이에 아랑곳하지 않고 추진하겠다는 기세다.

또	또/MAG
일본	일본/NNP
국민	국민/NNG
여론조사에서	여론/NNG+조사/NNG+에서/JKB
원전	원전/NNG
재가동	재/XPN+가동/NNG
반대가	반대/NNG+가/JKS
찬성보다	찬성/NNG+보다/JKB
더	더/MAG
높지만	높/VA+지만/EC
정부는	정부/NNG+는/JX
이에	이/NP+에/JKB
아랑곳하지	아랑곳/NNG+하/XSV+지/EC
않고	않/VX+고/EC
추진하겠다는	추진/NNG+하/XSV+겠/EP+다는/ETM
기세다.	기세/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.54.10.1
한국도 올 1월 발표한 2차 국가에너지기본계획에서 2035년까지 원자력발전 비중을 현재 26.4%에서 29.0%로 늘리기로 했다.

한국도	한국/NNP+도/JX
올	올/NNG
1월	1/SN+월/NNB
발표한	발표/NNG+하/XSV+ㄴ/ETM
2차	2/SN+차/NNB
국가에너지기본계획에서	국가/NNG+에너지/NNG+기본/NNG+계획/NNG+에서/JKB
2035년까지	2035/SN+년/NNB+까지/JX
원자력발전	원자력/NNG+발전/NNG
비중을	비중/NNG+을/JKO
현재	현재/MAG
26.4%에서	26/SN+./SP+4/SN+%/SW+에서/JKB
29.0%로	29/SN+./SP+0/SN+%/SW+로/JKB
늘리기로	늘리/VV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000041.54.10.2
이에 따라 현재 23기인 원자력발전소도 최대 41기까지 늘어날 것으로 전망된다.

이에	이/NP+에/JKB
따라	따르/VV+아/EC
현재	현재/MAG
23기인	23/SN+기/NNB+이/VCP+ㄴ/ETM
원자력발전소도	원자력/NNG+발전소/NNG+도/JX
최대	최대/NNG
41기까지	41/SN+기/NNB+까지/JX
늘어날	늘어나/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
전망된다.	전망/NNG+되/XSV+ㄴ다/EF+./SF


