# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.120
metadata : {}


# id : NWRW1800000026.120.1.1
[Cover Story] 창의적 문제 해결 기법 'TRIZ의 산실'… 러시아 젠스리 연구소 리트빈 박사;늘 시간과 다투는 응급실 F1 정비방식 도입하니 '쌩쌩'

[Cover	[/SS+Cover/SL
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.120.8.3
GE와 P&G, 인텔, 질레트, 지멘스, 혼다, 제록스 등 세계 유수 기업들을 고객으로 둔 이 회사의 연구소엔 80명의 전문가들이 연구에 몰두하고 있었다.

GE와	GE/SL+와/JC
P&G,	P/SL+&/SW+G/SL+,/SP
인텔,	인텔/NNP+,/SP
질레트,	질레트/NNP+,/SP
지멘스,	지멘스/NNP+,/SP
혼다,	혼다/NNP+,/SP
제록스	제록스/NNP
등	등/NNB
세계	세계/NNG
유수	유수/NNG
기업들을	기업/NNG+들/XSN+을/JKO
고객으로	고객/NNG+으로/JKB
둔	두/VV+ㄴ/ETM
이	이/MMD
회사의	회사/NNG+의/JKG
연구소엔	연구소/NNG+에/JKB+ㄴ/JX
80명의	80/SN+명/NNB+의/JKG
전문가들이	전문가/NNG+들/XSN+이/JKS
연구에	연구/NNG+에/JKB
몰두하고	몰두/NNG+하/XSV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000026.120.8.4
모두 과학 및 공학 박사인 동시에 트리즈 최고수들이다.

모두	모두/MAG
과학	과학/NNG
및	및/MAG
공학	공학/NNG
박사인	박사/NNG+이/VCP+ㄴ/ETM
동시에	동시/NNG+에/JKB
트리즈	트리즈/NNG
최고수들이다.	최/XPN+고수/NNG+들/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000026.120.9.1
그렇다고 현대식 건물에 최신 장비를 기대하면 오산이다.

그렇다고	그렇/VA+다고/EC
현대식	현대식/NNG
건물에	건물/NNG+에/JKB
최신	최신/NNG
장비를	장비/NNG+를/JKO
기대하면	기대/NNG+하/XSV+면/EC
오산이다.	오산/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.120.9.2
도심에서 자동차로 20분 정도 떨어진 연구소 건물에 도착해서 받은 첫 느낌은 "KGB에 끌려온 것 아닌가"였다.

도심에서	도심/NNG+에서/JKB
자동차로	자동차/NNG+로/JKB
20분	20/SN+분/NNB
정도	정도/NNG
떨어진	떨어지/VV+ㄴ/ETM
연구소	연구소/NNG
건물에	건물/NNG+에/JKB
도착해서	도착/NNG+하/XSV+아서/EC
받은	받/VV+은/ETM
첫	첫/MMN
느낌은	느낌/NNG+은/JX
"KGB에	"/SS+KGB/SL+에/JKB
끌려온	끌려오/VV+ㄴ/ETM
것	것/NNB
아닌가"였다.	아니/VCN+ㄴ가/EF+"/SS+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.120.9.3
18세기 초 군(軍) 막사(barrack)로 쓰던, 을씨년스러운 3층짜리 붉은색 벽돌 건물이었다.

18세기	18/SN+세기/NNG
초	초/NNB
군(軍)	군/NNG+(/SS+軍/SH+)/SS
막사(barrack)로	막사/NNG+(/SS+barrack/SL+)/SS+로/JKB
쓰던,	쓰/VV+던/ETM+,/SP
을씨년스러운	을씨년스럽/VA+ㄴ/ETM
3층짜리	3/SN+층/NNG+짜리/XSN
붉은색	붉은색/NNG
벽돌	벽돌/NNG
건물이었다.	건물/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.120.9.4
녹슨 철문을 열고 들어서 안을 둘러보니 컴퓨터들과 실험 장비들 사이에서 연구원들이 고개를 숙여 뭔가에 몰두하고 있었다.

녹슨	녹슬/VV+ㄴ/ETM
철문을	철문/NNG+을/JKO
열고	열/VV+고/EC
들어서	들어서/VV+어/EC
안을	안/NNG+을/JKO
둘러보니	둘러보/VV+니/EC
컴퓨터들과	컴퓨터/NNG+들/XSN+과/JC
실험	실험/NNG
장비들	장비/NNG+들/XSN
사이에서	사이/NNG+에서/JKB
연구원들이	연구원/NNG+들/XSN+이/JKS
고개를	고개/NNG+를/JKO
숙여	숙이/VV+어/EC
뭔가에	뭐/NP+이/VCP+ㄴ가/EF+에/JKB
몰두하고	몰두/NNG+하/XSV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000026.120.10.1
이 회사의 창의적 문제 해결력의 단초를 발견한 것은 뜻밖에도 연구소 복도에서였다.

이	이/MMD
회사의	회사/NNG+의/JKG
창의적	창의/NNG+적/XSN
문제	문제/NNG
해결력의	해결력/NNG+의/JKG
단초를	단초/NNG+를/JKO
발견한	발견/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
뜻밖에도	뜻밖에/MAG+도/JX
연구소	연구소/NNG
복도에서였다.	복도/NNG+에서/JKB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.120.10.2
복도 벽을 따라 철삿줄이 기다랗게 놓여 있었고, 거기에 연구원들이 메모를 써넣은 종이들이 집게로 즐비하게 걸려 있었다.

복도	복도/NNG
벽을	벽/NNG+을/JKO
따라	따르/VV+아/EC
철삿줄이	철삿줄/NNG+이/JKS
기다랗게	기다랗/VA+게/EC
놓여	놓이/VV+어/EC
있었고,	있/VX+었/EP+고/EC+,/SP
거기에	거기/NP+에/JKB
연구원들이	연구원/NNG+들/XSN+이/JKS
메모를	메모/NNG+를/JKO
써넣은	쓰/VV+어/EC+넣/VV+은/ETM
종이들이	종이/NNG+들/XSN+이/JKS
집게로	집게/NNG+로/JKB
즐비하게	즐비하/VA+게/EC
걸려	걸리/VV+어/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000026.120.10.3
트리즈의 창시자인 알츠슐러 의 수제자이자 젠스리의 최고과학기술책임자(부사장)인 사이먼 리트빈(Litvin·60) 박사는 "연구원들끼리 서로 궁금한 것을 적어놓은 뒤 다른 전문가들의 아이디어를 구하는 것"이라고 말했다.

트리즈의	트리즈/NNG+의/JKG
창시자인	창시자/NNG+이/VCP+ㄴ/ETM
알츠슐러	알츠슐러/NNP
의	의/JKG
수제자이자	수제자/NNG+이/VCP+자/EC
젠스리의	젠스리/NNP+의/JKG
최고과학기술책임자(부사장)인	최고/NNG+과학/NNG+기술/NNG+책임자/NNG+(/SS+부사장/NNG+)/SS+이/VCP+ㄴ/ETM
사이먼	사이먼/NNP
리트빈(Litvin·60)	리트빈/NNP+(/SS+Litvin/SL+·/SP+60/SN+)/SS
박사는	박사/NNG+는/JX
"연구원들끼리	"/SS+연구원/NNG+들/XSN+끼리/XSN
서로	서로/MAG
궁금한	궁금하/VA+ㄴ/ETM
것을	것/NNB+을/JKO
적어놓은	적/VV+어/EC+놓/VX+은/ETM
뒤	뒤/NNG
다른	다른/MMD
전문가들의	전문가/NNG+들/XSN+의/JKG
아이디어를	아이디어/NNG+를/JKO
구하는	구하/VV+는/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.10.4
서로 다른 분야를 연결하는 데서 해답을 찾는 트리즈 개념과 통하는 현장이다.

서로	서로/MAG
다른	다른/MMD
분야를	분야/NNG+를/JKO
연결하는	연결/NNG+하/XSV+는/ETM
데서	데/NNB+서/JKB
해답을	해답/NNG+을/JKO
찾는	찾/VV+는/ETM
트리즈	트리즈/NNG
개념과	개념/NNG+과/JKB
통하는	통하/VV+는/ETM
현장이다.	현장/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.120.11.1
리트빈 박사는 트리즈의 원리를 기업 경영에 접목시키는데 일생을 바쳤고, 스스로 컨설팅 회사를 경영했다.

리트빈	리트빈/NNP
박사는	박사/NNG+는/JX
트리즈의	트리즈/NNG+의/JKG
원리를	원리/NNG+를/JKO
기업	기업/NNG
경영에	경영/NNG+에/JKB
접목시키는데	접목/NNG+시키/XSV+는데/EC
일생을	일생/NNG+을/JKO
바쳤고,	바치/VV+었/EP+고/EC+,/SP
스스로	스스로/MAG
컨설팅	컨설팅/NNG
회사를	회사/NNG+를/JKO
경영했다.	경영/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.11.2
뒤에 미국 자본과 마케팅 노하우를 끌어들이기 위해 미국 회사와 합작했지만, 그는 회사의 정신적 뿌리이자 연구·개발의 중핵이다.

뒤에	뒤/NNG+에/JKB
미국	미국/NNP
자본과	자본/NNG+과/JC
마케팅	마케팅/NNG
노하우를	노하우/NNG+를/JKO
끌어들이기	끌어들이/VV+기/ETN
위해	위하/VV+아/EC
회사와	회사/NNG+와/JKB
합작했지만,	합작/NNG+하/XSV+았/EP+지만/EC+,/SP
그는	그/NP+는/JX
회사의	회사/NNG+의/JKG
정신적	정신/NNG+적/XSN
뿌리이자	뿌리/NNG+이/VCP+자/EC
연구·개발의	연구/NNG+·/SP+개발/NNG+의/JKG
중핵이다.	중핵/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.120.12.1
그가 말하는 혁신 방법론의 요체는 '연결'과 '개방'이다.

그가	그/NP+가/JKS
말하는	말/NNG+하/XSV+는/ETM
혁신	혁신/NNG
방법론의	방법/NNG+론/XSN+의/JKG
요체는	요체/NNG+는/JX
'연결'과	'/SS+연결/NNG+'/SS+과/JC
'개방'이다.	'/SS+개방/NNG+'/SS+이/VCP+다/EF+./SF


# id : NWRW1800000026.120.12.2
그는 "세상의 모든 문제의 본질은 똑같고 이를 유형화할 수 있다"면서 "한 분야의 원리를 다른 분야에 접목시키면 문제를 더욱 쉽게 풀 수 있다"고 말했다.

그는	그/NP+는/JX
"세상의	"/SS+세상/NNG+의/JKG
모든	모든/MMN
문제의	문제/NNG+의/JKG
본질은	본질/NNG+은/JX
똑같고	똑같/VA+고/EC
이를	이/NP+를/JKO
유형화할	유형/NNG+화/XSN+하/XSV+ㄹ/ETM
수	수/NNB
있다"면서	있/VA+다/EF+"/SS+이/VCP+면서/EC
"한	"/SS+한/MMN
분야의	분야/NNG+의/JKG
원리를	원리/NNG+를/JKO
다른	다른/MMD
분야에	분야/NNG+에/JKB
접목시키면	접목/NNG+시키/XSV+면/EC
문제를	문제/NNG+를/JKO
더욱	더욱/MAG
쉽게	쉽/VA+게/EC
풀	풀/VV+ㄹ/ETM
있다"고	있/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.12.3
미국의 디자인회사 아이데오(IDEO)의 창립자인 톰 켈리가 한 분야의 아이디어를 다른 분야로 접목시키는 것을 혁신의 중요한 덕목으로 꼽은 것과 일맥상통한다.

미국의	미국/NNP+의/JKG
디자인회사	디자인/NNG+회사/NNG
아이데오(IDEO)의	아이데오/NNP+(/SS+IDEO/SL+)/SS+의/JKG
창립자인	창립자/NNG+이/VCP+ㄴ/ETM
톰	톰/NNP
켈리가	켈리/NNP+가/JKS
한	한/MMN
분야의	분야/NNG+의/JKG
아이디어를	아이디어/NNG+를/JKO
다른	다른/MMD
분야로	분야/NNG+로/JKB
접목시키는	접목/NNG+시키/XSV+는/ETM
것을	것/NNB+을/JKO
혁신의	혁신/NNG+의/JKG
중요한	중요/NNG+하/XSA+ㄴ/ETM
덕목으로	덕목/NNG+으로/JKB
꼽은	꼽/VV+은/ETM
것과	것/NNB+과/JKB
일맥상통한다.	일맥상통/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.120.13.1
리트빈 박사는 이해를 돕기 위해 한 예를 들었다.

리트빈	리트빈/NNP
박사는	박사/NNG+는/JX
이해를	이해/NNG+를/JKO
돕기	돕/VV+기/ETN
위해	위하/VV+아/EC
한	한/MMN
예를	예/NNG+를/JKO
들었다.	들/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.120.13.2
영국의 어느 병원이 응급실 문제로 고민하고 있었다.

영국의	영국/NNP+의/JKG
어느	어느/MMD
병원이	병원/NNG+이/JKS
응급실	응급실/NNG
문제로	문제/NNG+로/JKB
고민하고	고민/NNG+하/XSV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000026.120.13.3
응급실의 일처리는 늘 허겁지겁이다.

응급실의	응급실/NNG+의/JKG
일처리는	일/NNG+처리/NNG+는/JX
늘	늘/MAG
허겁지겁이다.	허겁지겁/MAG+이/VCP+다/EF+./SF


# id : NWRW1800000026.120.13.4
갑자기 생명이 위독한 환자가 실려오면 의료진 여럿이 한꺼번에 달라붙어 여러 일처리를 제한된 시간에 해야 한다.

갑자기	갑자기/MAG
생명이	생명/NNG+이/JKS
위독한	위독하/VA+ㄴ/ETM
환자가	환자/NNG+가/JKS
실려오면	실리/VV+어/EC+오/VX+면/EC
의료진	의료진/NNG
여럿이	여럿/NNG+이/JKS
한꺼번에	한꺼번에/MAG
달라붙어	달라붙/VV+어/EC
여러	여러/MMN
일처리를	일/NNG+처리/NNG+를/JKO
제한된	제한/NNG+되/XSV+ㄴ/ETM
시간에	시간/NNG+에/JKB
해야	하/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000026.120.13.5
이런 치료 시간을 더 줄일 수는 없을까?

이런	이런/MMD
치료	치료/NNG
시간을	시간/NNG+을/JKO
더	더/MAG
줄일	줄이/VV+ㄹ/ETM
수는	수/NNB+는/JX
없을까?	없/VA+을까/EF+?/SF


# id : NWRW1800000026.120.13.6
그 병원은 그 해답을 뜻밖에도 F1(포뮬러원) 자동차 경기에서 찾았다.

그	그/MMD
병원은	병원/NNG+은/JX
해답을	해답/NNG+을/JKO
뜻밖에도	뜻밖에/MAG+도/JX
F1(포뮬러원)	F/SL+1/SN+(/SS+포뮬러원/NNG+)/SS
자동차	자동차/NNG
경기에서	경기/NNG+에서/JKB
찾았다.	찾/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.13.7
서킷을 달리던 경주차가 정비소에 들어서면 20여명의 정비 요원들이 타이어 교체와 연료 주입을 단 몇 초 만에 끝낸다.

서킷을	서킷/NNG+을/JKO
달리던	달리/VV+던/ETM
경주차가	경주/NNG+차/NNG+가/JKS
정비소에	정비소/NNG+에/JKB
들어서면	들어서/VV+면/EC
20여명의	20/SN+여/XSN+명/NNB+의/JKG
정비	정비/NNG
요원들이	요원/NNG+들/XSN+이/JKS
타이어	타이어/NNG
교체와	교체/NNG+와/JC
연료	연료/NNG
주입을	주입/NNG+을/JKO
단	단/MMA
몇	몇/NR
초	초/NNB
만에	만/NNB+에/JKB
