# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.280
metadata : {}


# id : NWRW1800000049.280.1.1
[허문명의 프리킥]朴 대통령의 남 탓

[허문명의	[/SS+허문명/NNP+의/JKG
젊은이들이	젊은이/NNG+들/XSN+이/JKS
뭘	뭐/NP+ㄹ/JKO
배울	배우/VV+ㄹ/ETM
것인가.	것/NNB+이/VCP+ㄴ가/EF+./SF


# id : NWRW1800000049.280.6.4
아마 그들도 욕하면서 자신도 모르게 배워 가지 않을까.

아마	아마/MAG
그들도	그/NP+들/XSN+도/JX
욕하면서	욕/NNG+하/XSV+면서/EC
자신도	자신/NNG+도/JX
모르게	모르/VV+게/EC
배워	배우/VV+어/EC
가지	가/VX+지/EC
않을까.	않/VX+을까/EF+./SF


# id : NWRW1800000049.280.6.5
그래선 안 된다.

그래선	그러/VV+어서/EC+ㄴ/JX
안	안/MAG
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.280.7.1
어른세대의 한 사람으로서 이들을 탓하기에 앞서 부끄럽고 미안할 뿐이다.

어른세대의	어른/NNG+세대/NNG+의/JKG
한	한/MMN
사람으로서	사람/NNG+으로서/JKB
이들을	이/NP+들/XSN+을/JKO
탓하기에	탓/NNG+하/XSV+기/ETN+에/JKB
앞서	앞서/VV+어/EC
부끄럽고	부끄럽/VA+고/EC
미안할	미안/NNG+하/XSA+ㄹ/ETM
뿐이다.	뿐/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000049.280.7.2
대통령도 이 책임에서 자유롭지 못하다.

대통령도	대통령/NNG+도/JX
이	이/MMD
책임에서	책임/NNG+에서/JKB
자유롭지	자유/NNG+롭/XSA+지/EC
못하다.	못하/VX+다/EF+./SF


# id : NWRW1800000049.280.7.3
아니, 가장 큰 책임이 있다.

아니,	아니/IC+,/SP
가장	가장/MAG
큰	크/VA+ㄴ/ETM
책임이	책임/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000049.280.7.4
그러니 먼저 책임을 통감하고 젊은이들에게 미안해하는 말을 하는 것이 순서 아닐까.

그러니	그러니/MAJ
먼저	먼저/MAG
책임을	책임/NNG+을/JKO
통감하고	통감/NNG+하/XSV+고/EC
젊은이들에게	젊은이/NNG+들/XSN+에게/JKB
미안해하는	미안/NNG+하/XSA+아/EC+하/VX+는/ETM
말을	말/NNG+을/JKO
하는	하/VV+는/ETM
것이	것/NNB+이/JKS
순서	순서/NNG
아닐까.	아니/VCN+ㄹ까/EF+./SF


# id : NWRW1800000049.280.7.5
그 다음에 훈계 대신 “문제는 많지만 그래도 더 나은 미래를 위해 함께 노력하자”고 해야 하지 않을까.

그	그/MMD
다음에	다음/NNG+에/JKB
훈계	훈계/NNG
대신	대신/NNG
“문제는	“/SS+문제/NNG+는/JX
많지만	많/VA+지만/EC
그래도	그렇/VA+어도/EC
더	더/MAG
나은	낫/VA+은/ETM
미래를	미래/NNG+를/JKO
위해	위하/VV+아/EC
함께	함께/MAG
노력하자”고	노력/NNG+하/XSV+자/EF+”/SS+고/JKQ
해야	하/VV+아야/EC
하지	하/VX+지/EC
않을까.	않/VX+을까/EF+./SF


# id : NWRW1800000049.280.8.1
대통령의 ‘남 탓’은 이번만이 아니다.

대통령의	대통령/NNG+의/JKG
‘남	‘/SS+남/NNG
탓’은	탓/NNG+’/SS+은/JX
이번만이	이번/NNG+만/JX+이/JKC
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000049.280.8.2
정치가 잘못되는 건 야당 탓이고 남북 관계가 안 풀리는 건 북한 탓이며 한일 관계가 경색된 것은 아베 총리 탓, 새누리당 단합이 안 되는 건 비박(비박근혜)들 탓, 온통 ‘남 탓’이다.

정치가	정치/NNG+가/JKS
잘못되는	잘못/MAG+되/XSV+는/ETM
건	거/NNB+ㄴ/JX
야당	야당/NNG
탓이고	탓/NNG+이/VCP+고/EC
남북	남북/NNP
관계가	관계/NNG+가/JKS
안	안/MAG
풀리는	풀리/VV+는/ETM
북한	북한/NNP
탓이며	탓/NNG+이/VCP+며/EC
한일	한일/NNP
경색된	경색/NNG+되/XSV+ㄴ/ETM
것은	것/NNB+은/JX
아베	아베/NNP
총리	총리/NNG
탓,	탓/NNG+,/SP
새누리당	새누리당/NNP
단합이	단합/NNG+이/JKC
되는	되/VV+는/ETM
비박(비박근혜)들	비/XPN+박/NNP+(/SS+비/XPN+박근혜/NNP+)/SS+들/XSN
온통	온통/MAG
‘남	‘/SS+남/NNG
탓’이다.	탓/NNG+’/SS+이/VCP+다/EF+./SF


# id : NWRW1800000049.280.8.3
진정성 있는 반성과 성찰의 모습을 본 적이 거의 없다.

진정성	진정/NNG+성/XSN
있는	있/VA+는/ETM
반성과	반성/NNG+과/JC
성찰의	성찰/NNG+의/JKG
모습을	모습/NNG+을/JKO
본	보/VV+ㄴ/ETM
적이	적/NNB+이/JKS
거의	거의/MAG
없다.	없/VA+다/EF+./SF


# id : NWRW1800000049.280.8.4
총선에서 국민들이 호되게 대통령과 집권 여당을 꾸짖고 쓰라린 패배를 안겨주어도 반성과 사과는커녕 이전의 방식대로 ‘마이 웨이’를 간다.

총선에서	총선/NNG+에서/JKB
국민들이	국민/NNG+들/XSN+이/JKS
호되게	호되/VA+게/EC
대통령과	대통령/NNG+과/JC
집권	집권/NNG
여당을	여당/NNG+을/JKO
꾸짖고	꾸짖/VV+고/EC
쓰라린	쓰라리/VA+ㄴ/ETM
패배를	패배/NNG+를/JKO
안겨주어도	안기/VV+어/EC+주/VX+어도/EC
반성과	반성/NNG+과/JC
사과는커녕	사과/NNG+는커녕/JX
이전의	이전/NNG+의/JKG
방식대로	방식/NNG+대로/JX
‘마이	‘/SS+마이/NNG
웨이’를	웨이/NNG+’/SS+를/JKO
간다.	가/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.280.8.5
민심 앞에 이런 오만이 어디 있나.

민심	민심/NNG
앞에	앞/NNG+에/JKB
이런	이런/MMD
오만이	오만/NNG+이/JKS
어디	어디/NP
있나.	있/VA+나/EF+./SF


# id : NWRW1800000049.280.9.1
권위주의형 리더들은 내외부의 적을 설정해놓고 그들 때문에 나라가 엉망이라고 주장한다.

권위주의형	권위주의/NNG+형/XSN
리더들은	리더/NNG+들/XSN+은/JX
내외부의	내외부/NNG+의/JKG
적을	적/NNG+을/JKO
설정해놓고	설정/NNG+하/XSV+아/EC+놓/VX+고/EC
그들	그/NP+들/XSN
때문에	때문/NNB+에/JKB
나라가	나라/NNG+가/JKS
엉망이라고	엉망/NNG+이/VCP+라고/EC
주장한다.	주장/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000049.280.9.2
그러고 나선 적과 싸워 이기려면 나를 믿고 따르라 열변을 토한다.

그러고	그러/VV+고/EC
나선	나/VX+아서/EC+ㄴ/JX
적과	적/NNG+과/JKB
싸워	싸우/VV+어/EC
이기려면	이기/VV+려면/EC
나를	나/NP+를/JKO
믿고	믿/VV+고/EC
따르라	따르/VV+라/EF
열변을	열변/NNG+을/JKO
토한다.	토하/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.280.9.3
자신은 선(善)이고 적은 악(惡)이다.

자신은	자신/NNG+은/JX
선(善)이고	선/NNG+(/SS+善/SH+)/SS+이/VCP+고/EC
적은	적/NNG+은/JX
악(惡)이다.	악/NNG+(/SS+惡/SH+)/SS+이/VCP+다/EF+./SF


# id : NWRW1800000049.280.10.1
‘남 탓’은 권위주의 리더십의 상투적 도구다.

‘남	‘/SS+남/NNG
탓’은	탓/NNG+’/SS+은/JX
권위주의	권위주의/NNG
리더십의	리더십/NNG+의/JKG
상투적	상투/NNG+적/XSN
도구다.	도구/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.280.10.2
박 대통령 리더십도 이 유형이다.

박	박/NNP
대통령	대통령/NNG
리더십도	리더십/NNG+도/JX
이	이/MMD
유형이다.	유형/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.280.10.3
그래서인지 대통령의 말엔 감동과 공감이 없다.

그래서인지	그렇/VA+어서/EC+이/VCP+ㄴ지/EC
대통령의	대통령/NNG+의/JKG
말엔	말/NNG+에/JKB+ㄴ/JX
감동과	감동/NNG+과/JC
공감이	공감/NNG+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000049.280.10.4
메시지들도 모호한 개념으로 가득하다.

메시지들도	메시지/NNG+들/XSN+도/JX
모호한	모호하/VA+ㄴ/ETM
개념으로	개념/NNG+으로/JKB
가득하다.	가득/MAG+하/XSA+다/EF+./SF


# id : NWRW1800000049.280.10.5
미사여구와 모호한 개념만 가득한 이런 정치를 정치학자들은 ‘레토릭(rhetoric)의 정치’라고 부른다.

미사여구와	미사여구/NNG+와/JC
모호한	모호하/VA+ㄴ/ETM
개념만	개념/NNG+만/JX
가득한	가득/MAG+하/XSA+ㄴ/ETM
이런	이런/MMD
정치를	정치/NNG+를/JKO
정치학자들은	정치학자/NNG+들/XSN+은/JX
‘레토릭(rhetoric)의	‘/SS+레토릭/NNG+(/SS+rhetoric/SL+)/SS+의/JKG
정치’라고	정치/NNG+’/SS+라고/JKQ
부른다.	부르/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.280.10.6
내용이 없는 말뿐인 정치란 뜻이다.

내용이	내용/NNG+이/JKS
없는	없/VA+는/ETM
말뿐인	말/NNG+뿐/JX+이/VCP+ㄴ/ETM
정치란	정치/NNG+이/VCP+란/ETM
뜻이다.	뜻/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.280.11.1
레토릭 정치는 당연히 말과 행동이 다르다.

레토릭	레토릭/NNG
정치는	정치/NNG+는/JX
당연히	당연히/MAG
말과	말/NNG+과/JC
행동이	행동/NNG+이/JKS
다르다.	다르/VA+다/EF+./SF


# id : NWRW1800000049.280.11.2
박 대통령은 이명박 대통령 시절 장관 인사를 ‘회전문 인사’라며 강도 높게 비판했다.

박	박/NNP
대통령은	대통령/NNG+은/JX
이명박	이명박/NNP
대통령	대통령/NNG
시절	시절/NNG
장관	장관/NNG
인사를	인사/NNG+를/JKO
‘회전문	‘/SS+회전문/NNG
인사’라며	인사/NNG+’/SS+이/VCP+라며/EC
강도	강도/NNG
높게	높/VA+게/EC
비판했다.	비판/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.280.11.3
하지만 청와대 수석에 장관까지 한 사람을 또 장관을 시키는 것이야말로 회전문 인사의 금메달감이라는 생각이 든다.

하지만	하지만/MAJ
청와대	청와대/NNP
수석에	수석/NNG+에/JKB
장관까지	장관/NNG+까지/JX
한	하/VV+ㄴ/ETM
사람을	사람/NNG+을/JKO
또	또/MAG
장관을	장관/NNG+을/JKO
시키는	시키/VV+는/ETM
것이야말로	것/NNB+이야말로/JX
회전문	회전문/NNG
인사의	인사/NNG+의/JKG
금메달감이라는	금메달감/NNG+이/VCP+라는/ETM
생각이	생각/NNG+이/JKS
든다.	들/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.280.11.4
역시 말과 행동이 다른 사례다.

역시	역시/MAG
말과	말/NNG+과/JC
행동이	행동/NNG+이/JKS
다른	다른/MMD
사례다.	사례/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.280.12.1
대통령은 국민으로부터 ‘위임받은’ 권력을 행사하는 자리다.

대통령은	대통령/NNG+은/JX
국민으로부터	국민/NNG+으로부터/JKB
‘위임받은’	‘/SS+위임/NNG+받/XSV+은/ETM+’/SS
권력을	권력/NNG+을/JKO
행사하는	행사/NNG+하/XSV+는/ETM
자리다.	자리/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.280.12.2
대통령은 이 점을 잊어서는 안 된다.

대통령은	대통령/NNG+은/JX
이	이/MMD
점을	점/NNG+을/JKO
잊어서는	잊/VV+어서/EC+는/JX
안	안/MAG
된다.	되/VV+ㄴ다/EF+./SF


