# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000021.277
metadata : {}


# id : NWRW1800000021.277.1.1
[책의 향기]“국모의 원수를 갚기 위해” 조선인을 살해한 조선인

[책의	[/SS+책/NNG+의/JKG
살해 뒤 곧바로 인근 파출소로 가 자수를 하는 범인의 품에는 편지가 들어 있었다.

살해	살해/NNG
뒤	뒤/NNG
곧바로	곧바로/MAG
인근	인근/NNG
파출소로	파출소/NNG+로/JKB
가	가/VV+아/EC
자수를	자수/NNG+를/JKO
하는	하/VV+는/ETM
범인의	범인/NNG+의/JKG
품에는	품/NNG+에/JKB+는/JX
편지가	편지/NNG+가/JKS
들어	들/VV+어/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000021.277.3.4
조선의 대신들에게 보내는 편지에는 자신의 살인 동기가 이렇게 적혀 있었다.

조선의	조선/NNP+의/JKG
대신들에게	대신/NNG+들/XSN+에게/JKB
보내는	보내/VV+는/ETM
편지에는	편지/NNG+에/JKB+는/JX
자신의	자신/NNG+의/JKG
살인	살인/NNG
동기가	동기/NNG+가/JKS
이렇게	이렇/VA+게/EC
적혀	적히/VV+어/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000021.277.3.5
“국모의 원수를 갚기 위해서였다.”

“국모의	“/SS+국모/NNG+의/JKG
원수를	원수/NNG+를/JKO
갚기	갚/VV+기/ETN
위해서였다.”	위하/VV+아서/EC+이/VCP+었/EP+다/EF+./SF+”/SS


# id : NWRW1800000021.277.4.1
범인이 말한 국모가 바로 명성황후다.

범인이	범인/NNG+이/JKS
말한	말/NNG+하/XSV+ㄴ/ETM
국모가	국모/NNG+가/JKS
바로	바로/MAG
명성황후다.	명성/NNP+황후/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.277.4.2
피해자 우범선과 가해자 고영근은 모두 조선인으로 둘 다 일본에 망명한 처지였다.

피해자	피해자/NNG
우범선과	우범선/NNP+과/JC
가해자	가해자/NNG
고영근은	고영근/NNP+은/JX
모두	모두/MAG
조선인으로	조선인/NNG+으로/JKB
둘	둘/NR
다	다/MAG
일본에	일본/NNP+에/JKB
망명한	망명/NNG+하/XSV+ㄴ/ETM
처지였다.	처지/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000021.277.5.1
저자는 가해자의 나라 일본에서 벌어진 조선인 사이의 살인사건을 추적해 명성황후의 시해 사건을 논픽션으로 재구성했다.

저자는	저자/NNG+는/JX
가해자의	가해자/NNG+의/JKG
나라	나라/NNG
일본에서	일본/NNP+에서/JKB
벌어진	벌어지/VV+ㄴ/ETM
조선인	조선인/NNG
사이의	사이/NNG+의/JKG
살인사건을	살인/NNG+사건/NNG+을/JKO
추적해	추적/NNG+하/XSV+아/EC
명성황후의	명성/NNP+황후/NNG+의/JKG
시해	시해/NNG
사건을	사건/NNG+을/JKO
논픽션으로	논픽션/NNG+으로/JKB
재구성했다.	재/XPN+구성/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.277.5.2
저자는 일본 외교문서와 당시 일본 신문 보도 등의 자료를 발굴해 단편적으로 알려져 있던 고영근의 우범선 살해사건의 진상과 배경, 재판과정 등을 쫓았다.

저자는	저자/NNG+는/JX
일본	일본/NNP
외교문서와	외교/NNG+문서/NNG+와/JC
당시	당시/NNG
신문	신문/NNG
보도	보도/NNG
등의	등/NNB+의/JKG
자료를	자료/NNG+를/JKO
발굴해	발굴/NNG+하/XSV+아/EC
단편적으로	단편/NNG+적/XSN+으로/JKB
알려져	알려지/VV+어/EC
있던	있/VX+던/ETM
고영근의	고영근/NNP+의/JKG
우범선	우범선/NNP
살해사건의	살해/NNG+사건/NNG+의/JKG
진상과	진상/NNG+과/JC
배경,	배경/NNG+,/SP
재판과정	재판/NNG+과정/NNG
등을	등/NNB+을/JKO
쫓았다.	쫓/VV+았/EP+다/EF+./SF


# id : NWRW1800000021.277.6.1
우범선은 1895년 10월 8일 주한 일본공사 미우라 고로의 지휘하에 일본 측이 명성황후를 시해(을미사변)할 때 조선훈련대 제2대대장을 맡고 있었다.

우범선은	우범선/NNP+은/JX
1895년	1895/SN+년/NNB
10월	10/SN+월/NNB
8일	8/SN+일/NNB
주한	주한/NNG
일본공사	일본/NNP+공사/NNG
미우라	미우라/NNP
고로의	고로/NNP+의/JKG
지휘하에	지휘/NNG+하/XSN+에/JKB
일본	일본/NNP
측이	측/NNB+이/JKS
명성황후를	명성/NNP+황후/NNG+를/JKO
시해(을미사변)할	시해/NNG+(/SS+을미사변/NNG+)/SS+하/XSV+ㄹ/ETM
때	때/NNG
조선훈련대	조선/NNP+훈련대/NNG
제2대대장을	제/XPN+2/SN+대대장/NNG+을/JKO
맡고	맡/VV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000021.277.6.2
그는 일본 낭인 등의 경복궁에 난입 때 병력을 이끌고 동참했다.

그는	그/NP+는/JX
일본	일본/NNP
낭인	낭인/NNG
등의	등/NNB+의/JKG
경복궁에	경복궁/NNP+에/JKB
난입	난입/NNG
때	때/NNG
병력을	병력/NNG+을/JKO
이끌고	이끌/VV+고/EC
동참했다.	동참/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.277.6.3
명성황후의 시체를 소각, 매립할 때 그가 지시했다는 기록과 그가 “왕비를 죽인 것은 자신이라는 취지의 말을 했다”는 일본 외교문서도 있다고 저자는 말한다.

명성황후의	명성/NNP+황후/NNG+의/JKG
시체를	시체/NNG+를/JKO
소각,	소각/NNG+,/SP
매립할	매립/NNG+하/XSV+ㄹ/ETM
때	때/NNG
그가	그/NP+가/JKS
지시했다는	지시/NNG+하/XSV+았/EP+다는/ETM
기록과	기록/NNG+과/JC
“왕비를	“/SS+왕비/NNG+를/JKO
죽인	죽이/VV+ㄴ/ETM
것은	것/NNB+은/JX
자신이라는	자신/NNG+이/VCP+라는/ETM
취지의	취지/NNG+의/JKG
말을	말/NNG+을/JKO
했다”는	하/VV+았/EP+다/EF+”/SS+는/ETM
일본	일본/NNP
외교문서도	외교/NNG+문서/NNG+도/JX
있다고	있/VA+다고/EC
저자는	저자/NNG+는/JX
말한다.	말/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000021.277.6.4
우범선은 사건 후 일본으로 망명해 일본 여자와 결혼했다.

우범선은	우범선/NNP+은/JX
사건	사건/NNG
후	후/NNG
일본으로	일본/NNP+으로/JKB
망명해	망명/NNG+하/XSV+아/EC
일본	일본/NNP
여자와	여자/NNG+와/JKB
결혼했다.	결혼/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.277.6.5
그의 장남이 농학자 우장춘이다.

그의	그/NP+의/JKG
장남이	장남/NNG+이/JKS
농학자	농학자/NNG
우장춘이다.	우장춘/NNP+이/VCP+다/EF+./SF


# id : NWRW1800000021.277.7.1
고영근은 민씨 집안의 심부름꾼 출신으로 명성황후의 총애를 받았던 인물이다.

고영근은	고영근/NNP+은/JX
민씨	민/NNP+씨/NNB
집안의	집안/NNG+의/JKG
심부름꾼	심부름/NNG+꾼/XSN
출신으로	출신/NNG+으로/JKB
명성황후의	명성/NNP+황후/NNG+의/JKG
총애를	총애/NNG+를/JKO
받았던	받/VV+았/EP+던/ETM
인물이다.	인물/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.277.7.2
만민공동회 회장을 지내기도 한 그는 폭탄테러 사건으로 수배를 받자 1899년 일본으로 망명해 생활하고 있었다.

만민공동회	만민/NNG+공동회/NNG
회장을	회장/NNG+을/JKO
지내기도	지내/VV+기/ETN+도/JX
한	하/VX+ㄴ/ETM
그는	그/NP+는/JX
폭탄테러	폭탄/NNG+테러/NNG
사건으로	사건/NNG+으로/JKB
수배를	수배/NNG+를/JKO
받자	받/VV+자/EC
1899년	1899/SN+년/NNB
일본으로	일본/NNP+으로/JKB
망명해	망명/NNG+하/XSV+아/EC
생활하고	생활/NNG+하/XSV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000021.277.8.1
고영근이 사건을 일으킨 직후 고종은 주한 일본공사를 불러 고영근에 대한 선처를 부탁한다.

고영근이	고영근/NNP+이/JKS
사건을	사건/NNG+을/JKO
일으킨	일으키/VV+ㄴ/ETM
직후	직후/NNG
고종은	고종/NNP+은/JX
주한	주한/NNG
일본공사를	일본/NNP+공사/NNG+를/JKO
불러	부르/VV+어/EC
고영근에	고영근/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
선처를	선처/NNG+를/JKO
부탁한다.	부탁/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000021.277.8.2
고영근은 사형에서 무기징역으로 감형된다.

고영근은	고영근/NNP+은/JX
사형에서	사형/NNG+에서/JKB
무기징역으로	무기/NNG+징역/NNG+으로/JKB
감형된다.	감형/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000021.277.8.3
고종은 또 1904년 3월 방한한 이토 히로부미에게 직접 고영근의 국내 송환을 부탁하는 비밀 외교 교섭을 벌인다.

고종은	고종/NNP+은/JX
또	또/MAG
1904년	1904/SN+년/NNB
3월	3/SN+월/NNB
방한한	방한/NNG+하/XSV+ㄴ/ETM
이토	이토/NNP
히로부미에게	히로부미/NNP+에게/JKB
직접	직접/MAG
고영근의	고영근/NNP+의/JKG
국내	국내/NNG
송환을	송환/NNG+을/JKO
부탁하는	부탁/NNG+하/XSV+는/ETM
비밀	비밀/NNG
외교	외교/NNG
교섭을	교섭/NNG+을/JKO
벌인다.	벌이/VV+ㄴ다/EF+./SF


# id : NWRW1800000021.277.8.4
그 결과 고영근은 5년간의 일본 복역을 마치고 1909년 한국으로 돌아온다.

그	그/MMD
결과	결과/NNG
고영근은	고영근/NNP+은/JX
5년간의	5/SN+년/NNB+간/XSN+의/JKG
일본	일본/NNP
복역을	복역/NNG+을/JKO
마치고	마치/VV+고/EC
1909년	1909/SN+년/NNB
한국으로	한국/NNP+으로/JKB
돌아온다.	돌아오/VV+ㄴ다/EF+./SF


# id : NWRW1800000021.277.8.5
고영근은 이후 고종과 명성황후가 합장된 홍릉의 능참봉이 된다.

고영근은	고영근/NNP+은/JX
이후	이후/NNG
고종과	고종/NNP+과/JC
명성황후가	명성/NNP+황후/NNG+가/JKS
합장된	합장/NNG+되/XSV+ㄴ/ETM
홍릉의	홍릉/NNP+의/JKG
능참봉이	능참봉/NNG+이/JKC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000021.277.9.1
저자는 우범선이 남긴 자술서와 우범선의 아내가 사건 발생 후에 한 신문 인터뷰까지 발굴해 급박했던 명성황후 시해사건 모의과정부터 고영근의 능참봉 시절까지를 흥미진진하게 엮였다.

저자는	저자/NNG+는/JX
우범선이	우범선/NNP+이/JKS
남긴	남기/VV+ㄴ/ETM
자술서와	자술서/NNG+와/JC
우범선의	우범선/NNP+의/JKG
아내가	아내/NNG+가/JKS
사건	사건/NNG
발생	발생/NNG
후에	후/NNG+에/JKB
한	하/VV+ㄴ/ETM
신문	신문/NNG
인터뷰까지	인터뷰/NNG+까지/JX
발굴해	발굴/NNG+하/XSV+아/EC
급박했던	급박/NNG+하/XSA+았/EP+던/ETM
명성황후	명성/NNP+황후/NNG
시해사건	시해/NNG+사건/NNG
모의과정부터	모의/NNG+과정/NNG+부터/JX
고영근의	고영근/NNP+의/JKG
능참봉	능참봉/NNG
시절까지를	시절/NNG+까지/JX+를/JKO
흥미진진하게	흥미진진하/VA+게/EC
엮였다.	엮이/VV+었/EP+다/EF+./SF


