# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000028.450
metadata : {}


# id : NWRW1800000028.450.1.1
‘MB 늑장인사’ 여당도 답답

‘MB	‘/SS+MB/SL
“지금처럼	“/SS+지금/NNG+처럼/JKB
말만	말/NNG+만/JX
무성한	무성하/VA+ㄴ/ETM
건	거/NNB+ㄴ/JX
바람직하지	바람직하/VA+지/EC
않다”고	않/VX+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.450.5.3
개각을 통해 국회 인사청문회를 열어 ‘날치기 예산 무효화’를 내걸고 원외투쟁을 벌이고 있는 민주당에 국회 복귀 명분을 줘야 한다는 논리다.

개각을	개각/NNG+을/JKO
통해	통하/VV+아/EC
국회	국회/NNG
인사청문회를	인사/NNG+청문회/NNG+를/JKO
열어	열/VV+어/EC
‘날치기	‘/SS+날치기/NNG
예산	예산/NNG
무효화’를	무효/NNG+화/XSN+’/SS+를/JKO
내걸고	내걸/VV+고/EC
원외투쟁을	원외/NNG+투쟁/NNG+을/JKO
벌이고	벌이/VV+고/EC
있는	있/VX+는/ETM
민주당에	민주당/NNP+에/JKB
복귀	복귀/NNG
명분을	명분/NNG+을/JKO
줘야	주/VV+어야/EC
한다는	하/VX+ㄴ다는/ETM
논리다.	논리/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000028.450.6.1
청와대 관계자들은 이 대통령이 이달 말까지는 2011년도 부처 업무보고와 연평도 포격 이후 대응, 친서민 행보 등에 주력하고, 필요한 분야에 대한 인사는 내년 1월에 할 가능성이 높다고 말했다.

청와대	청와대/NNP
관계자들은	관계자/NNG+들/XSN+은/JX
이	이/NNP
대통령이	대통령/NNG+이/JKS
이달	이달/NNG
말까지는	말/NNB+까지/JX+는/JX
2011년도	2011/SN+년도/NNB
부처	부처/NNG
업무보고와	업무/NNG+보고/NNG+와/JC
연평도	연평도/NNP
포격	포격/NNG
이후	이후/NNG
대응,	대응/NNG+,/SP
친서민	친/XPN+서민/NNG
행보	행보/NNG
등에	등/NNB+에/JKB
주력하고,	주력/NNG+하/XSV+고/EC+,/SP
필요한	필요/NNG+하/XSA+ㄴ/ETM
분야에	분야/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
인사는	인사/NNG+는/JX
내년	내년/NNG
1월에	1/SN+월/NNB+에/JKB
할	하/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다고	높/VA+다고/EC
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.450.6.2
청와대 핵심 관계자는 “현재 공석인 자리에 대한 인선 작업을 진행하고 있다”며 “연초까지는 마무리할 것”이라고 말했다.

청와대	청와대/NNP
핵심	핵심/NNG
관계자는	관계자/NNG+는/JX
“현재	“/SS+현재/MAG
공석인	공석/NNG+이/VCP+ㄴ/ETM
자리에	자리/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
인선	인선/NNG
작업을	작업/NNG+을/JKO
진행하고	진행/NNG+하/XSV+고/EC
있다”며	있/VX+다/EF+”/SS+며/EC
“연초까지는	“/SS+연초/NNG+까지/JX+는/JX
마무리할	마무리/NNG+하/XSV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.450.6.3
다른 고위 관계자는 “이 대통령이 한꺼번에 여러 부처 장관을 교체하는 방식으로 인사를 하지는 않을 것”이라며 “필요에 맞춰 그때그때 인사를 한다는 방침에 변함이 없다”고 말했다.

다른	다른/MMD
고위	고위/NNG
관계자는	관계자/NNG+는/JX
“이	“/SS+이/NNP
대통령이	대통령/NNG+이/JKS
한꺼번에	한꺼번에/MAG
여러	여러/MMN
부처	부처/NNG
장관을	장관/NNG+을/JKO
교체하는	교체/NNG+하/XSV+는/ETM
방식으로	방식/NNG+으로/JKB
인사를	인사/NNG+를/JKO
하지는	하/VV+지/EC+는/JX
않을	않/VX+을/ETM
것”이라며	것/NNB+”/SS+이/VCP+라며/EC
“필요에	“/SS+필요/NNG+에/JKB
맞춰	맞추/VV+어/EC
그때그때	그때그때/MAG
한다는	하/VV+ㄴ다는/ETM
방침에	방침/NNG+에/JKB
변함이	변하/VV+ㅁ/ETN+이/JKS
없다”고	없/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


