# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.207
metadata : {}


# id : NWRW1800000046.207.1.1
[2015 K리그가 온다] (4) 국내파 골잡이들 명예 회복… 포항 김승대 도전장

[2015	[/SS+2015/SN
골을	골/NNG+을/JKO
신고한	신고/NNG+하/XSV+ㄴ/ETM
레오(수원)까지	레오/NNP+(/SS+수원/NNP+)/SS+까지/JX
쟁쟁한	쟁쟁하/VA+ㄴ/ETM
외국인	외국인/NNG
공격수들이	공격수/NNG+들/XSN+이/JKS
리그	리그/NNG
득점왕	득점왕/NNG
판도를	판도/NNG+를/JKO
흔들	흔들/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000046.207.3.3
K리그에선 지난 4시즌 동안 외국인 선수가 득점왕을 휩쓸었다.

K리그에선	K/SL+리그/NNG+에서/JKB+ㄴ/JX
지난	지나/VV+ㄴ/ETM
4시즌	4/SN+시즌/NNG
동안	동안/NNG
외국인	외국인/NNG
선수가	선수/NNG+가/JKS
득점왕을	득점왕/NNG+을/JKO
휩쓸었다.	휩쓸/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.207.3.4
이들에게 맞서 '토종 K리거'의 명예를 세울 국내 선수는 누구일까.

이들에게	이/NP+들/XSN+에게/JKB
맞서	맞서/VV+어/EC
'토종	'/SS+토종/NNG
K리거'의	K/SL+리거/NNG+'/SS+의/JKG
명예를	명예/NNG+를/JKO
세울	세우/VV+ㄹ/ETM
국내	국내/NNG
선수는	선수/NNG+는/JX
누구일까.	누구/NP+이/VCP+ㄹ까/EF+./SF


# id : NWRW1800000046.207.3.5
최근 K리그 감독·선수를 대상으로 한 설문 조사에선 단연 지난해와 2013년 나란히 K리그 MVP를 차지한 이동국(전북)과 김신욱(울산)이 득점왕 후보 1위로 뽑혔다.

최근	최근/MAG
K리그	K/SL+리그/NNG
감독·선수를	감독/NNG+·/SP+선수/NNG+를/JKO
대상으로	대상/NNG+으로/JKB
한	하/VV+ㄴ/ETM
설문	설문/NNG
조사에선	조사/NNG+에서/JKB+ㄴ/JX
단연	단연/MAG
지난해와	지난해/NNG+와/JKB
2013년	2013/SN+년/NNB
나란히	나란히/MAG
MVP를	MVP/SL+를/JKO
차지한	차지/NNG+하/XSV+ㄴ/ETM
이동국(전북)과	이동국/NNP+(/SS+전북/NNP+)/SS+과/JC
김신욱(울산)이	김신욱/NNP+(/SS+울산/NNP+)/SS+이/JKS
득점왕	득점왕/NNG
후보	후보/NNG
1위로	1/SN+위/NNB+로/JKB
뽑혔다.	뽑히/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.207.3.6
지난해 13골을 기록한 이동국은 1골 차이로 득점왕을 놓쳤고, 김신욱도 2013년에 19골을 넣었지만 출전 경기 수에서 밀리며 안타깝게 득점 부문 1위에 오르지 못했다.

지난해	지난해/NNG
13골을	13/SN+골/NNG+을/JKO
기록한	기록/NNG+하/XSV+ㄴ/ETM
이동국은	이동국/NNP+은/JX
1골	1/SN+골/NNG
차이로	차이/NNG+로/JKB
득점왕을	득점왕/NNG+을/JKO
놓쳤고,	놓치/VV+었/EP+고/EC+,/SP
김신욱도	김신욱/NNP+도/JX
2013년에	2013/SN+년/NNB+에/JKB
19골을	19/SN+골/NNG+을/JKO
넣었지만	넣/VV+었/EP+지만/EC
출전	출전/NNG
경기	경기/NNG
수에서	수/NNG+에서/JKB
밀리며	밀리/VV+며/EC
안타깝게	안타깝/VA+게/EC
득점	득점/NNG
부문	부문/NNG
1위에	1/SN+위/NNB+에/JKB
오르지	오르/VV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000046.207.3.7
지난해 부상으로 고생했던 두 선수는 전지훈련을 통해 모두 컨디션을 회복하며 새 시즌을 설레는 마음으로 기다리고 있다.

지난해	지난해/NNG
부상으로	부상/NNG+으로/JKB
고생했던	고생/NNG+하/XSV+았/EP+던/ETM
두	두/MMN
선수는	선수/NNG+는/JX
전지훈련을	전지훈련/NNG+을/JKO
통해	통하/VV+아/EC
모두	모두/MAG
컨디션을	컨디션/NNG+을/JKO
회복하며	회복/NNG+하/XSV+며/EC
새	새/MMA
시즌을	시즌/NNG+을/JKO
설레는	설레/VV+는/ETM
마음으로	마음/NNG+으로/JKB
기다리고	기다리/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000046.207.3.8
이들은 "득점왕이라면 모두가 욕심 내는 자리이기에 다시 도전할 것"이라며 당찬 각오를 나타냈다.

이들은	이/NP+들/XSN+은/JX
"득점왕이라면	"/SS+득점왕/NNG+이/VCP+라면/EC
모두가	모두/NNG+가/JKS
욕심	욕심/NNG
내는	내/VV+는/ETM
자리이기에	자리/NNG+이/VCP+기에/EC
다시	다시/MAG
도전할	도전/NNG+하/XSV+ㄹ/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
당찬	당차/VA+ㄴ/ETM
각오를	각오/NNG+를/JKO
나타냈다.	나타내/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.207.3.9
베테랑들이 의욕을 불태우는 가운데 이제 막 신인 꼬리표를 뗀 프로 3년 차까지 과감하게 득점왕 경쟁에 도전장을 던졌다.

베테랑들이	베테랑/NNG+들/XSN+이/JKS
의욕을	의욕/NNG+을/JKO
불태우는	불태우/VV+는/ETM
가운데	가운데/NNG
이제	이제/MAG
막	막/MAG
신인	신인/NNG
꼬리표를	꼬리표/NNG+를/JKO
뗀	떼/VV+ㄴ/ETM
프로	프로/NNG
3년	3/SN+년/NNB
차까지	차/NNB+까지/JX
과감하게	과감하/VA+게/EC
득점왕	득점왕/NNG
경쟁에	경쟁/NNG+에/JKB
도전장을	도전장/NNG+을/JKO
던졌다.	던지/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.207.3.10
바로 지난 시즌 10골 8도움을 기록하며 K리그 신인상(영플레이어상)의 영예를 안은 포항 스틸러스 김승대(24)다.

바로	바로/MAG
지난	지나/VV+ㄴ/ETM
시즌	시즌/NNG
10골	10/SN+골/NNG
8도움을	8/SN+도움/NNG+을/JKO
기록하며	기록/NNG+하/XSV+며/EC
K리그	K/SL+리그/NNG
신인상(영플레이어상)의	신인상/NNG+(/SS+영/NNG+플레이어/NNG+상/NNG+)/SS+의/JKG
영예를	영예/NNG+를/JKO
안은	안/VV+은/ETM
포항	포항/NNP
스틸러스	스틸러스/NNP
김승대(24)다.	김승대/NNP+(/SS+24/SN+)/SS+이/VCP+다/EF+./SF


# id : NWRW1800000046.207.4.1
김승대는 3일 포항 훈련장인 포항 송라 클럽하우스에서 만난 자리에서 "K리그이기 때문에 한국 선수가 공격 부문 타이틀을 가져가야 의미가 있을 것"이라며 "이번엔 내가 직접 한국 축구의 매운 맛을 보여주고 싶다"고 포부를 밝혔다.

김승대는	김승대/NNP+는/JX
3일	3/SN+일/NNB
포항	포항/NNP
훈련장인	훈련장/NNG+이/VCP+ㄴ/ETM
송라	송라/NNP
클럽하우스에서	클럽하우스/NNG+에서/JKB
만난	만나/VV+ㄴ/ETM
자리에서	자리/NNG+에서/JKB
"K리그이기	"/SS+K/SL+리그/NNG+이/VCP+기/ETN
때문에	때문/NNB+에/JKB
한국	한국/NNP
선수가	선수/NNG+가/JKS
공격	공격/NNG
부문	부문/NNG
타이틀을	타이틀/NNG+을/JKO
가져가야	가져가/VV+아야/EC
의미가	의미/NNG+가/JKS
있을	있/VA+을/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
"이번엔	"/SS+이번/NNG+에/JKB+ㄴ/JX
내가	내/NP+가/JKS
직접	직접/MAG
축구의	축구/NNG+의/JKG
매운	맵/VA+ㄴ/ETM
맛을	맛/NNG+을/JKO
보여주고	보이/VV+어/EC+주/VX+고/EC
싶다"고	싶/VX+다/EF+"/SS+고/JKQ
포부를	포부/NNG+를/JKO
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.207.4.2
2013년 데뷔 당시 3골을 넣으며 가능성을 보인 김승대는 지난해 첫 두 자릿수 공격 포인트(18개)를 올린 데 이어 아시안게임 금메달 주역으로 활약하며 최고의 한 해를 보냈다.

2013년	2013/SN+년/NNB
데뷔	데뷔/NNG
당시	당시/NNG
3골을	3/SN+골/NNG+을/JKO
넣으며	넣/VV+으며/EC
가능성을	가능/NNG+성/XSN+을/JKO
보인	보이/VV+ㄴ/ETM
김승대는	김승대/NNP+는/JX
지난해	지난해/NNG
첫	첫/MMN
두	두/MMN
자릿수	자릿수/NNG
공격	공격/NNG
포인트(18개)를	포인트/NNG+(/SS+18/SN+개/NNB+)/SS+를/JKO
올린	올리/VV+ㄴ/ETM
데	데/NNB
이어	잇/VV+어/EC
아시안게임	아시안/NNP+게임/NNG
금메달	금메달/NNG
주역으로	주역/NNG+으로/JKB
활약하며	활약/NNG+하/XSV+며/EC
최고의	최고/NNG+의/JKG
한	한/MMN
해를	해/NNB+를/JKO
보냈다.	보내/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.207.4.3
김승대는 "어린 연차에 많은 걸 손에 넣어서 기쁘지만 솔직히 더 많은 공격 포인트를 기록하지 못한 게 아쉬웠다"며 끝없는 골 욕심을 드러냈다.

김승대는	김승대/NNP+는/JX
"어린	"/SS+어리/VA+ㄴ/ETM
연차에	연차/NNG+에/JKB
많은	많/VA+은/ETM
걸	거/NNB+ㄹ/JKO
손에	손/NNG+에/JKB
넣어서	넣/VV+어서/EC
기쁘지만	기쁘/VA+지만/EC
솔직히	솔직히/MAG
더	더/MAG
공격	공격/NNG
포인트를	포인트/NNG+를/JKO
기록하지	기록/NNG+하/XSV+지/EC
못한	못하/VX+ㄴ/ETM
게	거/NNB+이/JKS
아쉬웠다"며	아쉽/VA+었/EP+다/EF+"/SS+며/EC
끝없는	끝없/VA+는/ETM
골	골/NNG
욕심을	욕심/NNG+을/JKO
드러냈다.	드러내/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.207.4.4
그의 올 시즌 목표는 두 시즌 연속 두 자릿수 득점과 20개 이상 공격 포인트다.

그의	그/NP+의/JKG
올	올/NNG
시즌	시즌/NNG
목표는	목표/NNG+는/JX
두	두/MMN
연속	연속/NNG
자릿수	자릿수/NNG
득점과	득점/NNG+과/JC
20개	20/SN+개/NNB
이상	이상/NNG
공격	공격/NNG
포인트다.	포인트/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.207.4.5
김승대는 이날 진눈깨비가 내린 궂은 날씨 속에서도 쉼없이 그라운드를 누비며 훈련에 열중했다.

김승대는	김승대/NNP+는/JX
이날	이날/NNG
진눈깨비가	진눈깨비/NNG+가/JKS
내린	내리/VV+ㄴ/ETM
궂은	궂/VA+은/ETM
날씨	날씨/NNG
속에서도	속/NNG+에서/JKB+도/JX
쉼없이	쉬/VV+ㅁ/ETN+없이/MAG
그라운드를	그라운드/NNG+를/JKO
누비며	누비/VV+며/EC
훈련에	훈련/NNG+에/JKB
열중했다.	열중/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.207.4.6
그를 지켜보던 황선홍 포항 감독은 "올 시즌 (김)승대에게 공격적인 역할을 맡길 것"이라고 말했다.

그를	그/NP+를/JKO
지켜보던	지켜보/VV+던/ETM
황선홍	황선홍/NNP
포항	포항/NNP
감독은	감독/NNG+은/JX
"올	"/SS+올/NNG
시즌	시즌/NNG
(김)승대에게	(/SS+김/NNP+)/SS+승대/NNP+에게/JKB
공격적인	공격/NNG+적/XSN+이/VCP+ㄴ/ETM
역할을	역할/NNG+을/JKO
맡길	맡기/VV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.207.5.1
김승대는 탄탄한 기본기와 높은 축구 지능으로 승부를 걸겠다는 각오다.

김승대는	김승대/NNP+는/JX
탄탄한	탄탄하/VA+ㄴ/ETM
기본기와	기본기/NNG+와/JC
높은	높/VA+은/ETM
축구	축구/NNG
지능으로	지능/NNG+으로/JKB
승부를	승부/NNG+를/JKO
걸겠다는	걸/VV+겠/EP+다는/ETM
각오다.	각오/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.207.5.2
김승대는 175㎝·64㎏의 크지 않은 체구에도 발재간이 좋아 '포항의 수아레스'로 통한다.

김승대는	김승대/NNP+는/JX
175㎝·64㎏의	175/SN+㎝/SW+·/SP+64/SN+㎏/SW+의/JKG
크지	크/VA+지/EC
않은	않/VX+은/ETM
체구에도	체구/NNG+에/JKB+도/JX
발재간이	발재간/NNG+이/JKS
좋아	좋/VA+아/EC
'포항의	'/SS+포항/NNP+의/JKG
수아레스'로	수아레스/NNP+'/SS+로/JKB
통한다.	통하/VV+ㄴ다/EF+./SF


# id : NWRW1800000046.207.5.3
수비 뒤 공간을 보는 능력이 탁월해 라인 브레이커(상대 오프사이드 함정을 잘 깨는 선수)라 불리기도 한다.

수비	수비/NNG
뒤	뒤/NNG
공간을	공간/NNG+을/JKO
보는	보/VV+는/ETM
능력이	능력/NNG+이/JKS
탁월해	탁월하/VA+아/EC
라인	라인/NNG
브레이커(상대	브레이커/NNG+(/SS+상대/NNG
오프사이드	오프사이드/NNG
함정을	함정/NNG+을/JKO
잘	잘/MAG
깨는	깨/VV+는/ETM
선수)라	선수/NNG+)/SS+이/VCP+라/EC
불리기도	불리/VV+기/ETN+도/JX
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000046.207.6.1
김승대는 "작년에 과분한 평가를 받았지만 결정적 순간 어처구니없는 실수도 많았다"며 "올해는 더 집중해서 반짝 선수라는 소리를 듣지 않도록 노력하겠다"고 말했다.

김승대는	김승대/NNP+는/JX
"작년에	"/SS+작년/NNG+에/JKB
과분한	과분하/VA+ㄴ/ETM
평가를	평가/NNG+를/JKO
받았지만	받/VV+았/EP+지만/EC
결정적	결정/NNG+적/XSN
순간	순간/NNG
어처구니없는	어처구니없/VA+는/ETM
실수도	실수/NNG+도/JX
많았다"며	많/VA+았/EP+다/EF+"/SS+며/EC
"올해는	"/SS+올해/NNG+는/JX
더	더/MAG
집중해서	집중/NNG+하/XSV+아서/EC
반짝	반짝/MAG
선수라는	선수/NNG+이/VCP+라는/ETM
소리를	소리/NNG+를/JKO
듣지	듣/VV+지/EC
않도록	않/VX+도록/EC
노력하겠다"고	노력/NNG+하/XSV+겠/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


