# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.280
metadata : {}


# id : NWRW1800000046.280.1.1
[트렌드 돋보기] '禁書(금서)'를 읽지 않을 권리

[트렌드	[/SS+트렌드/NNG
문제는 이렇게 추천돼 도서관에 꽂힌 책 상당수가 이념적 좌편향성을 보인다는 사실이다.

문제는	문제/NNG+는/JX
이렇게	이렇/VA+게/EC
추천돼	추천/NNG+되/XSV+어/EC
도서관에	도서관/NNG+에/JKB
꽂힌	꽂히/VV+ㄴ/ETM
책	책/NNG
상당수가	상당수/NNG+가/JKS
이념적	이념/NNG+적/XSN
좌편향성을	좌편향/NNG+성/XSN+을/JKO
보인다는	보이/VV+ㄴ다는/ETM
사실이다.	사실/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.280.5.1
캠페인에서 권한 책을 읽어 보기 위해 서점에 갔다.

캠페인에서	캠페인/NNG+에서/JKB
권한	권/NNG+하/XSV+ㄴ/ETM
책을	책/NNG+을/JKO
읽어	읽/VV+어/EC
보기	보/VX+기/ETN
위해	위하/VV+아/EC
서점에	서점/NNG+에/JKB
갔다.	가/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.280.5.2
'나는 공산주의자다'는 '어느 혁명가의 삶'이라는 제목으로 바뀌어 팔리고 있었다.

'나는	'/SS+나/NP+는/JX
공산주의자다'는	공산주의자/NNG+이/VCP+다/EF+'/SS+는/ETM
'어느	'/SS+어느/MMD
혁명가의	혁명가/NNG+의/JKG
삶'이라는	삶/NNG+'/SS+이/VCP+라는/ETM
제목으로	제목/NNG+으로/JKB
바뀌어	바뀌/VV+어/EC
팔리고	팔리/VV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000046.280.5.3
내용이 기가 막혔다.

내용이	내용/NNG+이/JKS
기가	기/NNG+가/JKS
막혔다.	막히/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.280.5.4
1950년대 남파됐다가 검거돼 36년간 옥살이를 한 비전향 장기수가 주체사상을 신봉하고 남한 타도를 꿈꾸며 실패한 북한 체제에 대한 헛된 믿음으로 살아간 한평생을 보여주고는 '선생의 삶은 우리에게 묵직한 감동을 준다'고 썼다.

1950년대	1950/SN+년대/NNB
남파됐다가	남파/NNG+되/XSV+었/EP+다가/EC
검거돼	검거/NNG+되/XSV+어/EC
36년간	36/SN+년/NNB+간/XSN
옥살이를	옥살이/NNG+를/JKO
한	하/VV+ㄴ/ETM
비전향	비/XPN+전향/NNG
장기수가	장기수/NNG+가/JKS
주체사상을	주체사상/NNG+을/JKO
신봉하고	신봉/NNG+하/XSV+고/EC
남한	남한/NNP
타도를	타도/NNG+를/JKO
꿈꾸며	꿈꾸/VV+며/EC
실패한	실패/NNG+하/XSV+ㄴ/ETM
북한	북한/NNP
체제에	체제/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
헛된	헛되/VA+ㄴ/ETM
믿음으로	믿음/NNG+으로/JKB
살아간	살아가/VV+ㄴ/ETM
한평생을	한/XPN+평생/NNG+을/JKO
보여주고는	보이/VV+어/EC+주/VX+고/EC+는/JX
'선생의	'/SS+선생/NNG+의/JKG
삶은	삶/NNG+은/JX
우리에게	우리/NP+에게/JKB
묵직한	묵직하/VA+ㄴ/ETM
감동을	감동/NNG+을/JKO
준다'고	주/VV+ㄴ다/EF+'/SS+고/JKQ
썼다.	쓰/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.280.5.5
또 다른 청소년용 역사서는 "'1948년 건국'을 주장하는 이들은 친일파"라고 단정한다.

또	또/MAG
다른	다른/MMD
청소년용	청소년/NNG+용/XSN
역사서는	역사서/NNG+는/JX
"'1948년	"/SS+'/SS+1948/SN+년/NNB
건국'을	건국/NNG+'/SS+을/JKO
주장하는	주장/NNG+하/XSV+는/ETM
이들은	이/NP+들/XSN+은/JX
친일파"라고	친일파/NNG+"/SS+라고/JKQ
단정한다.	단정/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000046.280.5.6
우리 청소년들이 추천이라는 미명 아래 이런 책들에 노출되고 있다.

우리	우리/NP
청소년들이	청소년/NNG+들/XSN+이/JKS
추천이라는	추천/NNG+이/VCP+라는/ETM
미명	미명/NNG
아래	아래/NNG
이런	이런/MMD
책들에	책/NNG+들/XSN+에/JKB
노출되고	노출/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000046.280.6.1
추천에서 배제된 책도 서점에서 얼마든지 살 수 있다는 점에서 추천 배제를 검열이라고 하는 것은 부당하다.

추천에서	추천/NNG+에서/JKB
배제된	배제/NNG+되/XSV+ㄴ/ETM
책도	책/NNG+도/JX
서점에서	서점/NNG+에서/JKB
얼마든지	얼마/NNG+든지/JX
살	사/VV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
점에서	점/NNG+에서/JKB
추천	추천/NNG
배제를	배제/NNG+를/JKO
검열이라고	검열/NNG+이/VCP+라고/EC
하는	하/VV+는/ETM
것은	것/NNB+은/JX
부당하다.	부당/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000046.280.6.2
추천의 적절성 여부를 묻는 정당한 요구를 검열이라고 비난하는 이유는 뻔하다.

추천의	추천/NNG+의/JKG
적절성	적절성/NNG
여부를	여부/NNG+를/JKO
묻는	묻/VV+는/ETM
정당한	정당하/VA+ㄴ/ETM
요구를	요구/NNG+를/JKO
검열이라고	검열/NNG+이/VCP+라고/EC
비난하는	비난/NNG+하/XSV+는/ETM
이유는	이유/NNG+는/JX
뻔하다.	뻔하/VA+다/EF+./SF


# id : NWRW1800000046.280.6.3
특정 이념 성향에 치우친 이들이 독서 대중, 특히 청소년에게 그들의 편향된 시각을 심기에 추천은 더할 나위 없이 유용한 도구이기 때문이다.

특정	특정/NNG
이념	이념/NNG
성향에	성향/NNG+에/JKB
치우친	치우치/VV+ㄴ/ETM
이들이	이/NNB+들/XSN+이/JKS
독서	독서/NNG
대중,	대중/NNG+,/SP
특히	특히/MAG
청소년에게	청소년/NNG+에게/JKB
그들의	그/NP+들/XSN+의/JKG
편향된	편향/NNG+되/XSV+ㄴ/ETM
시각을	시각/NNG+을/JKO
심기에	심/VV+기에/EC
추천은	추천/NNG+은/JX
더할	더/MAG+하/XSV+ㄹ/ETM
나위	나위/NNB
없이	없이/MAG
유용한	유용/NNG+하/XSA+ㄴ/ETM
도구이기	도구/NNG+이/VCP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000046.280.6.4
이를 막으려면 사서의 추천을 보장하더라도 학부모회라든가 시민위원회 등을 두어 최종 승인하는 절차를 더해야 한다.

이를	이/NP+를/JKO
막으려면	막/VV+으려면/EC
사서의	사서/NNG+의/JKG
추천을	추천/NNG+을/JKO
보장하더라도	보장/NNG+하/XSV+더라도/EC
학부모회라든가	학부모회/NNG+라든가/JX
시민위원회	시민/NNG+위원회/NNG
등을	등/NNB+을/JKO
두어	두/VV+어/EC
최종	최종/NNG
승인하는	승인/NNG+하/XSV+는/ETM
절차를	절차/NNG+를/JKO
더해야	더/MAG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000046.280.7.1
프랑스 작가 다니엘 페나크는 독서 교육의 병폐를 고발한 책 '소설처럼'에서 '침해해서는 안 될 독자의 권리 10가지'를 열거했다.

프랑스	프랑스/NNP
작가	작가/NNG
다니엘	다니엘/NNP
페나크는	페나크/NNP+는/JX
독서	독서/NNG
교육의	교육/NNG+의/JKG
병폐를	병폐/NNG+를/JKO
고발한	고발/NNG+하/XSV+ㄴ/ETM
책	책/NNG
'소설처럼'에서	'/SS+소설/NNG+처럼/JKB+'/SS+에서/JKB
'침해해서는	'/SS+침해/NNG+하/XSV+아서/EC+는/JX
안	안/MAG
될	되/VV+ㄹ/ETM
독자의	독자/NNG+의/JKG
권리	권리/NNG
10가지'를	10/SN+가지/NNB+'/SS+를/JKO
열거했다.	열거/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.280.7.2
그는 여기에 '아무 책이나 읽을 권리'는 넣었지만 '책을 추천할 권리'는 제외했다.

그는	그/NP+는/JX
여기에	여기/NP+에/JKB
'아무	'/SS+아무/MMD
책이나	책/NNG+이나/JX
읽을	읽/VV+을/ETM
권리'는	권리/NNG+'/SS+는/JX
넣었지만	넣/VV+었/EP+지만/EC
'책을	'/SS+책/NNG+을/JKO
추천할	추천/NNG+하/XSV+ㄹ/ETM
제외했다.	제외/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.280.7.3
부적절한 도서 추천이 초래할 해악을 간파했기 때문 아니겠는가.

부적절한	부적절하/VA+ㄴ/ETM
도서	도서/NNG
추천이	추천/NNG+이/JKS
초래할	초래/NNG+하/XSV+ㄹ/ETM
해악을	해악/NNG+을/JKO
간파했기	간파/NNG+하/XSV+았/EP+기/ETN
때문	때문/NNB
아니겠는가.	아니/VCN+겠/EP+는가/EF+./SF


