# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.136
metadata : {}


# id : NWRW1800000025.136.1.1
[World cup D-27]‘동 - 승 - 기’ 누가 남아공行 동승할까

[World	[/SS+World/SL
나선다.》	나서/VV+ㄴ다/EF+./SF+》/SS


# id : NWRW1800000025.136.3.1
○ 26명과 해외 원정길

○	○/SW
26명과	26/SN+명/NNB+과/JKB
해외	해외/NNG
원정길	원정길/NNG


# id : NWRW1800000025.136.4.1
허 감독은 이 경기를 본 뒤 30명의 예비 엔트리에서 4명을 탈락시킬 계획이다.

허	허/NNP
감독은	감독/NNG+은/JX
이	이/MMD
경기를	경기/NNG+를/JKO
본	보/VV+ㄴ/ETM
뒤	뒤/NNG
30명의	30/SN+명/NNB+의/JKG
예비	예비/NNG
엔트리에서	엔트리/NNG+에서/JKB
4명을	4/SN+명/NNB+을/JKO
탈락시킬	탈락/NNG+시키/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.136.4.2
최종 엔트리는 23명이지만 부상 등 변수에 대비해 26명을 확정해 원정길에 나선다.

최종	최종/NNG
엔트리는	엔트리/NNG+는/JX
23명이지만	23/SN+명/NNB+이/VCP+지만/EC
부상	부상/NNG
등	등/NNB
변수에	변수/NNG+에/JKB
대비해	대비/NNG+하/XSV+아/EC
26명을	26/SN+명/NNB+을/JKO
확정해	확정/NNG+하/XSV+아/EC
원정길에	원정길/NNG+에/JKB
나선다.	나서/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.136.5.1
승선이 확정적인 해외파들과 달리 입지가 불안한 일부 국내파들에겐 이번 평가전이 자신을 입증할 수 있는 마지막 기회다.

승선이	승선/NNG+이/JKS
확정적인	확정/NNG+적/XSN+이/VCP+ㄴ/ETM
해외파들과	해외파/NNG+들/XSN+과/JKB
달리	달리/MAG
입지가	입지/NNG+가/JKS
불안한	불안/NNG+하/XSA+ㄴ/ETM
일부	일부/NNG
국내파들에겐	국내파/NNG+들/XSN+에게/JKB+ㄴ/JX
이번	이번/NNG
평가전이	평가전/NNG+이/JKS
자신을	자신/NNG+을/JKO
입증할	입증/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
마지막	마지막/NNG
기회다.	기회/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.136.5.2
가장 치열한 생존 경쟁이 펼쳐질 격전지는 수비 라인.

가장	가장/MAG
치열한	치열/NNG+하/XSA+ㄴ/ETM
생존	생존/NNG
경쟁이	경쟁/NNG+이/JKS
펼쳐질	펼쳐지/VV+ㄹ/ETM
격전지는	격전지/NNG+는/JX
수비	수비/NNG
라인.	라인/NNG+./SF


# id : NWRW1800000025.136.5.3
김형일 황재원(이상 포항) 강민수(수원) 가운데 한 명은 짐을 쌀 가능성이 높다.

김형일	김형일/NNP
황재원(이상	황재원/NNP+(/SS+이상/NNG
포항)	포항/NNP+)/SS
강민수(수원)	강민수/NNP+(/SS+수원/NNP+)/SS
가운데	가운데/NNG
한	한/MMN
명은	명/NNB+은/JX
짐을	짐/NNG+을/JKO
쌀	싸/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다.	높/VA+다/EF+./SF


# id : NWRW1800000025.136.5.4
미드필드 라인에선 조원희(수원) 신형민(포항) 구자철(제주) 김치우(서울)가 생존 경쟁에 나선다.

미드필드	미드필드/NNG
라인에선	라인/NNG+에서/JKB+ㄴ/JX
조원희(수원)	조원희/NNP+(/SS+수원/NNP+)/SS
신형민(포항)	신형민/NNP+(/SS+포항/NNP+)/SS
구자철(제주)	구자철/NNP+(/SS+제주/NNP+)/SS
김치우(서울)가	김치우/NNP+(/SS+서울/NNP+)/SS+가/JKS
생존	생존/NNG
경쟁에	경쟁/NNG+에/JKB
나선다.	나서/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.136.5.5
공격수 자리도 마음 놓을 단계는 아니다.

공격수	공격수/NNG
자리도	자리/NNG+도/JX
마음	마음/NNG
놓을	놓/VV+을/ETM
단계는	단계/NNG+는/JX
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000025.136.5.6
신예 이승렬(서울)과 부상에서 회복한 염기훈(수원) 등이 끝까지 경쟁을 펼칠 것으로 보인다.

신예	신예/NNG
이승렬(서울)과	이승렬/NNP+(/SS+서울/NNP+)/SS+과/JC
부상에서	부상/NNG+에서/JKB
회복한	회복/NNG+하/XSV+ㄴ/ETM
염기훈(수원)	염기훈/NNP+(/SS+수원/NNP+)/SS
등이	등/NNB+이/JKS
끝까지	끝/NNG+까지/JX
경쟁을	경쟁/NNG+을/JKO
펼칠	펼치/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.136.6.1
○ 박주영 파트너는 누구

○	○/SW
박주영	박주영/NNP
파트너는	파트너/NNG+는/JX
누구	누구/NP


# id : NWRW1800000025.136.7.1
옥석 가리기도 관심사지만 공격 라인 정비도 과제다.

옥석	옥석/NNG
가리기도	가리/VV+기/ETN+도/JX
관심사지만	관심사/NNG+이/VCP+지만/EC
공격	공격/NNG
라인	라인/NNG
정비도	정비/NNG+도/JX
과제다.	과제/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.136.7.2
공격 라인 한 자리가 확정적인 박주영(AS모나코)은 허벅지 부상으로 이번 경기에 나오지 않을 가능성이 높다.

공격	공격/NNG
라인	라인/NNG
한	한/MMN
자리가	자리/NNG+가/JKS
확정적인	확정/NNG+적/XSN+이/VCP+ㄴ/ETM
박주영(AS모나코)은	박주영/NNP+(/SS+AS모나코/NNP+)/SS+은/JX
허벅지	허벅지/NNG
부상으로	부상/NNG+으로/JKB
이번	이번/NNG
경기에	경기/NNG+에/JKB
나오지	나오/VV+지/EC
않을	않/VX+을/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다.	높/VA+다/EF+./SF


# id : NWRW1800000025.136.7.3
안정환(다롄)과 이근호(주빌로)도 리그 일정 때문에 평가전 명단에 포함되지 않았다.

안정환(다롄)과	안정환/NNP+(/SS+다롄/NNP+)/SS+과/JC
이근호(주빌로)도	이근호/NNP+(/SS+주빌로/NNP+)/SS+도/JX
리그	리그/NNG
일정	일정/NNG
때문에	때문/NNB+에/JKB
평가전	평가전/NNG
명단에	명단/NNG+에/JKB
포함되지	포함/NNG+되/XSV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000025.136.7.4
결국 이동국(전북) 이승렬 염기훈이 실력을 입증할 기회를 얻은 셈.

결국	결국/MAG
이동국(전북)	이동국/NNP+(/SS+전북/NNP+)/SS
이승렬	이승렬/NNP
염기훈이	염기훈/NNP+이/JKS
실력을	실력/NNG+을/JKO
입증할	입증/NNG+하/XSV+ㄹ/ETM
기회를	기회/NNG+를/JKO
얻은	얻/VV+은/ETM
셈.	셈/NNB+./SF


# id : NWRW1800000025.136.7.5
이동국은 “월드컵은 언제나 꿈의 무대였다.

이동국은	이동국/NNP+은/JX
“월드컵은	“/SS+월드컵/NNG+은/JX
언제나	언제나/MAG
꿈의	꿈/NNG+의/JKG
무대였다.	무대/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000025.136.7.6
이번 평가전을 통해 입지를 다지겠다”고 전의를 불태웠다.

이번	이번/NNG
평가전을	평가전/NNG+을/JKO
통해	통하/VV+아/EC
입지를	입지/NNG+를/JKO
다지겠다”고	다지/VV+겠/EP+다/EF+”/SS+고/JKQ
전의를	전의/NNG+를/JKO
불태웠다.	불태우/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.136.7.7
이승렬 역시 “월드컵의 의미를 잘 알고 있다.

이승렬	이승렬/NNP
역시	역시/MAG
“월드컵의	“/SS+월드컵/NNG+의/JKG
의미를	의미/NNG+를/JKO
잘	잘/MAG
알고	알/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000025.136.7.8
남아공행 티켓을 양보하지 않겠다”고 당찬 포부를 밝혔다.

남아공행	남아공행/NNG
티켓을	티켓/NNG+을/JKO
양보하지	양보/NNG+하/XSV+지/EC
않겠다”고	않/VX+겠/EP+다/EF+”/SS+고/JKQ
당찬	당차/VA+ㄴ/ETM
포부를	포부/NNG+를/JKO
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.136.8.1
○ 에콰도르, 국내파 18명 출전

○	○/SW
에콰도르,	에콰도르/NNP+,/SP
국내파	국내파/NNG
18명	18/SN+명/NNB
출전	출전/NNG


# id : NWRW1800000025.136.9.1
한국과 맞붙을 에콰도르는 월드컵 조별리그 2차전 상대인 아르헨티나에 대비한 가상의 적.

한국과	한국/NNP+과/JKB
맞붙을	맞붙/VV+을/ETM
에콰도르는	에콰도르/NNP+는/JX
월드컵	월드컵/NNG
조별리그	조별/NNG+리그/NNG
2차전	2/SN+차전/NNB
상대인	상대/NNG+이/VCP+ㄴ/ETM
아르헨티나에	아르헨티나/NNP+에/JKB
대비한	대비/NNG+하/XSV+ㄴ/ETM
가상의	가상/NNG+의/JKG
적.	적/NNG+./SF


# id : NWRW1800000025.136.9.2
2006년 독일 월드컵에서 16강에 올랐고, 이번 남미 지역 예선에선 5위 우루과이에 승점 1점 차로 뒤진 6위에 머물러 본선 진출의 꿈을 접었다.

2006년	2006/SN+년/NNB
독일	독일/NNP
월드컵에서	월드컵/NNG+에서/JKB
16강에	16/SN+강/NNB+에/JKB
올랐고,	오르/VV+았/EP+고/EC+,/SP
이번	이번/NNG
남미	남미/NNP
지역	지역/NNG
예선에선	예선/NNG+에서/JKB+ㄴ/JX
5위	5/SN+위/NNB
우루과이에	우루과이/NNP+에/JKB
승점	승점/NNG
1점	1/SN+점/NNB
차로	차/NNG+로/JKB
뒤진	뒤지/VV+ㄴ/ETM
6위에	6/SN+위/NNB+에/JKB
머물러	머무르/VV+어/EC
본선	본선/NNG
진출의	진출/NNG+의/JKG
꿈을	꿈/NNG+을/JKO
접었다.	접/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.136.9.3
지역 예선에서 아르헨티나와는 두 번 만나 1승 1무를 거뒀다.

지역	지역/NNG
예선에서	예선/NNG+에서/JKB
아르헨티나와는	아르헨티나/NNP+와/JKB+는/JX
두	두/MMN
번	번/NNB
만나	만나/VV+아/EC
1승	1/SN+승/NNB
1무를	1/SN+무/NNB+를/JKO
거뒀다.	거두/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.136.9.4
에콰도르는 이번 한국전에 해외파가 빠진 국내파 18명으로 원정 명단을 꾸렸다.

에콰도르는	에콰도르/NNP+는/JX
이번	이번/NNG
한국전에	한국전/NNG+에/JKB
해외파가	해외파/NNG+가/JKS
빠진	빠지/VV+ㄴ/ETM
국내파	국내파/NNG
18명으로	18/SN+명/NNB+으로/JKB
원정	원정/NNG
명단을	명단/NNG+을/JKO
꾸렸다.	꾸리/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.136.9.5
하지만 해외 진출 경험이 있는 선수가 여럿 포함돼 있는 데다 조직력도 좋다는 평가를 받고 있어 여전히 만만히 볼 수 없는 상대다.

하지만	하지만/MAJ
해외	해외/NNG
진출	진출/NNG
경험이	경험/NNG+이/JKS
있는	있/VX+는/ETM
선수가	선수/NNG+가/JKS
여럿	여럿/NNG
포함돼	포함/NNG+되/XSV+어/EC
데다	데/NNB+다/JX
조직력도	조직력/NNG+도/JX
좋다는	좋/VA+다는/ETM
평가를	평가/NNG+를/JKO
받고	받/VV+고/EC
있어	있/VX+어/EC
여전히	여전히/MAG
만만히	만만히/MAG
볼	보/VV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
상대다.	상대/NNG+이/VCP+다/EF+./SF


