# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.120
metadata : {}


# id : NWRW1800000049.120.1.1
[신나는 공부]학생부종합전형 합격자들의 생생한 ‘셀프 분석’

[신나는	[/SS+신나/VV+는/ETM
A 씨는 고교 3년간 법조인을 꿈꾸며 펼쳐온 자신의 활동을 사회학과 어떻게 연결시킨 것일까.

A	A/SL
씨는	씨/NNB+는/JX
고교	고교/NNG
3년간	3/SN+년/NNB+간/XSN
법조인을	법조인/NNG+을/JKO
꿈꾸며	꿈꾸/VV+며/EC
펼쳐온	펼치/VV+어/EC+오/VX+ㄴ/ETM
자신의	자신/NNG+의/JKG
활동을	활동/NNG+을/JKO
사회학과	사회학/NNG+과/JKB
어떻게	어떻/VA+게/EC
연결시킨	연결/NNG+시키/XSV+ㄴ/ETM
것일까.	것/NNB+이/VCP+ㄹ까/EF+./SF


# id : NWRW1800000049.120.6.1
A 씨는 대입 자기소개서에 “단순히 법을 이해하는 것만으로는 훌륭한 판사가 되기 어렵다”면서 “청소년 참여재판 활동을 통해 판사가 법이라는 틀에만 갇혀있는 것이 아니라 사람에 대한 이해를 바탕으로 하는 직업이라는 점을 깨달았다”고 적었다.

A	A/SL
씨는	씨/NNB+는/JX
대입	대입/NNG
자기소개서에	자기소개서/NNG+에/JKB
“단순히	“/SS+단순히/MAG
법을	법/NNG+을/JKO
이해하는	이해/NNG+하/XSV+는/ETM
것만으로는	것/NNB+만/JX+으로/JKB+는/JX
훌륭한	훌륭하/VA+ㄴ/ETM
판사가	판사/NNG+가/JKS
되기	되/VV+기/ETN
어렵다”면서	어렵/VA+다/EF+”/SS+면서/EC
“청소년	“/SS+청소년/NNG
참여재판	참여/NNG+재판/NNG
활동을	활동/NNG+을/JKO
통해	통하/VV+아/EC
법이라는	법/NNG+이/VCP+라는/ETM
틀에만	틀/NNG+에/JKB+만/JX
갇혀있는	갇히/VV+어/EC+있/VX+는/ETM
것이	것/NNB+이/JKC
아니라	아니/VCN+라/EC
사람에	사람/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
이해를	이해/NNG+를/JKO
바탕으로	바탕/NNG+으로/JKB
하는	하/VV+는/ETM
직업이라는	직업/NNG+이/VCP+라는/ETM
점을	점/NNG+을/JKO
깨달았다”고	깨닫/VV+았/EP+다/EF+”/SS+고/JKQ
적었다.	적/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.120.7.1
학종 정성평가에 대한 불안감↑

학종	학종/NNG
정성평가에	정성/NNG+평가/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
불안감↑	불안감/NNG+↑/SW


# id : NWRW1800000049.120.8.1
주요 대학들이 입시에서 학생부종합전형을 큰 폭으로 확대하고 있다.

주요	주요/NNG
대학들이	대학/NNG+들/XSN+이/JKS
입시에서	입시/NNG+에서/JKB
학생부종합전형을	학생부/NNG+종합/NNG+전형/NNG+을/JKO
큰	크/VA+ㄴ/ETM
폭으로	폭/NNG+으로/JKB
확대하고	확대/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.120.8.2
학생부종합전형은 교과 성적 외에도 학교생활기록부에 기록된 다양한 활동과 그에 대한 학교의 평가, 지원자가 쓴 자기소개서 등을 토대로 지원자의 전공적합성, 잠재력, 학업역량, 발전가능성 등을 종합적으로 평가해 선발하는 전형.

학생부종합전형은	학생부/NNG+종합/NNG+전형/NNG+은/JX
교과	교과/NNG
성적	성적/NNG
외에도	외/NNB+에/JKB+도/JX
학교생활기록부에	학교생활/NNG+기록부/NNG+에/JKB
기록된	기록/NNG+되/XSV+ㄴ/ETM
다양한	다양/NNG+하/XSA+ㄴ/ETM
활동과	활동/NNG+과/JC
그에	그/NP+에/JKB
대한	대하/VV+ㄴ/ETM
학교의	학교/NNG+의/JKG
평가,	평가/NNG+,/SP
지원자가	지원자/NNG+가/JKS
쓴	쓰/VV+ㄴ/ETM
자기소개서	자기소개서/NNG
등을	등/NNB+을/JKO
토대로	토대/NNG+로/JKB
지원자의	지원자/NNG+의/JKG
전공적합성,	전공/NNG+적합/NNG+성/XSN+,/SP
잠재력,	잠재력/NNG+,/SP
학업역량,	학업/NNG+역량/NNG+,/SP
발전가능성	발전/NNG+가능/NNG+성/XSN
종합적으로	종합/NNG+적/XSN+으로/JKB
평가해	평가/NNG+하/XSV+아/EC
선발하는	선발/NNG+하/XSV+는/ETM
전형.	전형/NNG+./SF


# id : NWRW1800000049.120.9.1
학생부종합전형은 내신 성적만으로 선발하는 학생부교과전형에 비해 비교과 활동과 자기소개서를 평가하는 비중이 높다.

학생부종합전형은	학생부/NNG+종합/NNG+전형/NNG+은/JX
내신	내신/NNG
성적만으로	성적/NNG+만/JX+으로/JKB
선발하는	선발/NNG+하/XSV+는/ETM
학생부교과전형에	학생부/NNG+교과/NNG+전형/NNG+에/JKB
비해	비/NNG+하/XSV+아/EC
비교과	비/XPN+교과/NNG
활동과	활동/NNG+과/JC
자기소개서를	자기소개서/NNG+를/JKO
평가하는	평가/NNG+하/XSV+는/ETM
비중이	비중/NNG+이/JKS
높다.	높/VA+다/EF+./SF


# id : NWRW1800000049.120.9.2
대학 나름의 기준으로 정성 평가하는 방식으로 진행되기에 무엇을 어떻게 준비해야 할지 구체적인 정보가 없어 학생과 학부모의 불안감이 높다.

대학	대학/NNG
나름의	나름/NNB+의/JKG
기준으로	기준/NNG+으로/JKB
정성	정성/NNG
평가하는	평가/NNG+하/XSV+는/ETM
방식으로	방식/NNG+으로/JKB
진행되기에	진행/NNG+되/XSV+기/ETN+에/JKB
무엇을	무엇/NP+을/JKO
어떻게	어떻/VA+게/EC
준비해야	준비/NNG+하/XSV+아야/EC
할지	하/VX+ㄹ지/EC
구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
정보가	정보/NNG+가/JKS
없어	없/VA+어/EC
학생과	학생/NNG+과/JC
학부모의	학부모/NNG+의/JKG
불안감이	불안감/NNG+이/JKS
높다.	높/VA+다/EF+./SF


# id : NWRW1800000049.120.10.1
학생부종합전형에 대한 설명회가 곳곳에서 열리고, 학생부종합전형을 분석한 서적도 많이 나와 있지만, 대학별 전형 요강과 방법을 분석한 정도에 그치는 것이 대부분.

학생부종합전형에	학생부/NNG+종합/NNG+전형/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
설명회가	설명회/NNG+가/JKS
곳곳에서	곳곳/NNG+에서/JKB
열리고,	열리/VV+고/EC+,/SP
학생부종합전형을	학생부/NNG+종합/NNG+전형/NNG+을/JKO
분석한	분석/NNG+하/XSV+ㄴ/ETM
서적도	서적/NNG+도/JX
많이	많이/MAG
나와	나오/VV+아/EC
있지만,	있/VX+지만/EC+,/SP
대학별	대학/NNG+별/XSN
전형	전형/NNG
요강과	요강/NNG+과/JC
방법을	방법/NNG+을/JKO
정도에	정도/NNG+에/JKB
그치는	그치/VV+는/ETM
것이	것/NNB+이/JKS
대부분.	대/XPN+부분/NNG+./SF


# id : NWRW1800000049.120.10.2
실제 수험생이 학생부종합전형에 어떻게 대비했는지에 관한 구체적인 정보는 부족한 상황이다.

실제	실제/MAG
수험생이	수험/NNG+생/XSN+이/JKS
학생부종합전형에	학생부/NNG+종합/NNG+전형/NNG+에/JKB
어떻게	어떻/VA+게/EC
대비했는지에	대비/NNG+하/XSV+았/EP+는지/EC+에/JKB
관한	관하/VV+ㄴ/ETM
구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
정보는	정보/NNG+는/JX
부족한	부족/NNG+하/XSA+ㄴ/ETM
상황이다.	상황/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.120.10.3
일부 학생들이 고액을 주고 입시 컨설팅을 받는 것도 이 때문.

일부	일부/NNG
학생들이	학생/NNG+들/XSN+이/JKS
고액을	고액/NNG+을/JKO
주고	주/VV+고/EC
입시	입시/NNG
컨설팅을	컨설팅/NNG+을/JKO
받는	받/VV+는/ETM
것도	것/NNB+도/JX
이	이/MMD
때문.	때문/NNB+./SF


# id : NWRW1800000049.120.11.1
실제 합격생의 사례로 알아보는 ‘합격 비결’

실제	실제/NNG
합격생의	합격/NNG+생/XSN+의/JKG
사례로	사례/NNG+로/JKB
알아보는	알아보/VV+는/ETM
‘합격	‘/SS+합격/NNG
비결’	비결/NNG+’/SS


# id : NWRW1800000049.120.12.1
이런 가운데 최근 학생부종합전형에 합격한 학생들의 사례를 액면 그대로 실은 입시 서적이 처음으로 나와 고교생과 학부모 사이에서 큰 화제가 되고 있다.

이런	이런/MMD
가운데	가운데/NNG
최근	최근/NNG
학생부종합전형에	학생부/NNG+종합/NNG+전형/NNG+에/JKB
합격한	합격/NNG+하/XSV+ㄴ/ETM
학생들의	학생/NNG+들/XSN+의/JKG
사례를	사례/NNG+를/JKO
액면	액면/NNG
그대로	그대로/MAG
실은	싣/VV+은/ETM
입시	입시/NNG
서적이	서적/NNG+이/JKS
처음으로	처음/NNG+으로/JKB
나와	나오/VV+아/EC
고교생과	고교/NNG+생/XSN+과/JC
학부모	학부모/NNG
사이에서	사이/NNG+에서/JKB
큰	크/VA+ㄴ/ETM
화제가	화제/NNG+가/JKC
되고	되/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.120.12.2
동아일보 교육법인 ㈜동아이지에듀가 출간한 ‘학생부종합전형 합격 REAL 사례 20’이 바로 그것.

동아일보	동아일보/NNP
교육법인	교육/NNG+법인/NNG
㈜동아이지에듀가	㈜/SW+동아이지에듀/NNP+가/JKS
출간한	출간/NNG+하/XSV+ㄴ/ETM
‘학생부종합전형	‘/SS+학생부/NNG+종합/NNG+전형/NNG
합격	합격/NNG
REAL	REAL/SL
사례	사례/NNG
20’이	20/SN+’/SS+이/JKS
바로	바로/MAG
그것.	그것/NP+./SF


# id : NWRW1800000049.120.13.1
국내외 유수 대학 600여 명의 학생들로 구성된 사회공헌 비영리단체 ‘국인(국가적 인재·국제적 인재)’이 집필한 이 책은 국내 주요 대학의 학생부종합전형 또는 특기자전형에 합격한 학생 20명의 △내신 성적 △비교과 활동 △자기소개서 원문 △심층면접 경험담 등을 고스란히 실은 ‘실전 사례집’이다.

국내외	국내외/NNG
유수	유수/NNG
대학	대학/NNG
600여	600/SN+여/XSN
명의	명/NNB+의/JKG
학생들로	학생/NNG+들/XSN+로/JKB
구성된	구성/NNG+되/XSV+ㄴ/ETM
사회공헌	사회/NNG+공헌/NNG
비영리단체	비/XPN+영리/NNG+단체/NNG
‘국인(국가적	‘/SS+국인/NNP+(/SS+국가/NNG+적/XSN
인재·국제적	인재/NNG+·/SP+국제/NNG+적/XSN
인재)’이	인재/NNG+)/SS+’/SS+이/JKS
집필한	집필/NNG+하/XSV+ㄴ/ETM
이	이/MMD
책은	책/NNG+은/JX
국내	국내/NNG
주요	주요/NNG
대학의	대학/NNG+의/JKG
학생부종합전형	학생부/NNG+종합/NNG+전형/NNG
또는	또는/MAG
특기자전형에	특기자/NNG+전형/NNG+에/JKB
합격한	합격/NNG+하/XSV+ㄴ/ETM
학생	학생/NNG
20명의	20/SN+명/NNB+의/JKG
△내신	△/SW+내신/NNG
성적	성적/NNG
△비교과	△/SW+비/XPN+교과/NNG
활동	활동/NNG
△자기소개서	△/SW+자기소개서/NNG
원문	원문/NNG
△심층면접	△/SW+심층/NNG+면접/NNG
경험담	경험담/NNG
등을	등/NNB+을/JKO
고스란히	고스란히/MAG
실은	싣/VV+은/ETM
‘실전	‘/SS+실전/NNG
사례집’이다.	사례집/NNG+’/SS+이/VCP+다/EF+./SF


# id : NWRW1800000049.120.14.1
앞서 언급된 A 씨의 구체적인 자기소개서도 바로 이 책을 통해 공개된 것.

앞서	앞서/MAG
언급된	언급/NNG+되/XSV+ㄴ/ETM
A	A/SL
씨의	씨/NNB+의/JKG
구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
자기소개서도	자기소개서/NNG+도/JX
바로	바로/MAG
이	이/MMD
책을	책/NNG+을/JKO
통해	통하/VV+아/EC
공개된	공개/NNG+되/XSV+ㄴ/ETM
것.	것/NNB+./SF


# id : NWRW1800000049.120.14.2
이처럼 합격자들이 자신의 장점을 대학에 어떻게 부각했는지 그 방법을 구체적으로 담았다.

이처럼	이/NP+처럼/JKB
합격자들이	합격자/NNG+들/XSN+이/JKS
자신의	자신/NNG+의/JKG
장점을	장점/NNG+을/JKO
대학에	대학/NNG+에/JKB
어떻게	어떻/VA+게/EC
부각했는지	부각/NNG+하/XSV+았/EP+는지/EC
그	그/MMD
방법을	방법/NNG+을/JKO
구체적으로	구체/NNG+적/XSN+으로/JKB
담았다.	담/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.120.14.3
각각의 사례는 △출신고교 유형과 지원한 전형의 합격, 불합격 여부를 정리한 ‘Brief Info’ △학기별 내신 성적과 수상실적, 구체적인 자기소개서를 실은 ‘Basic Info’ △실제 전형을 치른 합격생 본인의 분석과 조언을 담은 ‘Detailed Option’ 등 세 부분으로 구성됐다.

각각의	각각/NNG+의/JKG
사례는	사례/NNG+는/JX
△출신고교	△/SW+출신/NNG+고교/NNG
유형과	유형/NNG+과/JC
지원한	지원/NNG+하/XSV+ㄴ/ETM
전형의	전형/NNG+의/JKG
합격,	합격/NNG+,/SP
불합격	불/XPN+합격/NNG
여부를	여부/NNG+를/JKO
정리한	정리/NNG+하/XSV+ㄴ/ETM
‘Brief	‘/SS+Brief/SL
Info’	Info/SL+’/SS
△학기별	△/SW+학기/NNG+별/XSN
내신	내신/NNG
성적과	성적/NNG+과/JC
수상실적,	수상/NNG+실적/NNG+,/SP
구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
자기소개서를	자기소개서/NNG+를/JKO
실은	싣/VV+은/ETM
‘Basic	‘/SS+Basic/SL
△실제	△/SW+실제/MAG
전형을	전형/NNG+을/JKO
치른	치르/VV+ㄴ/ETM
합격생	합격/NNG+생/XSN
본인의	본인/NNG+의/JKG
분석과	분석/NNG+과/JC
조언을	조언/NNG+을/JKO
담은	담/VV+은/ETM
‘Detailed	‘/SS+Detailed/SL
Option’	Option/SL+’/SS
등	등/NNB
세	세/MMN
부분으로	부분/NNG+으로/JKB
구성됐다.	구성/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000049.120.15.1
가격 1만9800원.

가격	가격/NNG
1만9800원.	1/SN+만/NR+9800/SN+원/NNB+./SF


# id : NWRW1800000049.120.15.2
문의 02-362-5110

문의	문의/NNG
02-362-5110	02/SN+-/SO+362/SN+-/SO+5110/SN


