# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000052.244
metadata : {}


# id : NWRW1800000052.244.1.1
[단독] 법원, 휴전선내 광범위한 고엽제 살포 첫 인정

[단독]	[/SS+단독/NNG+]/SS
지난달	지난달/NNG
7일	7/SN+일/NNB
오동주(69·예비역	오동주/NNP+(/SS+69/SN+·/SP+예비역/NNG
육군원사)씨가	육군/NNG+원사/NNG+)/SS+씨/NNB+가/JKS
대전지법에	대전지법/NNP+에/JKB
육군참모총장을	육군/NNG+참모/NNG+총장/NNG+을/JKO
상대로	상대/NNG+로/JKB
제기한	제기/NNG+하/XSV+ㄴ/ETM
‘고엽제	‘/SS+고엽제/NNG
살포	살포/NNG
지역	지역/NNG
복무사실	복무/NNG+사실/NNG
비해당	비/XPN+해당/NNG
결정	결정/NNG
처분	처분/NNG
취소	취소/NNG
청구’	청구/NNG+’/SS
행정소송에서	행정/NNG+소송/NNG+에서/JKB
승소했다.	승소/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000052.244.6.2
이는 ‘고엽제를 67년엔 미 2사단과 국군 21사단 지역에서만 살포했다’는 군 당국의 공식 주장을 뒤엎고 다른 부대에서도 고엽제 피해가 발생했을 것이라고 인정한 첫 판결이다.

이는	이/NP+는/JX
‘고엽제를	‘/SS+고엽제/NNG+를/JKO
67년엔	67/SN+년/NNB+에/JKB+ㄴ/JX
미	미/NNP
2사단과	2/SN+사단/NNG+과/JC
국군	국군/NNG
21사단	21/SN+사단/NNG
지역에서만	지역/NNG+에서/JKB+만/JX
살포했다’는	살포/NNG+하/XSV+았/EP+다/EF+’/SS+는/ETM
군	군/NNG
당국의	당국/NNG+의/JKG
공식	공식/NNG
주장을	주장/NNG+을/JKO
뒤엎고	뒤엎/VV+고/EC
다른	다른/MMD
부대에서도	부대/NNG+에서/JKB+도/JX
고엽제	고엽제/NNG
피해가	피해/NNG+가/JKS
발생했을	발생/NNG+하/XSV+았/EP+을/ETM
것이라고	것/NNB+이/VCP+라고/EC
인정한	인정/NNG+하/XSV+ㄴ/ETM
첫	첫/MMN
판결이다.	판결/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000052.244.6.3
1967년 하반기에 오씨와 같이 휴전선에서 근무하며 고엽제에 노출된 병력은 육군 10개 사단 15만명가량으로 추산된다.

1967년	1967/SN+년/NNB
하반기에	하반기/NNG+에/JKB
오씨와	오/NNP+씨/NNB+와/JKB
같이	같이/MAG
휴전선에서	휴전선/NNG+에서/JKB
근무하며	근무/NNG+하/XSV+며/EC
고엽제에	고엽제/NNG+에/JKB
노출된	노출/NNG+되/XSV+ㄴ/ETM
병력은	병력/NNG+은/JX
육군	육군/NNG
10개	10/SN+개/NNB
사단	사단/NNG
15만명가량으로	15/SN+만/NR+명/NNB+가량/XSN+으로/JKB
추산된다.	추산/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000052.244.7.1
오씨는 국가보훈처에 고엽제 후유증 환자 등록 신청을 했으나 잇따라 기각되자 지난해 소송을 냈다.

오씨는	오/NNP+씨/NNB+는/JX
국가보훈처에	국가/NNG+보훈처/NNG+에/JKB
고엽제	고엽제/NNG
후유증	후유증/NNG
환자	환자/NNG
등록	등록/NNG
신청을	신청/NNG+을/JKO
했으나	하/VV+았/EP+으나/EC
잇따라	잇따르/VV+아/EC
기각되자	기각/NNG+되/XSV+자/EC
지난해	지난해/NNG
소송을	소송/NNG+을/JKO
냈다.	내/VV+었/EP+다/EF+./SF


# id : NWRW1800000052.244.7.2
그는 “67년 11~12월 3사단 지역에서 근무하면서 고엽제에 노출됐다”고 주장했다.

그는	그/NP+는/JX
“67년	“/SS+67/SN+년/NNB
11~12월	11/SN+~/SO+12/SN+월/NNB
3사단	3/SN+사단/NNG
지역에서	지역/NNG+에서/JKB
근무하면서	근무/NNG+하/XSV+면서/EC
고엽제에	고엽제/NNG+에/JKB
노출됐다”고	노출/NNG+되/XSV+었/EP+다/EF+”/SS+고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000052.244.7.3
육군은 “당시 3사단 지역은 고엽제 살포 지역이 아니므로 오씨는 환자 등록 대상이 아니다”라고 밝혔다.

육군은	육군/NNG+은/JX
“당시	“/SS+당시/NNG
3사단	3/SN+사단/NNG
지역은	지역/NNG+은/JX
고엽제	고엽제/NNG
살포	살포/NNG
지역이	지역/NNG+이/JKC
아니므로	아니/VCN+므로/EC
오씨는	오/NNP+씨/NNB+는/JX
환자	환자/NNG
등록	등록/NNG
대상이	대상/NNG+이/JKC
아니다”라고	아니/VCN+다/EF+”/SS+라고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000052.244.7.4
미군사고문단의 초목통제계획(CY-68)에 따라 ‘고엽제는 67년, 68년 사용했으나 67년에는 10월9~19일 미 2사단과 한국군 21사단 지역에서만 시험 살포했다’는 게 육군의 공식 입장이다.

미군사고문단의	미군사고문단/NNP+의/JKG
초목통제계획(CY-68)에	초목/NNG+통제/NNG+계획/NNG+(/SS+CY/SL+-/SO+68/SN+)/SS+에/JKB
따라	따르/VV+아/EC
‘고엽제는	‘/SS+고엽제/NNG+는/JX
67년,	67/SN+년/NNB+,/SP
68년	68/SN+년/NNB
사용했으나	사용/NNG+하/XSV+았/EP+으나/EC
67년에는	67/SN+년/NNB+에/JKB+는/JX
10월9~19일	10/SN+월/NNB+9/SN+~/SO+19/SN+일/NNB
미	미/NNP
2사단과	2/SN+사단/NNG+과/JC
한국군	한국군/NNG
21사단	21/SN+사단/NNG
지역에서만	지역/NNG+에서/JKB+만/JX
시험	시험/NNG
살포했다’는	살포/NNG+하/XSV+았/EP+다/EF+’/SS+는/ETM
게	거/NNB+이/JKS
육군의	육군/NNG+의/JKG
공식	공식/NNG
입장이다.	입장/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000052.244.7.5
이에 맞서 오씨는 ‘67년 3사단 지오피 지역에서 고엽제를 살포한 것으로 추정된다’는 3급 비밀인 군 문건 내용을 증거로 제시했다.

이에	이/NP+에/JKB
맞서	맞서/VV+어/EC
오씨는	오/NNP+씨/NNB+는/JX
‘67년	‘/SS+67/SN+년/NNB
3사단	3/SN+사단/NNG
지오피	지오피/NNG
지역에서	지역/NNG+에서/JKB
고엽제를	고엽제/NNG+를/JKO
살포한	살포/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
추정된다’는	추정/NNG+되/XSV+ㄴ다/EF+’/SS+는/ETM
3급	3/SN+급/NNG
비밀인	비밀/NNG+이/VCP+ㄴ/ETM
군	군/NNG
문건	문건/NNG
내용을	내용/NNG+을/JKO
증거로	증거/NNG+로/JKB
제시했다.	제시/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000052.244.8.1
재판부는 “67년 당시 여러 정황 증거로 미뤄 다른 부대들이 고엽제를 사용한 것으로 추정된다. 육군이 초목통제계획의 기록을 다른 부대에서 고엽제를 사용하지 않았다는 근거로 삼는 것은 잘못”이라고 판단했다.

재판부는	재판부/NNG+는/JX
“67년	“/SS+67/SN+년/NNB
당시	당시/NNG
여러	여러/MMN
정황	정황/NNG
증거로	증거/NNG+로/JKB
미뤄	미루/VV+어/EC
다른	다른/MMD
부대들이	부대/NNG+들/XSN+이/JKS
고엽제를	고엽제/NNG+를/JKO
사용한	사용/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
추정된다.	추정/NNG+되/XSV+ㄴ다/EF+./SF
육군이	육군/NNG+이/JKS
초목통제계획의	초목/NNG+통제/NNG+계획/NNG+의/JKG
기록을	기록/NNG+을/JKO
부대에서	부대/NNG+에서/JKB
사용하지	사용/NNG+하/XSV+지/EC
않았다는	않/VX+았/EP+다는/ETM
근거로	근거/NNG+로/JKB
삼는	삼/VV+는/ETM
것은	것/NNB+은/JX
잘못”이라고	잘못/NNG+”/SS+이라고/JKQ
판단했다.	판단/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000052.244.9.1
지난 6월말 현재 국가보훈처에 등록된 고엽제 환자를 보면, 베트남 파병자는 9만9936명인 데 비해 국내 고엽제 환자는 1873명으로 베트남 파병자의 1.87%에 불과하다.

지난	지나/VV+ㄴ/ETM
6월말	6/SN+월/NNB+말/NNB
현재	현재/MAG
국가보훈처에	국가/NNG+보훈처/NNG+에/JKB
등록된	등록/NNG+되/XSV+ㄴ/ETM
고엽제	고엽제/NNG
환자를	환자/NNG+를/JKO
보면,	보/VV+면/EC+,/SP
베트남	베트남/NNP
파병자는	파병자/NNG+는/JX
9만9936명인	9/SN+만/NR+9936/SN+명/NNB+이/VCP+ㄴ/ETM
데	데/NNB
비해	비/NNG+하/XSV+아/EC
국내	국내/NNG
환자는	환자/NNG+는/JX
1873명으로	1873/SN+명/NNB+으로/JKB
파병자의	파병자/NNG+의/JKG
1.87%에	1/SN+./SP+87/SN+%/SW+에/JKB
불과하다.	불과/MAG+하/XSA+다/EF+./SF


# id : NWRW1800000052.244.9.2
베트남 복무가 확인되고 고엽제 후유증세가 나타나면 베트남 고엽제 환자로 등록할 수 있지만, 국내 고엽제 피해자들은 증세가 뚜렷해도 오씨처럼 근무지가 고엽제 공식 살포 지역이 아니거나 고엽제법의 피해기간(67년 10월~72년 1월)을 벗어나면 등록이 불가능하다.

베트남	베트남/NNP
복무가	복무/NNG+가/JKS
확인되고	확인/NNG+되/XSV+고/EC
고엽제	고엽제/NNG
후유증세가	후유증세/NNG+가/JKS
나타나면	나타나/VV+면/EC
환자로	환자/NNG+로/JKB
등록할	등록/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있지만,	있/VA+지만/EC+,/SP
국내	국내/NNG
피해자들은	피해자/NNG+들/XSN+은/JX
증세가	증세/NNG+가/JKS
뚜렷해도	뚜렷하/VA+아도/EC
오씨처럼	오/NNP+씨/NNB+처럼/JKB
근무지가	근무지/NNG+가/JKS
공식	공식/NNG
살포	살포/NNG
지역이	지역/NNG+이/JKC
아니거나	아니/VCN+거나/EC
고엽제법의	고엽제/NNG+법/NNG+의/JKG
피해기간(67년	피해/NNG+기간/NNG+(/SS+67/SN+년/NNB
10월~72년	10/SN+월/NNB+~/SO+72/SN+년/NNB
1월)을	1/SN+월/NNB+)/SS+을/JKO
벗어나면	벗어나/VV+면/EC
등록이	등록/NNG+이/JKS
불가능하다.	불/XPN+가능/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000052.244.10.1
오씨의 법률대리인인 이유호 변호사는 “오씨는 승소했지만 부대 기록은 모두 비밀이어서 고엽제 살포 사실 확인이 불가능하다. 휴전선 고엽제 피해자들은 명령에 따라 임무를 수행하다 독성물질에 노출돼 오랫동안 고통을 겪었다. 국가가 전향적인 대책을 마련해 피해자들의 여생을 돌봐야 한다”고 밝혔다.

오씨의	오/NNP+씨/NNB+의/JKG
법률대리인인	법률/NNG+대리인/NNG+이/VCP+ㄴ/ETM
이유호	이유호/NNP
변호사는	변호사/NNG+는/JX
“오씨는	“/SS+오/NNP+씨/NNB+는/JX
승소했지만	승소/NNG+하/XSV+았/EP+지만/EC
부대	부대/NNG
기록은	기록/NNG+은/JX
모두	모두/MAG
비밀이어서	비밀/NNG+이/VCP+어서/EC
고엽제	고엽제/NNG
살포	살포/NNG
사실	사실/NNG
확인이	확인/NNG+이/JKS
불가능하다.	불/XPN+가능/NNG+하/XSA+다/EF+./SF
휴전선	휴전선/NNG
피해자들은	피해자/NNG+들/XSN+은/JX
명령에	명령/NNG+에/JKB
따라	따르/VV+아/EC
임무를	임무/NNG+를/JKO
수행하다	수행/NNG+하/XSV+다/EC
독성물질에	독성/NNG+물질/NNG+에/JKB
노출돼	노출/NNG+되/XSV+어/EC
오랫동안	오랫동안/NNG
고통을	고통/NNG+을/JKO
겪었다.	겪/VV+었/EP+다/EF+./SF
국가가	국가/NNG+가/JKS
전향적인	전향/NNG+적/XSN+이/VCP+ㄴ/ETM
대책을	대책/NNG+을/JKO
마련해	마련/NNG+하/XSV+아/EC
피해자들의	피해자/NNG+들/XSN+의/JKG
여생을	여생/NNG+을/JKO
돌봐야	돌보/VV+아야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


