# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.422
metadata : {}


# id : NWRW1800000030.422.1.1
[강원] '사랑의 밥'으로 전투력 향상

[강원]	[/SS+강원/NNP+]/SS
이모이자	이모/NNG+이/VCP+자/EC
어머니이기도	어머니/NNG+이/VCP+기/ETN+도/JX
한	하/VX+ㄴ/ETM
김씨는	김/NNP+씨/NNB+는/JX
사단	사단/NNG
모범식당	모범/NNG+식당/NNG
선발에	선발/NNG+에/JKB
평가관으로도	평가관/NNG+으로/JKB+도/JX
활약하고	활약/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.422.7.4
전방을 둘러보며 정신력을 강화하는 훈련 때는 직접 김밥을 만들어 전달하고, 100㎞ 행군이 있는 날이면 어김없이 밤늦게까지 남아 야식을 챙긴다.

전방을	전방/NNG+을/JKO
둘러보며	둘러보/VV+며/EC
정신력을	정신력/NNG+을/JKO
강화하는	강화/NNG+하/XSV+는/ETM
훈련	훈련/NNG
때는	때/NNG+는/JX
직접	직접/MAG
김밥을	김밥/NNG+을/JKO
만들어	만들/VV+어/EC
전달하고,	전달/NNG+하/XSV+고/EC+,/SP
100㎞	100/SN+㎞/SW
행군이	행군/NNG+이/JKS
있는	있/VA+는/ETM
날이면	날/NNG+이/VCP+면/EC
어김없이	어김없이/MAG
밤늦게까지	밤늦/VA+게/EC+까지/JX
남아	남/VV+아/EC
야식을	야식/NNG+을/JKO
챙긴다.	챙기/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.422.8.1
김씨는 "그저 자식 같은 병사들이 군 생활 동안 맛있는 밥을 따뜻하게 먹을 수 있도록 엄마의 마음으로 밥을 해주고 있을 뿐"이라며 "맛있게 식사하고 더욱 힘을 내 나라를 지키는 장병이 되길 바란다"고 말했다.

김씨는	김/NNP+씨/NNB+는/JX
"그저	"/SS+그저/MAG
자식	자식/NNG
같은	같/VA+은/ETM
병사들이	병사/NNG+들/XSN+이/JKS
군	군/NNG
생활	생활/NNG
동안	동안/NNG
맛있는	맛있/VA+는/ETM
밥을	밥/NNG+을/JKO
따뜻하게	따뜻하/VA+게/EC
먹을	먹/VV+을/ETM
수	수/NNB
있도록	있/VA+도록/EC
엄마의	엄마/NNG+의/JKG
마음으로	마음/NNG+으로/JKB
해주고	하/VV+아/EC+주/VX+고/EC
있을	있/VX+을/ETM
뿐"이라며	뿐/NNB+"/SS+이/VCP+라며/EC
"맛있게	"/SS+맛있/VA+게/EC
식사하고	식사/NNG+하/XSV+고/EC
더욱	더욱/MAG
힘을	힘/NNG+을/JKO
내	내/VV+어/EC
나라를	나라/NNG+를/JKO
지키는	지키/VV+는/ETM
장병이	장병/NNG+이/JKC
되길	되/VV+기/ETN+ㄹ/JKO
바란다"고	바라/VV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


