# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.286
metadata : {}


# id : NWRW1800000022.286.1.1
日 민주당, 자민당에 더블스코어 승리 가능성

日	日/SH
것으로	것/NNB+으로/JKB
전망됐다.	전망/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000022.286.4.2
자민당이 1955년 창당 이래 가장 적은 의석을 얻었던 때는 1993년 223석이었다.

자민당이	자민당/NNP+이/JKS
1955년	1955/SN+년/NNB
창당	창당/NNG
이래	이래/NNB
가장	가장/MAG
적은	적/VA+은/ETM
의석을	의석/NNG+을/JKO
얻었던	얻/VV+었/EP+던/ETM
때는	때/NNG+는/JX
1993년	1993/SN+년/NNB
223석이었다.	223/SN+석/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000022.286.4.3
4년 전인 2005년에는 302석을 얻었었다.

4년	4/SN+년/NNB
전인	전/NNG+이/VCP+ㄴ/ETM
2005년에는	2005/SN+년/NNB+에/JKB+는/JX
302석을	302/SN+석/NNB+을/JKO
얻었었다.	얻/VV+었었/EP+다/EF+./SF


# id : NWRW1800000022.286.5.1
주간지 슈칸분슌(週刊文春)은 최근호에서 민주당이 291석, 자민당이 128석을 얻을 것이라고 보도했다.

주간지	주간지/NNG
슈칸분슌(週刊文春)은	슈칸분슌/NNP+(/SS+週刊文春/SH+)/SS+은/JX
최근호에서	최근/NNG+호/NNB+에서/JKB
민주당이	민주당/NNP+이/JKS
291석,	291/SN+석/NNB+,/SP
자민당이	자민당/NNP+이/JKS
128석을	128/SN+석/NNB+을/JKO
얻을	얻/VV+을/ETM
것이라고	것/NNB+이/VCP+라고/EC
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.286.5.2
슈칸분슌은 모리 요시로(森喜朗)와 가이후 도시키(海部俊樹) 두 전 총리의 낙선 가능성이 크며, 심지어 후쿠다 야스오(福田康夫) 전 총리마저 열세로 몰리고 있다고 보도했다.

슈칸분슌은	슈칸분슌/NNP+은/JX
모리	모리/NNP
요시로(森喜朗)와	요시로/NNP+(/SS+森喜朗/SH+)/SS+와/JC
가이후	가이후/NNP
도시키(海部俊樹)	도시키/NNP+(/SS+海部俊樹/SH+)/SS
두	두/MMN
전	전/MMD
총리의	총리/NNG+의/JKG
낙선	낙선/NNG
가능성이	가능/NNG+성/XSN+이/JKS
크며,	크/VA+며/EC+,/SP
심지어	심지어/MAG
후쿠다	후쿠다/NNP
야스오(福田康夫)	야스오/NNP+(/SS+福田康夫/SH+)/SS
총리마저	총리/NNG+마저/JX
열세로	열세/NNG+로/JKB
몰리고	몰리/VV+고/EC
있다고	있/VX+다고/EC
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.286.5.3
요사노 가오루(與謝野馨) 재무장관 등 현 내각의 핵심인물들도 열세 상황이다.

요사노	요사노/NNP
가오루(與謝野馨)	가오루/NNP+(/SS+與謝野馨/SH+)/SS
재무장관	재무/NNG+장관/NNG
등	등/NNB
현	현/MMD
내각의	내각/NNG+의/JKG
핵심인물들도	핵심/NNG+인물/NNG+들/XSN+도/JX
열세	열세/NNG
상황이다.	상황/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.286.6.1
이 같은 민주당 쏠림 현상은 선거전 막판이 다가올수록 심해지고 있다.

이	이/NP
같은	같/VA+은/ETM
민주당	민주당/NNP
쏠림	쏠리/VV+ㅁ/ETN
현상은	현상/NNG+은/JX
선거전	선거전/NNG
막판이	막판/NNG+이/JKS
다가올수록	다가오/VV+ㄹ수록/EC
심해지고	심하/VA+아/EC+지/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.286.6.2
자민당의 전통적 지지기반과 조직이 힘을 발휘할 것이라는 당초 예상은 적어도 지금은 전혀 힘을 쓰지 못하고 있다.

자민당의	자민당/NNP+의/JKG
전통적	전통/NNG+적/XSN
지지기반과	지지/NNG+기반/NNG+과/JC
조직이	조직/NNG+이/JKS
힘을	힘/NNG+을/JKO
발휘할	발휘/NNG+하/XSV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
당초	당초/NNG
예상은	예상/NNG+은/JX
적어도	적어도/MAG
지금은	지금/NNG+은/JX
전혀	전혀/MAG
쓰지	쓰/VV+지/EC
못하고	못하/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.286.7.1
만약 민주당이 현재 예상되는 의석을 얻는다면 정권교체는 물론 연립구성 등 향후 정국 운영에도 큰 탄력을 받을 것으로 보인다.

만약	만약/MAG
민주당이	민주당/NNP+이/JKS
현재	현재/MAG
예상되는	예상/NNG+되/XSV+는/ETM
의석을	의석/NNG+을/JKO
얻는다면	얻/VV+는다면/EC
정권교체는	정권/NNG+교체/NNG+는/JX
물론	물론/MAG
연립구성	연립/NNG+구성/NNG
등	등/NNB
향후	향후/NNG
정국	정국/NNG
운영에도	운영/NNG+에/JKB+도/JX
큰	크/VA+ㄴ/ETM
탄력을	탄력/NNG+을/JKO
받을	받/VV+을/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.286.7.2
상임위 위원장 자리를 독식할 수 있게 되고, 연립 대상 정당을 고르는 데도 한결 수월하게 된다.

상임위	상임위/NNG
위원장	위원장/NNG
자리를	자리/NNG+를/JKO
독식할	독식/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
되고,	되/VV+고/EC+,/SP
연립	연립/NNG
대상	대상/NNG
정당을	정당/NNG+을/JKO
고르는	고르/VV+는/ETM
데도	데/NNB+도/JX
한결	한결/MAG
수월하게	수월하/VA+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.286.7.3
내년 7월 참의원 선거에서마저 단독 과반을 확보하게 된다면 민주당이 장기집권을 내다볼 수 있다는 분석마저 나오기 시작했다.

내년	내년/NNG
7월	7/SN+월/NNB
참의원	참의원/NNG
선거에서마저	선거/NNG+에서/JKB+마저/JX
단독	단독/NNG
과반을	과반/NNG+을/JKO
확보하게	확보/NNG+하/XSV+게/EC
된다면	되/VV+ㄴ다면/EC
민주당이	민주당/NNP+이/JKS
장기집권을	장기/NNG+집권/NNG+을/JKO
내다볼	내다보/VV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
분석마저	분석/NNG+마저/JX
나오기	나오/VV+기/ETN
시작했다.	시작/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.286.8.1
이 때문에 비록 일부에서지만 이번 선거에서 자민당이 정권 상실은 물론 당의 존립이 위태로운 상황에까지 몰릴 가능성도 제기되고 있다.

이	이/NP
때문에	때문/NNB+에/JKB
비록	비록/MAG
일부에서지만	일부/NNG+에서/JKB+이/VCP+지만/EC
이번	이번/NNG
선거에서	선거/NNG+에서/JKB
자민당이	자민당/NNP+이/JKS
정권	정권/NNG
상실은	상실/NNG+은/JX
물론	물론/MAG
당의	당/NNG+의/JKG
존립이	존립/NNG+이/JKS
위태로운	위태롭/VA+ㄴ/ETM
상황에까지	상황/NNG+에/JKB+까지/JX
몰릴	몰리/VV+ㄹ/ETM
가능성도	가능/NNG+성/XSN+도/JX
제기되고	제기/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.286.8.2
이해관계를 중심으로 구축된 전통적 지지기반의 붕괴 현상이 이번 선거과정에서 두드러지고 있기 때문이다.

이해관계를	이해관계/NNG+를/JKO
중심으로	중심/NNG+으로/JKB
구축된	구축/NNG+되/XSV+ㄴ/ETM
전통적	전통/NNG+적/XSN
지지기반의	지지/NNG+기반/NNG+의/JKG
붕괴	붕괴/NNG
현상이	현상/NNG+이/JKS
이번	이번/NNG
선거과정에서	선거/NNG+과정/NNG+에서/JKB
두드러지고	두드러지/VV+고/EC
있기	있/VX+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


