# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.296
metadata : {}


# id : NWRW1800000033.296.1.1
[오늘과 내일/이형삼]피의자 없는 ‘밤샘 수사’

[오늘과	[/SS+오늘/NNG+과/JC
민완 검사는 ‘3보’ 감각이 뛰어나야 한다는 말이 있다.

민완	민완/NNG
검사는	검사/NNG+는/JX
‘3보’	‘/SS+3/SN+보/NNG+’/SS
감각이	감각/NNG+이/JKS
뛰어나야	뛰어나/VA+아야/EC
한다는	하/VX+ㄴ다는/ETM
말이	말/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000033.296.3.2
3보란 보안(保安), 보고(報告), 보도(報道)다.

3보란	3/SN+보/NNG+란/JX
보안(保安),	보안/NNG+(/SS+保安/SH+)/SS+,/SP
보고(報告),	보고/NNG+(/SS+報告/SH+)/SS+,/SP
보도(報道)다.	보도/NNG+(/SS+報道/SH+)/SS+이/VCP+다/EF+./SF


# id : NWRW1800000033.296.3.3
범죄 정보 축적을 통한 증거 보강은 기본인 만큼 여기에 ‘보강(補强)’을 더한 ‘4보’가 검사의 필수요건이라고 해도 될 것 같다.

범죄	범죄/NNG
정보	정보/NNG
축적을	축적/NNG+을/JKO
통한	통하/VV+ㄴ/ETM
증거	증거/NNG
보강은	보강/NNG+은/JX
기본인	기본/NNG+이/VCP+ㄴ/ETM
만큼	만큼/NNB
여기에	여기/NP+에/JKB
‘보강(補强)’을	‘/SS+보강/NNG+(/SS+補强/SL+)/SS+’/SS+을/JKO
더한	더/MAG+하/XSV+ㄴ/ETM
‘4보’가	‘/SS+4/SN+보/NNG+’/SS+가/JKS
검사의	검사/NNG+의/JKG
필수요건이라고	필수/NNG+요건/NNG+이/VCP+라고/EC
해도	하/VV+아도/EC
될	되/VV+ㄹ/ETM
것	것/NNB
같다.	같/VA+다/EF+./SF


# id : NWRW1800000033.296.4.1
뇌물을 줬다는 사람의 진술서 한 장 받아놓고 보안에 실패해 언론에 보도되면 사건 관련자들이 온갖 수단과 인맥을 동원해 수사가 난관에 부닥친다고 한다.

뇌물을	뇌물/NNG+을/JKO
줬다는	주/VV+었/EP+다는/ETM
사람의	사람/NNG+의/JKG
진술서	진술서/NNG
한	한/MMN
장	장/NNB
받아놓고	받/VV+아/EC+놓/VX+고/EC
보안에	보안/NNG+에/JKB
실패해	실패/NNG+하/XSV+아/EC
언론에	언론/NNG+에/JKB
보도되면	보도/NNG+되/XSV+면/EC
사건	사건/NNG
관련자들이	관련자/NNG+들/XSN+이/JKS
온갖	온갖/MMN
수단과	수단/NNG+과/JC
인맥을	인맥/NNG+을/JKO
동원해	동원/NNG+하/XSV+아/EC
수사가	수사/NNG+가/JKS
난관에	난관/NNG+에/JKB
부닥친다고	부닥치/VV+ㄴ다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.296.4.2
내사(內査) 단계에서 너무 과장해 지휘부에 보고하면 수사 속도에 대한 부담이 커지고 정보가 새나가 관련자들이 입을 맞출 수 있다.

내사(內査)	내사/NNG+(/SS+內査/SH+)/SS
단계에서	단계/NNG+에서/JKB
너무	너무/MAG
과장해	과장/NNG+하/XSV+아/EC
지휘부에	지휘부/NNG+에/JKB
보고하면	보고/NNG+하/XSV+면/EC
수사	수사/NNG
속도에	속도/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
부담이	부담/NNG+이/JKS
커지고	커지/VV+고/EC
정보가	정보/NNG+가/JKS
새나가	새/VV+어/EC+나가/VV+아/EC
관련자들이	관련자/NNG+들/XSN+이/JKS
입을	입/NNG+을/JKO
맞출	맞추/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000033.296.4.3
증거를 웬만큼 확보한 상태에서 검찰 안팎에 수사를 방해하는 세력이 있을 때는 언론에 슬쩍 귀띔해 지원 사격을 유도한다.

증거를	증거/NNG+를/JKO
웬만큼	웬만큼/MAG
확보한	확보/NNG+하/XSV+ㄴ/ETM
상태에서	상태/NNG+에서/JKB
검찰	검찰/NNG
안팎에	안팎/NNG+에/JKB
수사를	수사/NNG+를/JKO
방해하는	방해/NNG+하/XSV+는/ETM
세력이	세력/NNG+이/JKS
있을	있/VA+을/ETM
때는	때/NNG+는/JX
언론에	언론/NNG+에/JKB
슬쩍	슬쩍/MAG
귀띔해	귀띔/NNG+하/XSV+아/EC
지원	지원/NNG
사격을	사격/NNG+을/JKO
유도한다.	유도/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000033.296.5.1
최근 검찰 간부가 대통령 사저 터 매입 사건 수사 당시 대통령 일가에 배임(背任) 이익이 돌아가는 걸로 비치는 게 부담스러웠다고 기자들 앞에서 털어놨다.

최근	최근/NNG
검찰	검찰/NNG
간부가	간부/NNG+가/JKS
대통령	대통령/NNG
사저	사저/NNG
터	터/NNG
매입	매입/NNG
사건	사건/NNG
수사	수사/NNG
당시	당시/NNG
일가에	일가/NNG+에/JKB
배임(背任)	배임/NNG+(/SS+背任/SL+)/SS
이익이	이익/NNG+이/JKS
돌아가는	돌아가/VV+는/ETM
걸로	거/NNB+ㄹ로/JKB
비치는	비치/VV+는/ETM
게	거/NNB+이/JKS
부담스러웠다고	부담/NNG+스럽/XSA+었/EP+다고/EC
기자들	기자/NNG+들/XSN
앞에서	앞/NNG+에서/JKB
털어놨다.	털어놓/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.296.5.2
부실 수사와 특검 도입의 정당성을 스스로 인정한 것이나 마찬가지다.

부실	부실/NNG
수사와	수사/NNG+와/JC
특검	특검/NNG
도입의	도입/NNG+의/JKG
정당성을	정당성/NNG+을/JKO
스스로	스스로/MAG
인정한	인정/NNG+하/XSV+ㄴ/ETM
것이나	것/NNB+이나/JX
마찬가지다.	마찬가지/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.296.5.3
대검 중수부가 직접 칼잡이로 나서 대어(大魚)급임을 암시했던 민주당 공천헌금 의혹 사건은 한 ‘노빠’의 사기극으로 드러나고 있다.

대검	대검/NNG
중수부가	중수부/NNG+가/JKS
직접	직접/MAG
칼잡이로	칼잡이/NNG+로/JKB
나서	나서/VV+어/EC
대어(大魚)급임을	대어/NNG+(/SS+大魚/SH+)/SS+급/NNG+이/VCP+ㅁ/ETN+을/JKO
암시했던	암시/NNG+하/XSV+았/EP+던/ETM
민주당	민주당/NNP
공천헌금	공천/NNG+헌금/NNG
의혹	의혹/NNG
사건은	사건/NNG+은/JX
한	한/MMN
‘노빠’의	‘/SS+노/NNP+빠/NNG+’/SS+의/JKG
사기극으로	사기극/NNG+으로/JKB
드러나고	드러나/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.296.5.4
노건평 씨의 측근 계좌에서 발견됐다며 호들갑을 떤 ‘수백억 원대 뭉칫돈’은 고철을 사고판 돈이었다.

노건평	노건평/NNP
씨의	씨/NNB+의/JKG
측근	측근/NNG
계좌에서	계좌/NNG+에서/JKB
발견됐다며	발견/NNG+되/XSV+었/EP+다며/EC
호들갑을	호들갑/NNG+을/JKO
떤	떨/VV+ㄴ/ETM
‘수백억	‘/SS+수백억/NR
원대	원/NNB+대/XSN
뭉칫돈’은	뭉칫돈/NNG+’/SS+은/JX
고철을	고철/NNG+을/JKO
사고판	사고팔/VV+ㄴ/ETM
돈이었다.	돈/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000033.296.5.5
증거 보강은 못하고 보안은 깨지고 보고체계는 뒤죽박죽에 보도가 앞서 나가니 ‘정치적 고려’ ‘표적수사’ 논란을 부르고 있다.

증거	증거/NNG
보강은	보강/NNG+은/JX
못하고	못/MAG+하/VV+고/EC
보안은	보안/NNG+은/JX
깨지고	깨지/VV+고/EC
보고체계는	보고/NNG+체계/NNG+는/JX
뒤죽박죽에	뒤죽박죽/NNG+에/JKB
보도가	보도/NNG+가/JKS
앞서	앞서/MAG
나가니	나가/VV+니/EC
‘정치적	‘/SS+정치/NNG+적/XSN
고려’	고려/NNG+’/SS
‘표적수사’	‘/SS+표적/NNG+수사/NNG+’/SS
논란을	논란/NNG+을/JKO
부르고	부르/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.296.6.1
특수통(通) 검사로 오래 근무했던 한 변호사는 “노련한 검사는 자기 카드를 가급적 숨긴다.

특수통(通)	특수통/NNG+(/SS+通/SH+)/SS
검사로	검사/NNG+로/JKB
오래	오래/MAG
근무했던	근무/NNG+하/XSV+았/EP+던/ETM
한	한/MMN
변호사는	변호사/NNG+는/JX
“노련한	“/SS+노련하/VA+ㄴ/ETM
검사는	검사/NNG+는/JX
자기	자기/NP
카드를	카드/NNG+를/JKO
가급적	가급적/MAG
숨긴다.	숨기/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.296.6.2
별것 아닌 듯 연막을 치고 파헤치다가 이때다 싶은 순간 탁 터뜨려 상황을 반전시킨다”고 말했다.

별것	별것/NNG
아닌	아니/VCN+ㄴ/ETM
듯	듯/NNB
연막을	연막/NNG+을/JKO
치고	치/VV+고/EC
파헤치다가	파헤치/VV+다가/EC
이때다	이때/NNG+이/VCP+다/EF
싶은	싶/VX+은/ETM
순간	순간/NNG
탁	탁/MAG
터뜨려	터뜨리/VV+어/EC
상황을	상황/NNG+을/JKO
반전시킨다”고	반전/NNG+시키/XSV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.296.6.3
기초 자료만 봐도 수사를 어디까지 확대해야 할지, 그에 따른 파장은 어느 정도일지 감을 잡는다.

기초	기초/NNG
자료만	자료/NNG+만/JX
봐도	보/VV+아도/EC
수사를	수사/NNG+를/JKO
어디까지	어디/NP+까지/JX
확대해야	확대/NNG+하/XSV+아야/EC
할지,	하/VX+ㄹ지/EC+,/SP
그에	그/NP+에/JKB
따른	따르/VV+ㄴ/ETM
파장은	파장/NNG+은/JX
어느	어느/MMD
정도일지	정도/NNG+이/VCP+ㄹ지/EC
감을	감/NNG+을/JKO
잡는다.	잡/VV+는다/EF+./SF


# id : NWRW1800000033.296.6.4
반면 공명심(功名心)이 앞서고 굵직굵직한 수사를 많이 안 해본 검사는 사건이 좀 커 보인다 싶으면 흥분한 나머지 잔뜩 일을 벌였다가 용두사미(龍頭蛇尾)가 되기 십상이다.

반면	반면/NNG
공명심(功名心)이	공명심/NNG+(/SS+功名心/SH+)/SS+이/JKS
앞서고	앞서/VV+고/EC
굵직굵직한	굵직굵직하/VA+ㄴ/ETM
수사를	수사/NNG+를/JKO
많이	많이/MAG
안	안/MAG
해본	하/VV+아/EC+보/VX+ㄴ/ETM
검사는	검사/NNG+는/JX
사건이	사건/NNG+이/JKS
좀	좀/MAG
커	크/VA+어/EC
보인다	보이/VV+ㄴ다/EF
싶으면	싶/VX+으면/EC
흥분한	흥분/NNG+하/XSV+ㄴ/ETM
나머지	나머지/NNG
잔뜩	잔뜩/MAG
일을	일/NNG+을/JKO
벌였다가	벌이/VV+었/EP+다가/EC
용두사미(龍頭蛇尾)가	용두사미/NNG+(/SS+龍頭蛇尾/SH+)/SS+가/JKC
되기	되/VV+기/ETN
십상이다.	십상/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.296.7.1
인권이 강조되면서 검찰의 수사 여건이 팍팍해진 건 사실이다.

인권이	인권/NNG+이/JKS
강조되면서	강조/NNG+되/XSV+면서/EC
검찰의	검찰/NNG+의/JKG
수사	수사/NNG
여건이	여건/NNG+이/JKS
팍팍해진	팍팍하/VA+아/EC+지/VX+ㄴ/ETM
건	거/NNB+ㄴ/JX
사실이다.	사실/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.296.7.2
밤샘 수사는 원칙적으로 금지돼 있고 아예 진술을 거부하는 피의자도 많다.

밤샘	밤샘/NNG
수사는	수사/NNG+는/JX
원칙적으로	원칙/NNG+적/XSN+으로/JKB
금지돼	금지/NNG+되/XSV+어/EC
있고	있/VX+고/EC
아예	아예/MAG
진술을	진술/NNG+을/JKO
거부하는	거부/NNG+하/XSV+는/ETM
피의자도	피의자/NNG+도/JX
많다.	많/VA+다/EF+./SF


# id : NWRW1800000033.296.7.3
온종일 입을 다물고 있던 피의자가 느닷없이 “혈압이 높아 약을 먹어야 한다”며 약봉지를 꺼내 들면 정말 어떻게 해볼 도리가 없다고 한다.

온종일	온종일/MAG
입을	입/NNG+을/JKO
다물고	다물/VV+고/EC
있던	있/VX+던/ETM
피의자가	피의자/NNG+가/JKS
느닷없이	느닷없이/MAG
“혈압이	“/SS+혈압/NNG+이/JKS
높아	높/VA+아/EC
약을	약/NNG+을/JKO
먹어야	먹/VV+어야/EC
한다”며	하/VX+ㄴ다/EF+”/SS+며/EC
약봉지를	약봉지/NNG+를/JKO
꺼내	꺼내/VV+어/EC
들면	들/VV+면/EC
정말	정말/MAG
어떻게	어떻/VA+게/EC
해볼	하/VV+아/EC+보/VX+ㄹ/ETM
도리가	도리/NNG+가/JKS
없다고	없/VA+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.296.7.4
그러나 목수가 연장 탓하는 건 구차하다.

그러나	그러나/MAJ
목수가	목수/NNG+가/JKS
연장	연장/NNG
탓하는	탓/NNG+하/XSV+는/ETM
건	거/NNB+ㄴ/JX
구차하다.	구차/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000033.296.7.5
유능한 검사라면 피의자가 ‘끝까지 묵비권을 행사하다간 내가 다 덮어쓰겠다’고 판단할 만큼 꼼짝 못할 증거를 눈앞에 들이밀어야 한다.

유능한	유능/NNG+하/XSA+ㄴ/ETM
검사라면	검사/NNG+이/VCP+라면/EC
피의자가	피의자/NNG+가/JKS
‘끝까지	‘/SS+끝/NNG+까지/JX
묵비권을	묵비/NNG+권/XSN+을/JKO
행사하다간	행사/NNG+하/XSV+다가/EC+ㄴ/JX
내가	내/NP+가/JKS
다	다/MAG
덮어쓰겠다’고	덮어쓰/VV+겠/EP+다/EF+’/SS+고/JKQ
판단할	판단/NNG+하/XSV+ㄹ/ETM
만큼	만큼/NNB
꼼짝	꼼짝/MAG
못할	못/MAG+하/VV+ㄹ/ETM
증거를	증거/NNG+를/JKO
눈앞에	눈앞/NNG+에/JKB
들이밀어야	들이밀/VV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000033.296.8.1
인권 보호가 물렁한 수사의 구실이 될 순 없다.

인권	인권/NNG
보호가	보호/NNG+가/JKS
물렁한	물렁하/VA+ㄴ/ETM
수사의	수사/NNG+의/JKG
구실이	구실/NNG+이/JKC
될	되/VV+ㄹ/ETM
순	수/NNB+ㄴ/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000033.296.8.2
검찰의 민주화가 연성화(軟性化)로 귀결돼선 안 된다.

검찰의	검찰/NNG+의/JKG
민주화가	민주/NNG+화/XSN+가/JKS
연성화(軟性化)로	연성/NNG+화/XSN+(/SS+軟性化/SH+)/SS+로/JKB
귀결돼선	귀결/NNG+되/XSV+어서/EC+ㄴ/JX
안	안/MAG
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.296.8.3
검사 출신의 한 변호사는 “밤샘 수사를 못한다고 피의자를 귀가시킨 뒤 검사도 덩달아 퇴근하는 걸 보고 깜짝 놀랐다.

검사	검사/NNG
출신의	출신/NNG+의/JKG
한	한/MMN
변호사는	변호사/NNG+는/JX
“밤샘	“/SS+밤샘/NNG
수사를	수사/NNG+를/JKO
못한다고	못/MAG+하/VV+ㄴ다고/EC
피의자를	피의자/NNG+를/JKO
귀가시킨	귀가/NNG+시키/XSV+ㄴ/ETM
뒤	뒤/NNG
검사도	검사/NNG+도/JX
덩달아	덩달/VV+아/EC
퇴근하는	퇴근/NNG+하/XSV+는/ETM
걸	거/NNB+ㄹ/JKO
보고	보/VV+고/EC
깜짝	깜짝/MAG
놀랐다.	놀라/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.296.8.4
집으로 돌아간 피의자는 다음 수사에 대비해 갖가지 묘안을 짜내고 있을 것 아닌가”라며 답답해했다.

집으로	집/NNG+으로/JKB
돌아간	돌아가/VV+ㄴ/ETM
피의자는	피의자/NNG+는/JX
다음	다음/NNG
수사에	수사/NNG+에/JKB
대비해	대비/NNG+하/XSV+아/EC
갖가지	갖가지/NNG
묘안을	묘안/NNG+을/JKO
짜내고	짜내/VV+고/EC
있을	있/VX+을/ETM
것	것/NNB
아닌가”라며	아니/VCN+ㄴ가/EF+”/SS+이/VCP+라며/EC
답답해했다.	답답하/VA+아/EC+하/VX+았/EP+다/EF+./SF


# id : NWRW1800000033.296.8.5
큰 사건을 수사할 때는 밤새도록 검찰청사 곳곳을 뛰어다니느라 새벽녘이면 허리에 찬 만보계 숫자가 ‘10000’을 넘기곤 했다고 선배 검사들은 술회한다.

큰	크/VA+ㄴ/ETM
사건을	사건/NNG+을/JKO
수사할	수사/NNG+하/XSV+ㄹ/ETM
때는	때/NNG+는/JX
밤새도록	밤새/VV+도록/EC
검찰청사	검찰/NNG+청사/NNG
곳곳을	곳곳/NNG+을/JKO
뛰어다니느라	뛰어다니/VV+느라/EC
새벽녘이면	새벽녘/NNG+이/VCP+면/EC
허리에	허리/NNG+에/JKB
찬	차/VV+ㄴ/ETM
만보계	만보계/NNG
숫자가	숫자/NNG+가/JKS
‘10000’을	‘/SS+10000/SN+’/SS+을/JKO
넘기곤	넘기/VV+곤/EC
했다고	하/VX+았/EP+다고/EC
선배	선배/NNG
검사들은	검사/NNG+들/XSN+은/JX
술회한다.	술회/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000033.296.9.1
검찰의 밤샘 수사는 계속돼야 한다.

검찰의	검찰/NNG+의/JKG
밤샘	밤샘/NNG
수사는	수사/NNG+는/JX
계속돼야	계속/NNG+되/XSV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000033.296.9.2
피의자를 집으로 돌려보낸 뒤에도.

피의자를	피의자/NNG+를/JKO
집으로	집/NNG+으로/JKB
돌려보낸	돌려보내/VV+ㄴ/ETM
뒤에도.	뒤/NNG+에/JKB+도/JX+./SF


