# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.149
metadata : {}


# id : NWRW1800000041.149.1.1
[책의 향기/글로벌 북 카페]“9 to 5 근무시간 고집한다면 당신의 회사엔 미래가 없다”

[책의	[/SS+책/NNG+의/JKG
전망했다.	전망/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.149.6.6
10여 년 내에 직장의 주류가 될 이들을 이해하고 이들에게 적응하지 않고 어떻게 회사의 미래가 있겠느냐는 설명이다.

10여	10/SN+여/XSN
년	년/NNB
내에	내/NNB+에/JKB
직장의	직장/NNG+의/JKG
주류가	주류/NNG+가/JKC
될	되/VV+ㄹ/ETM
이들을	이/NNB+들/XSN+을/JKO
이해하고	이해/NNG+하/XSV+고/EC
이들에게	이/NP+들/XSN+에게/JKB
적응하지	적응/NNG+하/XSV+지/EC
않고	않/VX+고/EC
어떻게	어떻/VA+게/EC
회사의	회사/NNG+의/JKG
미래가	미래/NNG+가/JKS
있겠느냐는	있/VA+겠/EP+느냐는/ETM
설명이다.	설명/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.149.7.1
저자는 이들 ‘미래 근로자’의 모습을 △언제 어디서나 일할 수 있는 유연한 근무 환경을 갖고 있고 △실시간으로, 투명하게 정보를 공유하고 △직장 내 성취 경로를 스스로 만들어가고 △중간관리자를 거치지 않고 곧바로 리더(책임자)가 될 수도 있다고 그렸다.

저자는	저자/NNG+는/JX
이들	이/NP+들/XSN
‘미래	‘/SS+미래/NNG
근로자’의	근로자/NNG+’/SS+의/JKG
모습을	모습/NNG+을/JKO
△언제	△/SW+언제/MAG
어디서나	어디/NP+서/JKB+나/JX
일할	일/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
유연한	유연하/VA+ㄴ/ETM
근무	근무/NNG
환경을	환경/NNG+을/JKO
갖고	갖/VV+고/EC
있고	있/VX+고/EC
△실시간으로,	△/SW+실시간/NNG+으로/JKB+,/SP
투명하게	투명/NNG+하/XSA+게/EC
정보를	정보/NNG+를/JKO
공유하고	공유/NNG+하/XSV+고/EC
△직장	△/SW+직장/NNG
내	내/NNB
성취	성취/NNG
경로를	경로/NNG+를/JKO
스스로	스스로/MAG
만들어가고	만들/VV+어/EC+가/VX+고/EC
△중간관리자를	△/SW+중간/NNG+관리자/NNG+를/JKO
거치지	거치/VV+지/EC
않고	않/VX+고/EC
곧바로	곧바로/MAG
리더(책임자)가	리더/NNG+(/SS+책임자/NNG+)/SS+가/JKC
될	되/VV+ㄹ/ETM
수도	수/NNB+도/JX
있다고	있/VA+다고/EC
그렸다.	그리/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.149.7.2
특히 이들이 ‘지식 노동자’의 시대에서 ‘학습 노동자’의 시대로 넘어가는 다리 역할을 할 것이라고 전망했다.

특히	특히/MAG
이들이	이/NP+들/XSN+이/JKS
‘지식	‘/SS+지식/NNG
노동자’의	노동자/NNG+’/SS+의/JKG
시대에서	시대/NNG+에서/JKB
‘학습	‘/SS+학습/NNG
시대로	시대/NNG+로/JKB
넘어가는	넘어가/VV+는/ETM
다리	다리/NNG
역할을	역할/NNG+을/JKO
할	하/VV+ㄹ/ETM
것이라고	것/NNB+이/VCP+라고/EC
전망했다.	전망/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.149.7.3
직장 내에서도, 그리고 외부 기관과도 서로 배우고 가르치는 환경을 만들어갈 것이란 분석이다.

직장	직장/NNG
내에서도,	내/NNB+에서/JKB+도/JX+,/SP
그리고	그리고/MAJ
외부	외부/NNG
기관과도	기관/NNG+과/JKB+도/JX
서로	서로/MAG
배우고	배우/VV+고/EC
가르치는	가르치/VV+는/ETM
환경을	환경/NNG+을/JKO
만들어갈	만들/VV+어/EC+가/VX+ㄹ/ETM
것이란	것/NNB+이/VCP+란/ETM
분석이다.	분석/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.149.8.1
이런 미래 근로자를 작은 책상 앞에 붙잡아두고 ‘9 to 5’의 정형화된 근무시간을 고집하면서 하루 수백 통의 지시 또는 전달 e메일을 받게 하는 회사엔 미래가 없다고 저자는 강조한다.

이런	이런/MMD
미래	미래/NNG
근로자를	근로자/NNG+를/JKO
작은	작/VA+은/ETM
책상	책상/NNG
앞에	앞/NNG+에/JKB
붙잡아두고	붙잡/VV+아/EC+두/VX+고/EC
‘9	‘/SS+9/SN
to	to/SL
5’의	5/SN+’/SS+의/JKG
정형화된	정형/NNG+화/XSN+되/XSV+ㄴ/ETM
근무시간을	근무/NNG+시간/NNG+을/JKO
고집하면서	고집/NNG+하/XSV+면서/EC
하루	하루/NNG
수백	수백/NR
통의	통/NNB+의/JKG
지시	지시/NNG
또는	또는/MAG
전달	전달/NNG
e메일을	e/SL+메일/NNG+을/JKO
받게	받/VV+게/EC
하는	하/VX+는/ETM
회사엔	회사/NNG+에/JKB+ㄴ/JX
미래가	미래/NNG+가/JKS
없다고	없/VA+다고/EC
저자는	저자/NNG+는/JX
강조한다.	강조/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000041.149.8.2
그러면서 ‘미래 관리자의 10대 원칙’ ‘미래 조직(직장)의 14대 원칙’ ‘근로행태의 변화에 대처하기 위한 회사 차원의 6단계 프로세스’ 등을 친절하게 정리해 놨다.

그러면서	그러/VV+면서/EC
‘미래	‘/SS+미래/NNG
관리자의	관리자/NNG+의/JKG
10대	10/SN+대/NNG
원칙’	원칙/NNG+’/SS
조직(직장)의	조직/NNG+(/SS+직장/NNG+)/SS+의/JKG
14대	14/SN+대/NNG
‘근로행태의	‘/SS+근로/NNG+행태/NNG+의/JKG
변화에	변화/NNG+에/JKB
대처하기	대처/NNG+하/XSV+기/ETN
위한	위하/VV+ㄴ/ETM
회사	회사/NNG
차원의	차원/NNG+의/JKG
6단계	6/SN+단계/NNG
프로세스’	프로세스/NNG+’/SS
등을	등/NNB+을/JKO
친절하게	친절/NNG+하/XSA+게/EC
정리해	정리/NNG+하/XSV+아/EC
놨다.	놓/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.149.9.1
저자는 책 말미에 “많은 회사가 변화하거나 혁신하지 않으면 안 될 상황이 돼서야만 고민하고 움직이기 시작한다.

저자는	저자/NNG+는/JX
책	책/NNG
말미에	말미/NNG+에/JKB
“많은	“/SS+많/VA+은/ETM
회사가	회사/NNG+가/JKS
변화하거나	변화/NNG+하/XSV+거나/EC
혁신하지	혁신/NNG+하/XSV+지/EC
않으면	않/VX+으면/EC
안	안/MAG
될	되/VV+ㄹ/ETM
상황이	상황/NNG+이/JKC
돼서야만	되/VV+어서/EC+야/JX+만/JX
고민하고	고민/NNG+하/XSV+고/EC
움직이기	움직이/VV+기/ETN
시작한다.	시작/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000041.149.9.2
그런 혁신은 ‘현상 유지를 위한 변화’에 불과하다”고 말했다.

그런	그런/MMD
혁신은	혁신/NNG+은/JX
‘현상	‘/SS+현상/NNG
유지를	유지/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
변화’에	변화/NNG+’/SS+에/JKB
불과하다”고	불과/MAG+하/XSA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.149.9.3
그러면서 같은 경고를 또 한다.

그러면서	그러/VV+면서/EC
같은	같/VA+은/ETM
경고를	경고/NNG+를/JKO
또	또/MAG
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.149.10.1
“근로의 미래에 대해 생각하고 대책을 마련하지 않으면 당신 조직엔 미래가 없다.”

“근로의	“/SS+근로/NNG+의/JKG
미래에	미래/NNG+에/JKB
대해	대하/VV+아/EC
생각하고	생각/NNG+하/XSV+고/EC
대책을	대책/NNG+을/JKO
마련하지	마련/NNG+하/XSV+지/EC
않으면	않/VX+으면/EC
당신	당신/NP
조직엔	조직/NNG+에/JKB+ㄴ/JX
미래가	미래/NNG+가/JKS
없다.”	없/VA+다/EF+./SF+”/SS


