# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.385
metadata : {}


# id : NWRW1800000026.385.1.1
[강원] '김치'를 매개로 한 韓日 드라마 제작

[강원]	[/SS+강원/NNP+]/SS
그룹	그룹/NNG
'초신성'의	'/SS+초신성/NNP+'/SS+의/JKG
리더	리더/NNG
윤학,	윤학/NNP+,/SP
여주인공은	여주인공/NNG+은/JX
일본의	일본/NNP+의/JKG
여배우	여배우/NNG
간지야	간지야/NNP
시호리가	시호리/NNP+가/JKS
캐스팅됐다.	캐스팅/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000026.385.5.2
드라마는 다음달 가카미가하라시 등지에서 촬영돼 내년 2월18일 일본 중부 7개 현에서 방영될 예정이다.

드라마는	드라마/NNG+는/JX
다음달	다음/NNG+달/NNG
가카미가하라시	가카미가하라시/NNP
등지에서	등지/NNB+에서/JKB
촬영돼	촬영/NNG+되/XSV+어/EC
내년	내년/NNG
2월18일	2/SN+월/NNB+18/SN+일/NNB
일본	일본/NNP
중부	중부/NNG
7개	7/SN+개/NNB
현에서	현/NNG+에서/JKB
방영될	방영/NNG+되/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.385.6.1
드라마의 무대인 가카미가하라시는, 한류붐을 일으킨 '겨울연가'의 촬영지인 남이섬 메타세콰이어길을 재현해 관광상품화한 도시로, 2003년부터 춘천시와 자매도시 관계를 이어오고 있다.

드라마의	드라마/NNG+의/JKG
무대인	무대/NNG+이/VCP+ㄴ/ETM
가카미가하라시는,	가카미가하라시/NNP+는/JX+,/SP
한류붐을	한류/NNG+붐/NNG+을/JKO
일으킨	일으키/VV+ㄴ/ETM
'겨울연가'의	'/SS+겨울연가/NNP+'/SS+의/JKG
촬영지인	촬영지/NNG+이/VCP+ㄴ/ETM
남이섬	남이섬/NNP
메타세콰이어길을	메타세콰이어/NNG+길/NNG+을/JKO
재현해	재현/NNG+하/XSV+아/EC
관광상품화한	관광/NNG+상품/NNG+화/XSN+하/XSV+ㄴ/ETM
도시로,	도시/NNG+로/JKB+,/SP
2003년부터	2003/SN+년/NNB+부터/JX
춘천시와	춘천시/NNP+와/JKB
자매도시	자매/NNG+도시/NNG
관계를	관계/NNG+를/JKO
이어오고	잇/VV+어/EC+오/VX+고/EC
있다.	있/VX+다/EF+./SF


