# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000048.97
metadata : {}


# id : NWRW1800000048.97.1.1
SKT, 헬로비전 인수…경쟁사들 “독점 확대”

SKT,	SKT/SL+,/SP
이날	이날/NNG
오전	오전/NNG
이사회	이사회/NNG
개최	개최/NNG
뒤	뒤/NNG
씨제이오쇼핑이	씨제이오쇼핑/NNP+이/JKS
보유한	보유/NNG+하/XSV+ㄴ/ETM
씨제이헬로비전	씨제이헬로비전/NNP
지분	지분/NNG
30%를	30/SN+%/SW+를/JKO
5000억원에	5000/SN+억/NR+원/NNB+에/JKB
인수하기로	인수/NNG+하/XSV+기/ETN+로/JKB
했다고	하/VV+았/EP+다고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.97.6.2
오쇼핑이 보유한 나머지 지분 23.9%는 앞으로 3년 이내에 양사 간 콜·풋옵션 행사를 통해 인수할 방침이다.

오쇼핑이	오쇼핑/NNP+이/JKS
보유한	보유/NNG+하/XSV+ㄴ/ETM
나머지	나머지/NNG
지분	지분/NNG
23.9%는	23/SN+./SP+9/SN+%/SW+는/JX
앞으로	앞/NNG+으로/JKB
3년	3/SN+년/NNB
이내에	이내/NNG+에/JKB
양사	양/MMN+사/NNG
간	간/NNB
콜·풋옵션	콜/NNG+·/SP+풋옵션/NNG
행사를	행사/NNG+를/JKO
통해	통하/VV+아/EC
인수할	인수/NNG+하/XSV+ㄹ/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.97.6.3
인수금액은 총 1조원가량이다.

인수금액은	인수/NNG+금액/NNG+은/JX
총	총/MMA
1조원가량이다.	1/SN+조/NR+원/NNB+가량/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000048.97.6.4
이어 씨제이도 에스케이텔레콤이 씨제이㈜의 제3자 배정 유상증자에 참여해 1500억원의 자본 투자를 하기로 했다고 밝혔다.

이어	이어/MAG
씨제이도	씨제이/NNP+도/JX
에스케이텔레콤이	에스케이텔레콤/NNP+이/JKS
씨제이㈜의	씨제이/NNP+㈜/SW+의/JKG
제3자	제3자/NNG
배정	배정/NNG
유상증자에	유상/NNG+증자/NNG+에/JKB
참여해	참여/NNG+하/XSV+아/EC
1500억원의	1500/SN+억/NR+원/NNB+의/JKG
자본	자본/NNG
투자를	투자/NNG+를/JKO
하기로	하/VV+기/ETN+로/JKB
했다고	하/VV+았/EP+다고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.97.7.1
에스케이텔레콤은 인수와 동시에 헬로비전과 에스케이브로드밴드의 합병을 추진한다.

에스케이텔레콤은	에스케이텔레콤/NNP+은/JX
인수와	인수/NNG+와/JKB
동시에	동시/NNG+에/JKB
헬로비전과	헬로비전/NNP+과/JKB
에스케이브로드밴드의	에스케이브로드밴드/NNP+의/JKG
합병을	합병/NNG+을/JKO
추진한다.	추진/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000048.97.7.2
브로드밴드는 에스케이텔레콤이 지분을 100% 보유한 자회사로, 유선인터넷과 유료방송인 인터넷텔레비전(IPTV) 사업을 주력으로 한다.

브로드밴드는	브로드밴드/NNP+는/JX
에스케이텔레콤이	에스케이텔레콤/NNP+이/JKS
지분을	지분/NNG+을/JKO
100%	100/SN+%/SW
보유한	보유/NNG+하/XSV+ㄴ/ETM
자회사로,	자회사/NNG+로/JKB+,/SP
유선인터넷과	유선/NNG+인터넷/NNG+과/JC
유료방송인	유료/NNG+방송/NNG+이/VCP+ㄴ/ETM
인터넷텔레비전(IPTV)	인터넷/NNG+텔레비전/NNG+(/SS+IPTV/SL+)/SS
사업을	사업/NNG+을/JKO
주력으로	주력/NNG+으로/JKB
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000048.97.7.3
합병은 내년 4월께 마무리될 예정이다.

합병은	합병/NNG+은/JX
내년	내년/NNG
4월께	4/SN+월/NNB+께/XSN
마무리될	마무리/NNG+되/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.97.7.4
상장사인 헬로비전과 합병하면서 비상장사인 브로드밴드는 우회상장의 길을 가게 된다.

상장사인	상장사/NNG+이/VCP+ㄴ/ETM
헬로비전과	헬로비전/NNP+과/JKB
합병하면서	합병/NNG+하/XSV+면서/EC
비상장사인	비상장사/NNG+이/VCP+ㄴ/ETM
브로드밴드는	브로드밴드/NNP+는/JX
우회상장의	우회/NNG+상장/NNG+의/JKG
길을	길/NNG+을/JKO
가게	가/VV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000048.97.8.1
이번 인수로 에스케이텔레콤은 통신과 아울러 거대 방송 플랫폼을 거느린 미디어 회사로 거듭난다.

이번	이번/NNG
인수로	인수/NNG+로/JKB
에스케이텔레콤은	에스케이텔레콤/NNP+은/JX
통신과	통신/NNG+과/JKB
아울러	아울러/MAG
거대	거대/NNG
방송	방송/NNG
플랫폼을	플랫폼/NNG+을/JKO
거느린	거느리/VV+ㄴ/ETM
미디어	미디어/NNG
회사로	회사/NNG+로/JKB
거듭난다.	거듭나/VV+ㄴ다/EF+./SF


# id : NWRW1800000048.97.8.2
기존 1위인 케이티에 버금가는 유료방송 가입자를 보유하게 된 것이다.

기존	기존/NNG
1위인	1/SN+위/NNB+이/VCP+ㄴ/ETM
케이티에	케이티/NNP+에/JKB
버금가는	버금가/VV+는/ETM
유료방송	유료/NNG+방송/NNG
가입자를	가입자/NNG+를/JKO
보유하게	보유/NNG+하/XSV+게/EC
된	되/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000048.97.8.3
씨제이그룹은 매각과 유상증자 뒤 유입되는 현금으로 콘텐츠 사업 신규 투자는 물론 신성장동력 사업 확보에 박차를 가할 것으로 보인다.

씨제이그룹은	씨제이그룹/NNP+은/JX
매각과	매각/NNG+과/JC
유상증자	유상/NNG+증자/NNG
뒤	뒤/NNG
유입되는	유입/NNG+되/XSV+는/ETM
현금으로	현금/NNG+으로/JKB
콘텐츠	콘텐츠/NNG
사업	사업/NNG
신규	신규/NNG
투자는	투자/NNG+는/JX
물론	물론/MAG
신성장동력	신/XPN+성장/NNG+동력/NNG
확보에	확보/NNG+에/JKB
박차를	박차/NNG+를/JKO
가할	가하/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000048.97.8.4
두 회사는 이날 250억원씩을 출자하는 500억원 규모의 펀드 2개를 조성해 미디어 콘텐츠와 정보기술 스타트업 투자 협업도 강화하기로 했다.

두	두/MMN
회사는	회사/NNG+는/JX
이날	이날/NNG
250억원씩을	250/SN+억/NR+원/NNB+씩/XSN+을/JKO
출자하는	출자/NNG+하/XSV+는/ETM
500억원	500/SN+억/NR+원/NNB
규모의	규모/NNG+의/JKG
펀드	펀드/NNG
2개를	2/SN+개/NNB+를/JKO
조성해	조성/NNG+하/XSV+아/EC
미디어	미디어/NNG
콘텐츠와	콘텐츠/NNG+와/JC
정보기술	정보/NNG+기술/NNG
스타트업	스타트업/NNG
투자	투자/NNG
협업도	협업/NNG+도/JX
강화하기로	강화/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000048.97.9.1
하지만 실제 통신사업자의 주인이 바뀌려면, 미래창조과학부의 인가를 받아야 한다.

하지만	하지만/MAJ
실제	실제/NNG
통신사업자의	통신/NNG+사업자/NNG+의/JKG
주인이	주인/NNG+이/JKS
바뀌려면,	바뀌/VV+려면/EC+,/SP
미래창조과학부의	미래/NNG+창조/NNG+과학부/NNG+의/JKG
인가를	인가/NNG+를/JKO
받아야	받/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000048.97.9.2
이날 시민단체인 참여연대 민생희망본부는 논평을 내어 “통신당국은 에스케이텔레콤의 독점을 심화하고 이용자 권익을 침해할 합병을 인가해선 안 된다”고 촉구하고 나섰다.

이날	이날/NNG
시민단체인	시민/NNG+단체/NNG+이/VCP+ㄴ/ETM
참여연대	참여연대/NNP
민생희망본부는	민생/NNG+희망/NNG+본부/NNG+는/JX
논평을	논평/NNG+을/JKO
내어	내/VV+어/EC
“통신당국은	“/SS+통신/NNG+당국/NNG+은/JX
에스케이텔레콤의	에스케이텔레콤/NNP+의/JKG
독점을	독점/NNG+을/JKO
심화하고	심화/NNG+하/XSV+고/EC
이용자	이용자/NNG
권익을	권익/NNG+을/JKO
침해할	침해/NNG+하/XSV+ㄹ/ETM
합병을	합병/NNG+을/JKO
인가해선	인가/NNG+하/XSV+아서/EC+ㄴ/JX
안	안/MAG
된다”고	되/VV+ㄴ다/EF+”/SS+고/JKQ
촉구하고	촉구/NNG+하/XSV+고/EC
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.97.9.3
참여연대는 “에스케이가 유무선 결합 상품을 내놓았을 때도 이동통신시장 지배력이 유선인터넷에 영향을 끼치는 시장지배력 전이현상이 벌어졌다”며 “(인수로 방송·유선인터넷 등에서 점유율이 확대될 경우) 소비자 선택권이 제한되는 록인(Lock In·통신상품 등을 한번 구매하면 좋든 싫든 이후 계속 쓰게 되는 현상) 효과가 심해질 것”이라고 지적했다.

참여연대는	참여연대/NNP+는/JX
“에스케이가	“/SS+에스케이/NNP+가/JKS
유무선	유무선/NNG
결합	결합/NNG
상품을	상품/NNG+을/JKO
내놓았을	내놓/VV+았/EP+을/ETM
때도	때/NNG+도/JX
이동통신시장	이동/NNG+통신/NNG+시장/NNG
지배력이	지배력/NNG+이/JKS
유선인터넷에	유선/NNG+인터넷/NNG+에/JKB
영향을	영향/NNG+을/JKO
끼치는	끼치/VV+는/ETM
시장지배력	시장/NNG+지배력/NNG
전이현상이	전이/NNG+현상/NNG+이/JKS
벌어졌다”며	벌어지/VV+었/EP+다/EF+”/SS+며/EC
“(인수로	“/SS+(/SS+인수/NNG+로/JKB
방송·유선인터넷	방송/NNG+·/SP+유선/NNG+인터넷/NNG
등에서	등/NNB+에서/JKB
점유율이	점유/NNG+율/XSN+이/JKS
확대될	확대/NNG+되/XSV+ㄹ/ETM
경우)	경우/NNG+)/SS
소비자	소비자/NNG
선택권이	선택/NNG+권/XSN+이/JKS
제한되는	제한/NNG+되/XSV+는/ETM
록인(Lock	록인/NNG+(/SS+Lock/SL
In·통신상품	In/SL+·/SP+통신/NNG+상품/NNG
등을	등/NNB+을/JKO
한번	한번/MAG
구매하면	구매/NNG+하/XSV+면/EC
좋든	좋/VA+든/EC
싫든	싫/VA+든/EC
이후	이후/NNG
계속	계속/MAG
쓰게	쓰/VV+게/EC
되는	되/VV+는/ETM
현상)	현상/NNG+)/SS
효과가	효과/NNG+가/JKS
심해질	심하/VA+아/EC+지/VX+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
지적했다.	지적/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.97.10.1
경쟁사들은 이날 일제히 입장자료를 내어 인수가 그간 정부의 정책과 역행한다는 점을 강조했다.

경쟁사들은	경쟁사/NNG+들/XSN+은/JX
이날	이날/NNG
일제히	일제히/MAG
입장자료를	입장/NNG+자료/NNG+를/JKO
내어	내/VV+어/EC
인수가	인수/NNG+가/JKS
그간	그/NP+간/XSN
정부의	정부/NNG+의/JKG
정책과	정책/NNG+과/JKB
역행한다는	역행/NNG+하/XSV+ㄴ다는/ETM
점을	점/NNG+을/JKO
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.97.10.2
케이티는 “인수가 끝나면 유선방송구역 78개 중 23개 구역에서 에스케이그룹의 유료방송 점유율이 60%를 넘는다.

케이티는	케이티/NNP+는/JX
“인수가	“/SS+인수/NNG+가/JKS
끝나면	끝나/VV+면/EC
유선방송구역	유선/NNG+방송/NNG+구역/NNG
78개	78/SN+개/NNB
중	중/NNB
23개	23/SN+개/NNB
구역에서	구역/NNG+에서/JKB
에스케이그룹의	에스케이그룹/NNP+의/JKG
유료방송	유료/NNG+방송/NNG
점유율이	점유/NNG+율/XSN+이/JKS
60%를	60/SN+%/SW+를/JKO
넘는다.	넘/VV+는다/EF+./SF


# id : NWRW1800000048.97.10.3
또 중소 알뜰폰사업자를 육성하겠다는 정부 기조에도 어긋난다”고 주장했다.

또	또/MAG
중소	중소/NNG
알뜰폰사업자를	알뜰/NNG+폰/NNG+사업자/NNG+를/JKO
육성하겠다는	육성/NNG+하/XSV+겠/EP+다는/ETM
정부	정부/NNG
기조에도	기조/NNG+에/JKB+도/JX
어긋난다”고	어긋나/VV+ㄴ다/EF+”/SS+고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


