# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.41
metadata : {}


# id : NWRW1800000056.41.1.1
[단독] 주요 재벌 총수들 대거 중국 경제사절단 참석

[단독]	[/SS+단독/NNG+]/SS
참가는	참가/NNG+는/JX
지난	지나/VV+ㄴ/ETM
6월	6/SN+월/NNB
미국에	미국/NNP+에/JKB
이어	잇/VV+어/EC
두번째다.	두/MMN+번/NNB+째/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000056.41.7.1
11일 대한상의와 주요 그룹의 말을 종합하면, 중국 경제사절단에는 에스케이 최태원, 한화 김승연, 두산 박정원, 엘에스(LS) 구자열, 아모레퍼시픽 서경배 회장 등이 참가한다.

11일	11/SN+일/NNB
대한상의와	대한상의/NNP+와/JC
주요	주요/NNG
그룹의	그룹/NNG+의/JKG
말을	말/NNG+을/JKO
종합하면,	종합/NNG+하/XSV+면/EC+,/SP
중국	중국/NNP
경제사절단에는	경제/NNG+사절단/NNG+에/JKB+는/JX
에스케이	에스케이/NNP
최태원,	최태원/NNP+,/SP
한화	한화/NNP
김승연,	김승연/NNP+,/SP
두산	두산/NNP
박정원,	박정원/NNP+,/SP
엘에스(LS)	엘에스/NNG+(/SS+LS/SL+)/SS
구자열,	구자열/NNP+,/SP
아모레퍼시픽	아모레퍼시픽/NNP
서경배	서경배/NNP
회장	회장/NNG
등이	등/NNB+이/JKS
참가한다.	참가/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000056.41.7.2
총수가 수감 등으로 유고 중이거나 건강 문제로 참가가 어려운 삼성, 현대차, 엘지(LG), 씨제이(CJ)는 회장과 부회장급 경영인이 대신 참석한다.

총수가	총수/NNG+가/JKS
수감	수감/NNG
등으로	등/NNB+으로/JKB
유고	유고/NNG
중이거나	중/NNB+이/VCP+거나/EC
건강	건강/NNG
문제로	문제/NNG+로/JKB
참가가	참가/NNG+가/JKS
어려운	어렵/VA+ㄴ/ETM
삼성,	삼성/NNP+,/SP
현대차,	현대차/NNP+,/SP
엘지(LG),	엘지/NNP+(/SS+LG/SL+)/SS+,/SP
씨제이(CJ)는	씨제이/NNP+(/SS+CJ/SL+)/SS+는/JX
회장과	회장/NNG+과/JC
부회장급	부회장급/NNG
경영인이	경영인/NNG+이/JKS
대신	대신/NNG
참석한다.	참석/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000056.41.7.3
삼성은 윤부근 삼성전자 부회장, 현대차는 정의선 부회장, 엘지는 구본준 부회장, 씨제이는 손경식 회장이 참가를 신청했다.

삼성은	삼성/NNP+은/JX
윤부근	윤부근/NNP
삼성전자	삼성전자/NNP
부회장,	부회장/NNG+,/SP
현대차는	현대차/NNP+는/JX
정의선	정의선/NNP
엘지는	엘지/NNP+는/JX
구본준	구본준/NNP
씨제이는	씨제이/NNP+는/JX
손경식	손경식/NNP
회장이	회장/NNG+이/JKS
참가를	참가/NNG+를/JKO
신청했다.	신청/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.41.7.4
지에스(GS)그룹도 개인 일정이 있는 허창수 회장 대신 정택근 부회장이 참석한다.

지에스(GS)그룹도	지에스/NNP+(/SS+GS/SL+)/SS+그룹/NNG+도/JX
개인	개인/NNG
일정이	일정/NNG+이/JKS
있는	있/VA+는/ETM
허창수	허창수/NNP
회장	회장/NNG
대신	대신/NNG
정택근	정택근/NNP
부회장이	부회장/NNG+이/JKS
참석한다.	참석/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000056.41.8.1
롯데, 포스코, 케이티도 총수가 참석하지 않는다.

롯데,	롯데/NNP+,/SP
포스코,	포스코/NNP+,/SP
케이티도	케이티/NNP+도/JX
총수가	총수/NNG+가/JKS
참석하지	참석/NNG+하/XSV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000056.41.8.2
재판 중인 신동빈 롯데 회장은 새 정부가 불법·탈법 행위로 사회적 물의를 빚은 기업은 사절단 참가를 배제하고 있는 점을 감안해 신청을 하지 않은 것으로 보인다.

재판	재판/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
신동빈	신동빈/NNP
롯데	롯데/NNP
회장은	회장/NNG+은/JX
새	새/MMA
정부가	정부/NNG+가/JKS
불법·탈법	불법/NNG+·/SP+탈법/NNG
행위로	행위/NNG+로/JKB
사회적	사회/NNG+적/XSN
물의를	물의/NNG+를/JKO
빚은	빚/VV+은/ETM
기업은	기업/NNG+은/JX
사절단	사절단/NNG
참가를	참가/NNG+를/JKO
배제하고	배제/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
점을	점/NNG+을/JKO
감안해	감안/NNG+하/XSV+아/EC
신청을	신청/NNG+을/JKO
하지	하/VV+지/EC
않은	않/VX+은/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000056.41.8.3
롯데는 이원준 부회장(유통BU장)이 참가한다.

롯데는	롯데/NNP+는/JX
이원준	이원준/NNP
부회장(유통BU장)이	부회장/NNG+(/SS+유통BU장/NNG+)/SS+이/JKS
참가한다.	참가/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000056.41.8.4
포스코는 권오준 회장 대신 오인환 사장이, 케이티는 계열사인 비씨카드의 채종진 사장이 각각 참가를 신청했다.

포스코는	포스코/NNP+는/JX
권오준	권오준/NNP
회장	회장/NNG
대신	대신/NNG
오인환	오인환/NNP
사장이,	사장/NNG+이/JKS+,/SP
케이티는	케이티/NNP+는/JX
계열사인	계열사/NNG+이/VCP+ㄴ/ETM
비씨카드의	비씨카드/NNP+의/JKG
채종진	채종진/NNP
사장이	사장/NNG+이/JKS
각각	각각/MAG
참가를	참가/NNG+를/JKO
신청했다.	신청/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.41.8.5
권 회장과 케이티 황창규 회장은 지난 6월 미국 경제사절단과 11월 인도네시아 경제사절단에 포함되지 않아 청와대의 부정적 뜻이 작용했다는 해석을 낳았다.

권	권/NNP
회장과	회장/NNG+과/JC
케이티	케이티/NNP
황창규	황창규/NNP
회장은	회장/NNG+은/JX
지난	지나/VV+ㄴ/ETM
6월	6/SN+월/NNB
미국	미국/NNP
경제사절단과	경제/NNG+사절단/NNG+과/JC
11월	11/SN+월/NNB
인도네시아	인도네시아/NNP
경제사절단에	경제/NNG+사절단/NNG+에/JKB
포함되지	포함/NNG+되/XSV+지/EC
않아	않/VX+아/EC
청와대의	청와대/NNP+의/JKG
부정적	부정/NNG+적/XSN
뜻이	뜻/NNG+이/JKS
작용했다는	작용/NNG+하/XSV+았/EP+다는/ETM
해석을	해석/NNG+을/JKO
낳았다.	낳/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.41.8.6
이에 대해 포스코는 “중국 인맥이 있는 오인환 철강부문 사장이 참석하는 게 더 적합하다고 판단했다”고 밝혔다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
포스코는	포스코/NNP+는/JX
“중국	“/SS+중국/NNP
인맥이	인맥/NNG+이/JKS
있는	있/VA+는/ETM
오인환	오인환/NNP
철강부문	철강/NNG+부문/NNG
사장이	사장/NNG+이/JKS
참석하는	참석/NNG+하/XSV+는/ETM
게	거/NNB+이/JKS
더	더/MAG
적합하다고	적합/NNG+하/XSA+다고/EC
판단했다”고	판단/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.41.8.7
케이티는 “케이티 대신 중국사업이 있는 비씨카드가 참가하는 것으로 결정했다”고 밝혔다.

케이티는	케이티/NNP+는/JX
“케이티	“/SS+케이티/NNP
대신	대신/NNG
중국사업이	중국/NNP+사업/NNG+이/JKS
있는	있/VA+는/ETM
비씨카드가	비씨카드/NNP+가/JKS
참가하는	참가/NNG+하/XSV+는/ETM
것으로	것/NNB+으로/JKB
결정했다”고	결정/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.41.9.1
중국 경제사절단은 13일 오후 양국 기업들이 참석하는 한중비즈니스포럼에 참석한다.

중국	중국/NNP
경제사절단은	경제/NNG+사절단/NNG+은/JX
13일	13/SN+일/NNB
오후	오후/NNG
양국	양국/NNG
기업들이	기업/NNG+들/XSN+이/JKS
참석하는	참석/NNG+하/XSV+는/ETM
한중비즈니스포럼에	한중/NNP+비즈니스/NNG+포럼/NNG+에/JKB
참석한다.	참석/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000056.41.9.2
일부 주요 그룹 총수들은 포럼 전에 문 대통령과 간담회를 갖고, 포럼 이후 열리는 국빈 만찬에도 참석할 예정이다.

일부	일부/NNG
주요	주요/NNG
그룹	그룹/NNG
총수들은	총수/NNG+들/XSN+은/JX
포럼	포럼/NNG
전에	전/NNG+에/JKB
문	문/NNP
대통령과	대통령/NNG+과/JKB
간담회를	간담회/NNG+를/JKO
갖고,	갖/VV+고/EC+,/SP
이후	이후/NNG
열리는	열리/VV+는/ETM
국빈	국빈/NNG
만찬에도	만찬/NNG+에/JKB+도/JX
참석할	참석/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000056.41.9.3
대한상의는 “정확한 사절단 규모나 참가자 내역 등 세부 상황은 미확정”이라고 말했다.

대한상의는	대한상의/NNP+는/JX
“정확한	“/SS+정확/NNG+하/XSA+ㄴ/ETM
사절단	사절단/NNG
규모나	규모/NNG+나/JC
참가자	참가자/NNG
내역	내역/NNG
등	등/NNB
세부	세부/NNG
상황은	상황/NNG+은/JX
미확정”이라고	미/XPN+확정/NNG+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


