# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.227
metadata : {}


# id : NWRW1800000044.227.1.1
[단독] 사복 경찰 또 세월호 유가족 미행하다 ‘들통’

[단독]	[/SS+단독/NNG+]/SS
고인돌휴게소에서	고인돌휴게소/NNP+에서/JKB
눈치를	눈치/NNG+를/JKO
챈	채/VV+ㄴ/ETM
유족들에게	유족/NNG+들/XSN+에게/JKB
붙잡혔다.	붙잡히/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.227.11.3
파문이 확산되자 최동해 경기지방경찰청장은 다음날인 20일 새벽 급히 안산의 합동분향소를 찾아가 유가족들에게 사과했다.

파문이	파문/NNG+이/JKS
확산되자	확산/NNG+되/XSV+자/EC
최동해	최동해/NNP
경기지방경찰청장은	경기지방경찰청장/NNG+은/JX
다음날인	다음날/NNG+이/VCP+ㄴ/ETM
20일	20/SN+일/NNB
새벽	새벽/NNG
급히	급히/MAG
안산의	안산/NNP+의/JKG
합동분향소를	합동/NNG+분향소/NNG+를/JKO
찾아가	찾아가/VV+아/EC
유가족들에게	유가족/NNG+들/XSN+에게/JKB
사과했다.	사과/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.227.11.4
최 청장은 이 자리에서 “앞으로 사전 동의를 거치지 않은 ‘사복 경찰’의 활동은 하지 않겠으며, 관련자들을 엄중 문책하겠다”고 말했다.

최	최/NNP
청장은	청장/NNG+은/JX
이	이/MMD
자리에서	자리/NNG+에서/JKB
“앞으로	“/SS+앞/NNG+으로/JKB
사전	사전/NNG
동의를	동의/NNG+를/JKO
거치지	거치/VV+지/EC
않은	않/VX+은/ETM
‘사복	‘/SS+사복/NNG
경찰’의	경찰/NNG+’/SS+의/JKG
활동은	활동/NNG+은/JX
하지	하/VV+지/EC
않겠으며,	않/VX+겠/EP+으며/EC+,/SP
관련자들을	관련자/NNG+들/XSN+을/JKO
엄중	엄중/NNG
문책하겠다”고	문책/NNG+하/XSV+겠/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.227.12.1
한편, 유가족들은 지난 8일 길이 130㎝, 무게 5㎏의 십자가를 지고 750여㎞(1900리) 도보순례에 나섰다.

한편,	한편/MAG+,/SP
유가족들은	유가족/NNG+들/XSN+은/JX
지난	지나/VV+ㄴ/ETM
8일	8/SN+일/NNB
길이	길이/NNG
130㎝,	130/SN+㎝/SW+,/SP
무게	무게/NNG
5㎏의	5/SN+㎏/SW+의/JKG
십자가를	십자가/NNG+를/JKO
지고	지/VV+고/EC
750여㎞(1900리)	750/SN+여/XSN+㎞/SW+(/SS+1900/SN+리/NNB+)/SS
도보순례에	도보/NNG+순례/NNG+에/JKB
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.227.12.2
잊혀져가는 세월호 참사의 진상 규명과 실종자들의 조속한 귀환을 염원하기 위해서다.

잊혀져가는	잊히/VV+어/EC+지/VX+어/EC+가/VX+는/ETM
세월호	세월호/NNP
참사의	참사/NNG+의/JKG
진상	진상/NNG
규명과	규명/NNG+과/JC
실종자들의	실종자/NNG+들/XSN+의/JKG
조속한	조속하/VA+ㄴ/ETM
귀환을	귀환/NNG+을/JKO
염원하기	염원/NNG+하/XSV+기/ETN
위해서다.	위하/VV+아서/EC+이/VCP+다/EF+./SF


# id : NWRW1800000044.227.12.3
이들은 단원고에서 출발해 진도 팽목항(7월31일 예정)을 거쳐 8월15일 대전월드컵경기장에서 프란치스코 교황이 집전하는 미사에 참석할 계획이다.

이들은	이/NP+들/XSN+은/JX
단원고에서	단원고/NNP+에서/JKB
출발해	출발/NNG+하/XSV+아/EC
진도	진도/NNP
팽목항(7월31일	팽목항/NNP+(/SS+7/SN+월/NNB+31/SN+일/NNB
예정)을	예정/NNG+)/SS+을/JKO
거쳐	거치/VV+어/EC
8월15일	8/SN+월/NNB+15/SN+일/NNB
대전월드컵경기장에서	대전월드컵경기장/NNP+에서/JKB
프란치스코	프란치스코/NNP
교황이	교황/NNG+이/JKS
집전하는	집전/NNG+하/XSV+는/ETM
미사에	미사/NNG+에/JKB
참석할	참석/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


