# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.384
metadata : {}


# id : NWRW1800000030.384.1.1
[수도권] [서울人] 도시계획 박사 출신 강홍빈 서울역사박물관장

[수도권]	[/SS+수도/NNG+권/XSN+]/SS
"예를	"/SS+예/NNG+를/JKO
들어	들/VV+어/EC
서울의	서울/NNP+의/JKG
종로가	종로/NNP+가/JKS
어떻게	어떻/VA+게/EC
근대를	근대/NNG+를/JKO
거치면서	거치/VV+면서/EC
서민들의	서민/NNG+들/XSN+의/JKG
공간으로	공간/NNG+으로/JKB
바뀌었는지	바뀌/VV+었/EP+는지/EC
자료	자료/NNG
발굴과	발굴/NNG+과/JC
전시를	전시/NNG+를/JKO
통해	통하/VV+아/EC
보여주는	보이/VV+어/EC+주/VX+는/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.384.4.3
"박완서의 소설을 말할 때 소설 자체는 문학박물관이나 출판박물관 같은 곳에서 다룰 수 있겠죠.

"박완서의	"/SS+박완서/NNP+의/JKG
소설을	소설/NNG+을/JKO
말할	말/NNG+하/XSV+ㄹ/ETM
때	때/NNG
소설	소설/NNG
자체는	자체/NNG+는/JX
문학박물관이나	문학/NNG+박물관/NNG+이나/JC
출판박물관	출판/NNG+박물관/NNG
같은	같/VA+은/ETM
곳에서	곳/NNG+에서/JKB
다룰	다루/VV+ㄹ/ETM
수	수/NNB
있겠죠.	있/VA+겠/EP+죠/EF+./SF


# id : NWRW1800000030.384.4.4
우리는 박완서가 6·25전쟁 이후 그렸던 서울 돈암동의 생활상에 주목합니다.

우리는	우리/NP+는/JX
박완서가	박완서/NNP+가/JKS
6·25전쟁	6/SN+·/SP+25/SN+전쟁/NNG
이후	이후/NNG
그렸던	그리/VV+었/EP+던/ETM
서울	서울/NNP
돈암동의	돈암동/NNP+의/JKG
생활상에	생활상/NNG+에/JKB
주목합니다.	주목/NNG+하/XSV+ㅂ니다/EF+./SF


# id : NWRW1800000030.384.4.5
박완서의 소설만큼 당시 돈암동을 생생하게 그려낸 기록이 없으니까요.

박완서의	박완서/NNP+의/JKG
소설만큼	소설/NNG+만큼/JKB
당시	당시/NNG
돈암동을	돈암동/NNP+을/JKO
생생하게	생생하/VA+게/EC
그려낸	그리/VV+어/EC+내/VX+ㄴ/ETM
기록이	기록/NNG+이/JKS
없으니까요.	없/VA+으니까/EC+요/JX+./SF


# id : NWRW1800000030.384.4.6
이렇게 박물관들이 다루는 것이 서로 엇비슷해 보여도 다루는 '주인공'은 다릅니다."

이렇게	이렇/VA+게/EC
박물관들이	박물관/NNG+들/XSN+이/JKS
다루는	다루/VV+는/ETM
것이	것/NNB+이/JKS
서로	서로/MAG
엇비슷해	엇비슷하/VA+아/EC
보여도	보이/VV+어도/EC
'주인공'은	'/SS+주인공/NNG+'/SS+은/JX
다릅니다."	다르/VA+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000030.384.5.1
서울역사박물관은 2002년 개관한 이후 조선시대 유물과 자료를 확보하는 데 집중했지만 강 관장이 취임한 2009년부터는 근·현대사에 좀 더 집중하고 있다.

서울역사박물관은	서울역사박물관/NNP+은/JX
2002년	2002/SN+년/NNB
개관한	개관/NNG+하/XSV+ㄴ/ETM
이후	이후/NNG
조선시대	조선시대/NNG
유물과	유물/NNG+과/JC
자료를	자료/NNG+를/JKO
확보하는	확보/NNG+하/XSV+는/ETM
데	데/NNB
집중했지만	집중/NNG+하/XSV+았/EP+지만/EC
강	강/NNP
관장이	관장/NNG+이/JKS
취임한	취임/NNG+하/XSV+ㄴ/ETM
2009년부터는	2009/SN+년/NNB+부터/JX+는/JX
근·현대사에	근·현대사/NNG+에/JKB
좀	좀/MAG
더	더/MAG
집중하고	집중/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.384.5.2
지금 박물관에서 전시 중인 '재건시대 서울'도 그런 전시 기획의 하나다.

지금	지금/MAG
박물관에서	박물관/NNG+에서/JKB
전시	전시/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
'재건시대	'/SS+재건/NNG+시대/NNG
서울'도	서울/NNP+'/SS+도/JX
그런	그런/MMD
기획의	기획/NNG+의/JKG
하나다.	하나/NR+이/VCP+다/EF+./SF


# id : NWRW1800000030.384.5.3
사라져 가는 근현대 서울생활문화를 조사해 '아현한남뉴타운' '서촌' '세운' 등 도시 생활사 자료집을 내기도 했다.

사라져	사라지/VV+어/EC
가는	가/VX+는/ETM
근현대	근현대/NNG
서울생활문화를	서울/NNP+생활/NNG+문화/NNG+를/JKO
조사해	조사/NNG+하/XSV+아/EC
'아현한남뉴타운'	'/SS+아현/NNP+한남/NNP+뉴타운/NNG+'/SS
'서촌'	'/SS+서촌/NNP+'/SS
'세운'	'/SS+세운/NNP+'/SS
등	등/NNB
도시	도시/NNG
생활사	생활사/NNG
자료집을	자료집/NNG+을/JKO
내기도	내/VV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000030.384.5.4
1945~2002년 현대 수도 서울의 역사와 문화, 변천사를 담은 전시실을 보강했다.

1945~2002년	1945/SN+~/SO+2002/SN+년/NNB
현대	현대/NNG
수도	수도/NNG
서울의	서울/NNP+의/JKG
역사와	역사/NNG+와/JC
문화,	문화/NNG+,/SP
변천사를	변천사/NNG+를/JKO
담은	담/VV+은/ETM
전시실을	전시실/NNG+을/JKO
보강했다.	보강/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.384.6.1
강 관장은 서울역사박물관의 수장이지만 역사를 다뤄온 사람은 아니다.

강	강/NNP
관장은	관장/NNG+은/JX
서울역사박물관의	서울역사박물관/NNP+의/JKG
수장이지만	수장/NNG+이/VCP+지만/EC
역사를	역사/NNG+를/JKO
다뤄온	다루/VV+어/EC+오/VX+ㄴ/ETM
사람은	사람/NNG+은/JX
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000030.384.6.2
오히려 50년 가까이 '건축'에서 시작해 건축이 들어선 '도시'와 그 속의 '문화' '인간 의식' 같은 주제와 씨름해왔다.

오히려	오히려/MAG
50년	50/SN+년/NNB
가까이	가까이/MAG
'건축'에서	'/SS+건축/NNG+'/SS+에서/JKB
시작해	시작/NNG+하/XSV+아/EC
건축이	건축/NNG+이/JKS
들어선	들어서/VV+ㄴ/ETM
'도시'와	'/SS+도시/NNG+'/SS+와/JC
그	그/MMD
속의	속/NNG+의/JKG
'문화'	'/SS+문화/NNG+'/SS
'인간	'/SS+인간/NNG
의식'	의식/NNG+'/SS
같은	같/VA+은/ETM
주제와	주제/NNG+와/JKB
씨름해왔다.	씨름/NNG+하/XSV+아/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000030.384.6.3
경기고 시절 건축가 르 꼬르뷔제의 사진집을 보고 건축에 매료돼 서울대 공대 건축과에 들어갔다.

경기고	경기고/NNP
시절	시절/NNG
건축가	건축가/NNG
르	르/NNP
꼬르뷔제의	꼬르뷔제/NNP+의/JKG
사진집을	사진집/NNG+을/JKO
보고	보/VV+고/EC
건축에	건축/NNG+에/JKB
매료돼	매료/NNG+되/XSV+어/EC
서울대	서울대/NNP
공대	공대/NNG
건축과에	건축과/NNG+에/JKB
들어갔다.	들어가/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.384.6.4
그러나 기계적인 건축이 아니라 건축이 들어서 있는, 역사와 문화가 그물망처럼 엮여 있는 도시를 탐구하고 싶었다.

그러나	그러나/MAJ
기계적인	기계/NNG+적/XSN+이/VCP+ㄴ/ETM
건축이	건축/NNG+이/JKS
아니라	아니/VCN+라/EC
들어서	들어서/VV+어/EC
있는,	있/VX+는/ETM+,/SP
역사와	역사/NNG+와/JC
문화가	문화/NNG+가/JKS
그물망처럼	그물망/NNG+처럼/JKB
엮여	엮이/VV+어/EC
있는	있/VX+는/ETM
도시를	도시/NNG+를/JKO
탐구하고	탐구/NNG+하/XSV+고/EC
싶었다.	싶/VX+었/EP+다/EF+./SF


# id : NWRW1800000030.384.6.5
지적 갈증을 풀기 위해 하버드대에서 도시설계를, MIT공대에서 도시계획학으로 각각 석사와 박사 학위를 받았다.

지적	지/NNG+적/XSN
갈증을	갈증/NNG+을/JKO
풀기	풀/VV+기/ETN
위해	위하/VV+아/EC
하버드대에서	하버드대/NNP+에서/JKB
도시설계를,	도시/NNG+설계/NNG+를/JKO+,/SP
MIT공대에서	MIT/SL+공대/NNG+에서/JKB
도시계획학으로	도시/NNG+계획학/NNG+으로/JKB
각각	각각/MAG
석사와	석사/NNG+와/JC
박사	박사/NNG
학위를	학위/NNG+를/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.384.6.6
귀국해서는 서울시 시정연구관을 거쳐 행정1부시장을 맡았다.

귀국해서는	귀국/NNG+하/XSV+아서/EC+는/JX
서울시	서울시/NNP
시정연구관을	시정/NNG+연구관/NNG+을/JKO
거쳐	거치/VV+어/EC
행정1부시장을	행정/NNG+1/SN+부시장/NNG+을/JKO
맡았다.	맡/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.384.7.1
강 관장의 주위에서는 "그동안 외국에서 한 공부가 아깝다"며 공무원이 되는 걸 강하게 반대하기도 했다.

강	강/NNP
관장의	관장/NNG+의/JKG
주위에서는	주위/NNG+에서/JKB+는/JX
"그동안	"/SS+그동안/NNG
외국에서	외국/NNG+에서/JKB
한	하/VV+ㄴ/ETM
공부가	공부/NNG+가/JKS
아깝다"며	아깝/VA+다/EF+"/SS+며/EC
공무원이	공무원/NNG+이/JKC
되는	되/VV+는/ETM
걸	거/NNB+ㄹ/JKO
강하게	강하/VA+게/EC
반대하기도	반대/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000030.384.7.2
그는 "대학 강단도 좋지만 바깥이 아니라 직접 안으로 들어가 도시를 바꾸는 일을 해보고 싶었다"며 공직을 택한 이유를 말했다.

그는	그/NP+는/JX
"대학	"/SS+대학/NNG
강단도	강단/NNG+도/JX
좋지만	좋/VA+지만/EC
바깥이	바깥/NNG+이/JKC
아니라	아니/VCN+라/EC
직접	직접/MAG
안으로	안/NNG+으로/JKB
들어가	들어가/VV+아/EC
도시를	도시/NNG+를/JKO
바꾸는	바꾸/VV+는/ETM
일을	일/NNG+을/JKO
해보고	하/VV+아/EC+보/VX+고/EC
싶었다"며	싶/VX+었/EP+다/EF+"/SS+며/EC
공직을	공직/NNG+을/JKO
택한	택하/VV+ㄴ/ETM
이유를	이유/NNG+를/JKO
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.384.8.1
강 관장은 서울시에 몸담는 동안 88올림픽 이후 도시 계획의 패러다임을 바꾸는 일에 관심을 가졌다.

강	강/NNP
관장은	관장/NNG+은/JX
서울시에	서울시/NNP+에/JKB
몸담는	몸담/VV+는/ETM
동안	동안/NNG
88올림픽	88/SN+올림픽/NNG
이후	이후/NNG
도시	도시/NNG
계획의	계획/NNG+의/JKG
패러다임을	패러다임/NNG+을/JKO
바꾸는	바꾸/VV+는/ETM
일에	일/NNG+에/JKB
관심을	관심/NNG+을/JKO
가졌다.	가지/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.384.8.2
서울의 미래와 뿌리를 연구하는 '서울학'과 서울역사박물관을 세워야 한다고 주장했다.

서울의	서울/NNP+의/JKG
미래와	미래/NNG+와/JC
뿌리를	뿌리/NNG+를/JKO
연구하는	연구/NNG+하/XSV+는/ETM
'서울학'과	'/SS+서울학/NNG+'/SS+과/JC
서울역사박물관을	서울역사박물관/NNP+을/JKO
세워야	세우/VV+어야/EC
한다고	하/VX+ㄴ다고/EC
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.384.8.3
그때부터 서울역사박물관과의 깊은 인연이 시작됐는지 모른다.

그때부터	그때/NNG+부터/JX
서울역사박물관과의	서울역사박물관/NNP+과/JKB+의/JKG
깊은	깊/VA+은/ETM
인연이	인연/NNG+이/JKS
시작됐는지	시작/NNG+되/XSV+었/EP+는지/EF
모른다.	모르/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.384.9.1
이후 서울시립대에서 도시공학을 가르치다 2009년 서울역사박물관장 공모에 후보로 나섰다.

이후	이후/NNG
서울시립대에서	서울시립대/NNP+에서/JKB
도시공학을	도시/NNG+공학/NNG+을/JKO
가르치다	가르치/VV+다/EC
2009년	2009/SN+년/NNB
서울역사박물관장	서울역사박물관장/NNG
공모에	공모/NNG+에/JKB
후보로	후보/NNG+로/JKB
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.384.9.2
그는 "누구의 권유나 언질이 있었던 것은 아니다"면서 "서울역사박물관이 태어나게 한 사람으로서 좀 더 박물관을 완성하고 싶었다"고 말했다.

그는	그/NP+는/JX
"누구의	"/SS+누구/NP+의/JKG
권유나	권유/NNG+나/JC
언질이	언질/NNG+이/JKS
있었던	있/VA+었/EP+던/ETM
것은	것/NNB+은/JX
아니다"면서	아니/VCN+다/EF+"/SS+면서/EC
"서울역사박물관이	"/SS+서울역사박물관/NNP+이/JKS
태어나게	태어나/VV+게/EC
한	하/VX+ㄴ/ETM
사람으로서	사람/NNG+으로서/JKB
좀	좀/MAG
더	더/MAG
박물관을	박물관/NNG+을/JKO
완성하고	완성/NNG+하/XSV+고/EC
싶었다"고	싶/VX+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.384.10.1
강 관장은 박물관을 '기억의 저장고'라고 표현했다.

강	강/NNP
관장은	관장/NNG+은/JX
박물관을	박물관/NNG+을/JKO
'기억의	'/SS+기억/NNG+의/JKG
저장고'라고	저장고/NNG+'/SS+라고/JKQ
표현했다.	표현/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.384.10.2
"박물관은 집단의 기억을 수집하고 공유하고 음미하는 곳입니다.

"박물관은	"/SS+박물관/NNG+은/JX
집단의	집단/NNG+의/JKG
기억을	기억/NNG+을/JKO
수집하고	수집/NNG+하/XSV+고/EC
공유하고	공유/NNG+하/XSV+고/EC
음미하는	음미/NNG+하/XSV+는/ETM
곳입니다.	곳/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000030.384.10.3
사람들이 당연하게 보고 지나가는 걸 새로운 눈으로 보게 만드는 역할을 합니다."

사람들이	사람/NNG+들/XSN+이/JKS
당연하게	당연/NNG+하/XSA+게/EC
보고	보/VV+고/EC
지나가는	지나가/VV+는/ETM
걸	거/NNB+ㄹ/JKO
새로운	새롭/VA+ㄴ/ETM
눈으로	눈/NNG+으로/JKB
보게	보/VV+게/EC
만드는	만들/VV+는/ETM
역할을	역할/NNG+을/JKO
합니다."	하/VV+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000030.384.10.4
관장으로 취임한 이후 '광화문 연가-시계를 되돌리다' 같은 전시에서 현대를 관통해온 장소를 통해 국가 권력과 일반인의 삶이 어떻게 교차했는지 보여줘 반향을 일으켰다.

관장으로	관장/NNG+으로/JKB
취임한	취임/NNG+하/XSV+ㄴ/ETM
이후	이후/NNG
'광화문	'/SS+광화문/NNP
연가-시계를	연가/NNG+-/SO+시계/NNG+를/JKO
되돌리다'	되돌리/VV+다/EF+'/SS
같은	같/VA+은/ETM
전시에서	전시/NNG+에서/JKB
현대를	현대/NNG+를/JKO
관통해온	관통/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
장소를	장소/NNG+를/JKO
통해	통하/VV+아/EC
국가	국가/NNG
권력과	권력/NNG+과/JC
일반인의	일반인/NNG+의/JKG
삶이	삶/NNG+이/JKS
어떻게	어떻/VA+게/EC
교차했는지	교차/NNG+하/XSV+았/EP+는지/EC
보여줘	보이/VV+어/EC+주/VX+어/EC
반향을	반향/NNG+을/JKO
일으켰다.	일으키/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.384.11.1
그는 "정도전은 한양의 아키텍트였다"면서 "중국으로부터 도시 계획의 기본은 가져 왔지만 하천 같은 자연과의 조화를 꾀했고, 고도의 정신성을 구현하고자 했다"고 말했다.

그는	그/NP+는/JX
"정도전은	"/SS+정도전/NNP+은/JX
한양의	한양/NNP+의/JKG
아키텍트였다"면서	아키텍트/NNG+이/VCP+었/EP+다/EF+"/SS+면서/EC
"중국으로부터	"/SS+중국/NNP+으로부터/JKB
도시	도시/NNG
계획의	계획/NNG+의/JKG
기본은	기본/NNG+은/JX
가져	가지/VV+어/EC
왔지만	오/VX+았/EP+지만/EC
하천	하천/NNG
같은	같/VA+은/ETM
자연과의	자연/NNG+과/JKB+의/JKG
조화를	조화/NNG+를/JKO
꾀했고,	꾀하/VV+았/EP+고/EC+,/SP
고도의	고도/NNG+의/JKG
정신성을	정신/NNG+성/XSN+을/JKO
구현하고자	구현/NNG+하/XSV+고자/EC
했다"고	하/VX+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.384.11.2
강 관장에게 한양으로부터 이어지는 서울에는 역사의 층위만큼 흥미로운 이야기가 무궁무진하다는 것이다.

강	강/NNP
관장에게	관장/NNG+에게/JKB
한양으로부터	한양/NNP+으로부터/JKB
이어지는	이어지/VV+는/ETM
서울에는	서울/NNP+에/JKB+는/JX
역사의	역사/NNG+의/JKG
층위만큼	층위/NNG+만큼/JKB
흥미로운	흥미/NNG+롭/XSA+ㄴ/ETM
이야기가	이야기/NNG+가/JKS
무궁무진하다는	무궁무진/NNG+하/XSA+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000030.384.12.1
그는 내년 봄까지 한양시대에 대한 이야기를 심화시켜 전시할 계획이다.

그는	그/NP+는/JX
내년	내년/NNG
봄까지	봄/NNG+까지/JX
한양시대에	한양/NNP+시대/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
이야기를	이야기/NNG+를/JKO
심화시켜	심화/NNG+시키/XSV+어/EC
전시할	전시/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.384.12.2
"조선시대 중인들에 대한 기획을 준비하고 있어요.

"조선시대	"/SS+조선시대/NNG
중인들에	중인/NNG+들/XSN+에/JKB
대한	대하/VV+ㄴ/ETM
기획을	기획/NNG+을/JKO
준비하고	준비/NNG+하/XSV+고/EC
있어요.	있/VX+어요/EF+./SF


# id : NWRW1800000030.384.12.3
근대 이전에 시민적 의식이 가장 강했던 이들이었고, 개혁의 선두주자였지요."

근대	근대/NNG
이전에	이전/NNG+에/JKB
시민적	시민/NNG+적/XSN
의식이	의식/NNG+이/JKS
가장	가장/MAG
강했던	강하/VA+았/EP+던/ETM
이들이었고,	이/NNB+들/XSN+이/VCP+었/EP+고/EC+,/SP
개혁의	개혁/NNG+의/JKG
선두주자였지요."	선두/NNG+주자/NNG+이/VCP+었/EP+지요/EF+./SF+"/SS


# id : NWRW1800000030.384.13.1
그는 마지막으로 "도시는 생산과 소비뿐 아니라 창조의 요람"이라는 말을 던졌다.

그는	그/NP+는/JX
마지막으로	마지막/NNG+으로/JKB
"도시는	"/SS+도시/NNG+는/JX
생산과	생산/NNG+과/JC
소비뿐	소비/NNG+뿐/JX
아니라	아니/VCN+라/EC
창조의	창조/NNG+의/JKG
요람"이라는	요람/NNG+"/SS+이/VCP+라는/ETM
말을	말/NNG+을/JKO
던졌다.	던지/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.384.13.2
시민들이 서울역사박물관을 통해 창조적 영감을 얻어 가길 기대하는 듯했다.

시민들이	시민/NNG+들/XSN+이/JKS
서울역사박물관을	서울역사박물관/NNP+을/JKO
통해	통하/VV+아/EC
창조적	창조/NNG+적/XSN
영감을	영감/NNG+을/JKO
얻어	얻/VV+어/EC
가길	가/VX+기/ETN+ㄹ/JKO
기대하는	기대/NNG+하/XSV+는/ETM
듯했다.	듯/NNB+하/XSA+았/EP+다/EF+./SF


