# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.419
metadata : {}


# id : NWRW1800000030.419.1.1
[호남] "남해안 거점대 역할 수행하겠다"

[호남]	[/SS+호남/NNP+]/SS
문제들과	문제/NNG+들/XSN+과/JKB
직면해	직면/NNG+하/XSV+아/EC
있다"고	있/VX+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.419.4.2
그는 "이들 문제를 당면 과제로 삼아 반드시 해결하겠다"고 했다.

그는	그/NP+는/JX
"이들	"/SS+이/NP+들/XSN
문제를	문제/NNG+를/JKO
당면	당면/NNG
과제로	과제/NNG+로/JKB
삼아	삼/VV+아/EC
반드시	반드시/MAG
해결하겠다"고	해결/NNG+하/XSV+겠/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.419.5.1
송 총장은 이어 "대학 발전을 위해 배려와 경청의 리더십으로 누구와도 대화하고 협력해나가겠다"며 이를 위해 '학내 소통 및 협력합리화 기구' 설치를 약속했다.

송	송/NNP
총장은	총장/NNG+은/JX
이어	이어/MAG
"대학	"/SS+대학/NNG
발전을	발전/NNG+을/JKO
위해	위하/VV+아/EC
배려와	배려/NNG+와/JC
경청의	경청/NNG+의/JKG
리더십으로	리더십/NNG+으로/JKB
누구와도	누구/NP+와/JKB+도/JX
대화하고	대화/NNG+하/XSV+고/EC
협력해나가겠다"며	협력/NNG+하/XSV+아/EC+나가/VX+겠/EP+다/EF+"/SS+며/EC
이를	이/NP+를/JKO
'학내	'/SS+학내/NNG
소통	소통/NNG
및	및/MAG
협력합리화	협력/NNG+합리/NNG+화/XSN
기구'	기구/NNG+'/SS
설치를	설치/NNG+를/JKO
약속했다.	약속/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.419.5.2
그는 특히 "재원 확충과 대학 복지 선진화를 위해 모든 역량을 집중하겠다"며 "경영 진단과 업무 분석을 기초로 예산의 효율적 집행을 이루어내고 예산 규모의 지속적 확대를 통해 안정적 재정 기반을 마련하겠다"고도 했다.

그는	그/NP+는/JX
특히	특히/MAG
"재원	"/SS+재원/NNG
확충과	확충/NNG+과/JC
대학	대학/NNG
복지	복지/NNG
선진화를	선진/NNG+화/XSN+를/JKO
위해	위하/VV+아/EC
모든	모든/MMN
역량을	역량/NNG+을/JKO
집중하겠다"며	집중/NNG+하/XSV+겠/EP+다/EF+"/SS+며/EC
"경영	"/SS+경영/NNG
진단과	진단/NNG+과/JC
업무	업무/NNG
분석을	분석/NNG+을/JKO
기초로	기초/NNG+로/JKB
예산의	예산/NNG+의/JKG
효율적	효율/NNG+적/XSN
집행을	집행/NNG+을/JKO
이루어내고	이루/VV+어/EC+내/VX+고/EC
예산	예산/NNG
규모의	규모/NNG+의/JKG
지속적	지속/NNG+적/XSN
확대를	확대/NNG+를/JKO
통해	통하/VV+아/EC
안정적	안정/NNG+적/XSN
재정	재정/NNG
기반을	기반/NNG+을/JKO
마련하겠다"고도	마련/NNG+하/XSV+겠/EP+다/EF+"/SS+고/JKQ+도/JX
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.419.6.1
그는 이밖에도 ▲연구와 교육 중심대학 ▲대학 인지도, 재정 건전성 제고 ▲지역 발전 협력 ▲대학 복지 확충 ▲산·학 협동사업 확대 ▲민자 수익사업 확대 등의 사업 추진 의사를 밝혔다.

그는	그/NP+는/JX
이밖에도	이/NP+밖/NNG+에/JKB+도/JX
▲연구와	▲/SW+연구/NNG+와/JC
교육	교육/NNG
중심대학	중심/NNG+대학/NNG
▲대학	▲/SW+대학/NNG
인지도,	인지도/NNG+,/SP
재정	재정/NNG
건전성	건전/NNG+성/XSN
제고	제고/NNG
▲지역	▲/SW+지역/NNG
발전	발전/NNG
협력	협력/NNG
복지	복지/NNG
확충	확충/NNG
▲산·학	▲/SW+산·학/NNG
협동사업	협동/NNG+사업/NNG
확대	확대/NNG
▲민자	▲/SW+민자/NNG
수익사업	수익/NNG+사업/NNG
등의	등/NNB+의/JKG
사업	사업/NNG
추진	추진/NNG
의사를	의사/NNG+를/JKO
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.419.7.1
송 총장은 지난 7월 실시된 총장 후보 선거에서 1위를 차지, 차점자와 함께 복수 추천돼 지난 달 대통령의 재가를 거쳐 4년 임기의 총장에 임명됐다.

송	송/NNP
총장은	총장/NNG+은/JX
지난	지나/VV+ㄴ/ETM
7월	7/SN+월/NNB
실시된	실시/NNG+되/XSV+ㄴ/ETM
총장	총장/NNG
후보	후보/NNG
선거에서	선거/NNG+에서/JKB
1위를	1/SN+위/NNB+를/JKO
차지,	차지/NNG+,/SP
차점자와	차점자/NNG+와/JKB
함께	함께/MAG
복수	복수/NNG
추천돼	추천/NNG+되/XSV+어/EC
달	달/NNG
대통령의	대통령/NNG+의/JKG
재가를	재가/NNG+를/JKO
거쳐	거치/VV+어/EC
4년	4/SN+년/NNB
임기의	임기/NNG+의/JKG
총장에	총장/NNG+에/JKB
임명됐다.	임명/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000030.419.8.1
전북 남원 출신인 송 총장은 1985년 사범대 수학교육과 교수로 임용된 후 전자계산소장, 교무처장, 과학영재교육원 초대원장 등을 거쳤다.

전북	전북/NNP
남원	남원/NNP
출신인	출신/NNG+이/VCP+ㄴ/ETM
송	송/NNP
총장은	총장/NNG+은/JX
1985년	1985/SN+년/NNB
사범대	사범대/NNG
수학교육과	수학/NNG+교육/NNG+과/NNG
교수로	교수/NNG+로/JKB
임용된	임용/NNG+되/XSV+ㄴ/ETM
후	후/NNG
전자계산소장,	전자계산소장/NNG+,/SP
교무처장,	교무처장/NNG+,/SP
과학영재교육원	과학/NNG+영재/NNG+교육원/NNG
초대원장	초대/NNG+원장/NNG
등을	등/NNB+을/JKO
거쳤다.	거치/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.419.9.1
또 영국 셰필드대와 미국 켄터키 주립대 교환교수, 대통령과학장학생 선정평가위원, 국가과학기술장학사업 정책연구과제 평가위원, 대한수학교육학회 부회장 등을 역임했다.

또	또/MAG
영국	영국/NNP
셰필드대와	셰필드대/NNP+와/JC
미국	미국/NNP
켄터키	켄터키/NNP
주립대	주립대/NNG
교환교수,	교환/NNG+교수/NNG+,/SP
대통령과학장학생	대통령/NNG+과학/NNG+장학/NNG+생/XSN
선정평가위원,	선정/NNG+평가/NNG+위원/NNG+,/SP
국가과학기술장학사업	국가/NNG+과학/NNG+기술/NNG+장학/NNG+사업/NNG
정책연구과제	정책/NNG+연구/NNG+과제/NNG
평가위원,	평가/NNG+위원/NNG+,/SP
대한수학교육학회	대한수학교육학회/NNP
부회장	부회장/NNG
등을	등/NNB+을/JKO
역임했다.	역임/NNG+하/XSV+았/EP+다/EF+./SF


