# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.103
metadata : {}


# id : NWRW1800000026.103.1.1
[심층분석] 삼성 컨트롤타워 '전략기획실' 부활하나;이건희 회장은 방향 제시→기획실 구체화→계열사 실행 '스피드 경영' 되살릴 듯

[심층분석]	[/SS+심층/NNG+분석/NNG+]/SS
호암 이병철 창업주 시절 비서실로 출발한 전략기획실은 과거 삼성의 전 계열사에서 올라온 100여명의 임직원이 각 사의 경영계획·재무·인사 등을 맡으며 그룹의 '컨트롤타워(control tower)' 역할을 해 왔다.

호암	호암/NNP
이병철	이병철/NNP
창업주	창업주/NNG
시절	시절/NNG
비서실로	비서실/NNG+로/JKB
출발한	출발/NNG+하/XSV+ㄴ/ETM
전략기획실은	전략/NNG+기획실/NNG+은/JX
과거	과거/NNG
삼성의	삼성/NNP+의/JKG
전	전/MMN
계열사에서	계열사/NNG+에서/JKB
올라온	올라오/VV+ㄴ/ETM
100여명의	100/SN+여/XSN+명/NNB+의/JKG
임직원이	임직원/NNG+이/JKS
각	각/MMD
사의	사/NNG+의/JKG
경영계획·재무·인사	경영/NNG+계획/NNG+·/SP+재무/NNG+·/SP+인사/NNG
등을	등/NNB+을/JKO
맡으며	맡/VV+으며/EC
그룹의	그룹/NNG+의/JKG
'컨트롤타워(control	'/SS+컨트롤/NNG+타워/NNG+(/SS+control/SL
tower)'	tower/SL+)/SS+'/SS
역할을	역할/NNG+을/JKO
해	하/VV+아/EC
왔다.	오/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.103.4.1
◆이회장 퇴진 후 공식적으로 '각사 경영체제'로

◆이회장	◆/SW+이/NNP+회장/NNG
퇴진	퇴진/NNG
후	후/NNG
공식적으로	공식/NNG+적/XSN+으로/JKB
'각사	'/SS+각/MMD+사/NNG
경영체제'로	경영/NNG+체제/NNG+'/SS+로/JKB


# id : NWRW1800000026.103.5.1
2008년 4월 이건희 회장이 경영 일선에서 물러난 뒤 전략기획실이 해체되면서 삼성은 공식적으로는 '각사 경영체제'로 돌입했다.

2008년	2008/SN+년/NNB
4월	4/SN+월/NNB
이건희	이건희/NNP
회장이	회장/NNG+이/JKS
경영	경영/NNG
일선에서	일선/NNG+에서/JKB
물러난	물러나/VV+ㄴ/ETM
뒤	뒤/NNG
전략기획실이	전략/NNG+기획실/NNG+이/JKS
해체되면서	해체/NNG+되/XSV+면서/EC
삼성은	삼성/NNP+은/JX
공식적으로는	공식/NNG+적/XSN+으로/JKB+는/JX
'각사	'/SS+각/MMD+사/NNG
경영체제'로	경영/NNG+체제/NNG+'/SS+로/JKB
돌입했다.	돌입/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.103.5.2
이 회장의 부재로 삼성 내에는 전략기획실 대신 각종 협의회와 위원회가 양산됐다.

이	이/NNP
회장의	회장/NNG+의/JKG
부재로	부재/NNG+로/JKB
삼성	삼성/NNP
내에는	내/NNB+에/JKB+는/JX
전략기획실	전략/NNG+기획실/NNG
대신	대신/NNG
각종	각종/NNG
협의회와	협의회/NNG+와/JC
위원회가	위원회/NNG+가/JKS
양산됐다.	양산/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000026.103.5.3
각 계열사 사장으로 이뤄진 사장단협의회와 산하 3개 위원회(브랜드관리위원회·투자조정위원회·인사위원회)가 '외형상' 그룹의 컨트롤 타워를 맡았다.

각	각/MMD
계열사	계열사/NNG
사장으로	사장/NNG+으로/JKB
이뤄진	이뤄지/VV+ㄴ/ETM
사장단협의회와	사장단/NNG+협의회/NNG+와/JC
산하	산하/NNG
3개	3/SN+개/NNB
위원회(브랜드관리위원회·투자조정위원회·인사위원회)가	위원회/NNG+(/SS+브랜드/NNG+관리/NNG+위원회/NNG+·/SP+투자/NNG+조정/NNG+위원회/NNG+·/SP+인사/NNG+위원회/NNG+)/SS+가/JKS
'외형상'	'/SS+외형/NNG+상/XSN+'/SS
그룹의	그룹/NNG+의/JKG
컨트롤	컨트롤/NNG
타워를	타워/NNG+를/JKO
맡았다.	맡/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.103.5.4
여기에 사장단협의회 산하로 삼성의 대외적 창구를 담당하는 업무지원실, 커뮤니케이션팀, 법무실이 설치됐다.

여기에	여기/NP+에/JKB
사장단협의회	사장단/NNG+협의회/NNG
산하로	산하/NNG+로/JKB
삼성의	삼성/NNP+의/JKG
대외적	대외/NNG+적/XSN
창구를	창구/NNG+를/JKO
담당하는	담당/NNG+하/XSV+는/ETM
업무지원실,	업무/NNG+지원실/NNG+,/SP
커뮤니케이션팀,	커뮤니케이션/NNG+팀/NNG+,/SP
법무실이	법무실/NNG+이/JKS
설치됐다.	설치/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000026.103.6.1
하지만 협의체 형식인 사장단협의회와 산하 조직은 대규모 투자 계획 등 과감한 결정을 내리는 데는 한계가 있었다는 게 삼성 측 설명이다.

하지만	하지만/MAJ
협의체	협의체/NNG
형식인	형식/NNG+이/VCP+ㄴ/ETM
사장단협의회와	사장단/NNG+협의회/NNG+와/JC
산하	산하/NNG
조직은	조직/NNG+은/JX
대규모	대/XPN+규모/NNG
투자	투자/NNG
계획	계획/NNG
등	등/NNB
과감한	과감하/VA+ㄴ/ETM
결정을	결정/NNG+을/JKO
내리는	내리/VV+는/ETM
데는	데/NNB+는/JX
한계가	한계/NNG+가/JKS
있었다는	있/VA+었/EP+다는/ETM
게	거/NNB+이/JKS
삼성	삼성/NNP
측	측/NNB
설명이다.	설명/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.103.7.1
삼성 고위 관계자는 "그 전엔 이건희 회장이 그룹의 큰 방향을 제시하고 비서실과 전략기획실 등이 이를 구체화하면 계열사들이 즉각 실행에 옮기는 체제였다"며 "이건희 회장 퇴진 후에는 이 같은 체제가 불가능했다"고 말했다.

삼성	삼성/NNP
고위	고위/NNG
관계자는	관계자/NNG+는/JX
"그	"/SS+그/MMD
전엔	전/NNG+에/JKB+ㄴ/JX
이건희	이건희/NNP
회장이	회장/NNG+이/JKS
그룹의	그룹/NNG+의/JKG
큰	크/VA+ㄴ/ETM
방향을	방향/NNG+을/JKO
제시하고	제시/NNG+하/XSV+고/EC
비서실과	비서실/NNG+과/JC
전략기획실	전략/NNG+기획실/NNG
등이	등/NNB+이/JKS
이를	이/NP+를/JKO
구체화하면	구체/NNG+화/XSN+하/XSV+면/EC
계열사들이	계열사/NNG+들/XSN+이/JKS
즉각	즉각/MAG
실행에	실행/NNG+에/JKB
옮기는	옮기/VV+는/ETM
체제였다"며	체제/NNG+이/VCP+었/EP+다/EF+"/SS+며/EC
"이건희	"/SS+이건희/NNP
회장	회장/NNG
퇴진	퇴진/NNG
후에는	후/NNG+에/JKB+는/JX
이	이/NP
같은	같/VA+은/ETM
체제가	체제/NNG+가/JKS
불가능했다"고	불/XPN+가능/NNG+하/XSA+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.103.8.1
현재 삼성은 공식적으로 '전략기획실 부활'에 대한 입장을 밝히지 않고 있다.

현재	현재/MAG
삼성은	삼성/NNP+은/JX
공식적으로	공식/NNG+적/XSN+으로/JKB
'전략기획실	'/SS+전략/NNG+기획실/NNG
부활'에	부활/NNG+'/SS+에/JKB
대한	대하/VV+ㄴ/ETM
입장을	입장/NNG+을/JKO
밝히지	밝히/VV+지/EC
않고	않/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.103.8.2
삼성 측은 "복귀하는 이 회장의 수행·의전 등을 담당할 회장실을 삼성전자에 설치한다"는 계획과 "현재 사장단협의회 산하에 있는 업무지원실, 커뮤니케이션팀, 법무실 등을 업무지원실, 브랜드관리실, 윤리경영실로 확대하는 방안을 검토하고 있다"고만 밝혔다.

삼성	삼성/NNP
측은	측/NNB+은/JX
"복귀하는	"/SS+복귀/NNG+하/XSV+는/ETM
이	이/NNP
회장의	회장/NNG+의/JKG
수행·의전	수행/NNG+·/SP+의전/NNG
등을	등/NNB+을/JKO
담당할	담당/NNG+하/XSV+ㄹ/ETM
회장실을	회장실/NNG+을/JKO
삼성전자에	삼성전자/NNP+에/JKB
설치한다"는	설치/NNG+하/XSV+ㄴ다/EF+"/SS+는/ETM
계획과	계획/NNG+과/JC
"현재	"/SS+현재/MAG
사장단협의회	사장단/NNG+협의회/NNG
산하에	산하/NNG+에/JKB
있는	있/VA+는/ETM
업무지원실,	업무/NNG+지원실/NNG+,/SP
커뮤니케이션팀,	커뮤니케이션/NNG+팀/NNG+,/SP
법무실	법무실/NNG
브랜드관리실,	브랜드/NNG+관리실/NNG+,/SP
윤리경영실로	윤리/NNG+경영실/NNG+로/JKB
확대하는	확대/NNG+하/XSV+는/ETM
방안을	방안/NNG+을/JKO
검토하고	검토/NNG+하/XSV+고/EC
있다"고만	있/VX+다/EF+"/SS+고/JKQ+만/JX
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.103.9.1
◆전략기획실 기능, 기존 조직에 이미 있다

◆전략기획실	◆/SW+전략/NNG+기획실/NNG
기능,	기능/NNG+,/SP
기존	기존/NNG
조직에	조직/NNG+에/JKB
이미	이미/MAG
있다	있/VA+다/EF


# id : NWRW1800000026.103.10.1
하지만 삼성 그룹 내에 이미 기존 '전략기획실' 역할을 하던 조직이 곳곳에 존재하기 때문에 과거 전략기획실 역할을 부활시키는 것은 어렵지 않을 것이란 전망이다.

하지만	하지만/MAJ
삼성	삼성/NNP
그룹	그룹/NNG
내에	내/NNB+에/JKB
이미	이미/MAG
기존	기존/NNG
'전략기획실'	'/SS+전략/NNG+기획실/NNG+'/SS
역할을	역할/NNG+을/JKO
하던	하/VV+던/ETM
조직이	조직/NNG+이/JKS
곳곳에	곳곳/NNG+에/JKB
존재하기	존재/NNG+하/XSV+기/ETN
때문에	때문/NNB+에/JKB
과거	과거/NNG
전략기획실	전략/NNG+기획실/NNG
부활시키는	부활/NNG+시키/XSV+는/ETM
것은	것/NNB+은/JX
어렵지	어렵/VA+지/EC
않을	않/VX+을/ETM
것이란	것/NNB+이/VCP+란/ETM
전망이다.	전망/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.103.11.1
실제로 이건희 회장 퇴진 후에도 '부재의 공백'을 메우기 위한 내부 컨트롤타워 조직은 존재해 왔던 것으로 알려졌다.

실제로	실제로/MAG
이건희	이건희/NNP
회장	회장/NNG
퇴진	퇴진/NNG
후에도	후/NNG+에/JKB+도/JX
'부재의	'/SS+부재/NNG+의/JKG
공백'을	공백/NNG+'/SS+을/JKO
메우기	메우/VV+기/ETN
위한	위하/VV+ㄴ/ETM
내부	내부/NNG
컨트롤타워	컨트롤/NNG+타워/NNG
조직은	조직/NNG+은/JX
존재해	존재/NNG+하/XSV+아/EC
왔던	오/VX+았/EP+던/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.103.11.2
이 같은 조직들은 이건희 회장 복귀로 전략기획실이 부활할 경우 한층 더 힘을 받고 역할이 강화될 것으로 예상된다.

이	이/NP
같은	같/VA+은/ETM
조직들은	조직/NNG+들/XSN+은/JX
이건희	이건희/NNP
회장	회장/NNG
복귀로	복귀/NNG+로/JKB
전략기획실이	전략/NNG+기획실/NNG+이/JKS
부활할	부활/NNG+하/XSV+ㄹ/ETM
경우	경우/NNG
한층	한층/MAG
더	더/MAG
힘을	힘/NNG+을/JKO
받고	받/VV+고/EC
역할이	역할/NNG+이/JKS
강화될	강화/NNG+되/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
예상된다.	예상/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.103.12.1
실제로 현재 삼성전자 사업지원팀 이상훈 사장은 전 전략기획실 재무팀 출신으로 이 회장 부재 당시 실질적으로 그룹 전체 투자 조율 업무를 담당해 온 것으로 알려져 있다.

실제로	실제로/MAG
현재	현재/MAG
삼성전자	삼성전자/NNP
사업지원팀	사업/NNG+지원/NNG+팀/NNG
이상훈	이상훈/NNP
사장은	사장/NNG+은/JX
전	전/MMD
전략기획실	전략/NNG+기획실/NNG
재무팀	재무/NNG+팀/NNG
출신으로	출신/NNG+으로/JKB
이	이/NNP
회장	회장/NNG
부재	부재/NNG
당시	당시/NNG
실질적으로	실질/NNG+적/XSN+으로/JKB
그룹	그룹/NNG
전체	전체/NNG
투자	투자/NNG
조율	조율/NNG
업무를	업무/NNG+를/JKO
담당해	담당/NNG+하/XSV+아/EC
온	오/VX+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려져	알려지/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.103.13.1
그룹 임원인사는 전략기획실 인사팀장 출신인 정유성 부사장이 이끄는 삼성전자 경영전략팀에서 맡아온 것으로 알려졌다.

그룹	그룹/NNG
임원인사는	임원/NNG+인사/NNG+는/JX
전략기획실	전략/NNG+기획실/NNG
인사팀장	인사팀장/NNG
출신인	출신/NNG+이/VCP+ㄴ/ETM
정유성	정유성/NNP
부사장이	부사장/NNG+이/JKS
이끄는	이끌/VV+는/ETM
삼성전자	삼성전자/NNP
경영전략팀에서	경영/NNG+전략/NNG+팀/NNG+에서/JKB
맡아온	맡/VV+아/EC+오/VX+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.103.13.2
여기에 최근 삼성전자 감사팀장에 선임된 김봉영 부사장은 기존 전략기획실의 경영진단팀 소속으로 앞으로 전략기획실이 부활할 경우 해당 역할을 맡을 가능성이 크다.

여기에	여기/NP+에/JKB
최근	최근/NNG
삼성전자	삼성전자/NNP
감사팀장에	감사/NNG+팀장/NNG+에/JKB
선임된	선임/NNG+되/XSV+ㄴ/ETM
김봉영	김봉영/NNP
부사장은	부사장/NNG+은/JX
기존	기존/NNG
전략기획실의	전략/NNG+기획실/NNG+의/JKG
경영진단팀	경영/NNG+진단/NNG+팀/NNG
소속으로	소속/NNG+으로/JKB
앞으로	앞/NNG+으로/JKB
전략기획실이	전략/NNG+기획실/NNG+이/JKS
부활할	부활/NNG+하/XSV+ㄹ/ETM
경우	경우/NNG
해당	해당/NNG
역할을	역할/NNG+을/JKO
맡을	맡/VV+을/ETM
가능성이	가능/NNG+성/XSN+이/JKS
크다.	크/VA+다/EF+./SF


# id : NWRW1800000026.103.14.1
이에 대해 삼성 측은 "이건희 회장의 부재시 그룹에는 전체적인 컨트롤타워가 없었다"며 "그룹 인사나 재무관리 등 그룹 전체적인 결정은 그간 사장단협의회 산하의 협의체인 인사위원회나 투자위원회 등을 통해 해왔다"고 밝혔다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
삼성	삼성/NNP
측은	측/NNB+은/JX
"이건희	"/SS+이건희/NNP
회장의	회장/NNG+의/JKG
부재시	부재/NNG+시/NNB
그룹에는	그룹/NNG+에/JKB+는/JX
전체적인	전체/NNG+적/XSN+이/VCP+ㄴ/ETM
컨트롤타워가	컨트롤/NNG+타워/NNG+가/JKS
없었다"며	없/VA+었/EP+다/EF+"/SS+며/EC
"그룹	"/SS+그룹/NNG
인사나	인사/NNG+나/JC
재무관리	재무/NNG+관리/NNG
등	등/NNB
그룹	그룹/NNG
결정은	결정/NNG+은/JX
그간	그/NP+간/XSN
사장단협의회	사장단/NNG+협의회/NNG
산하의	산하/NNG+의/JKG
협의체인	협의체/NNG+이/VCP+ㄴ/ETM
인사위원회나	인사/NNG+위원회/NNG+나/JC
투자위원회	투자/NNG+위원회/NNG
등을	등/NNB+을/JKO
통해	통하/VV+아/EC
해왔다"고	하/VV+아/EC+오/VX+았/EP+다/EF+"/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.103.14.2
하지만 재계 관계자는 "전략기획실 해체 이후 어떠한 형식으로든 연매출 200조원의 거대기업이 컨트롤타워 없이 운영됐다는 것은 믿기 어렵다"며 "삼성전자 내 사업지원팀과 경영전략팀이 전체적인 조율 역할을 담당해 왔고, 이들 조직이 결국 이 회장 복귀와 함께 어떠한 형식으로든 전략기획실 부활의 중추적인 역할을 담당할 것"이라고 말했다.

하지만	하지만/MAJ
재계	재계/NNG
관계자는	관계자/NNG+는/JX
"전략기획실	"/SS+전략/NNG+기획실/NNG
해체	해체/NNG
이후	이후/NNG
어떠한	어떠하/VA+ㄴ/ETM
형식으로든	형식/NNG+으로/JKB+든/JX
연매출	연/NNG+매출/NNG
200조원의	200/SN+조/NR+원/NNB+의/JKG
거대기업이	거대/NNG+기업/NNG+이/JKS
컨트롤타워	컨트롤/NNG+타워/NNG
없이	없이/MAG
운영됐다는	운영/NNG+되/XSV+었/EP+다는/ETM
것은	것/NNB+은/JX
믿기	믿/VV+기/ETN
어렵다"며	어렵/VA+다/EF+"/SS+며/EC
"삼성전자	"/SS+삼성전자/NNP
내	내/NNB
사업지원팀과	사업/NNG+지원/NNG+팀/NNG+과/JC
경영전략팀이	경영/NNG+전략/NNG+팀/NNG+이/JKS
전체적인	전체/NNG+적/XSN+이/VCP+ㄴ/ETM
조율	조율/NNG
역할을	역할/NNG+을/JKO
담당해	담당/NNG+하/XSV+아/EC
왔고,	오/VX+았/EP+고/EC+,/SP
이들	이/NP+들/XSN
조직이	조직/NNG+이/JKS
결국	결국/MAG
이	이/NNP
회장	회장/NNG
복귀와	복귀/NNG+와/JKB
함께	함께/MAG
전략기획실	전략/NNG+기획실/NNG
부활의	부활/NNG+의/JKG
중추적인	중추/NNG+적/XSN+이/VCP+ㄴ/ETM
담당할	담당/NNG+하/XSV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.103.15.1
여기에 이학수 전 부회장의 복귀 여부도 주된 관심사 중 하나다.

여기에	여기/NP+에/JKB
이학수	이학수/NNP
전	전/MMD
부회장의	부회장/NNG+의/JKG
복귀	복귀/NNG
여부도	여부/NNG+도/JX
주된	주/NNG+되/XSV+ㄴ/ETM
관심사	관심사/NNG
중	중/NNB
하나다.	하나/NR+이/VCP+다/EF+./SF


# id : NWRW1800000026.103.15.2
이 부회장은 회사경영에서 물러난 뒤에도 이 회장을 가까이서 보좌해왔다.

이	이/NNP
부회장은	부회장/NNG+은/JX
회사경영에서	회사/NNG+경영/NNG+에서/JKB
물러난	물러나/VV+ㄴ/ETM
뒤에도	뒤/NNG+에/JKB+도/JX
회장을	회장/NNG+을/JKO
가까이서	가까이/NNG+서/JKB
보좌해왔다.	보좌/NNG+하/XSV+아/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.103.15.3
이 전 부회장은 1월 열린 미국 CES 전시회에도 이 회장과 동행했고 이 회장이 등장하는 내·외부 행사에도 빠짐없이 참석하고 있다.

이	이/NNP
전	전/MMD
부회장은	부회장/NNG+은/JX
1월	1/SN+월/NNB
열린	열리/VV+ㄴ/ETM
미국	미국/NNP
CES	CES/SL
전시회에도	전시회/NNG+에/JKB+도/JX
회장과	회장/NNG+과/JKB
동행했고	동행/NNG+하/XSV+았/EP+고/EC
회장이	회장/NNG+이/JKS
등장하는	등장/NNG+하/XSV+는/ETM
내·외부	내·외부/NNG
행사에도	행사/NNG+에/JKB+도/JX
빠짐없이	빠짐없이/MAG
참석하고	참석/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.103.15.4
삼성 관계자는 "아직 정해진 것은 없지만 이 회장의 참모인 이학수 전 부회장의 복권 얘기도 곳곳에서 흘러 나오고 있는 상황"이라고 말했다.

삼성	삼성/NNP
관계자는	관계자/NNG+는/JX
"아직	"/SS+아직/MAG
정해진	정하/VV+아/EC+지/VX+ㄴ/ETM
것은	것/NNB+은/JX
없지만	없/VA+지만/EC
이	이/NNP
회장의	회장/NNG+의/JKG
참모인	참모/NNG+이/VCP+ㄴ/ETM
이학수	이학수/NNP
전	전/MMD
부회장의	부회장/NNG+의/JKG
복권	복권/NNG
얘기도	얘기/NNG+도/JX
곳곳에서	곳곳/NNG+에서/JKB
흘러	흐르/VV+어/EC
나오고	나오/VV+고/EC
있는	있/VX+는/ETM
상황"이라고	상황/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


