# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.426
metadata : {}


# id : NWRW1800000030.426.1.1
[서울] 삐뽀삐뽀 사이렌 소리 높이자… 앞차 비켜서고 보행자도 멈칫

[서울]	[/SS+서울/NNP+]/SS
지난	지나/VV+ㄴ/ETM
9일부터	9/SN+일/NNB+부터/JX
'긴급자동차	'/SS+긴급/NNG+자동차/NNG
양보의무	양보/NNG+의무/NNG
위반차량	위반/NNG+차량/NNG
단속'을	단속/NNG+'/SS+을/JKO
하고	하/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.426.4.2
개정법률에 따르면 소방차량 등 긴급자동차가 지나갈 때 고의로 가로막거나 진로를 양보하지 않는 차량은 최대 20만원의 과태료를 물어야 한다.

개정법률에	개정/NNG+법률/NNG+에/JKB
따르면	따르/VV+면/EC
소방차량	소방/NNG+차량/NNG
등	등/NNB
긴급자동차가	긴급/NNG+자동차/NNG+가/JKS
지나갈	지나가/VV+ㄹ/ETM
때	때/NNG
고의로	고의/NNG+로/JKB
가로막거나	가로막/VV+거나/EC
진로를	진로/NNG+를/JKO
양보하지	양보/NNG+하/XSV+지/EC
않는	않/VX+는/ETM
차량은	차량/NNG+은/JX
최대	최대/NNG
20만원의	20/SN+만/NR+원/NNB+의/JKG
과태료를	과태료/NNG+를/JKO
물어야	묻/VV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000030.426.4.3
단속을 위해 서울시 소방재난본부는 현재까지 소방차량 309대에 영상기록장치(블랙박스)를 달았고 내년에 232대를 더 설치할 계획이다.

단속을	단속/NNG+을/JKO
위해	위하/VV+아/EC
서울시	서울시/NNP
소방재난본부는	소방/NNG+재난/NNG+본부/NNG+는/JX
현재까지	현재/NNG+까지/JX
소방차량	소방/NNG+차량/NNG
309대에	309/SN+대/NNB+에/JKB
영상기록장치(블랙박스)를	영상/NNG+기록/NNG+장치/NNG+(/SS+블랙박스/NNG+)/SS+를/JKO
달았고	달/VV+았/EP+고/EC
내년에	내년/NNG+에/JKB
232대를	232/SN+대/NNB+를/JKO
더	더/MAG
설치할	설치/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.426.4.4
위반차량을 적발하면 소방서는 촬영한 증거장면을 해당 자치구로 보내 위반자에 대한 의견진술 등을 거쳐 과태료를 부과한다.

위반차량을	위반/NNG+차량/NNG+을/JKO
적발하면	적발/NNG+하/XSV+면/EC
소방서는	소방서/NNG+는/JX
촬영한	촬영/NNG+하/XSV+ㄴ/ETM
증거장면을	증거/NNG+장면/NNG+을/JKO
해당	해당/NNG
자치구로	자치구/NNG+로/JKB
보내	보내/VV+어/EC
위반자에	위반자/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
의견진술	의견/NNG+진술/NNG
등을	등/NNB+을/JKO
거쳐	거치/VV+어/EC
과태료를	과태료/NNG+를/JKO
부과한다.	부과/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.426.4.5
아직 단속한 사례는 1건도 없다.

아직	아직/MAG
단속한	단속/NNG+하/XSV+ㄴ/ETM
사례는	사례/NNG+는/JX
1건도	1/SN+건/NNB+도/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000030.426.4.6
강장희(56) 종로소방서 홍보교육팀장은 "차가 꼼짝달싹 못하는 출퇴근 시간에는 여전히 어려움이 많지만 그래도 단속 홍보 효과 덕분인지 요즘은 협조적인 편"이라며 "설령 적발이 되더라도 진로를 양보하지 않았다는 기준이 애매모호하기 때문에 실제 과태료를 부과하기란 쉽지 않을 것"이라고 말했다.

강장희(56)	강장희/NNP+(/SS+56/SN+)/SS
종로소방서	종로소방서/NNP
홍보교육팀장은	홍보/NNG+교육/NNG+팀장/NNG+은/JX
"차가	"/SS+차/NNG+가/JKS
꼼짝달싹	꼼짝달싹/MAG
못하는	못/MAG+하/VV+는/ETM
출퇴근	출퇴근/NNG
시간에는	시간/NNG+에/JKB+는/JX
여전히	여전히/MAG
어려움이	어려움/NNG+이/JKS
많지만	많/VA+지만/EC
그래도	그렇/VA+어도/EC
단속	단속/NNG
홍보	홍보/NNG
효과	효과/NNG
덕분인지	덕분/NNG+이/VCP+ㄴ지/EC
요즘은	요즘/NNG+은/JX
협조적인	협조/NNG+적/XSN+이/VCP+ㄴ/ETM
편"이라며	편/NNB+"/SS+이/VCP+라며/EC
"설령	"/SS+설령/MAG
적발이	적발/NNG+이/JKC
되더라도	되/VV+더라도/EC
진로를	진로/NNG+를/JKO
양보하지	양보/NNG+하/XSV+지/EC
않았다는	않/VX+았/EP+다는/ETM
기준이	기준/NNG+이/JKS
애매모호하기	애매모호/NNG+하/XSA+기/ETN
때문에	때문/NNB+에/JKB
실제	실제/NNG
과태료를	과태료/NNG+를/JKO
부과하기란	부과/NNG+하/XSV+기/ETN+란/JX
쉽지	쉽/VA+지/EC
않을	않/VX+을/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


