# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000028.123
metadata : {}


# id : NWRW1800000028.123.1.1
미, 보수 ‘싱크탱크 저널리즘’ 활개

미,	미/NNP+,/SP
있다고	있/VX+다고/EC
<에이피>(AP)	</SS+에이피/NNP+>/SS+(/SS+AP/SL+)/SS
통신이	통신/NNG+이/JKS
14일	14/SN+일/NNB
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000028.123.3.1
펜실베이니아주 해리스버그의 공익재단은 1월부터 뉴스레터인 ‘더 펜실베이니아 인디펜던트’를 서비스하고 있다.

펜실베이니아주	펜실베이니아주/NNP
해리스버그의	해리스버그/NNP+의/JKG
공익재단은	공익/NNG+재단/NNG+은/JX
1월부터	1/SN+월/NNB+부터/JX
뉴스레터인	뉴스레터/NNG+이/VCP+ㄴ/ETM
‘더	‘/SS+더/NNP
펜실베이니아	펜실베이니아/NNP
인디펜던트’를	인디펜던트/NNP+’/SS+를/JKO
서비스하고	서비스/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.123.3.2
이 재단의 매슈 브리옛 이사장은 “이제 주정부 기자회견장에 가서 부대낄 필요가 없어졌다”고 말했다.

이	이/MMD
재단의	재단/NNG+의/JKG
매슈	매슈/NNP
브리옛	브리옛/NNP
이사장은	이사장/NNG+은/JX
“이제	“/SS+이제/MAG
주정부	주/NNG+정부/NNG
기자회견장에	기자/NNG+회견장/NNG+에/JKB
가서	가/VV+아서/EC
부대낄	부대끼/VV+ㄹ/ETM
필요가	필요/NNG+가/JKS
없어졌다”고	없어지/VV+었/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.123.3.3
스스로 뉴스를 내보낼 수 있기 때문이다.

스스로	스스로/MAG
뉴스를	뉴스/NNG+를/JKO
내보낼	내보내/VV+ㄹ/ETM
수	수/NNB
있기	있/VA+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000028.123.3.4
이들 인터넷 매체들은 아이다호 자유재단의 지원을 받는 ‘아이다호리포터 컴’ 사례처럼 주로 자유시장경제를 옹호하는 보수적 성향의 기관에서 후원을 받고 있다.

이들	이/NP+들/XSN
인터넷	인터넷/NNG
매체들은	매체/NNG+들/XSN+은/JX
아이다호	아이다호/NNP
자유재단의	자유재단/NNP+의/JKG
지원을	지원/NNG+을/JKO
받는	받/VV+는/ETM
‘아이다호리포터	‘/SS+아이다호리포터/NNP
컴’	컴/NNP+’/SS
사례처럼	사례/NNG+처럼/JKB
주로	주로/MAG
자유시장경제를	자유/NNG+시장/NNG+경제/NNG+를/JKO
옹호하는	옹호/NNG+하/XSV+는/ETM
보수적	보수/NNG+적/XSN
성향의	성향/NNG+의/JKG
기관에서	기관/NNG+에서/JKB
후원을	후원/NNG+을/JKO
받고	받/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.123.3.5
이런 현상은 서부의 워싱턴주로부터 미시간, 사우스캐롤라이나, 몬태나, 와이오밍, 플로리다, 오하이오 등 미국 전역에서 우후죽순처럼 나타나고 있다.

이런	이런/MMD
현상은	현상/NNG+은/JX
서부의	서부/NNG+의/JKG
워싱턴주로부터	워싱턴주/NNP+로부터/JKB
미시간,	미시간/NNP+,/SP
사우스캐롤라이나,	사우스캐롤라이나/NNP+,/SP
몬태나,	몬태나/NNP+,/SP
와이오밍,	와이오밍/NNP+,/SP
플로리다,	플로리다/NNP+,/SP
오하이오	오하이오/NNP
등	등/NNB
미국	미국/NNP
전역에서	전역/NNG+에서/JKB
우후죽순처럼	우후죽순/NNG+처럼/JKB
나타나고	나타나/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.123.3.6
반면에 진보적 색채의 싱크탱크들은 별다른 움직임을 보이지 않고 있다.

반면에	반면/NNG+에/JKB
진보적	진보/NNG+적/XSN
색채의	색채/NNG+의/JKG
싱크탱크들은	싱크탱크/NNG+들/XSN+은/JX
별다른	별다르/VA+ㄴ/ETM
움직임을	움직임/NNG+을/JKO
보이지	보이/VV+지/EC
않고	않/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.123.4.1
싱크탱크 저널리즘은 대부분 인터넷을 활용하고 있다.

싱크탱크	싱크탱크/NNG
저널리즘은	저널리즘/NNG+은/JX
대부분	대/XPN+부분/NNG
인터넷을	인터넷/NNG+을/JKO
활용하고	활용/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.123.4.2
지방언론사의 인터넷 뉴스 페이지와 거의 다를 바가 없기 때문에 언론의 모습을 띠고 있으며, 기존 지역언론과 방송을 신뢰하지 않는 주민 사이를 파고들고 있다.

지방언론사의	지방/NNG+언론사/NNG+의/JKG
인터넷	인터넷/NNG
뉴스	뉴스/NNG
페이지와	페이지/NNG+와/JKB
거의	거의/MAG
다를	다르/VA+ㄹ/ETM
바가	바/NNB+가/JKS
없기	없/VA+기/ETN
때문에	때문/NNB+에/JKB
언론의	언론/NNG+의/JKG
모습을	모습/NNG+을/JKO
띠고	띠/VV+고/EC
있으며,	있/VX+으며/EC+,/SP
기존	기존/NNG
지역언론과	지역/NNG+언론/NNG+과/JC
방송을	방송/NNG+을/JKO
신뢰하지	신뢰/NNG+하/XSV+지/EC
않는	않/VX+는/ETM
주민	주민/NNG
사이를	사이/NNG+를/JKO
파고들고	파고들/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.123.4.3
노스다코타주 공화당 간부 출신의 제이슨 스티브락은 “노트북과 무선랜, 소형 캠코더만 있으면 <뉴욕 타임스> 못지않은 영향력을 행사할 수 있다”며 기존 주류 미디어에 대한 불신이 싱크탱크 저널리즘의 확대를 가져오고 있다고 주장했다.

노스다코타주	노스다코타주/NNP
공화당	공화당/NNP
간부	간부/NNG
출신의	출신/NNG+의/JKG
제이슨	제이슨/NNP
스티브락은	스티브락/NNP+은/JX
“노트북과	“/SS+노트북/NNG+과/JC
무선랜,	무선/NNG+랜/NNG+,/SP
소형	소형/NNG
캠코더만	캠코더/NNG+만/JX
있으면	있/VA+으면/EC
<뉴욕	</SS+뉴욕/NNP
타임스>	타임스/NNP+>/SS
못지않은	못지않/VA+은/ETM
영향력을	영향력/NNG+을/JKO
행사할	행사/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다”며	있/VA+다/EF+”/SS+며/EC
기존	기존/NNG
주류	주류/NNG
미디어에	미디어/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
불신이	불신/NNG+이/JKS
싱크탱크	싱크탱크/NNG
저널리즘의	저널리즘/NNG+의/JKG
확대를	확대/NNG+를/JKO
가져오고	가져오/VV+고/EC
있다고	있/VX+다고/EC
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.123.5.1
그러나 이들은 다른 언론사들과 달리 로비스트들이 아무 제약 없이 드나들 수 있다.

그러나	그러나/MAJ
이들은	이/NP+들/XSN+은/JX
다른	다른/MMD
언론사들과	언론사/NNG+들/XSN+과/JKB
달리	달리/MAG
로비스트들이	로비스트/NNG+들/XSN+이/JKS
아무	아무/MMD
제약	제약/NNG
없이	없이/MAG
드나들	드나들/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000028.123.5.2
무엇보다도 이들 인터넷 매체들은 후원자가 누구인지를 한사코 밝히지 않고 있다.

무엇보다도	무엇/NP+보다/JKB+도/JX
이들	이/NP+들/XSN
인터넷	인터넷/NNG
매체들은	매체/NNG+들/XSN+은/JX
후원자가	후원자/NNG+가/JKS
누구인지를	누구/NP+이/VCP+ㄴ지/EF+를/JKO
한사코	한사코/MAG
밝히지	밝히/VV+지/EC
않고	않/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.123.5.3
미주리대학의 주정부 보도프로그램 책임자인 필 브룩스는 이를 심각한 ‘위험신호’로 보고 있다.

미주리대학의	미주리대학/NNP+의/JKG
주정부	주/NNG+정부/NNG
보도프로그램	보도/NNG+프로그램/NNG
책임자인	책임자/NNG+이/VCP+ㄴ/ETM
필	필/NNP
브룩스는	브룩스/NNP+는/JX
이를	이/NP+를/JKO
심각한	심각하/VA+ㄴ/ETM
‘위험신호’로	‘/SS+위험/NNG+신호/NNG+’/SS+로/JKB
보고	보/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.123.5.4
브룩스는 미주리주 선샤인뉴스재단을 예로 들면서 “지난 40년 동안 언론매체로 승인해달라고 요청하면서 누가 재정적으로 후원하는지 밝히길 거부한 경우는 처음이었다”고 말했다.

브룩스는	브룩스/NNP+는/JX
미주리주	미주리주/NNP
선샤인뉴스재단을	선샤인뉴스재단/NNP+을/JKO
예로	예/NNG+로/JKB
들면서	들/VV+면서/EC
“지난	“/SS+지나/VV+ㄴ/ETM
40년	40/SN+년/NNB
동안	동안/NNG
언론매체로	언론/NNG+매체/NNG+로/JKB
승인해달라고	승인/NNG+하/XSV+아/EC+달/VX+라고/EC
요청하면서	요청/NNG+하/XSV+면서/EC
누가	누구/NP+가/JKS
재정적으로	재정/NNG+적/XSN+으로/JKB
후원하는지	후원/NNG+하/XSV+는지/EC
밝히길	밝히/VV+기/ETN+ㄹ/JKO
거부한	거부/NNG+하/XSV+ㄴ/ETM
경우는	경우/NNG+는/JX
처음이었다”고	처음/NNG+이/VCP+었/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


