# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.317
metadata : {}


# id : NWRW1800000040.317.1.1
[아침 햇발] 콩 한쪽의 행복 / 정영무

[아침	[/SS+아침/NNG
듯	듯/NNB
잡히지	잡히/VV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000040.317.3.1
국민행복시대를 열겠다는 박근혜 대통령의 취임사에서 행복은 국민(57회) 다음으로 20회 호명됐다.

국민행복시대를	국민/NNG+행복/NNG+시대/NNG+를/JKO
열겠다는	열/VV+겠/EP+다는/ETM
박근혜	박근혜/NNP
대통령의	대통령/NNG+의/JKG
취임사에서	취임사/NNG+에서/JKB
행복은	행복/NNG+은/JX
국민(57회)	국민/NNG+(/SS+57/SN+회/NNB+)/SS
다음으로	다음/NNG+으로/JKB
20회	20/SN+회/NNB
호명됐다.	호명/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000040.317.3.2
경제와 문화가 각각 19회였다.

경제와	경제/NNG+와/JC
문화가	문화/NNG+가/JKS
각각	각각/MAG
19회였다.	19/SN+회/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000040.317.3.3
경제주체들이 힘을 모으고 경제부흥을 이룰 때, 노후가 불안하지 않고 아이를 낳고 기르는 것이 진정한 축복이 될 때, 배움을 즐길 수 있고 일을 사랑할 수 있는 국민이 많아질 때, 국민이 편안하고 안전할 때 국민행복은 높아진다고 한다.

경제주체들이	경제/NNG+주체/NNG+들/XSN+이/JKS
힘을	힘/NNG+을/JKO
모으고	모으/VV+고/EC
경제부흥을	경제/NNG+부흥/NNG+을/JKO
이룰	이루/VV+ㄹ/ETM
때,	때/NNG+,/SP
노후가	노후/NNG+가/JKS
불안하지	불안/NNG+하/XSA+지/EC
않고	않/VX+고/EC
아이를	아이/NNG+를/JKO
낳고	낳/VV+고/EC
기르는	기르/VV+는/ETM
것이	것/NNB+이/JKS
진정한	진정/NNG+하/XSV+ㄴ/ETM
축복이	축복/NNG+이/JKC
될	되/VV+ㄹ/ETM
배움을	배우/VV+ㅁ/ETN+을/JKO
즐길	즐기/VV+ㄹ/ETM
수	수/NNB
있고	있/VA+고/EC
일을	일/NNG+을/JKO
사랑할	사랑/NNG+하/XSV+ㄹ/ETM
있는	있/VA+는/ETM
국민이	국민/NNG+이/JKS
많아질	많아지/VV+ㄹ/ETM
편안하고	편안/NNG+하/XSA+고/EC
안전할	안전/NNG+하/XSA+ㄹ/ETM
때	때/NNG
국민행복은	국민/NNG+행복/NNG+은/JX
높아진다고	높아지/VV+ㄴ다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.317.3.4
경제적 안정과 개개인의 잠재력 개발, 안전 등을 행복의 핵심 요소로 들었다.

경제적	경제/NNG+적/XSN
안정과	안정/NNG+과/JC
개개인의	개개인/NNG+의/JKG
잠재력	잠재력/NNG
개발,	개발/NNG+,/SP
안전	안전/NNG
등을	등/NNB+을/JKO
행복의	행복/NNG+의/JKG
핵심	핵심/NNG
요소로	요소/NNG+로/JKB
들었다.	들/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.317.3.5
국민연금과 기초연금을 통합한 국민행복연금을 비롯해 국민일자리행복회의, 행복가족프로그램, 행복주택 건설, 행복교육, 행복한 임신 등 국정과제 곳곳에도 행복 스티커가 나붙었다.

국민연금과	국민연금/NNG+과/JC
기초연금을	기초/NNG+연금/NNG+을/JKO
통합한	통합/NNG+하/XSV+ㄴ/ETM
국민행복연금을	국민/NNG+행복/NNG+연금/NNG+을/JKO
비롯해	비롯하/VV+아/EC
국민일자리행복회의,	국민/NNG+일자리/NNG+행복/NNG+회의/NNG+,/SP
행복가족프로그램,	행복/NNG+가족/NNG+프로그램/NNG+,/SP
행복주택	행복/NNG+주택/NNG
건설,	건설/NNG+,/SP
행복교육,	행복/NNG+교육/NNG+,/SP
행복한	행복/NNG+하/XSA+ㄴ/ETM
임신	임신/NNG
등	등/NNB
국정과제	국정/NNG+과제/NNG
곳곳에도	곳곳/NNG+에/JKB+도/JX
행복	행복/NNG
스티커가	스티커/NNG+가/JKS
나붙었다.	나붙/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.317.4.1
정부가 감히 국민을 행복하게 해주겠다고 나서는 게 말이나 되냐는 반론도 있지만, 양보다 질을 추구하겠다는 뜻으로 받아들일 법하다.

정부가	정부/NNG+가/JKS
감히	감히/MAG
국민을	국민/NNG+을/JKO
행복하게	행복/NNG+하/XSA+게/EC
해주겠다고	하/VX+아/EC+주/VX+겠/EP+다고/EC
나서는	나서/VV+는/ETM
게	거/NNB+이/JKS
말이나	말/NNG+이나/JX
되냐는	되/VV+냐는/ETM
반론도	반론/NNG+도/JX
있지만,	있/VA+지만/EC+,/SP
양보다	양/NNG+보다/JKB
질을	질/NNG+을/JKO
추구하겠다는	추구/NNG+하/XSV+겠/EP+다는/ETM
뜻으로	뜻/NNG+으로/JKB
받아들일	받아들이/VV+ㄹ/ETM
법하다.	법/NNB+하/XSA+다/EF+./SF


# id : NWRW1800000040.317.4.2
우리는 지난해 세계 경제 15위, 1인당 국민소득 2만2720달러를 기록했지만 행복하다는 사람이 많지 않은 게 현실이다.

우리는	우리/NP+는/JX
지난해	지난해/NNG
세계	세계/NNG
경제	경제/NNG
15위,	15/SN+위/NNB+,/SP
1인당	1/SN+인/NNG+당/XSN
국민소득	국민/NNG+소득/NNG
2만2720달러를	2/SN+만/NR+2720/SN+달러/NNB+를/JKO
기록했지만	기록/NNG+하/XSV+았/EP+지만/EC
행복하다는	행복/NNG+하/XSA+다는/ETM
사람이	사람/NNG+이/JKS
많지	많/VA+지/EC
않은	않/VX+은/ETM
게	거/NNB+이/JKS
현실이다.	현실/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.317.4.3
지난해 경제협력개발기구 행복지수에서 36개국 가운데 24위, 미국 갤럽의 행복감 설문조사에서는 148개국 가운데 97위에 그쳤다.

지난해	지난해/NNG
경제협력개발기구	경제협력개발기구/NNP
행복지수에서	행복/NNG+지수/NNG+에서/JKB
36개국	36/SN+개국/NNB
가운데	가운데/NNG
24위,	24/SN+위/NNB+,/SP
미국	미국/NNP
갤럽의	갤럽/NNP+의/JKG
행복감	행복감/NNG
설문조사에서는	설문/NNG+조사/NNG+에서/JKB+는/JX
148개국	148/SN+개국/NNB
97위에	97/SN+위/NNB+에/JKB
그쳤다.	그치/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.317.5.1
너무 철학적이고 종교적인 물음이 아니라면 행복도 객관적인 비교가 가능할 정도로 연구와 자료가 축적된 상태라고 한다.

너무	너무/MAG
철학적이고	철학/NNG+적/XSN+이/VCP+고/EC
종교적인	종교/NNG+적/XSN+이/VCP+ㄴ/ETM
물음이	물음/NNG+이/JKC
아니라면	아니/VCN+라면/EC
행복도	행복/NNG+도/JX
객관적인	객관/NNG+적/XSN+이/VCP+ㄴ/ETM
비교가	비교/NNG+가/JKS
가능할	가능/NNG+하/XSA+ㄹ/ETM
정도로	정도/NNG+로/JKB
연구와	연구/NNG+와/JC
자료가	자료/NNG+가/JKS
축적된	축적/NNG+되/XSV+ㄴ/ETM
상태라고	상태/NNG+이/VCP+라고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.317.5.2
바보들이나 행복을 추구한다는 프랑스 사람들도 있지만, 국가 비교를 보면 그러한 문화적 차이나 국민성 차이가 미치는 영향은 무시할 정도로 작다.

바보들이나	바보/NNG+들/XSN+이나/JC
행복을	행복/NNG+을/JKO
추구한다는	추구/NNG+하/XSV+ㄴ다는/ETM
프랑스	프랑스/NNP
사람들도	사람/NNG+들/XSN+도/JX
있지만,	있/VA+지만/EC+,/SP
국가	국가/NNG
비교를	비교/NNG+를/JKO
보면	보/VV+면/EC
그러한	그러하/VA+ㄴ/ETM
문화적	문화/NNG+적/XSN
차이나	차이/NNG+나/JX
국민성	국민/NNG+성/XSN
차이가	차이/NNG+가/JKS
미치는	미치/VV+는/ETM
영향은	영향/NNG+은/JX
무시할	무시/NNG+하/XSV+ㄹ/ETM
정도로	정도/NNG+로/JKB
작다.	작/VA+다/EF+./SF


# id : NWRW1800000040.317.5.3
사람들이 대체로 꼽는 행복의 구성요소는 첫째 경제적 안정이고, 그다음이 원만한 가족관계와 어울림 그리고 건강이다.

사람들이	사람/NNG+들/XSN+이/JKS
대체로	대체로/MAG
꼽는	꼽/VV+는/ETM
행복의	행복/NNG+의/JKG
구성요소는	구성/NNG+요소/NNG+는/JX
첫째	첫째/NR
경제적	경제/NNG+적/XSN
안정이고,	안정/NNG+이/VCP+고/EC+,/SP
그다음이	그다음/NNG+이/JKS
원만한	원만하/VA+ㄴ/ETM
가족관계와	가족/NNG+관계/NNG+와/JC
어울림	어울림/NNG
그리고	그리고/MAJ
건강이다.	건강/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.317.5.4
생활수준이 어느 정도 충족되면 행복은 소득보다 개인이 속한 공동체의 상황, 건강, 가치관에 더 큰 영향을 받는다고 한다.

생활수준이	생활/NNG+수준/NNG+이/JKS
어느	어느/MMD
정도	정도/NNG
충족되면	충족/NNG+되/XSV+면/EC
행복은	행복/NNG+은/JX
소득보다	소득/NNG+보다/JKB
개인이	개인/NNG+이/JKS
속한	속하/VV+ㄴ/ETM
공동체의	공동체/NNG+의/JKG
상황,	상황/NNG+,/SP
건강,	건강/NNG+,/SP
가치관에	가치관/NNG+에/JKB
더	더/MAG
큰	크/VA+ㄴ/ETM
영향을	영향/NNG+을/JKO
받는다고	받/VV+는다고/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000040.317.5.5
영국의 심리학자 로스웰과 인생상담사 코언은 이를 개인적 특성과 생존 조건, 상위 욕구라는 세 변수의 조합에다 가중치를 부여해 행복지수를 만들었다.

영국의	영국/NNP+의/JKG
심리학자	심리학자/NNG
로스웰과	로스웰/NNP+과/JC
인생상담사	인생/NNG+상담사/NNG
코언은	코언/NNP+은/JX
이를	이/NP+를/JKO
개인적	개인/NNG+적/XSN
특성과	특성/NNG+과/JC
생존	생존/NNG
조건,	조건/NNG+,/SP
상위	상위/NNG
욕구라는	욕구/NNG+이/VCP+라는/ETM
세	세/MMN
변수의	변수/NNG+의/JKG
조합에다	조합/NNG+에다/JKB
가중치를	가중/NNG+치/XSN+를/JKO
부여해	부여/NNG+하/XSV+아/EC
행복지수를	행복/NNG+지수/NNG+를/JKO
만들었다.	만들/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.317.6.1
기왕 국민행복시대를 내세웠으니 소득수준과 행복에 관한 로널드 잉글하트 교수의 연구를 눈여겨볼 만하다.

기왕	기왕/MAG
국민행복시대를	국민/NNG+행복/NNG+시대/NNG+를/JKO
내세웠으니	내세우/VV+었/EP+으니/EC
소득수준과	소득/NNG+수준/NNG+과/JKB
행복에	행복/NNG+에/JKB
관한	관하/VV+ㄴ/ETM
로널드	로널드/NNP
잉글하트	잉글하트/NNP
교수의	교수/NNG+의/JKG
연구를	연구/NNG+를/JKO
눈여겨볼	눈여겨보/VV+ㄹ/ETM
만하다.	만/NNB+하/XSA+다/EF+./SF


# id : NWRW1800000040.317.6.2
잉글하트는 1인당 국민소득이 높아짐에 따라 행복지수가 급속도로 상승하지만 대체로 2만달러대를 넘어서면 소득수준이 높아지더라도 행복감에 큰 변화가 없다고 한다.

잉글하트는	잉글하트/NNP+는/JX
1인당	1/SN+인/NNG+당/XSN
국민소득이	국민/NNG+소득/NNG+이/JKS
높아짐에	높아지/VV+ㅁ/ETN+에/JKB
따라	따르/VV+아/EC
행복지수가	행복/NNG+지수/NNG+가/JKS
급속도로	급속도/NNG+로/JKB
상승하지만	상승/NNG+하/XSV+지만/EC
대체로	대체로/MAG
2만달러대를	2/SN+만/NR+달러/NNB+대/XSN+를/JKO
넘어서면	넘어서/VV+면/EC
소득수준이	소득/NNG+수준/NNG+이/JKS
높아지더라도	높아지/VV+더라도/EC
행복감에	행복감/NNG+에/JKB
큰	크/VA+ㄴ/ETM
변화가	변화/NNG+가/JKS
없다고	없/VA+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.317.6.3
실제로 선진국 국민들의 행복지수는 지속적 경제성장에도 불구하고 2만달러를 결별점으로 거의 상승하지 않았다.

실제로	실제로/MAG
선진국	선진국/NNG
국민들의	국민/NNG+들/XSN+의/JKG
행복지수는	행복/NNG+지수/NNG+는/JX
지속적	지속/NNG+적/XSN
경제성장에도	경제/NNG+성장/NNG+에/JKB+도/JX
불구하고	불구하/VV+고/EC
2만달러를	2/SN+만/NR+달러/NNB+를/JKO
결별점으로	결별점/NNG+으로/JKB
거의	거의/MAG
상승하지	상승/NNG+하/XSV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000040.317.6.4
우리나라에 적용해보면, 고소득 계층은 소득수준이 높아진다고 해도 행복지수가 별로 높아지지 않는 반면, 저소득 계층은 소득수준이 높아질수록 행복지수가 크게 높아진다는 결론이 나온다.

우리나라에	우리나라/NNG+에/JKB
적용해보면,	적용/NNG+하/XSV+아/EC+보/VX+면/EC+,/SP
고소득	고/XPN+소득/NNG
계층은	계층/NNG+은/JX
소득수준이	소득/NNG+수준/NNG+이/JKS
높아진다고	높아지/VV+ㄴ다고/EC
해도	하/VV+아도/EC
행복지수가	행복/NNG+지수/NNG+가/JKS
별로	별로/MAG
높아지지	높아지/VV+지/EC
않는	않/VX+는/ETM
반면,	반면/NNG+,/SP
저소득	저/XPN+소득/NNG
높아질수록	높아지/VV+ㄹ수록/EC
크게	크/VA+게/EC
높아진다는	높아지/VV+ㄴ다는/ETM
결론이	결론/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.317.6.5
곧 저소득 계층의 실질적 소득수준을 높이면 우리 국민 전체적으로 훨씬 더 행복해질 수 있다.

곧	곧/MAG
저소득	저/XPN+소득/NNG
계층의	계층/NNG+의/JKG
실질적	실질/NNG+적/XSN
소득수준을	소득/NNG+수준/NNG+을/JKO
높이면	높이/VV+면/EC
우리	우리/NP
국민	국민/NNG
전체적으로	전체/NNG+적/XSN+으로/JKB
훨씬	훨씬/MAG
더	더/MAG
행복해질	행복/NNG+하/XSA+아/EC+지/VX+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000040.317.6.6
부유층에게 행복의 문은 돈으로 살 수 없는 행복의 원천을 추구하는 것이다.

부유층에게	부유/NNG+층/XSN+에게/JKB
행복의	행복/NNG+의/JKG
문은	문/NNG+은/JX
돈으로	돈/NNG+으로/JKB
살	사/VV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
원천을	원천/NNG+을/JKO
추구하는	추구/NNG+하/XSV+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000040.317.7.1
어려운 시절 우리는 박근혜 대통령이 말한 대로 콩 한쪽도 나눠 먹고 살았다.

어려운	어렵/VA+ㄴ/ETM
시절	시절/NNG
우리는	우리/NP+는/JX
박근혜	박근혜/NNP
대통령이	대통령/NNG+이/JKS
말한	말/NNG+하/XSV+ㄴ/ETM
대로	대로/NNB
콩	콩/NNG
한쪽도	한쪽/NNG+도/JX
나눠	나누/VV+어/EC
먹고	먹/VV+고/EC
살았다.	살/VV+았/EP+다/EF+./SF


# id : NWRW1800000040.317.7.2
그 많은 장꾼이 콩 한쪽을 나눠 먹었다는 전설도 낯설지 않았다.

그	그/MMD
많은	많/VA+은/ETM
장꾼이	장/NNG+꾼/XSN+이/JKS
콩	콩/NNG
한쪽을	한쪽/NNG+을/JKO
나눠	나누/VV+어/EC
먹었다는	먹/VV+었/EP+다는/ETM
전설도	전설/NNG+도/JX
낯설지	낯설/VA+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000040.317.7.3
마음 한켠에 정이 흐르고 이웃이 넘치는 전 자본주의 시절에 대한 갈망을 품고 있지만, ‘콩 한쪽이라도 나눠 먹는 우리 민족의 심성’으로 복원하기에는 시장경제와 시장사회의 노도가 너무 거세다.

마음	마음/NNG
한켠에	한/MMN+켠/NNB+에/JKB
정이	정/NNG+이/JKS
흐르고	흐르/VV+고/EC
이웃이	이웃/NNG+이/JKS
넘치는	넘치/VV+는/ETM
전	전/MMD
자본주의	자본주의/NNG
시절에	시절/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
갈망을	갈망/NNG+을/JKO
품고	품/VV+고/EC
있지만,	있/VX+지만/EC+,/SP
‘콩	‘/SS+콩/NNG
한쪽이라도	한쪽/NNG+이/VCP+라도/EC
나눠	나누/VV+어/EC
먹는	먹/VV+는/ETM
우리	우리/NP
민족의	민족/NNG+의/JKG
심성’으로	심성/NNG+’/SS+으로/JKB
복원하기에는	복원/NNG+하/XSV+기에/EC+는/JX
시장경제와	시장/NNG+경제/NNG+와/JC
시장사회의	시장/NNG+사회/NNG+의/JKG
노도가	노도/NNG+가/JKS
너무	너무/MAG
거세다.	거세/VA+다/EF+./SF


# id : NWRW1800000040.317.7.4
지금은 국가라는 이웃이 절실히 필요하다.

지금은	지금/NNG+은/JX
국가라는	국가/NNG+이/VCP+라는/ETM
이웃이	이웃/NNG+이/JKS
절실히	절실히/MAG
필요하다.	필요/NNG+하/XSA+다/EF+./SF


