# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000028.374
metadata : {}


# id : NWRW1800000028.374.1.1
G20 경주회의 합의 내용 살펴보니 /환율전쟁 ‘불안한 봉합’

G20	G/SL+20/SN
‘환율전쟁’이	‘/SS+환율/NNG+전쟁/NNG+’/SS+이/JKS
일단	일단/MAG
봉합될	봉합/NNG+되/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000028.374.2.3
그러나 미국과 한국이 제안한 경상수지 흑자폭을 ‘국내총생산(GDP)의 4% 이내’로 줄이자는 안에는 합의하지 못해, 각국의 자국 통화 평가절하 경쟁이 실제로 종식될지는 불투명하다.

그러나	그러나/MAJ
미국과	미국/NNP+과/JC
한국이	한국/NNP+이/JKS
제안한	제안/NNG+하/XSV+ㄴ/ETM
경상수지	경상/NNG+수지/NNG
흑자폭을	흑자/NNG+폭/NNG+을/JKO
‘국내총생산(GDP)의	‘/SS+국내/NNG+총생산/NNG+(/SS+GDP/SL+)/SS+의/JKG
4%	4/SN+%/SW
이내’로	이내/NNG+’/SS+로/JKB
줄이자는	줄이/VV+자는/ETM
안에는	안/NNG+에/JKB+는/JX
합의하지	합의/NNG+하/XSV+지/EC
못해,	못하/VX+아/EC+,/SP
각국의	각국/NNG+의/JKG
자국	자국/NNG
통화	통화/NNG
평가절하	평가/NNG+절하/NNG
경쟁이	경쟁/NNG+이/JKS
실제로	실제로/MAG
종식될지는	종식/NNG+되/XSV+ㄹ지/EC+는/JX
불투명하다.	불/XPN+투명/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000028.374.2.4
▶관련기사 3·4면

▶관련기사	▶/SW+관련/NNG+기사/NNG
3·4면	3/SN+·/SP+4/SN+면/NNG


# id : NWRW1800000028.374.3.1
23일 각국이 합의한 코뮈니케의 핵심은 ‘경상수지를 지속가능한 수준으로 유지하기 위해 모든 정책수단을 추구하고’, ‘예시적인 가이드라인에 의거해 이를 평가하며’, ‘좀더 시장 결정적인 환율제도로 이행하고 경쟁적인 통화 절하를 자제한다’는 대목이다.

23일	23/SN+일/NNB
각국이	각국/NNG+이/JKS
합의한	합의/NNG+하/XSV+ㄴ/ETM
코뮈니케의	코뮈니케/NNG+의/JKG
핵심은	핵심/NNG+은/JX
‘경상수지를	‘/SS+경상/NNG+수지/NNG+를/JKO
지속가능한	지속/NNG+가능/NNG+하/XSA+ㄴ/ETM
수준으로	수준/NNG+으로/JKB
유지하기	유지/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
모든	모든/MMN
정책수단을	정책/NNG+수단/NNG+을/JKO
추구하고’,	추구/NNG+하/XSV+고/EC+’/SS+,/SP
‘예시적인	‘/SS+예시/NNG+적/XSN+이/VCP+ㄴ/ETM
가이드라인에	가이드라인/NNG+에/JKB
의거해	의거/NNG+하/XSV+아/EC
이를	이/NP+를/JKO
평가하며’,	평가/NNG+하/XSV+며/EC+’/SS+,/SP
‘좀더	‘/SS+좀/MAG+더/MAG
시장	시장/NNG
결정적인	결정/NNG+적/XSN+이/VCP+ㄴ/ETM
환율제도로	환율/NNG+제도/NNG+로/JKB
이행하고	이행/NNG+하/XSV+고/EC
경쟁적인	경쟁/NNG+적/XSN+이/VCP+ㄴ/ETM
통화	통화/NNG
절하를	절하/NNG+를/JKO
자제한다’는	자제/NNG+하/XSV+ㄴ다/EF+’/SS+는/ETM
대목이다.	대목/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000028.374.3.2
이는 국내총생산의 4.7%에 이르는 막대한 경상수지 흑자를 내면서도 위안화의 절상을 막고 있는 중국을 겨냥한 것이다.

이는	이/NP+는/JX
국내총생산의	국내/NNG+총생산/NNG+의/JKG
4.7%에	4/SN+./SP+7/SN+%/SW+에/JKB
이르는	이르/VV+는/ETM
막대한	막대하/VA+ㄴ/ETM
경상수지	경상/NNG+수지/NNG
흑자를	흑자/NNG+를/JKO
내면서도	내/VV+면서/EC+도/JX
위안화의	위안화/NNG+의/JKG
절상을	절상/NNG+을/JKO
막고	막/VV+고/EC
있는	있/VX+는/ETM
중국을	중국/NNP+을/JKO
겨냥한	겨냥/NNG+하/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000028.374.3.3
중국이 이를 이행하려면 적극적 내수진작책과 함께 위안화의 평가절상도 용인해야 한다.

중국이	중국/NNP+이/JKS
이를	이/NP+를/JKO
이행하려면	이행/NNG+하/XSV+려면/EC
적극적	적극/NNG+적/XSN
내수진작책과	내수/NNG+진작책/NNG+과/JKB
함께	함께/MAG
위안화의	위안화/NNG+의/JKG
평가절상도	평가/NNG+절상/NNG+도/JX
용인해야	용인/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000028.374.3.4
이번 회의 결과는 미국으로서는 ‘절반의 승리’, 중국한테는 ‘절반의 양보’로 평가할 수 있다.

이번	이번/NNG
회의	회의/NNG
결과는	결과/NNG+는/JX
미국으로서는	미국/NNP+으로서/JKB+는/JX
‘절반의	‘/SS+절반/NNG+의/JKG
승리’,	승리/NNG+’/SS+,/SP
중국한테는	중국/NNP+한테/JKB+는/JX
양보’로	양보/NNG+’/SS+로/JKB
평가할	평가/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000028.374.3.5
티머시 가이트너 미국 재무장관은 “중국이 굉장히 건설적이고 실용적인 대화에 참여했다”고 평가했다.

티머시	티머시/NNP
가이트너	가이트너/NNP
미국	미국/NNP
재무장관은	재무/NNG+장관/NNG+은/JX
“중국이	“/SS+중국/NNP+이/JKS
굉장히	굉장히/MAG
건설적이고	건설/NNG+적/XSN+이/VCP+고/EC
실용적인	실용/NNG+적/XSN+이/VCP+ㄴ/ETM
대화에	대화/NNG+에/JKB
참여했다”고	참여/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
평가했다.	평가/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.374.4.1
이번 합의는 미국과 중국이 대립을 하면서도 경제문제에 관한 한 ‘공생’할 수밖에 없는 현실을 보여준다.

이번	이번/NNG
합의는	합의/NNG+는/JX
미국과	미국/NNP+과/JC
중국이	중국/NNP+이/JKS
대립을	대립/NNG+을/JKO
하면서도	하/VV+면서/EC+도/JX
경제문제에	경제/NNG+문제/NNG+에/JKB
관한	관하/VV+ㄴ/ETM
한	한/NNG
‘공생’할	‘/SS+공생/NNG+’/SS+하/XSV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없는	없/VA+는/ETM
현실을	현실/NNG+을/JKO
보여준다.	보이/VV+어/EC+주/VX+ㄴ다/EF+./SF


# id : NWRW1800000028.374.4.2
미국은 세계 최대 채권국인 중국의 돈으로 사실상 경제를 꾸려가고 있는 반면, 중국은 미국에 대한 수출을 성장 동력으로 삼고 있다.

미국은	미국/NNP+은/JX
세계	세계/NNG
최대	최대/NNG
채권국인	채권국/NNG+이/VCP+ㄴ/ETM
중국의	중국/NNP+의/JKG
돈으로	돈/NNG+으로/JKB
사실상	사실/NNG+상/XSN
경제를	경제/NNG+를/JKO
꾸려가고	꾸리/VV+어/EC+가/VX+고/EC
있는	있/VX+는/ETM
반면,	반면/NNG+,/SP
중국은	중국/NNP+은/JX
미국에	미국/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
수출을	수출/NNG+을/JKO
성장	성장/NNG
동력으로	동력/NNG+으로/JKB
삼고	삼/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.374.4.3
기획재정부 관계자는 “두 나라의 환율전쟁이 극단으로 치달으면 공멸할 수밖에 없다는 것을 두 나라도 잘 알고 있다”고 말했다.

기획재정부	기획/NNG+재정부/NNG
관계자는	관계자/NNG+는/JX
“두	“/SS+두/MMN
나라의	나라/NNG+의/JKG
환율전쟁이	환율/NNG+전쟁/NNG+이/JKS
극단으로	극단/NNG+으로/JKB
치달으면	치닫/VV+으면/EC
공멸할	공멸/NNG+하/XSV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다는	없/VA+다는/ETM
것을	것/NNB+을/JKO
두	두/MMN
나라도	나라/NNG+도/JX
잘	잘/MAG
알고	알/VV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.374.4.4
특히 미국은 글로벌 금융위기 이후 ‘쌍둥이 적자’(재정적자와 경상수지 적자)를 줄이면서도 경기침체를 막기 위해 총력전을 벌여야 하는 처지에 놓여 있다.

특히	특히/MAG
미국은	미국/NNP+은/JX
글로벌	글로벌/NNG
금융위기	금융/NNG+위기/NNG
이후	이후/NNG
‘쌍둥이	‘/SS+쌍둥이/NNG
적자’(재정적자와	적자/NNG+’/SS+(/SS+재정/NNG+적자/NNG+와/JC
경상수지	경상/NNG+수지/NNG
적자)를	적자/NNG+)/SS+를/JKO
줄이면서도	줄이/VV+면서/EC+도/JX
경기침체를	경기/NNG+침체/NNG+를/JKO
막기	막/VV+기/ETN
위해	위하/VV+아/EC
총력전을	총력전/NNG+을/JKO
벌여야	벌이/VV+어야/EC
하는	하/VX+는/ETM
처지에	처지/NNG+에/JKB
놓여	놓이/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.374.4.5
미국 경제가 다시 침체에 빠지면 중국 경제도 어려워진다.

미국	미국/NNP
경제가	경제/NNG+가/JKS
다시	다시/MAG
침체에	침체/NNG+에/JKB
빠지면	빠지/VV+면/EC
중국	중국/NNP
경제도	경제/NNG+도/JX
어려워진다.	어렵/VA+어/EC+지/VX+ㄴ다/EF+./SF


# id : NWRW1800000028.374.5.1
그러나 주요 20개국 장관들이 경주에서 한 합의는 실행 여부가 성패의 관건이다.

그러나	그러나/MAJ
주요	주요/NNG
20개국	20/SN+개국/NNB
장관들이	장관/NNG+들/XSN+이/JKS
경주에서	경주/NNP+에서/JKB
한	하/VV+ㄴ/ETM
합의는	합의/NNG+는/JX
실행	실행/NNG
여부가	여부/NNG+가/JKS
성패의	성패/NNG+의/JKG
관건이다.	관건/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000028.374.5.2
코뮈니케는 ‘큰 폭의 경상수지 불균형이 지속된다고 평가될 경우, 상호간에 원인을 평가하고, 국제통화기금에 정책의 일관성을 평가하도록 요청한다’고 선언했다.

코뮈니케는	코뮈니케/NNG+는/JX
‘큰	‘/SS+크/VA+ㄴ/ETM
폭의	폭/NNG+의/JKG
경상수지	경상/NNG+수지/NNG
불균형이	불/XPN+균형/NNG+이/JKS
지속된다고	지속/NNG+되/XSV+ㄴ다고/EC
평가될	평가/NNG+되/XSV+ㄹ/ETM
경우,	경우/NNG+,/SP
상호간에	상호/NNG+간/NNB+에/JKB
원인을	원인/NNG+을/JKO
평가하고,	평가/NNG+하/XSV+고/EC+,/SP
국제통화기금에	국제통화기금/NNP+에/JKB
정책의	정책/NNG+의/JKG
일관성을	일관/NNG+성/XSN+을/JKO
평가하도록	평가/NNG+하/XSV+도록/EC
요청한다’고	요청/NNG+하/XSV+ㄴ다/EF+’/SS+고/JKQ
선언했다.	선언/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.374.5.3
이행 감시를 상호 평가와 국제통화기금의 모니터링에 의존하고, 법적 구속력도 없다.

이행	이행/NNG
감시를	감시/NNG+를/JKO
상호	상호/NNG
평가와	평가/NNG+와/JC
국제통화기금의	국제통화기금/NNP+의/JKG
모니터링에	모니터링/NNG+에/JKB
의존하고,	의존/NNG+하/XSV+고/EC+,/SP
법적	법/NNG+적/XSN
구속력도	구속력/NNG+도/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000028.374.5.4
특히 중국은 이전에도 국제회의에서 환율 유연성과 관련한 문구를 넣는 데 합의했으나 실제 위안화 절상폭은 미미했다.

특히	특히/MAG
중국은	중국/NNP+은/JX
이전에도	이전/NNG+에/JKB+도/JX
국제회의에서	국제회의/NNG+에서/JKB
환율	환율/NNG
유연성과	유연성/NNG+과/JKB
관련한	관련/NNG+하/XSV+ㄴ/ETM
문구를	문구/NNG+를/JKO
넣는	넣/VV+는/ETM
데	데/NNB
합의했으나	합의/NNG+하/XSV+았/EP+으나/EC
실제	실제/NNG
위안화	위안화/NNG
절상폭은	절상/NNG+폭/NNG+은/JX
미미했다.	미미하/VA+았/EP+다/EF+./SF


# id : NWRW1800000028.374.5.5
가이트너 장관도 “실제로 실천을 지켜봐야 하고 그게 관건”이라고 말했다.

가이트너	가이트너/NNP
장관도	장관/NNG+도/JX
“실제로	“/SS+실제로/MAG
실천을	실천/NNG+을/JKO
지켜봐야	지켜보/VV+아야/EC
하고	하/VX+고/EC
그게	그거/NP+이/JKS
관건”이라고	관건/NNG+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.374.6.1
이번 회의는 기축통화를 무기로 전방위 압박을 펼친 미국의 힘을 확인하는 자리이기도 했다.

이번	이번/NNG
회의는	회의/NNG+는/JX
기축통화를	기축/NNG+통화/NNG+를/JKO
무기로	무기/NNG+로/JKB
전방위	전방위/NNG
압박을	압박/NNG+을/JKO
펼친	펼치/VV+ㄴ/ETM
미국의	미국/NNP+의/JKG
힘을	힘/NNG+을/JKO
확인하는	확인/NNG+하/XSV+는/ETM
자리이기도	자리/NNG+이/VCP+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000028.374.6.2
20세기 경제사에서 떠오르는 경제대국이 발전 초기 단계에서 경상수지 흑자를 줄이라는 선진국의 요구에 응한 경우는 없었다.

20세기	20/SN+세기/NNG
경제사에서	경제사/NNG+에서/JKB
떠오르는	떠오르/VV+는/ETM
경제대국이	경제/NNG+대국/NNG+이/JKS
발전	발전/NNG
초기	초기/NNG
단계에서	단계/NNG+에서/JKB
경상수지	경상/NNG+수지/NNG
흑자를	흑자/NNG+를/JKO
줄이라는	줄이/VV+라는/ETM
선진국의	선진국/NNG+의/JKG
요구에	요구/NNG+에/JKB
응한	응하/VV+ㄴ/ETM
경우는	경우/NNG+는/JX
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000028.374.6.3
1944년 브레턴우즈체제 협상 때도 영국 대표였던 경제학자 존 메이너드 케인스가 흑자국에 벌칙을 주는 방식으로 불균형을 줄이자고 제안했으나 당시 세계 최대 흑자국이었던 미국이 거부해 무산됐다.

1944년	1944/SN+년/NNB
브레턴우즈체제	브레턴우즈/NNP+체제/NNG
협상	협상/NNG
때도	때/NNG+도/JX
영국	영국/NNP
대표였던	대표/NNG+이/VCP+었/EP+던/ETM
경제학자	경제학자/NNG
존	존/NNP
메이너드	메이너드/NNP
케인스가	케인스/NNP+가/JKS
흑자국에	흑자국/NNG+에/JKB
벌칙을	벌칙/NNG+을/JKO
주는	주/VV+는/ETM
방식으로	방식/NNG+으로/JKB
불균형을	불/XPN+균형/NNG+을/JKO
줄이자고	줄이/VV+자고/EC
제안했으나	제안/NNG+하/XSV+았/EP+으나/EC
당시	당시/NNG
세계	세계/NNG
최대	최대/NNG
흑자국이었던	흑자국/NNG+이/VCP+었/EP+던/ETM
미국이	미국/NNP+이/JKS
거부해	거부/NNG+하/XSV+아/EC
무산됐다.	무산/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000028.374.6.4
그러나 이번에 미국은 국제기구를 통해 불균형이 지속될 경우 ‘대공황’에 빠질 것이라며 여론전을 폈고, 달러를 찍어내는 ‘양적 완화’ 정책을 통해 신흥국의 통화가치 절상을 유도했다.

그러나	그러나/MAJ
이번에	이번/NNG+에/JKB
미국은	미국/NNP+은/JX
국제기구를	국제기구/NNG+를/JKO
통해	통하/VV+아/EC
불균형이	불/XPN+균형/NNG+이/JKS
지속될	지속/NNG+되/XSV+ㄹ/ETM
경우	경우/NNG
‘대공황’에	‘/SS+대/XPN+공황/NNG+’/SS+에/JKB
빠질	빠지/VV+ㄹ/ETM
것이라며	것/NNB+이/VCP+라며/EC
여론전을	여론전/NNG+을/JKO
폈고,	펴/VV+었/EP+고/EC+,/SP
달러를	달러/NNG+를/JKO
찍어내는	찍/VV+어/EC+내/VX+는/ETM
‘양적	‘/SS+양/NNG+적/XSN
완화’	완화/NNG+’/SS
정책을	정책/NNG+을/JKO
신흥국의	신흥국/NNG+의/JKG
통화가치	통화/NNG+가치/NNG
절상을	절상/NNG+을/JKO
유도했다.	유도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.374.6.5
그동안 중국은 경상수지 불균형이 미국의 산업구조 탓이라고 반박해 왔으나, 이번에는 자국의 책임도 인정하는 모습을 보였다.

그동안	그동안/NNG
중국은	중국/NNP+은/JX
경상수지	경상/NNG+수지/NNG
불균형이	불/XPN+균형/NNG+이/JKS
미국의	미국/NNP+의/JKG
산업구조	산업/NNG+구조/NNG
탓이라고	탓/NNG+이/VCP+라고/EC
반박해	반박/NNG+하/XSV+아/EC
왔으나,	오/VX+았/EP+으나/EC+,/SP
이번에는	이번/NNG+에/JKB+는/JX
자국의	자국/NNG+의/JKG
책임도	책임/NNG+도/JX
인정하는	인정/NNG+하/XSV+는/ETM
모습을	모습/NNG+을/JKO
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.374.6.6
정부 관계자는 “브레턴우즈 체제에선 흑자국이 조정을 안 해도 (강제로) 조정할 메커니즘이 없었다”며 “이번 합의는 과도하게 경상수지 흑자를 보이는 나라가 이것이 바람직하지 않다는 것을 자발적으로 선언한 것”이라고 평가했다.

정부	정부/NNG
관계자는	관계자/NNG+는/JX
“브레턴우즈	“/SS+브레턴우즈/NNP
체제에선	체제/NNG+에서/JKB+ㄴ/JX
흑자국이	흑자국/NNG+이/JKS
조정을	조정/NNG+을/JKO
안	안/MAG
해도	하/VV+아도/EC
(강제로)	(/SS+강제/NNG+로/JKB+)/SS
조정할	조정/NNG+하/XSV+ㄹ/ETM
메커니즘이	메커니즘/NNG+이/JKS
없었다”며	없/VA+었/EP+다/EF+”/SS+며/EC
“이번	“/SS+이번/NNG
합의는	합의/NNG+는/JX
과도하게	과도/NNG+하/XSA+게/EC
경상수지	경상/NNG+수지/NNG
흑자를	흑자/NNG+를/JKO
보이는	보이/VV+는/ETM
나라가	나라/NNG+가/JKS
이것이	이것/NP+이/JKS
바람직하지	바람직하/VA+지/EC
않다는	않/VX+다는/ETM
것을	것/NNB+을/JKO
자발적으로	자발/NNG+적/XSN+으로/JKB
선언한	선언/NNG+하/XSV+ㄴ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
평가했다.	평가/NNG+하/XSV+았/EP+다/EF+./SF


