# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.94
metadata : {}


# id : NWRW1800000030.94.1.1
美 명문 쿠싱아카데미 짐 트레이시 교장 "19세기式 교실 수업 버려야"

美	美/SH
듣는다.	듣/VV+는다/EF+./SF


# id : NWRW1800000030.94.5.3
학생들은 토론을 통해 얻은 지식과 정보, 그리고 자기 생각을 정리해서 제출하면 된다.

학생들은	학생/NNG+들/XSN+은/JX
토론을	토론/NNG+을/JKO
통해	통하/VV+아/EC
얻은	얻/VV+은/ETM
지식과	지식/NNG+과/JC
정보,	정보/NNG+,/SP
그리고	그리고/MAJ
자기	자기/NNG
생각을	생각/NNG+을/JKO
정리해서	정리/NNG+하/XSV+아서/EC
제출하면	제출/NNG+하/XSV+면/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.94.6.1
"디지털시대에는 학생 스스로 판단하는 능력을 길러주는 게 무엇보다 중요해요.

"디지털시대에는	"/SS+디지털/NNG+시대/NNG+에/JKB+는/JX
학생	학생/NNG
스스로	스스로/MAG
판단하는	판단/NNG+하/XSV+는/ETM
능력을	능력/NNG+을/JKO
길러주는	기르/VV+어/EC+주/VX+는/ETM
게	거/NNB+이/JKS
무엇보다	무엇/NP+보다/JKB
중요해요.	중요/NNG+하/XSA+아요/EF+./SF


# id : NWRW1800000030.94.6.2
감당하기 힘들 정도로 난무하는 지식과 정보 가운데 어떤 게 옳고 그른지 판별해내는 능력을 가르쳐야 합니다."

감당하기	감당/NNG+하/XSV+기/ETN
힘들	힘들/VA+ㄹ/ETM
정도로	정도/NNG+로/JKB
난무하는	난무/NNG+하/XSV+는/ETM
지식과	지식/NNG+과/JC
정보	정보/NNG
가운데	가운데/NNG
어떤	어떤/MMD
게	거/NNB+이/JKS
옳고	옳/VA+고/EC
그른지	그르/VA+ㄴ지/EC
판별해내는	판별/NNG+하/XSV+아/EC+내/VX+는/ETM
능력을	능력/NNG+을/JKO
가르쳐야	가르치/VV+어야/EC
합니다."	하/VX+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000030.94.7.1
2006년부터 쿠싱아카데미 교장을 맡고 있는 그는 한국의 재학생, 학부모, 그리고 동창 등을 만나고 19일 돌아갔다.

2006년부터	2006/SN+년/NNB+부터/JX
쿠싱아카데미	쿠싱아카데미/NNP
교장을	교장/NNG+을/JKO
맡고	맡/VV+고/EC
있는	있/VX+는/ETM
그는	그/NP+는/JX
한국의	한국/NNP+의/JKG
재학생,	재학/NNG+생/XSN+,/SP
학부모,	학부모/NNG+,/SP
그리고	그리고/MAJ
동창	동창/NNG
등을	등/NNB+을/JKO
만나고	만나/VV+고/EC
19일	19/SN+일/NNB
돌아갔다.	돌아가/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.94.7.2
트레이시 교장은 스탠퍼드대에서 역사학 박사 학위를 받았다.

트레이시	트레이시/NNP
교장은	교장/NNG+은/JX
스탠퍼드대에서	스탠퍼드대/NNP+에서/JKB
역사학	역사학/NNG
박사	박사/NNG
학위를	학위/NNG+를/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.94.7.3
보스턴대학에서는 경영학을 공부했다.

보스턴대학에서는	보스턴대학/NNP+에서/JKB+는/JX
경영학을	경영학/NNG+을/JKO
공부했다.	공부/NNG+하/XSV+았/EP+다/EF+./SF


