# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.29
metadata : {}


# id : NWRW1800000040.29.1.1
[단독] 삼성전자서비스, 협력업체 팀장들에게 보고받았다

[단독]	[/SS+단독/NNG+]/SS
지점장·에스브이(SV·협력업체를	지점장/NNG+·/SP+에스브이/NNG+(/SS+SV/SL+·/SP+협력/NNG+업체/NNG+를/JKO
관리하는	관리/NNG+하/XSV+는/ETM
본사의	본사/NNG+의/JKG
차장급	차장급/NNG
직원)	직원/NNG+)/SS
포함,	포함/NNG+,/SP
지점	지점/NNG
인원들한테	인원/NNG+들/XSN+한테/JKB
보내지	보내/VV+지/EC
말라”는	말/VX+라/EF+”/SS+는/ETM
내용이	내용/NNG+이/JKS
들어	들/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000040.29.7.3
사장은 이어 “별도 지침이 있을 때까지다.

사장은	사장/NNG+은/JX
이어	이어/MAG
“별도	“/SS+별도/NNG
지침이	지침/NNG+이/JKS
있을	있/VA+을/ETM
때까지다.	때/NNG+까지/JX+이/VCP+다/EF+./SF


# id : NWRW1800000040.29.7.4
어디까지가 도급법(위반)에 해당하는지 유권해석을 다시 한번 정의하려고 하는 것 아닌가 추측해본다”고 적었다.

어디까지가	어디/NP+까지/JX+가/JKS
도급법(위반)에	도급/NNG+법/NNG+(/SS+위반/NNG+)/SS+에/JKB
해당하는지	해당/NNG+하/XSV+는지/EC
유권해석을	유권/NNG+해석/NNG+을/JKO
다시	다시/MAG
한번	한번/MAG
정의하려고	정의/NNG+하/XSV+려고/EC
하는	하/VX+는/ETM
것	것/NNB
아닌가	아니/VCN+ㄴ가/EF
추측해본다”고	추측/NNG+하/XSV+아/EC+보/VX+ㄴ다/EF+”/SS+고/JKQ
적었다.	적/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.29.7.5
이번 조처가 삼성전자서비스 쪽의 지시에 의해 이뤄진 것임을 암시하는 내용이다.

이번	이번/NNG
조처가	조처/NNG+가/JKS
삼성전자서비스	삼성전자서비스/NNP
쪽의	쪽/NNB+의/JKG
지시에	지시/NNG+에/JKB
의해	의하/VV+아/EC
이뤄진	이뤄지/VV+ㄴ/ETM
것임을	것/NNB+이/VCP+ㅁ/ETN+을/JKO
암시하는	암시/NNG+하/XSV+는/ETM
내용이다.	내용/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.29.8.1
그는 또 “팀장들은 사원 편이 아니라 회사 입장에서 생각하고 행동해주셔야 한다.

그는	그/NP+는/JX
또	또/MAG
“팀장들은	“/SS+팀장/NNG+들/XSN+은/JX
사원	사원/NNG
편이	편/NNG+이/JKC
아니라	아니/VCN+라/EC
회사	회사/NNG
입장에서	입장/NNG+에서/JKB
생각하고	생각/NNG+하/XSV+고/EC
행동해주셔야	행동/NNG+하/XSV+아/EC+주/VX+시/EP+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000040.29.8.2
사원들 동향을 예의 주시하고 사소한 것일지언정 사장한테 보고해 주시기 바란다.

사원들	사원/NNG+들/XSN
동향을	동향/NNG+을/JKO
예의	예의/NNG
주시하고	주시/NNG+하/XSV+고/EC
사소한	사소하/VA+ㄴ/ETM
것일지언정	것/NNB+이/VCP+ㄹ지언정/EC
사장한테	사장/NNG+한테/JKB
보고해	보고/NNG+하/XSV+아/EC
주시기	주/VX+시/EP+기/ETN
바란다.	바라/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.29.8.3
있어서는 안 될 일이 생긴다면 나는 조용히 회사 문을 닫으려고 한다.

있어서는	있/VA+어서/EC+는/JX
안	안/MAG
될	되/VV+ㄹ/ETM
일이	일/NNG+이/JKS
생긴다면	생기/VV+ㄴ다면/EC
나는	나/NP+는/JX
조용히	조용히/MAG
회사	회사/NNG
문을	문/NNG+을/JKO
닫으려고	닫/VV+으려고/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000040.29.8.4
노조라는 게 생긴다 하여도 회사가 해줄 것이 아무것도 없다”고 밝혔다.

노조라는	노조/NNG+이/VCP+라는/ETM
게	거/NNB+이/JKS
생긴다	생기/VV+ㄴ다/EF
하여도	하/VV+아도/EC
회사가	회사/NNG+가/JKS
해줄	하/VV+아/EC+주/VX+ㄹ/ETM
것이	것/NNB+이/JKS
아무것도	아무것/NNG+도/JX
없다”고	없/VA+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.29.8.5
협력업체 직원들의 노조 결성 움직임에 대한 경고성 발언이다.

협력업체	협력/NNG+업체/NNG
직원들의	직원/NNG+들/XSN+의/JKG
노조	노조/NNG
결성	결성/NNG
움직임에	움직임/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
경고성	경고/NNG+성/XSN
발언이다.	발언/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.29.9.1
전자우편의 내용이 사실이라면 이는 삼성전자서비스가 협력업체 사장도 아닌 일선 팀장으로부터 협력업체 직원 근태 등을 ‘직보’받아왔음을 보여준다.

전자우편의	전자/NNG+우편/NNG+의/JKG
내용이	내용/NNG+이/JKS
사실이라면	사실/NNG+이/VCP+라면/EC
이는	이/NP+는/JX
삼성전자서비스가	삼성전자서비스/NNP+가/JKS
협력업체	협력/NNG+업체/NNG
사장도	사장/NNG+도/JX
아닌	아니/VCN+ㄴ/ETM
일선	일선/NNG
팀장으로부터	팀장/NNG+으로부터/JKB
직원	직원/NNG
근태	근태/NNG
등을	등/NNB+을/JKO
‘직보’받아왔음을	‘/SS+직보/NNG+’/SS+받/XSV+아/EC+오/VX+았/EP+음/ETN+을/JKO
보여준다.	보이/VV+어/EC+주/VX+ㄴ다/EF+./SF


# id : NWRW1800000040.29.9.2
협력업체에선 내근·외근 팀장 2~3명이 팀별로 수리기사 20~30명의 업무일·수리건수 등을 관리한다.

협력업체에선	협력/NNG+업체/NNG+에서/JKB+ㄴ/JX
내근·외근	내근/NNG+·/SP+외근/NNG
팀장	팀장/NNG
2~3명이	2/SN+~/SO+3/SN+명/NNB+이/JKS
팀별로	팀/NNG+별/XSN+로/JKB
수리기사	수리/NNG+기사/NNG
20~30명의	20/SN+~/SO+30/SN+명/NNB+의/JKG
업무일·수리건수	업무일/NNG+·/SP+수리/NNG+건수/NNG
등을	등/NNB+을/JKO
관리한다.	관리/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000040.29.9.3
삼성전자서비스가 이들을 통해 협력업체 직원들의 업무를 보고받았다면 그 자체가 협력업체의 노무업무 등을 ‘통제’해왔다는 증거인 셈이다.

삼성전자서비스가	삼성전자서비스/NNP+가/JKS
이들을	이/NP+들/XSN+을/JKO
통해	통하/VV+아/EC
협력업체	협력/NNG+업체/NNG
직원들의	직원/NNG+들/XSN+의/JKG
업무를	업무/NNG+를/JKO
보고받았다면	보고/NNG+받/XSV+았/EP+다면/EC
그	그/MMD
자체가	자체/NNG+가/JKS
협력업체의	협력/NNG+업체/NNG+의/JKG
노무업무	노무/NNG+업무/NNG
등을	등/NNB+을/JKO
‘통제’해왔다는	‘/SS+통제/NNG+’/SS+하/XSV+아/EC+오/VX+았/EP+다는/ETM
증거인	증거/NNG+이/VCP+ㄴ/ETM
셈이다.	셈/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000040.29.10.1
이에 대해 삼성전자서비스 관계자는 “개별 협력업체 직원의 근태를 파악한 적이 없고, 6월과 8월 사이 여름철 서비스 요청 폭주에 대비해 서비스 지연을 방지하고자 협력업체 직원의 가동률을 파악한 것이다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
삼성전자서비스	삼성전자서비스/NNP
관계자는	관계자/NNG+는/JX
“개별	“/SS+개별/NNG
협력업체	협력/NNG+업체/NNG
직원의	직원/NNG+의/JKG
근태를	근태/NNG+를/JKO
파악한	파악/NNG+하/XSV+ㄴ/ETM
적이	적/NNB+이/JKS
없고,	없/VA+고/EC+,/SP
6월과	6/SN+월/NNB+과/JC
8월	8/SN+월/NNB
사이	사이/NNG
여름철	여름철/NNG
서비스	서비스/NNG
요청	요청/NNG
폭주에	폭주/NNG+에/JKB
대비해	대비/NNG+하/XSV+아/EC
지연을	지연/NNG+을/JKO
방지하고자	방지/NNG+하/XSV+고자/EC
가동률을	가동/NNG+률/XSN+을/JKO
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000040.29.10.2
직원 가동률은 협력사 관리자에게 제공받은 것인데, 전혀 문제될 것이 없고 필요한 절차이기 때문에 향후에도 지속적으로 파악할 예정이다.

직원	직원/NNG
가동률은	가동/NNG+률/XSN+은/JX
협력사	협력사/NNG
관리자에게	관리자/NNG+에게/JKB
제공받은	제공/NNG+받/XSV+은/ETM
것인데,	것/NNB+이/VCP+ㄴ데/EC+,/SP
전혀	전혀/MAG
문제될	문제/NNG+되/XSV+ㄹ/ETM
것이	것/NNB+이/JKS
없고	없/VA+고/EC
필요한	필요/NNG+하/XSA+ㄴ/ETM
절차이기	절차/NNG+이/VCP+기/ETN
때문에	때문/NNB+에/JKB
향후에도	향후/NNG+에/JKB+도/JX
지속적으로	지속/NNG+적/XSN+으로/JKB
파악할	파악/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.29.10.3
보고 중지를 요청한 것은 일부 협력업체가 자체적으로 판단한 것으로 본사 쪽에서 일괄적으로 보고하지 말도록 요청한 사실은 없다”고 해명했다.

보고	보고/NNG
중지를	중지/NNG+를/JKO
요청한	요청/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
일부	일부/NNG
협력업체가	협력/NNG+업체/NNG+가/JKS
자체적으로	자체/NNG+적/XSN+으로/JKB
판단한	판단/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
본사	본사/NNG
쪽에서	쪽/NNB+에서/JKB
일괄적으로	일괄/NNG+적/XSN+으로/JKB
보고하지	보고/NNG+하/XSV+지/EC
말도록	말/VX+도록/EC
사실은	사실/NNG+은/JX
없다”고	없/VA+다/EF+”/SS+고/JKQ
해명했다.	해명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.29.11.1
민주사회를 위한 변호사모임의 권영국 변호사는 “도급계약을 맺은 하청업체 인력의 출근율, 가동률 등은 하청업체의 독자적인 인사·노무관리에 관한 부분이기 때문에 원청업체가 관여할 사안이 아니다.

민주사회를	민주/NNG+사회/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
변호사모임의	변호사/NNG+모임/NNG+의/JKG
권영국	권영국/NNP
변호사는	변호사/NNG+는/JX
“도급계약을	“/SS+도급/NNG+계약/NNG+을/JKO
맺은	맺/VV+은/ETM
하청업체	하청/NNG+업체/NNG
인력의	인력/NNG+의/JKG
출근율,	출근/NNG+율/XSN+,/SP
가동률	가동/NNG+률/XSN
등은	등/NNB+은/JX
하청업체의	하청/NNG+업체/NNG+의/JKG
독자적인	독자/NNG+적/XSN+이/VCP+ㄴ/ETM
인사·노무관리에	인사/NNG+·/SP+노무/NNG+관리/NNG+에/JKB
관한	관하/VV+ㄴ/ETM
부분이기	부분/NNG+이/VCP+기/ETN
때문에	때문/NNB+에/JKB
원청업체가	원청/NNG+업체/NNG+가/JKS
관여할	관여/NNG+하/XSV+ㄹ/ETM
사안이	사안/NNG+이/JKC
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000040.29.11.2
그럼에도 이를 보고받고 관리한다는 삼성 쪽의 얘기 자체가 불법파견 내지는 원·하청간 종속적인 근로감독이 이뤄진 것을 시인한 것에 다름 아니다”라고 지적했다.

그럼에도	그렇/VA+ㅁ/ETN+에/JKB+도/JX
이를	이/NP+를/JKO
보고받고	보고/NNG+받/XSV+고/EC
관리한다는	관리/NNG+하/XSV+ㄴ다는/ETM
삼성	삼성/NNP
쪽의	쪽/NNB+의/JKG
얘기	얘기/NNG
자체가	자체/NNG+가/JKS
불법파견	불법/NNG+파견/NNG
내지는	내지/MAG+는/JX
원·하청간	원·하청/NNG+간/NNB
종속적인	종속/NNG+적/XSN+이/VCP+ㄴ/ETM
근로감독이	근로/NNG+감독/NNG+이/JKS
이뤄진	이뤄지/VV+ㄴ/ETM
것을	것/NNB+을/JKO
시인한	시인/NNG+하/XSV+ㄴ/ETM
것에	것/NNB+에/JKB
다름	다르/VA+ㅁ/ETN
아니다”라고	아니/VCN+다/EF+”/SS+라고/JKQ
지적했다.	지적/NNG+하/XSV+았/EP+다/EF+./SF


