# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.6
metadata : {}


# id : NWRW1800000056.6.1.1
[단독] 자영업자 대출 사상 첫 500조원 돌파

[단독]	[/SS+단독/NNG+]/SS
발표치보다	발표/NNG+치/XSN+보다/JKB
40조원이나	40/SN+조/NR+원/NNB+이나/JX
많아	많/VA+아/EF


# id : NWRW1800000056.6.6.1
28일 <한겨레>가 김종민 더불어민주당 의원실을 통해 신용평가사인 한국신용정보(나이스)로부터 받은 2012~2016년치 자영업자 대출 현황 자료를 보면, 지난해 말 기준 자영업자 대출총액은 520조1419억원에 이르는 것으로 집계됐다.

28일	28/SN+일/NNB
<한겨레>가	</SS+한겨레/NNP+>/SS+가/JKS
김종민	김종민/NNP
더불어민주당	더불어민주당/NNP
의원실을	의원실/NNG+을/JKO
통해	통하/VV+아/EC
신용평가사인	신용/NNG+평가사/NNG+이/VCP+ㄴ/ETM
한국신용정보(나이스)로부터	한국신용정보/NNP+(/SS+나이스/NNP+)/SS+로부터/JKB
받은	받/VV+은/ETM
2012~2016년치	2012/SN+~/SO+2016/SN+년/NNB+치/NNB
자영업자	자영업자/NNG
대출	대출/NNG
현황	현황/NNG
자료를	자료/NNG+를/JKO
보면,	보/VV+면/EC+,/SP
지난해	지난해/NNG
말	말/NNB
기준	기준/NNG
대출총액은	대출/NNG+총액/NNG+은/JX
520조1419억원에	520/SN+조/NR+1419/SN+억/NR+원/NNB+에/JKB
이르는	이르/VV+는/ETM
것으로	것/NNB+으로/JKB
집계됐다.	집계/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000056.6.6.2
전년도보다 12.2%, 57조원 가까이 늘어난 규모다.

전년도보다	전년도/NNG+보다/JKB
12.2%,	12/SN+./SP+2/SN+%/SW+,/SP
57조원	57/SN+조/NR+원/NNB
가까이	가까이/MAG
늘어난	늘어나/VV+ㄴ/ETM
규모다.	규모/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000056.6.6.3
자영업자가 실제 금융권에서 받은 대출총액을 전수조사한 자료가 공개되는 것은 이번이 처음이다.

자영업자가	자영업자/NNG+가/JKS
실제	실제/NNG
금융권에서	금융/NNG+권/XSN+에서/JKB
받은	받/VV+은/ETM
대출총액을	대출/NNG+총액/NNG+을/JKO
전수조사한	전수/NNG+조사/NNG+하/XSV+ㄴ/ETM
자료가	자료/NNG+가/JKS
공개되는	공개/NNG+되/XSV+는/ETM
것은	것/NNB+은/JX
이번이	이번/NNG+이/JKS
처음이다.	처음/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000056.6.7.1
전체 가계부채 증가율 크게 웃돌아

전체	전체/NNG
가계부채	가계/NNG+부채/NNG
증가율	증가/NNG+율/XSN
크게	크/VA+게/EC
웃돌아	웃돌/VV+아/EF


# id : NWRW1800000056.6.8.1
1인당 평균 대출 3억 넘어

1인당	1/SN+인/NNG+당/XSN
평균	평균/NNG
대출	대출/NNG
3억	3/SN+억/NR
넘어	넘/VV+어/EF


# id : NWRW1800000056.6.9.1
가계대출이 자영업자 총대출 증가 이끌어

가계대출이	가계/NNG+대출/NNG+이/JKS
자영업자	자영업자/NNG
총대출	총/MMA+대출/NNG
증가	증가/NNG
이끌어	이끌/VV+어/EF


# id : NWRW1800000056.6.10.1
자영업자 대출총액은 2012년 이후 4년간 46.7% 늘어나 전체 가계빚(가계신용) 증가율 39.5%를 크게 웃돌았다.

자영업자	자영업자/NNG
대출총액은	대출/NNG+총액/NNG+은/JX
2012년	2012/SN+년/NNB
이후	이후/NNG
4년간	4/SN+년/NNB+간/XSN
46.7%	46/SN+./SP+7/SN+%/SW
늘어나	늘어나/VV+아/EC
전체	전체/NNG
가계빚(가계신용)	가계/NNG+빚/NNG+(/SS+가계/NNG+신용/NNG+)/SS
증가율	증가/NNG+율/XSN
39.5%를	39/SN+./SP+5/SN+%/SW+를/JKO
크게	크/VA+게/EC
웃돌았다.	웃돌/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.6.11.1
나이스 전수조사 집계는 최근 한국은행이 제시한 지난해 말 기준 자영업자 대출총액 추산치 480조2천억원보다 무려 40조원이나 많다.

나이스	나이스/NNP
전수조사	전수/NNG+조사/NNG
집계는	집계/NNG+는/JX
최근	최근/MAG
한국은행이	한국은행/NNP+이/JKS
제시한	제시/NNG+하/XSV+ㄴ/ETM
지난해	지난해/NNG
말	말/NNB
기준	기준/NNG
자영업자	자영업자/NNG
대출총액	대출/NNG+총액/NNG
추산치	추산/NNG+치/XSN
480조2천억원보다	480/SN+조/NR+2/SN+천억/NR+원/NNB+보다/JKB
무려	무려/MAG
40조원이나	40/SN+조/NR+원/NNB+이나/JX
많다.	많/VA+다/EF+./SF


# id : NWRW1800000056.6.11.2
한은 수치는 나이스가 제공하는 가계부채 표본 데이터(차주 100만명 패널 데이터)를 바탕으로 추산해낸 것이어서, 전수조사에 견줘 정확성이 떨어진다.

한은	한은/NNP
수치는	수치/NNG+는/JX
나이스가	나이스/NNP+가/JKS
제공하는	제공/NNG+하/XSV+는/ETM
가계부채	가계/NNG+부채/NNG
표본	표본/NNG
데이터(차주	데이터/NNG+(/SS+차주/NNG
100만명	100/SN+만/NR+명/NNB
패널	패널/NNG
데이터)를	데이터/NNG+)/SS+를/JKO
바탕으로	바탕/NNG+으로/JKB
추산해낸	추산/NNG+하/XSV+아/EC+내/VX+ㄴ/ETM
것이어서,	것/NNB+이/VCP+어서/EC+,/SP
전수조사에	전수/NNG+조사/NNG+에/JKB
견줘	견주/VV+어/EC
정확성이	정확/NNG+성/XSN+이/JKS
떨어진다.	떨어지/VV+ㄴ다/EF+./SF


# id : NWRW1800000056.6.12.1
나이스 집계는 자영업자가 사업자등록증을 근거로 사업체 운영 등에 쓰겠다면서 받은 개인사업자대출 328조8099억원에 이 대출을 받아간 자영업자가 낸 모든 가계대출 191조3320억원을 더한 수치다.

나이스	나이스/NNP
집계는	집계/NNG+는/JX
자영업자가	자영업자/NNG+가/JKS
사업자등록증을	사업자/NNG+등록증/NNG+을/JKO
근거로	근거/NNG+로/JKB
사업체	사업체/NNG
운영	운영/NNG
등에	등/NNB+에/JKB
쓰겠다면서	쓰/VV+겠/EP+다면서/EC
받은	받/VV+은/ETM
개인사업자대출	개인/NNG+사업자/NNG+대출/NNG
328조8099억원에	328/SN+조/NR+8099/SN+억/NR+원/NNB+에/JKB
이	이/MMD
대출을	대출/NNG+을/JKO
받아간	받/VV+아/EC+가/VX+ㄴ/ETM
낸	내/VV+ㄴ/ETM
모든	모든/MMN
가계대출	가계/NNG+대출/NNG
191조3320억원을	191/SN+조/NR+3320/SN+억/NR+원/NNB+을/JKO
더한	더/MAG+하/XSV+ㄴ/ETM
수치다.	수치/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000056.6.12.2
통상 개인사업자대출이 중소기업대출로 분류되는 탓에 가계대출 통계가 자영업자 대출의 위험을 제대로 포괄하지 못한다는 비판이 끊이지 않았다.

통상	통상/MAG
개인사업자대출이	개인/NNG+사업자/NNG+대출/NNG+이/JKS
중소기업대출로	중소기업/NNG+대출/NNG+로/JKB
분류되는	분류/NNG+되/XSV+는/ETM
탓에	탓/NNG+에/JKB
가계대출	가계/NNG+대출/NNG
통계가	통계/NNG+가/JKS
자영업자	자영업자/NNG
대출의	대출/NNG+의/JKG
위험을	위험/NNG+을/JKO
제대로	제대로/MAG
포괄하지	포괄/NNG+하/XSV+지/EC
못한다는	못하/VX+ㄴ다는/ETM
비판이	비판/NNG+이/JKS
끊이지	끊이/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000056.6.12.3
지난해 개인사업자대출을 받은 자영업자는 모두 160만명이며, 이들 중 가계대출을 낸 자영업자는 129만명이 조금 넘는다.

지난해	지난해/NNG
개인사업자대출을	개인/NNG+사업자/NNG+대출/NNG+을/JKO
받은	받/VV+은/ETM
자영업자는	자영업자/NNG+는/JX
모두	모두/MAG
160만명이며,	160/SN+만/NR+명/NNB+이/VCP+며/EC+,/SP
이들	이/NP+들/XSN
중	중/NNB
가계대출을	가계/NNG+대출/NNG+을/JKO
낸	내/VV+ㄴ/ETM
129만명이	129/SN+만/NR+명/NNB+이/JKS
조금	조금/MAG
넘는다.	넘/VV+는다/EF+./SF


# id : NWRW1800000056.6.12.4
특히 지난해 자영업자들이 받은 가계대출은 전년 대비 15.4% 증가해, 전체 가계대출 증가율(11.7%)을 넘어섰다.

특히	특히/MAG
지난해	지난해/NNG
자영업자들이	자영업자/NNG+들/XSN+이/JKS
받은	받/VV+은/ETM
가계대출은	가계/NNG+대출/NNG+은/JX
전년	전년/NNG
대비	대비/NNG
15.4%	15/SN+./SP+4/SN+%/SW
증가해,	증가/NNG+하/XSV+아/EC+,/SP
전체	전체/NNG
가계대출	가계/NNG+대출/NNG
증가율(11.7%)을	증가/NNG+율/XSN+(/SS+11/SN+./SP+7/SN+%/SW+)/SS+을/JKO
넘어섰다.	넘어서/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.6.12.5
자영업자의 1인당 평균 대출액은 3억2400만원이었다.

자영업자의	자영업자/NNG+의/JKG
1인당	1/SN+인/NNG+당/XSN
평균	평균/NNG
대출액은	대출액/NNG+은/JX
3억2400만원이었다.	3/SN+억/NR+2400/SN+만/NR+원/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000056.6.13.1
김종민 의원은 “자영업자 대출이 금리인상 등 외부 충격에 가장 취약하다고 지적되고 있는 만큼 한국은행은 이번에 조사된 개인사업자 부채 총액에 대한 정밀분석을 통해 맞춤형 대책 마련에 착수하여야 하며, 가계부채관리협의체를 통해 관계기관과 공동대응 방안 마련에도 주도적으로 나서야 한다”고 말했다.

김종민	김종민/NNP
의원은	의원/NNG+은/JX
“자영업자	“/SS+자영업자/NNG
대출이	대출/NNG+이/JKS
금리인상	금리/NNG+인상/NNG
등	등/NNB
외부	외부/NNG
충격에	충격/NNG+에/JKB
가장	가장/MAG
취약하다고	취약/NNG+하/XSA+다고/EC
지적되고	지적/NNG+되/XSV+고/EC
있는	있/VX+는/ETM
만큼	만큼/NNB
한국은행은	한국은행/NNP+은/JX
이번에	이번/NNG+에/JKB
조사된	조사/NNG+되/XSV+ㄴ/ETM
개인사업자	개인/NNG+사업자/NNG
부채	부채/NNG
총액에	총액/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
정밀분석을	정밀/NNG+분석/NNG+을/JKO
통해	통하/VV+아/EC
맞춤형	맞춤/NNG+형/XSN
대책	대책/NNG
마련에	마련/NNG+에/JKB
착수하여야	착수/NNG+하/XSV+아야/EC
하며,	하/VX+며/EC+,/SP
가계부채관리협의체를	가계/NNG+부채/NNG+관리/NNG+협의체/NNG+를/JKO
관계기관과	관계/NNG+기관/NNG+과/JKB
공동대응	공동/NNG+대응/NNG
방안	방안/NNG
마련에도	마련/NNG+에/JKB+도/JX
주도적으로	주도/NNG+적/XSN+으로/JKB
나서야	나서/VV+어야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


