# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.105
metadata : {}


# id : NWRW1800000041.105.1.1
[Bio 의약]사무실 근무자 괴롭히는 치질 통증 굿바이!

[Bio	[/SS+Bio/SL
인자로	인자/NNG+로/JKB
늘어져	늘어지/VV+어/EC
정맥류를	정맥류/NNG+를/JKO
유발하고	유발/NNG+하/XSV+고/EC
돌출되는	돌출/NNG+되/XSV+는/ETM
질환을	질환/NNG+을/JKO
말하며	말/NNG+하/XSV+며/EC
장시간	장시간/NNG
앉아	앉/VV+아/EC
있거나	있/VX+거나/EC
변비로	변비/NNG+로/JKB
인한	인/NNG+하/XSV+ㄴ/ETM
항문	항문/NNG
압박,	압박/NNG+,/SP
임신	임신/NNG
시의	시/NNB+의/JKG
태아에	태아/NNG+에/JKB
의한	의하/VV+ㄴ/ETM
압력으로	압력/NNG+으로/JKB
유발되기도	유발/NNG+되/XSV+기/ETN+도/JX
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000041.105.4.2
환부에 삽입해야 하는 좌제, 연고제형으로 치료제가 판매되고 있지만 렉센은 에스 좌제, 연고, 티정의 3가지 제형으로 구성되어 있어 환자의 기호에 맞게 선택하여 치료를 시도할 수 있다.

환부에	환부/NNG+에/JKB
삽입해야	삽입/NNG+하/XSV+아야/EC
하는	하/VX+는/ETM
좌제,	좌제/NNG+,/SP
연고제형으로	연고제/NNG+형/XSN+으로/JKB
치료제가	치료제/NNG+가/JKS
판매되고	판매/NNG+되/XSV+고/EC
있지만	있/VX+지만/EC
렉센은	렉센/NNG+은/JX
에스	에스/NNG
연고,	연고/NNG+,/SP
티정의	티정/NNG+의/JKG
3가지	3/SN+가지/NNB
제형으로	제형/NNG+으로/JKB
구성되어	구성/NNG+되/XSV+어/EC
있어	있/VX+어/EC
환자의	환자/NNG+의/JKG
기호에	기호/NNG+에/JKB
맞게	맞/VV+게/EC
선택하여	선택/NNG+하/XSV+아/EC
치료를	치료/NNG+를/JKO
시도할	시도/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000041.105.5.1
렉센의 주성분인 하마메리스엽 성분은 북아메리카 지역에서 마법의 개암나무라 불릴 정도로 상처 치유 효과가 뛰어난 성분이기에 항문부위의 환부를 치유하는 데에 효과적이며 그 외 다른 피부 부위의 상처에도 뛰어난 치유효과를 발휘한다.

렉센의	렉센/NNG+의/JKG
주성분인	주성분/NNG+이/VCP+ㄴ/ETM
하마메리스엽	하마메리스엽/NNG
성분은	성분/NNG+은/JX
북아메리카	북아메리카/NNP
지역에서	지역/NNG+에서/JKB
마법의	마법/NNG+의/JKG
개암나무라	개암나무/NNG+이/VCP+라/EC
불릴	불리/VV+ㄹ/ETM
정도로	정도/NNG+로/JKB
상처	상처/NNG
치유	치유/NNG
효과가	효과/NNG+가/JKS
뛰어난	뛰어나/VA+ㄴ/ETM
성분이기에	성분/NNG+이/VCP+기/ETN+에/JKB
항문부위의	항문/NNG+부위/NNG+의/JKG
환부를	환부/NNG+를/JKO
치유하는	치유/NNG+하/XSV+는/ETM
데에	데/NNB+에/JKB
효과적이며	효과/NNG+적/XSN+이/VCP+며/EC
그	그/MMD
외	외/NNB
다른	다른/MMD
피부	피부/NNG
부위의	부위/NNG+의/JKG
상처에도	상처/NNG+에/JKB+도/JX
치유효과를	치유/NNG+효과/NNG+를/JKO
발휘한다.	발휘/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000041.105.6.1
하마메리스엑스에 함유된 사포닌은 침투성 또는 투과성에 장애가 있는 혈관 내벽을 밀폐시켜 울혈을 제거하여 염증을 완화시키며 상처에 대해 수렴작용을 나타낸다.

하마메리스엑스에	하마메리스/NNG+엑스/NNG+에/JKB
함유된	함유/NNG+되/XSV+ㄴ/ETM
사포닌은	사포닌/NNG+은/JX
침투성	침투/NNG+성/XSN
또는	또는/MAG
투과성에	투과/NNG+성/XSN+에/JKB
장애가	장애/NNG+가/JKS
있는	있/VA+는/ETM
혈관	혈관/NNG
내벽을	내벽/NNG+을/JKO
밀폐시켜	밀폐/NNG+시키/XSV+어/EC
울혈을	울혈/NNG+을/JKO
제거하여	제거/NNG+하/XSV+아/EC
염증을	염증/NNG+을/JKO
완화시키며	완화/NNG+시키/XSV+며/EC
상처에	상처/NNG+에/JKB
대해	대하/VV+아/EC
수렴작용을	수렴/NNG+작용/NNG+을/JKO
나타낸다.	나타내/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.105.6.2
렉센의 항혈전 효과에 의해 혈액응고작용이 저하되어 혈전 정맥염에 대해 예방 및 치료효과가 있다.

렉센의	렉센/NNG+의/JKG
항혈전	항혈전/NNG
효과에	효과/NNG+에/JKB
의해	의하/VV+아/EC
혈액응고작용이	혈액/NNG+응고/NNG+작용/NNG+이/JKS
저하되어	저하/NNG+되/XSV+어/EC
혈전	혈전/NNG
정맥염에	정맥염/NNG+에/JKB
대해	대하/VV+아/EC
예방	예방/NNG
및	및/MAG
치료효과가	치료/NNG+효과/NNG+가/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000041.105.6.3
하마메리스에는 항생물질적인 특수성이 부수되는 것과 더불어 탄닌 성분의 작용으로 항염증 작용과 항육아종 효과를 나타낸다.

하마메리스에는	하마메리스/NNG+에/JKB+는/JX
항생물질적인	항생/NNG+물질/NNG+적/XSN+이/VCP+ㄴ/ETM
특수성이	특수/NNG+성/XSN+이/JKS
부수되는	부수/NNG+되/XSV+는/ETM
것과	것/NNB+과/JKB
더불어	더불/VV+어/EC
탄닌	탄닌/NNG
성분의	성분/NNG+의/JKG
작용으로	작용/NNG+으로/JKB
항염증	항염증/NNG
작용과	작용/NNG+과/JC
항육아종	항육아종/NNG
효과를	효과/NNG+를/JKO
나타낸다.	나타내/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.105.7.1
렉센티정은 환부에 삽입하거나 도포해야 하는 불편함 대신 정제를 복용함으로써 치질 증상을 완화시킬 수 있는 치료제로 티가 나지 않게 치료할 수 있다는 장점이 있다.

렉센티정은	렉센티/NNG+정/NNP+은/JX
환부에	환부/NNG+에/JKB
삽입하거나	삽입/NNG+하/XSV+거나/EC
도포해야	도포/NNG+하/XSV+아야/EC
하는	하/VX+는/ETM
불편함	불편/NNG+하/XSA+ㅁ/ETN
대신	대신/NNG
정제를	정제/NNG+를/JKO
복용함으로써	복용/NNG+하/XSV+ㅁ/ETN+으로써/JKB
치질	치질/NNG
증상을	증상/NNG+을/JKO
완화시킬	완화/NNG+시키/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
치료제로	치료제/NNG+로/JKB
티가	티/NNG+가/JKS
나지	나/VV+지/EC
않게	않/VX+게/EC
치료할	치료/NNG+하/XSV+ㄹ/ETM
있다는	있/VA+다는/ETM
장점이	장점/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000041.105.7.2
함유되어 있는 을자탕 건조엑스는 오래 전부터 치질로 인한 동통, 변비, 항문 출혈에 많이 사용되어온 한약재이며 멜릴로투스 성분은 염증 부위의 대사기능 향상과 혈관투과성 저하효과로 강력한 소염작용을 발휘하여 치질로 인한 염증을 완화할 수 있다.

함유되어	함유/NNG+되/XSV+어/EC
있는	있/VX+는/ETM
을자탕	을자탕/NNG
건조엑스는	건조/NNG+엑스/NNG+는/JX
오래	오래/MAG
전부터	전/NNG+부터/JX
치질로	치질/NNG+로/JKB
인한	인/NNG+하/XSV+ㄴ/ETM
동통,	동통/NNG+,/SP
변비,	변비/NNG+,/SP
항문	항문/NNG
출혈에	출혈/NNG+에/JKB
많이	많이/MAG
사용되어온	사용/NNG+되/XSV+어/EC+오/VX+ㄴ/ETM
한약재이며	한약재/NNG+이/VCP+며/EC
멜릴로투스	멜릴로투스/NNG
성분은	성분/NNG+은/JX
염증	염증/NNG
부위의	부위/NNG+의/JKG
대사기능	대사/NNG+기능/NNG
향상과	향상/NNG+과/JC
혈관투과성	혈관/NNG+투과/NNG+성/XSN
저하효과로	저하/NNG+효과/NNG+로/JKB
강력한	강력/NNG+하/XSA+ㄴ/ETM
소염작용을	소염/NNG+작용/NNG+을/JKO
발휘하여	발휘/NNG+하/XSV+아/EC
염증을	염증/NNG+을/JKO
완화할	완화/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000041.105.8.1
앉아서 장시간 근무하여 누구에게나 치질이 발생할 수 있는데 고통을 인내하기보다는 기호에 맞는 치료제로 치료하는 것이 효과적이며 성인인구의 약 50%가 크고 작은 치질을 가지고 있고 점차 그 인구가 증가함에 따라 간편하게 치료할 수 있는 치료제의 수요가 증가할 것으로 기대된다.

앉아서	앉/VV+아서/EC
장시간	장시간/NNG
근무하여	근무/NNG+하/XSV+아/EC
누구에게나	누구/NP+에게/JKB+나/JX
치질이	치질/NNG+이/JKS
발생할	발생/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는데	있/VA+는데/EC
고통을	고통/NNG+을/JKO
인내하기보다는	인내/NNG+하/XSV+기/ETN+보다/JKB+는/JX
기호에	기호/NNG+에/JKB
맞는	맞/VV+는/ETM
치료제로	치료제/NNG+로/JKB
치료하는	치료/NNG+하/XSV+는/ETM
것이	것/NNB+이/JKS
효과적이며	효과/NNG+적/XSN+이/VCP+며/EC
성인인구의	성인/NNG+인구/NNG+의/JKG
약	약/MMA
50%가	50/SN+%/SW+가/JKS
크고	크/VA+고/EC
작은	작/VA+은/ETM
치질을	치질/NNG+을/JKO
가지고	가지/VV+고/EC
있고	있/VX+고/EC
점차	점차/MAG
그	그/MMD
인구가	인구/NNG+가/JKS
증가함에	증가/NNG+하/XSV+ㅁ/ETN+에/JKB
따라	따르/VV+아/EC
간편하게	간편하/VA+게/EC
치료할	치료/NNG+하/XSV+ㄹ/ETM
있는	있/VA+는/ETM
치료제의	치료제/NNG+의/JKG
수요가	수요/NNG+가/JKS
증가할	증가/NNG+하/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
기대된다.	기대/NNG+되/XSV+ㄴ다/EF+./SF


