# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000028.284
metadata : {}


# id : NWRW1800000028.284.1.1
2. 반출 문화재의 보고 오구라 컬렉션 /도쿄에서 칩거중인 ‘한반도 명품 문화재’

2.	2/SN+./SF
꼭지에	꼭지/NNG+에/JKB
올라앉은	올라앉/VV+은/ETM
9세기	9/SN+세기/NNG
팔각당형	팔각당/NNG+형/XSN
사리기….	사리기/NNG+…/SE+./SF


# id : NWRW1800000028.284.2.3
35도에 육박하는 폭염도, 쟁쟁거리는 매미 소리도 유물들의 숨결 앞에서 잠시 잦아드는 듯했다.

35도에	35/SN+도/NNB+에/JKB
육박하는	육박/NNG+하/XSV+는/ETM
폭염도,	폭염/NNG+도/JX+,/SP
쟁쟁거리는	쟁쟁거리/VV+는/ETM
매미	매미/NNG
소리도	소리/NNG+도/JX
유물들의	유물/NNG+들/XSN+의/JKG
숨결	숨결/NNG
앞에서	앞/NNG+에서/JKB
잠시	잠시/MAG
잦아드는	잦아들/VV+는/ETM
듯했다.	듯/NNB+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000028.284.2.4
20세기 초 일제 강점기 수만점으로 추산되는 조선의 문화재를 수집했던 일본 기업가 오구라 다케노스케(1870~1964)가 도쿄국립박물관에 기증한 우리 문화재 컬렉션은 한껏 사랑스러웠다.

20세기	20/SN+세기/NNG
초	초/NNB
일제	일제/NNG
강점기	강점기/NNG
수만점으로	수만/NR+점/NNB+으로/JKB
추산되는	추산/NNG+되/XSV+는/ETM
조선의	조선/NNP+의/JKG
문화재를	문화재/NNG+를/JKO
수집했던	수집/NNG+하/XSV+았/EP+던/ETM
일본	일본/NNP
기업가	기업가/NNG
오구라	오구라/NNP
다케노스케(1870~1964)가	다케노스케/NNP+(/SS+1870/SN+~/SO+1964/SN+)/SS+가/JKS
도쿄국립박물관에	도쿄국립박물관/NNP+에/JKB
기증한	기증/NNG+하/XSV+ㄴ/ETM
우리	우리/NP
문화재	문화재/NNG
컬렉션은	컬렉션/NNG+은/JX
한껏	한껏/MAG
사랑스러웠다.	사랑/NNG+스럽/XSA+었/EP+다/EF+./SF


# id : NWRW1800000028.284.2.5
‘오구라 컬렉션’으로 유명한 이 유물들을 소장·전시하는 도쿄국립박물관을 지난 4~5일 찾아갔다.

‘오구라	‘/SS+오구라/NNP
컬렉션’으로	컬렉션/NNG+’/SS+으로/JKB
유명한	유명/NNG+하/XSA+ㄴ/ETM
이	이/MMD
유물들을	유물/NNG+들/XSN+을/JKO
소장·전시하는	소장/NNG+·/SP+전시/NNG+하/XSV+는/ETM
도쿄국립박물관을	도쿄국립박물관/NNP+을/JKO
지난	지나/VV+ㄴ/ETM
4~5일	4/SN+~/SO+5/SN+일/NNB
찾아갔다.	찾아가/VV+았/EP+다/EF+./SF


# id : NWRW1800000028.284.2.6
모두 1110건에 달하는 박물관의 오구라 컬렉션은 본관 왼쪽 효케이관의 아시아갤러리에 극히 일부인 20점만 전시되고 있었다.

모두	모두/MAG
1110건에	1110/SN+건/NNB+에/JKB
달하는	달하/VV+는/ETM
박물관의	박물관/NNG+의/JKG
오구라	오구라/NNP
컬렉션은	컬렉션/NNG+은/JX
본관	본관/NNG
왼쪽	왼쪽/NNG
효케이관의	효케이관/NNP+의/JKG
아시아갤러리에	아시아갤러리/NNG+에/JKB
극히	극히/MAG
일부인	일부/NNG+이/VCP+ㄴ/ETM
20점만	20/SN+점/NNB+만/JX
전시되고	전시/NNG+되/XSV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000028.284.2.7
고고학 유물, 불교조각, 금속공예, 도자·회화·전적·서예, 복식 등을 망라한 굴지의 명품 컬렉션으로, 오구라가 죽은 뒤인 1982년 그의 후손과 지인들이 만든 컬렉션 보존회(지금은 해체)에서 기증한 것이다.

고고학	고고학/NNG
유물,	유물/NNG+,/SP
불교조각,	불교/NNG+조각/NNG+,/SP
금속공예,	금속/NNG+공예/NNG+,/SP
도자·회화·전적·서예,	도자/NNG+·/SP+회화/NNG+·/SP+전적/NNG+·/SP+서예/NNG+,/SP
복식	복식/NNG
등을	등/NNB+을/JKO
망라한	망라/NNG+하/XSV+ㄴ/ETM
굴지의	굴지/NNG+의/JKG
명품	명품/NNG
컬렉션으로,	컬렉션/NNG+으로/JKB+,/SP
오구라가	오구라/NNP+가/JKS
죽은	죽/VV+은/ETM
뒤인	뒤/NNG+이/VCP+ㄴ/ETM
1982년	1982/SN+년/NNB
그의	그/NP+의/JKG
후손과	후손/NNG+과/JC
지인들이	지인/NNG+들/XSN+이/JKS
만든	만들/VV+ㄴ/ETM
컬렉션	컬렉션/NNG
보존회(지금은	보존회/NNG+(/SS+지금/NNG+은/JX
해체)에서	해체/NNG+)/SS+에서/JKB
기증한	기증/NNG+하/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000028.284.3.1
효케이관은 1909년 당시 황태자(다이쇼 천황)의 결혼을 기념해 만든 근대 건축물로, 오구라 컬렉션은 관내 정면 한국실의 4개 진열장에 옹기종기 모여 있다.

효케이관은	효케이관/NNP+은/JX
1909년	1909/SN+년/NNB
당시	당시/NNG
황태자(다이쇼	황태자/NNG+(/SS+다이쇼/NNP
천황)의	천황/NNG+)/SS+의/JKG
결혼을	결혼/NNG+을/JKO
기념해	기념/NNG+하/XSV+아/EC
만든	만들/VV+ㄴ/ETM
근대	근대/NNG
건축물로,	건축물/NNG+로/JKB+,/SP
오구라	오구라/NNP
컬렉션은	컬렉션/NNG+은/JX
관내	관내/NNG
정면	정면/NNG
한국실의	한국실/NNG+의/JKG
4개	4/SN+개/NNB
진열장에	진열장/NNG+에/JKB
옹기종기	옹기종기/MAG
모여	모이/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.284.3.2
본관 오른쪽 동양관에서 100여점을 전시해왔으나, 지난해 6월부터 전면 보수공사에 들어가 효케이관 임시 전시실로 옮겼다.

본관	본관/NNG
오른쪽	오른쪽/NNG
동양관에서	동양관/NNG+에서/JKB
100여점을	100/SN+여/XSN+점/NNB+을/JKO
전시해왔으나,	전시/NNG+하/XSV+아/EC+오/VX+았/EP+으나/EC+,/SP
지난해	지난해/NNG
6월부터	6/SN+월/NNB+부터/JX
전면	전면/NNG
보수공사에	보수/NNG+공사/NNG+에/JKB
들어가	들어가/VV+아/EC
효케이관	효케이관/NNP
임시	임시/NNG
전시실로	전시실/NNG+로/JKB
옮겼다.	옮기/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.284.3.3
전시품들은 눈에 쏙 들어오는 자리에 있다.

전시품들은	전시품/NNG+들/XSN+은/JX
눈에	눈/NNG+에/JKB
쏙	쏙/MAG
들어오는	들어오/VV+는/ETM
자리에	자리/NNG+에/JKB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000028.284.3.4
현관으로 들어서자마자 정면 안쪽에 ‘조선반도의 문화’라는 패널 상자가 있고 이 패널을 중심으로 진열장 네곳에 고대 고고학 유물과 금속공예품, 도자기 등을 진열해 놓았다.

현관으로	현관/NNG+으로/JKB
들어서자마자	들어서/VV+자마자/EC
정면	정면/NNG
안쪽에	안쪽/NNG+에/JKB
‘조선반도의	‘/SS+조선반도/NNP+의/JKG
문화’라는	문화/NNG+’/SS+이/VCP+라는/ETM
패널	패널/NNG
상자가	상자/NNG+가/JKS
있고	있/VA+고/EC
이	이/MMD
패널을	패널/NNG+을/JKO
중심으로	중심/NNG+으로/JKB
진열장	진열장/NNG
네곳에	네/MMN+곳/NNG+에/JKB
고대	고대/NNG
고고학	고고학/NNG
유물과	유물/NNG+과/JC
금속공예품,	금속/NNG+공예품/NNG+,/SP
도자기	도자기/NNG
등을	등/NNB+을/JKO
진열해	진열/NNG+하/XSV+아/EC
놓았다.	놓/VX+았/EP+다/EF+./SF


# id : NWRW1800000028.284.3.5
한 진열장은 일본의 중요문화재로 지정된 경남 창녕에서 출토된 금동관모, 새 날개 모양 모자 장식 등 오구라 컬렉션의 최고 명품 유물 6점을 모아놓았다.

한	한/MMN
진열장은	진열장/NNG+은/JX
일본의	일본/NNP+의/JKG
중요문화재로	중요/NNG+문화재/NNG+로/JKB
지정된	지정/NNG+되/XSV+ㄴ/ETM
경남	경남/NNP
창녕에서	창녕/NNP+에서/JKB
출토된	출토/NNG+되/XSV+ㄴ/ETM
금동관모,	금동/NNG+관모/NNG+,/SP
새	새/NNG
날개	날개/NNG
모양	모양/NNG
모자	모자/NNG
장식	장식/NNG
등	등/NNB
오구라	오구라/NNP
컬렉션의	컬렉션/NNG+의/JKG
최고	최고/NNG
명품	명품/NNG
유물	유물/NNG
6점을	6/SN+점/NNB+을/JKO
모아놓았다.	모으/VV+아/EC+놓/VX+았/EP+다/EF+./SF


# id : NWRW1800000028.284.3.6
청자상감국화무늬긴목병, 분청사기 장군 등 소담한 도자기 유물들도 보였다.

청자상감국화무늬긴목병,	청자상감국화무늬긴목병/NNG+,/SP
분청사기	분청사기/NNG
장군	장군/NNG
등	등/NNB
소담한	소담하/VA+ㄴ/ETM
도자기	도자기/NNG
유물들도	유물/NNG+들/XSN+도/JX
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.284.3.7
유물 담당자인 다니 도요노부 열품과장은 “반년마다 전시품을 바꾼다”며 “온습도 조절이 안 되는 건물이라 그림과 서예 등은 전시하지 않고 있다”고 말했다.

유물	유물/NNG
담당자인	담당자/NNG+이/VCP+ㄴ/ETM
다니	다니/NNP
도요노부	도요노부/NNP
열품과장은	열품과장/NNG+은/JX
“반년마다	“/SS+반년/NNG+마다/JX
전시품을	전시품/NNG+을/JKO
바꾼다”며	바꾸/VV+ㄴ다/EF+”/SS+며/EC
“온습도	“/SS+온습도/NNG
조절이	조절/NNG+이/JKS
안	안/MAG
되는	되/VV+는/ETM
건물이라	건물/NNG+이/VCP+라/EC
그림과	그림/NNG+과/JC
서예	서예/NNG
등은	등/NNB+은/JX
전시하지	전시/NNG+하/XSV+지/EC
않고	않/VX+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.284.4.1
전시장 취재는 민감한 통제 아래 이뤄졌다.

전시장	전시장/NNG
취재는	취재/NNG+는/JX
민감한	민감/NNG+하/XSA+ㄴ/ETM
통제	통제/NNG
아래	아래/NNG
이뤄졌다.	이뤄지/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.284.4.2
안내를 맡은 다니 과장 말고도 홍보·기획팀 직원 2명이 따라다니면서 취재진의 행동과 대화를 기록했다.

안내를	안내/NNG+를/JKO
맡은	맡/VV+은/ETM
다니	다니/NNP
과장	과장/NNG
말고도	말/VV+고/EC+도/JX
홍보·기획팀	홍보/NNG+·/SP+기획/NNG+팀/NNG
직원	직원/NNG
2명이	2/SN+명/NNB+이/JKS
따라다니면서	따라다니/VV+면서/EC
취재진의	취재진/NNG+의/JKG
행동과	행동/NNG+과/JC
대화를	대화/NNG+를/JKO
기록했다.	기록/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.284.4.3
박물관 쪽은 한국 등 외부 언론의 오구라 컬렉션 취재에 대한 일정한 원칙을 세워두고 있었다.

박물관	박물관/NNG
쪽은	쪽/NNB+은/JX
한국	한국/NNP
등	등/NNB
외부	외부/NNG
언론의	언론/NNG+의/JKG
오구라	오구라/NNP
컬렉션	컬렉션/NNG
취재에	취재/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
일정한	일정/NNG+하/XSA+ㄴ/ETM
원칙을	원칙/NNG+을/JKO
세워두고	세우/VV+어/EC+두/VX+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000028.284.4.4
전시된 일부 유물만 공개하고, 취재시간을 사전 예약제로 한다는 것이었다.

전시된	전시/NNG+되/XSV+ㄴ/ETM
일부	일부/NNG
유물만	유물/NNG+만/JX
공개하고,	공개/NNG+하/XSV+고/EC+,/SP
취재시간을	취재/NNG+시간/NNG+을/JKO
사전	사전/NNG
예약제로	예약/NNG+제/XSN+로/JKB
한다는	하/VV+ㄴ다는/ETM
것이었다.	것/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000028.284.4.5
수장고에 있는 유물 관람 요청도 “원칙에 따라야 한다”고 거절했다.

수장고에	수장고/NNG+에/JKB
있는	있/VA+는/ETM
유물	유물/NNG
관람	관람/NNG
요청도	요청/NNG+도/JX
“원칙에	“/SS+원칙/NNG+에/JKB
따라야	따르/VV+아야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
거절했다.	거절/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.284.5.1
오구라는 ‘조선의 전기왕’으로 불렸다.

오구라는	오구라/NNP+는/JX
‘조선의	‘/SS+조선/NNP+의/JKG
전기왕’으로	전기/NNG+왕/NNG+’/SS+으로/JKB
불렸다.	불리/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.284.5.2
1903년 조선 경부철도회사에 입사해 한국에 건너온 뒤 40여년간 대구에서 전기회사를 운영하면서 막대한 부를 쌓았고, 이 금력을 바탕으로 한반도 곳곳의 고분에서 도굴된 고고 유물과 밀거래된 고미술 명품들을 긁어모은 것으로 알려져 있다.

1903년	1903/SN+년/NNB
조선	조선/NNP
경부철도회사에	경부철도회사/NNP+에/JKB
입사해	입사/NNG+하/XSV+아/EC
한국에	한국/NNP+에/JKB
건너온	건너오/VV+ㄴ/ETM
뒤	뒤/NNG
40여년간	40/SN+여/XSN+년/NNB+간/XSN
대구에서	대구/NNP+에서/JKB
전기회사를	전기/NNG+회사/NNG+를/JKO
운영하면서	운영/NNG+하/XSV+면서/EC
막대한	막대하/VA+ㄴ/ETM
부를	부/NNG+를/JKO
쌓았고,	쌓/VV+았/EP+고/EC+,/SP
이	이/MMD
금력을	금력/NNG+을/JKO
바탕으로	바탕/NNG+으로/JKB
한반도	한반도/NNP
곳곳의	곳곳/NNG+의/JKG
고분에서	고분/NNG+에서/JKB
도굴된	도굴/NNG+되/XSV+ㄴ/ETM
고고	고고/NNG
유물과	유물/NNG+과/JC
밀거래된	밀거래/NNG+되/XSV+ㄴ/ETM
고미술	고미술/NNG
명품들을	명품/NNG+들/XSN+을/JKO
긁어모은	긁어모으/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려져	알려지/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.284.5.3
오구라 컬렉션은 해방 전 일본으로 반출한 일급 문화재로 알려져 있지만, 한국에서는 해방 뒤에도 엄청난 유물들을 일본으로 가져갔으며, 기증 전 상당한 분량을 처분했다고 보는 이들이 많다.

오구라	오구라/NNP
컬렉션은	컬렉션/NNG+은/JX
해방	해방/NNG
전	전/NNG
일본으로	일본/NNP+으로/JKB
반출한	반출/NNG+하/XSV+ㄴ/ETM
일급	일급/NNG
문화재로	문화재/NNG+로/JKB
알려져	알려지/VV+어/EC
있지만,	있/VX+지만/EC+,/SP
한국에서는	한국/NNP+에서/JKB+는/JX
뒤에도	뒤/NNG+에/JKB+도/JX
엄청난	엄청나/VA+ㄴ/ETM
유물들을	유물/NNG+들/XSN+을/JKO
가져갔으며,	가져가/VV+았/EP+으며/EC+,/SP
기증	기증/NNG
상당한	상당/NNG+하/XSA+ㄴ/ETM
분량을	분량/NNG+을/JKO
처분했다고	처분/NNG+하/XSV+았/EP+다고/EC
보는	보/VV+는/ETM
이들이	이/NNB+들/XSN+이/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000028.284.5.4
1964년 그가 소유했던 대구 문화동의 육군 방첩대 건물 지하실에서는 희귀 문화재 140여점이 발굴돼 화제가 되기도 했다.

1964년	1964/SN+년/NNB
그가	그/NP+가/JKS
소유했던	소유/NNG+하/XSV+았/EP+던/ETM
대구	대구/NNP
문화동의	문화동/NNP+의/JKG
육군	육군/NNG
방첩대	방첩대/NNG
건물	건물/NNG
지하실에서는	지하실/NNG+에서/JKB+는/JX
희귀	희귀/NNG
문화재	문화재/NNG
140여점이	140/SN+여/XSN+점/NNB+이/JKS
발굴돼	발굴/NNG+되/XSV+어/EC
화제가	화제/NNG+가/JKC
되기도	되/VV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000028.284.5.5
그러나 수집 행적이나 이후 유물들의 반출, 처분 경로에 대해서는 구체적으로 알려진 것이 거의 없다.

그러나	그러나/MAJ
수집	수집/NNG
행적이나	행적/NNG+이나/JC
이후	이후/NNG
유물들의	유물/NNG+들/XSN+의/JKG
반출,	반출/NNG+,/SP
처분	처분/NNG
경로에	경로/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
구체적으로	구체/NNG+적/XSN+으로/JKB
알려진	알려지/VV+ㄴ/ETM
것이	것/NNB+이/JKS
거의	거의/MAG
없다.	없/VA+다/EF+./SF


# id : NWRW1800000028.284.5.6
박물관 쪽에서 내놓은 오구라 컬렉션의 수집 경위에 대한 자료도 1982년 기증 당시 특별전 도록과 컬렉션 사진집, <동양미술 명품 100선>, 박물관의 학술지 <뮤지엄> 등에 단편적으로 소개된 것들이 거의 전부였다.

박물관	박물관/NNG
쪽에서	쪽/NNB+에서/JKB
내놓은	내놓/VV+은/ETM
오구라	오구라/NNP
컬렉션의	컬렉션/NNG+의/JKG
수집	수집/NNG
경위에	경위/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
자료도	자료/NNG+도/JX
1982년	1982/SN+년/NNB
기증	기증/NNG
당시	당시/NNG
특별전	특별전/NNG
도록과	도록/NNG+과/JC
컬렉션	컬렉션/NNG
사진집,	사진집/NNG+,/SP
<동양미술	</SS+동양/NNG+미술/NNG
명품	명품/NNG
100선>,	100선/NNG+>/SS+,/SP
박물관의	박물관/NNG+의/JKG
학술지	학술지/NNG
<뮤지엄>	</SS+뮤지엄/NNG+>/SS
등에	등/NNB+에/JKB
단편적으로	단편/NNG+적/XSN+으로/JKB
소개된	소개/NNG+되/XSV+ㄴ/ETM
것들이	것/NNB+들/XSN+이/JKS
거의	거의/MAG
전부였다.	전부/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000028.284.5.7
수집·기증 경위를 묻는 질문에 다니 과장은 “무쓰가시이…”(어렵네요)란 말을 되풀이했다.

수집·기증	수집/NNG+·/SP+기증/NNG
경위를	경위/NNG+를/JKO
묻는	묻/VV+는/ETM
질문에	질문/NNG+에/JKB
다니	다니/NNP
과장은	과장/NNG+은/JX
“무쓰가시이…”(어렵네요)란	“/SS+무쓰가시이/NNG+…/SE+”/SS+(/SS+어렵/VA+네/EF+요/JX+)/SS+이/VCP+란/ETM
말을	말/NNG+을/JKO
되풀이했다.	되풀이/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.284.6.1
“오구라 유물들이 어떤 경로로 일본에 건너오고 추가 수집되었는지는 아는 게 없습니다.

“오구라	“/SS+오구라/NNP
유물들이	유물/NNG+들/XSN+이/JKS
어떤	어떤/MMD
경로로	경로/NNG+로/JKB
일본에	일본/NNP+에/JKB
건너오고	건너오/VV+고/EC
추가	추가/NNG
수집되었는지는	수집/NNG+되/XSV+었/EP+는지/EF+는/JX
아는	알/VV+는/ETM
게	거/NNB+이/JKS
없습니다.	없/VA+습니다/EF+./SF


# id : NWRW1800000028.284.6.2
다만 기증 전부터 꾸준히 저희 관에서 고고 유물 등을 대여전시한 인연이 있어 기증을 받게 된 것입니다.

다만	다만/MAG
기증	기증/NNG
전부터	전/NNG+부터/JX
꾸준히	꾸준히/MAG
저희	저희/NP
관에서	관/NNG+에서/JKB
고고	고고/NNG
유물	유물/NNG
등을	등/NNB+을/JKO
대여전시한	대여/NNG+전시/NNG+하/XSV+ㄴ/ETM
인연이	인연/NNG+이/JKS
있어	있/VA+어/EC
기증을	기증/NNG+을/JKO
받게	받/VV+게/EC
된	되/VV+ㄴ/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000028.284.6.3
오구라 컬렉션 덕분에 한국관 유물들은 매우 충실해졌습니다.

오구라	오구라/NNP
컬렉션	컬렉션/NNG
덕분에	덕분/NNG+에/JKB
한국관	한국관/NNG
유물들은	유물/NNG+들/XSN+은/JX
매우	매우/MAG
충실해졌습니다.	충실/NNG+하/XSA+아/EC+지/VX+었/EP+습니다/EF+./SF


# id : NWRW1800000028.284.6.4
2012년 동양관이 재개관하면 최상층에 전시실을 복구할 예정입니다.”

2012년	2012/SN+년/NNB
동양관이	동양관/NNG+이/JKS
재개관하면	재/XPN+개관/NNG+하/XSV+면/EC
최상층에	최/XPN+상층/NNG+에/JKB
전시실을	전시실/NNG+을/JKO
복구할	복구/NNG+하/XSV+ㄹ/ETM
예정입니다.”	예정/NNG+이/VCP+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000028.284.7.1
오구라 컬렉션은 네번 한국에 전시하러 왔다.

오구라	오구라/NNP
컬렉션은	컬렉션/NNG+은/JX
네번	네/MMN+번/NNB
한국에	한국/NNP+에/JKB
전시하러	전시/NNG+하/XSV+러/EC
왔다.	오/VV+았/EP+다/EF+./SF


# id : NWRW1800000028.284.7.2
1999년 국립중앙박물관(이하 중박)과 대구, 부여박물관의 백제 특별전에 20여점이 나간 것을 시작으로, 2007~2008년 조계종 불교중앙박물관 전시, 2008년 중박의 통일신라 불상 특별전 등에 일부 유물이 대여됐다.

1999년	1999/SN+년/NNB
국립중앙박물관(이하	국립중앙박물관/NNP+(/SS+이하/NNG
중박)과	중박/NNP+)/SS+과/JC
대구,	대구/NNP+,/SP
부여박물관의	부여박물관/NNP+의/JKG
백제	백제/NNP
특별전에	특별전/NNG+에/JKB
20여점이	20/SN+여/XSN+점/NNB+이/JKS
나간	나가/VV+ㄴ/ETM
것을	것/NNB+을/JKO
시작으로,	시작/NNG+으로/JKB+,/SP
2007~2008년	2007/SN+~/SO+2008/SN+년/NNB
조계종	조계종/NNP
불교중앙박물관	불교중앙박물관/NNP
전시,	전시/NNG+,/SP
2008년	2008/SN+년/NNB
중박의	중박/NNP+의/JKG
통일신라	통일신라/NNP
불상	불상/NNG
특별전	특별전/NNG
등에	등/NNB+에/JKB
일부	일부/NNG
유물이	유물/NNG+이/JKS
대여됐다.	대여/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000028.284.8.1
흥미로운 건 당시 한국의 덤덤한 반응이었다고 한다.

흥미로운	흥미/NNG+롭/XSA+ㄴ/ETM
건	거/NNB+ㄴ/JX
당시	당시/NNG
한국의	한국/NNP+의/JKG
덤덤한	덤덤하/VA+ㄴ/ETM
반응이었다고	반응/NNG+이/VCP+었/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000028.284.8.2
박물관 쪽은 “처음 대여전시를 할 때 잔뜩 긴장했으나, 반응이 거의 없어 의아했다”고 했다.

박물관	박물관/NNG
쪽은	쪽/NNB+은/JX
“처음	“/SS+처음/NNG
대여전시를	대여/NNG+전시/NNG+를/JKO
할	하/VV+ㄹ/ETM
때	때/NNG
잔뜩	잔뜩/MAG
긴장했으나,	긴장/NNG+하/XSV+았/EP+으나/EC+,/SP
반응이	반응/NNG+이/JKS
거의	거의/MAG
없어	없/VA+어/EC
의아했다”고	의아/NNG+하/XSA+았/EP+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000028.284.8.3
8·15 때 한국 언론이나 정치권 인사들이 찾아와 관심을 표명하지만, 정작 유물 자체에 대해서는 별 관심이 없어 보인다는 이야기였다.

8·15	8/SN+·/SP+15/SN
때	때/NNG
한국	한국/NNP
언론이나	언론/NNG+이나/JC
정치권	정치/NNG+권/XSN
인사들이	인사/NNG+들/XSN+이/JKS
찾아와	찾아오/VV+아/EC
관심을	관심/NNG+을/JKO
표명하지만,	표명/NNG+하/XSV+지만/EC+,/SP
정작	정작/MAG
유물	유물/NNG
자체에	자체/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
별	별/MMA
관심이	관심/NNG+이/JKS
없어	없/VA+어/EC
보인다는	보이/VV+ㄴ다는/ETM
이야기였다.	이야기/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000028.284.8.4
오구라 컬렉션 특별전을 할 의향이 있느냐는 물음에 “하지 못할 이유가 없다”고 말한 다니 과장은 이런 말도 했다.

오구라	오구라/NNP
컬렉션	컬렉션/NNG
특별전을	특별전/NNG+을/JKO
할	하/VV+ㄹ/ETM
의향이	의향/NNG+이/JKS
있느냐는	있/VA+느냐는/ETM
물음에	물음/NNG+에/JKB
“하지	“/SS+하/VV+지/EC
못할	못하/VX+ㄹ/ETM
이유가	이유/NNG+가/JKS
없다”고	없/VA+다/EF+”/SS+고/JKQ
말한	말/NNG+하/XSV+ㄴ/ETM
다니	다니/NNP
과장은	과장/NNG+은/JX
이런	이런/MMD
말도	말/NNG+도/JX
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000028.284.8.5
“한국의 국회의원들이 종종 오는데 재미있는 분들 같아요.

“한국의	“/SS+한국/NNP+의/JKG
국회의원들이	국회/NNG+의원/NNG+들/XSN+이/JKS
종종	종종/MAG
오는데	오/VV+는데/EC
재미있는	재미있/VA+는/ETM
분들	분/NNB+들/XSN
같아요.	같/VA+아요/EF+./SF


# id : NWRW1800000028.284.8.6
