# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000021.302
metadata : {}


# id : NWRW1800000021.302.1.1
[LOVE & GIFT]홍삼-식초음료… 천연주스… 건강 드리니 흐뭇

[LOVE	[/SS+LOVE/SL
장	장/NNG
기능을	기능/NNG+을/JKO
강화해	강화/NNG+하/XSV+아/EC
영양분의	영양분/NNG+의/JKG
소화와	소화/NNG+와/JC
흡수를	흡수/NNG+를/JKO
돕는다.	돕/VV+는다/EF+./SF


# id : NWRW1800000021.302.7.1
식초를 그냥 먹기에는 맛이 역하기 때문에 먹기 좋은 농도로 조절해야 한다.

식초를	식초/NNG+를/JKO
그냥	그냥/MAG
먹기에는	먹/VV+기/ETN+에/JKB+는/JX
맛이	맛/NNG+이/JKS
역하기	역하/VA+기/ETN
때문에	때문/NNB+에/JKB
먹기	먹/VV+기/ETN
좋은	좋/VA+은/ETM
농도로	농도/NNG+로/JKB
조절해야	조절/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000021.302.7.2
대상의 ‘청정원 마시는 홍초’는 식초를 석류, 블루베리 등 상큼하고 부드러운 과실과 함께 발효숙성시켜 만든 제품이다.

대상의	대상/NNP+의/JKG
‘청정원	‘/SS+청정원/NNP
마시는	마시/VV+는/ETM
홍초’는	홍초/NNG+’/SS+는/JX
식초를	식초/NNG+를/JKO
석류,	석류/NNG+,/SP
블루베리	블루베리/NNG
등	등/NNB
상큼하고	상큼하/VA+고/EC
부드러운	부드럽/VA+ㄴ/ETM
과실과	과실/NNG+과/JKB
함께	함께/MAG
발효숙성시켜	발효/NNG+숙성/NNG+시키/XSV+어/EC
만든	만들/VV+ㄴ/ETM
제품이다.	제품/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.302.7.3
물을 섞어 희석하거나 우유에 타서 플레인 요구르트처럼 마실 수 있다.

물을	물/NNG+을/JKO
섞어	섞/VV+어/EC
희석하거나	희석/NNG+하/XSV+거나/EC
우유에	우유/NNG+에/JKB
타서	타/VV+아서/EC
플레인	플레인/NNG
요구르트처럼	요구르트/NNG+처럼/JKB
마실	마시/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000021.302.7.4
올해에는 소주나 맥주와 섞어 마시는 홍초칵테일도 인기다.

올해에는	올해/NNG+에/JKB+는/JX
소주나	소주/NNG+나/JC
맥주와	맥주/NNG+와/JKB
섞어	섞/VV+어/EC
마시는	마시/VV+는/ETM
홍초칵테일도	홍초/NNG+칵테일/NNG+도/JX
인기다.	인기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.302.8.1
홍삼, 식초가 싫다면 천연주스는 어떨까.

홍삼,	홍삼/NNG+,/SP
식초가	식초/NNG+가/JKS
싫다면	싫/VA+다면/EC
천연주스는	천연/NNG+주스/NNG+는/JX
어떨까.	어떻/VA+ㄹ까/EF+./SF


# id : NWRW1800000021.302.8.2
천연주스는 가장 기본적인 건강음료다.

천연주스는	천연/NNG+주스/NNG+는/JX
가장	가장/MAG
기본적인	기본/NNG+적/XSN+이/VCP+ㄴ/ETM
건강음료다.	건강/NNG+음료/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.302.8.3
과일 대신 손쉽게 비타민을 보충할 수 있어 수백 년 동안 사랑받아왔다.

과일	과일/NNG
대신	대신/NNG
손쉽게	손쉽/VA+게/EC
비타민을	비타민/NNG+을/JKO
보충할	보충/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있어	있/VA+어/EC
수백	수백/NR
년	년/NNB
동안	동안/NNG
사랑받아왔다.	사랑/NNG+받/XSV+아/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000021.302.8.4
100% 오렌지 주스를 마실 경우 하루에 필요한 비타민C를 거의 다 섭취할 수 있다.

100%	100/SN+%/SW
오렌지	오렌지/NNG
주스를	주스/NNG+를/JKO
마실	마시/VV+ㄹ/ETM
경우	경우/NNG
하루에	하루/NNG+에/JKB
필요한	필요/NNG+하/XSA+ㄴ/ETM
비타민C를	비타민/NNG+C/SL+를/JKO
거의	거의/MAG
다	다/MAG
섭취할	섭취/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000021.302.8.5
1일 비타민C 섭취 권장량은 100mg인데 100mL 기준 오렌지 주스에는 비타민C가 54.5mg 함유돼 있다.

1일	1/SN+일/NNB
비타민C	비타민/NNG+C/SL
섭취	섭취/NNG
권장량은	권장량/NNG+은/JX
100mg인데	100/SN+mg/SW+이/VCP+ㄴ데/EC
100mL	100/SN+mL/SW
기준	기준/NNG
오렌지	오렌지/NNG
주스에는	주스/NNG+에/JKB+는/JX
비타민C가	비타민/NNG+C/SL+가/JKS
54.5mg	54/SN+./SP+5/SN+mg/SW
함유돼	함유/NNG+되/XSV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.302.8.6
180mL들이 한 개 마시면 1일 섭취 권장량의 98%를 섭취하는 셈이다.

180mL들이	180/SN+mL/SW+들/XSN+이/JKS
한	한/MMN
개	개/NNB
마시면	마시/VV+면/EC
1일	1/SN+일/NNB
섭취	섭취/NNG
권장량의	권장량/NNG+의/JKG
98%를	98/SN+%/SW+를/JKO
섭취하는	섭취/NNG+하/XSV+는/ETM
셈이다.	셈/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000021.302.9.1
가격은 건강음료 중 가장 저렴하다.

가격은	가격/NNG+은/JX
건강음료	건강/NNG+음료/NNG
중	중/NNB
가장	가장/MAG
저렴하다.	저렴하/VA+다/EF+./SF


# id : NWRW1800000021.302.9.2
롯데칠성음료는 8000원∼1만7000원의 부담 없는 중저가에 오렌지 포도 사과 야채과일 주스 등을 혼합한 추석 선물세트를 내놓았다.

롯데칠성음료는	롯데칠성음료/NNP+는/JX
8000원∼1만7000원의	8000/SN+원/NNB+∼/SO+1/SN+만/NR+7000/SN+원/NNB+의/JKG
부담	부담/NNG
없는	없/VA+는/ETM
중저가에	중저가/NNG+에/JKB
오렌지	오렌지/NNG
포도	포도/NNG
사과	사과/NNG
야채과일	야채/NNG+과일/NNG
주스	주스/NNG
등을	등/NNB+을/JKO
혼합한	혼합/NNG+하/XSV+ㄴ/ETM
추석	추석/NNG
선물세트를	선물/NNG+세트/NNG+를/JKO
내놓았다.	내놓/VV+았/EP+다/EF+./SF


# id : NWRW1800000021.302.9.3
1L들이 ‘프리미엄 오렌지 포도 사과 유기농야채과일’ 주스세트가 1만7000원, ‘프리미엄 오렌지 포도 사과’ 주스세트가 1만2000원이다.

1L들이	1/SN+L/SW+들/XSN+이/JKS
‘프리미엄	‘/SS+프리미엄/NNG
오렌지	오렌지/NNG
포도	포도/NNG
사과	사과/NNG
유기농야채과일’	유기농/NNG+야채/NNG+과일/NNG+’/SS
주스세트가	주스/NNG+세트/NNG+가/JKS
1만7000원,	1/SN+만/NR+7000/SN+원/NNB+,/SP
사과’	사과/NNG+’/SS
1만2000원이다.	1/SN+만/NR+2000/SN+원/NNB+이/VCP+다/EF+./SF


