# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000032.250
metadata : {}


# id : NWRW1800000032.250.1.1
‘멸종위기종 코요테 복제’꼬리내린 황우석-경기도

‘멸종위기종	‘/SS+멸종/NNG+위기종/NNG
“북미에서	“/SS+북미/NNP+에서/JKB
코요테는	코요테/NNG+는/JX
농작물에	농작물/NNG+에/JKB
해를	해/NNG+를/JKO
끼치며	끼치/VV+며/EC
골머리를	골머리/NNG+를/JKO
썩이는	썩이/VV+는/ETM
흔한	흔하/VA+ㄴ/ETM
동물인데,	동물/NNG+이/VCP+ㄴ데/EC+,/SP
멸종위기라는	멸종/NNG+위기/NNG+이/VCP+라는/ETM
게	거/NNB+이/JKS
웬말이냐”며	웬/MMD+말/NNG+이/VCP+냐/EF+”/SS+며/EC
황당하다는	황당하/VA+다는/ETM
반응을	반응/NNG+을/JKO
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000032.250.9.1
논란이 확산되자 경기도는 19일 “수암연구원 쪽 자료를 전달했을 뿐”이라며 물러섰다.

논란이	논란/NNG+이/JKS
확산되자	확산/NNG+되/XSV+자/EC
경기도는	경기도/NNP+는/JX
19일	19/SN+일/NNB
“수암연구원	“/SS+수암연구원/NNP
쪽	쪽/NNB
자료를	자료/NNG+를/JKO
전달했을	전달/NNG+하/XSV+았/EP+을/ETM
뿐”이라며	뿐/NNB+”/SS+이/VCP+라며/EC
물러섰다.	물러서/VV+었/EP+다/EF+./SF


# id : NWRW1800000032.250.9.2
도 관계자는 “제대로 확인하지 못한 것은 불찰”이라고 말했다.

도	도/NNG
관계자는	관계자/NNG+는/JX
“제대로	“/SS+제대로/MAG
확인하지	확인/NNG+하/XSV+지/EC
못한	못하/VX+ㄴ/ETM
것은	것/NNB+은/JX
불찰”이라고	불찰/NNG+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000032.250.9.3
반면 황 박사 쪽은 “엄밀히 보면, 코요테가 멸종위기에 처한 것은 아니다.

반면	반면/NNG
황	황/NNP
박사	박사/NNG
쪽은	쪽/NNB+은/JX
“엄밀히	“/SS+엄밀히/MAG
보면,	보/VV+면/EC+,/SP
코요테가	코요테/NNG+가/JKS
멸종위기에	멸종/NNG+위기/NNG+에/JKB
처한	처하/VV+ㄴ/ETM
것은	것/NNB+은/JX
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000032.250.9.4
전달되는 과정에서 오해된 부분이 있다”고 밝혔다.

전달되는	전달/NNG+되/XSV+는/ETM
과정에서	과정/NNG+에서/JKB
오해된	오해/NNG+되/XSV+ㄴ/ETM
부분이	부분/NNG+이/JKS
있다”고	있/VA+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000032.250.9.5
또 “자료 작성은 경기도가 했고, 복제 코요테의 북아메리카 방사도 경기도가 오버한 것”이라고 밝혔다.

또	또/MAG
“자료	“/SS+자료/NNG
작성은	작성/NNG+은/JX
경기도가	경기도/NNP+가/JKS
했고,	하/VV+았/EP+고/EC+,/SP
복제	복제/NNG
코요테의	코요테/NNG+의/JKG
북아메리카	북아메리카/NNP
방사도	방사/NNG+도/JX
오버한	오버/NNG+하/XSV+ㄴ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000032.250.10.1
황 박사팀과 경기도가 “개과 동물에서 이종간 복제에 성공한 사례는 없다”며 이번 연구가 ‘세계 최초’라고 주장한 것도 논란이 되고 있다.

황	황/NNP
박사팀과	박사/NNG+팀/NNG+과/JC
경기도가	경기도/NNP+가/JKS
“개과	“/SS+개/NNG+과/NNG
동물에서	동물/NNG+에서/JKB
이종간	이종/NNG+간/NNB
복제에	복제/NNG+에/JKB
성공한	성공/NNG+하/XSV+ㄴ/ETM
사례는	사례/NNG+는/JX
없다”며	없/VA+다/EF+”/SS+며/EC
이번	이번/NNG
연구가	연구/NNG+가/JKS
‘세계	‘/SS+세계/NNG
최초’라고	최초/NNG+’/SS+이/VCP+라고/EC
주장한	주장/NNG+하/XSV+ㄴ/ETM
것도	것/NNB+도/JX
논란이	논란/NNG+이/JKC
되고	되/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000032.250.10.2
이미 2007년 이병천 서울대 교수 연구팀이 회색늑대를 이종복제 기술로 복제했다고 발표한 적이 있기 때문이다.

이미	이미/MAG
2007년	2007/SN+년/NNB
이병천	이병천/NNP
서울대	서울대/NNP
교수	교수/NNG
연구팀이	연구/NNG+팀/NNG+이/JKS
회색늑대를	회색늑대/NNG+를/JKO
이종복제	이종/NNG+복제/NNG
기술로	기술/NNG+로/JKB
복제했다고	복제/NNG+하/XSV+았/EP+다고/EC
발표한	발표/NNG+하/XSV+ㄴ/ETM
적이	적/NNB+이/JKS
있기	있/VA+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000032.250.10.3
김민규 충남대 교수는 “코요테 복제는 회색늑대 복제에 이은 또하나의 이종간 복제”라며 “개, 늑대, 코요테가 같은 개과 동물이어서 이종간 복제 기술은 비슷할 것”이라고 말했다.

김민규	김민규/NNP
충남대	충남대/NNP
교수는	교수/NNG+는/JX
“코요테	“/SS+코요테/NNG
복제는	복제/NNG+는/JX
회색늑대	회색늑대/NNG
복제에	복제/NNG+에/JKB
이은	잇/VV+은/ETM
또하나의	또/MAG+하나/NR+의/JKG
이종간	이종/NNG+간/NNB
복제”라며	복제/NNG+”/SS+이/VCP+라며/EC
“개,	“/SS+개/NNG+,/SP
늑대,	늑대/NNG+,/SP
코요테가	코요테/NNG+가/JKS
같은	같/VA+은/ETM
개과	개/NNG+과/NNG
동물이어서	동물/NNG+이/VCP+어서/EC
복제	복제/NNG
기술은	기술/NNG+은/JX
비슷할	비슷하/VA+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000032.250.11.1
이에 대해 황 박사 쪽은 “개는 늑대와 아주 가까워 사실상 동종 관계여서 늑대 복제를 이종간 복제로 인정할 수 없다”고 밝혔다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
황	황/NNP
박사	박사/NNG
쪽은	쪽/NNB+은/JX
“개는	“/SS+개/NNG+는/JX
늑대와	늑대/NNG+와/JKB
아주	아주/MAG
가까워	가깝/VA+어/EC
사실상	사실/NNG+상/XSN
동종	동종/NNG
관계여서	관계/NNG+이/VCP+어서/EC
늑대	늑대/NNG
복제를	복제/NNG+를/JKO
이종간	이종/NNG+간/NNB
복제로	복제/NNG+로/JKB
인정할	인정/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다”고	없/VA+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


