# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.177
metadata : {}


# id : NWRW1800000041.177.1.1
‘도로명 주소’ 첫날… 많이 당황하셨어요?

‘도로명	‘/SS+도로명/NNG
시행된	시행/NNG+되/XSV+ㄴ/ETM
새해	새해/NNG
첫날,	첫날/NNG+,/SP
곳곳에서	곳곳/NNG+에서/JKB
혼란스러운	혼란/NNG+스럽/XSA+ㄴ/ETM
풍경이	풍경/NNG+이/JKS
벌어졌다.	벌어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.177.5.2
경찰서와 소방서를 비롯한 관공서뿐만 아니라 일반 시민도 도로명주소에 적응하지 못해 당황하기 일쑤였다.

경찰서와	경찰서/NNG+와/JC
소방서를	소방서/NNG+를/JKO
비롯한	비롯하/VV+ㄴ/ETM
관공서뿐만	관공서/NNG+뿐/JX+만/JX
아니라	아니/VCN+라/EC
일반	일반/NNG
시민도	시민/NNG+도/JX
도로명주소에	도로명/NNG+주소/NNG+에/JKB
적응하지	적응/NNG+하/XSV+지/EC
못해	못하/VX+아/EC
당황하기	당황/NNG+하/XSV+기/ETN
일쑤였다.	일쑤/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000041.177.5.3
경찰서 내부 전산망 등은 과거 지번주소를 새 도로명주소로 바꾸는 자동변환시스템을 갖춘 반면 서울시청 등 관공서에서는 여전히 과거 지번주소를 입력해야만 민원서류 발급기가 작동하기도 했다.

경찰서	경찰서/NNG
내부	내부/NNG
전산망	전산망/NNG
등은	등/NNB+은/JX
과거	과거/NNG
지번주소를	지번/NNG+주소/NNG+를/JKO
새	새/MMA
도로명주소로	도로명/NNG+주소/NNG+로/JKB
바꾸는	바꾸/VV+는/ETM
자동변환시스템을	자동/NNG+변환/NNG+시스템/NNG+을/JKO
갖춘	갖추/VV+ㄴ/ETM
반면	반면/NNG
서울시청	서울시청/NNP
등	등/NNB
관공서에서는	관공서/NNG+에서/JKB+는/JX
여전히	여전히/MAG
입력해야만	입력/NNG+하/XSV+아야/EC+만/JX
민원서류	민원서류/NNG
발급기가	발급기/NNG+가/JKS
작동하기도	작동/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.177.6.1
○ 경찰도 소방관도 헷갈린다

○	○/SW
경찰도	경찰/NNG+도/JX
소방관도	소방관/NNG+도/JX
헷갈린다	헷갈리/VV+ㄴ다/EF


# id : NWRW1800000041.177.7.1
사건사고 신고를 받고 출동하는 경찰은 그동안 지번주소에 익숙해져 있던 터라 난감해했다.

사건사고	사건/NNG+사고/NNG
신고를	신고/NNG+를/JKO
받고	받/VV+고/EC
출동하는	출동/NNG+하/XSV+는/ETM
경찰은	경찰/NNG+은/JX
그동안	그동안/NNG
지번주소에	지번/NNG+주소/NNG+에/JKB
익숙해져	익숙하/VA+아/EC+지/VX+어/EC
있던	있/VX+던/ETM
터라	터/NNB+이/VCP+라/EC
난감해했다.	난감하/VA+아/EC+하/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.177.7.2
지구대에 근무하는 한 경찰은 “출동 나간 경찰이 상황실 근무자에게 무전으로 ‘지번주소로 다시 알려 달라’고 요청하는 일이 많다”고 말했다.

지구대에	지구대/NNG+에/JKB
근무하는	근무/NNG+하/XSV+는/ETM
한	한/MMN
경찰은	경찰/NNG+은/JX
“출동	“/SS+출동/NNG
나간	나가/VV+ㄴ/ETM
경찰이	경찰/NNG+이/JKS
상황실	상황실/NNG
근무자에게	근무자/NNG+에게/JKB
무전으로	무전/NNG+으로/JKB
‘지번주소로	‘/SS+지번/NNG+주소/NNG+로/JKB
다시	다시/MAG
알려	알리/VV+어/EC
달라’고	달/VX+라/EF+’/SS+고/JKQ
요청하는	요청/NNG+하/XSV+는/ETM
일이	일/NNG+이/JKS
많다”고	많/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.177.7.3
중랑경찰서 교통조사계에 근무하는 한 경찰은 “도로명주소로 접수가 들어오면 지번주소를 다시 검색한 뒤 사고지점을 찾아간다”며 “지번주소에는 ‘○○동’의 동 개념이 있어서 대략 위치가 파악됐는데 도로명주소에서는 동이 사라져 적응하는 데 시간이 걸릴 것 같다”고 말했다.

중랑경찰서	중랑경찰서/NNP
교통조사계에	교통조사계/NNG+에/JKB
근무하는	근무/NNG+하/XSV+는/ETM
한	한/MMN
경찰은	경찰/NNG+은/JX
“도로명주소로	“/SS+도로명/NNG+주소/NNG+로/JKB
접수가	접수/NNG+가/JKS
들어오면	들어오/VV+면/EC
지번주소를	지번/NNG+주소/NNG+를/JKO
다시	다시/MAG
검색한	검색/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
사고지점을	사고/NNG+지점/NNG+을/JKO
찾아간다”며	찾아가/VV+ㄴ다/EF+”/SS+며/EC
“지번주소에는	“/SS+지번/NNG+주소/NNG+에/JKB+는/JX
‘○○동’의	‘/SS+○/SW+○/SW+동/NNG+’/SS+의/JKG
동	동/NNG
개념이	개념/NNG+이/JKS
있어서	있/VA+어서/EC
대략	대략/MAG
위치가	위치/NNG+가/JKS
파악됐는데	파악/NNG+되/XSV+었/EP+는데/EC
도로명주소에서는	도로명/NNG+주소/NNG+에서/JKB+는/JX
동이	동/NNG+이/JKS
사라져	사라지/VV+어/EC
적응하는	적응/NNG+하/XSV+는/ETM
데	데/NNB
시간이	시간/NNG+이/JKS
걸릴	걸리/VV+ㄹ/ETM
것	것/NNB
같다”고	같/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.177.8.1
종로소방서의 한 소방관은 “1년간 훈련기간을 거쳤기 때문에 많이 불편하진 않다”면서도 “시내의 큰 대로는 도로명주소가 편할 것 같은데, 작은 골목골목으로 들어가면 길이 워낙 많아 도로명주소가 가끔 헷갈린다”고 말했다.

종로소방서의	종로소방서/NNP+의/JKG
한	한/MMN
소방관은	소방관/NNG+은/JX
“1년간	“/SS+1/SN+년/NNB+간/XSN
훈련기간을	훈련/NNG+기간/NNG+을/JKO
거쳤기	거치/VV+었/EP+기/ETN
때문에	때문/NNB+에/JKB
많이	많이/MAG
불편하진	불편/NNG+하/XSA+지/EC+ㄴ/JX
않다”면서도	않/VX+다/EF+”/SS+면서/EC+도/JX
“시내의	“/SS+시내/NNG+의/JKG
큰	크/VA+ㄴ/ETM
대로는	대로/NNG+는/JX
도로명주소가	도로명/NNG+주소/NNG+가/JKS
편할	편하/VA+ㄹ/ETM
것	것/NNB
같은데,	같/VA+은데/EC+,/SP
작은	작/VA+은/ETM
골목골목으로	골목골목/NNG+으로/JKB
들어가면	들어가/VV+면/EC
길이	길/NNG+이/JKS
워낙	워낙/MAG
많아	많/VA+아/EC
가끔	가끔/MAG
헷갈린다”고	헷갈리/VV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.177.9.1
서울시 120다산콜센터의 주소안내 방식도 제각각이었다.

서울시	서울시/NNP
120다산콜센터의	120다산콜센터/NNP+의/JKG
주소안내	주소/NNG+안내/NNG
방식도	방식/NNG+도/JX
제각각이었다.	제각각/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000041.177.9.2
동아일보 취재팀이 전화로 주소를 문의하자 “지번주소와 도로명주소 중 편한 방식으로 안내해드리겠다”며 선택한 방식으로 답했다.

동아일보	동아일보/NNP
취재팀이	취재/NNG+팀/NNG+이/JKS
전화로	전화/NNG+로/JKB
주소를	주소/NNG+를/JKO
문의하자	문의/NNG+하/XSV+자/EC
“지번주소와	“/SS+지번/NNG+주소/NNG+와/JC
도로명주소	도로명/NNG+주소/NNG
중	중/NNB
편한	편하/VA+ㄴ/ETM
방식으로	방식/NNG+으로/JKB
안내해드리겠다”며	안내/NNG+하/XSV+아/EC+드리/VX+겠/EP+다/EF+”/SS+며/EC
선택한	선택/NNG+하/XSV+ㄴ/ETM
답했다.	답/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.177.9.3
반면 02-120번으로 문자메시지를 이용해 주소를 묻자 서울 광진중학교의 경우 ‘광진구 자양2동 693으로 확인됩니다’라며 과거 지번주소가 날아왔다.

반면	반면/NNG
02-120번으로	02/SN+-/SO+120/SN+번/NNB+으로/JKB
문자메시지를	문자/NNG+메시지/NNG+를/JKO
이용해	이용/NNG+하/XSV+아/EC
주소를	주소/NNG+를/JKO
묻자	묻/VV+자/EC
서울	서울/NNP
광진중학교의	광진중학교/NNP+의/JKG
경우	경우/NNG
‘광진구	‘/SS+광진구/NNP
자양2동	자양2동/NNP
693으로	693/SN+으로/JKB
확인됩니다’라며	확인/NNG+되/XSV+ㅂ니다/EF+’/SS+이/VCP+라며/EC
과거	과거/NNG
지번주소가	지번/NNG+주소/NNG+가/JKS
날아왔다.	날아오/VV+았/EP+다/EF+./SF


# id : NWRW1800000041.177.10.1
관공서 민원기기 중에는 새 도로명주소를 사용할 수 없는 것도 있었다.

관공서	관공서/NNG
민원기기	민원/NNG+기기/NNG
중에는	중/NNB+에/JKB+는/JX
새	새/MMA
도로명주소를	도로명/NNG+주소/NNG+를/JKO
사용할	사용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
것도	것/NNB+도/JX
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000041.177.10.2
서울시청 1층에 마련된 무인민원발급기에는 ‘새 도로명주소 입력 시 민원서류 발급불가’라는 알림문구가 적혀 있어 새 도로명주소로 사용이 불가능했다.

서울시청	서울시청/NNP
1층에	1/SN+층/NNG+에/JKB
마련된	마련/NNG+되/XSV+ㄴ/ETM
무인민원발급기에는	무인/NNG+민원/NNG+발급기/NNG+에/JKB+는/JX
‘새	‘/SS+새/MMA
도로명주소	도로명/NNG+주소/NNG
입력	입력/NNG
시	시/NNB
민원서류	민원서류/NNG
발급불가’라는	발급/NNG+불가/NNG+’/SS+이/VCP+라는/ETM
알림문구가	알림/NNG+문구/NNG+가/JKS
적혀	적히/VV+어/EC
있어	있/VX+어/EC
새	새/MMA
도로명주소로	도로명/NNG+주소/NNG+로/JKB
사용이	사용/NNG+이/JKS
불가능했다.	불/XPN+가능/NNG+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000041.177.11.1
○ 홍보는 많은데 안내자료는 부족

○	○/SW
홍보는	홍보/NNG+는/JX
많은데	많/VA+은데/EC
안내자료는	안내/NNG+자료/NNG+는/JX
부족	부족/NNG


# id : NWRW1800000041.177.12.1
정부는 도로명주소 시행을 적극적으로 홍보해왔다.

정부는	정부/NNG+는/JX
도로명주소	도로명/NNG+주소/NNG
시행을	시행/NNG+을/JKO
적극적으로	적극/NNG+적/XSN+으로/JKB
홍보해왔다.	홍보/NNG+하/XSV+아/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.177.12.2
1일 서울 지역 경찰서마다 시행을 홍보하는 현수막이 내걸리고 포스터가 붙어 있었다.

1일	1/SN+일/NNB
서울	서울/NNP
지역	지역/NNG
경찰서마다	경찰서/NNG+마다/JX
시행을	시행/NNG+을/JKO
홍보하는	홍보/NNG+하/XSV+는/ETM
현수막이	현수막/NNG+이/JKS
내걸리고	내걸리/VV+고/EC
포스터가	포스터/NNG+가/JKS
붙어	붙/VV+어/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000041.177.12.3
하지만 정작 시민들이 민원서류 등을 작성할 때 참고할 수 있는 주소 안내책자 등은 없었다.

하지만	하지만/MAJ
정작	정작/MAG
시민들이	시민/NNG+들/XSN+이/JKS
민원서류	민원서류/NNG
등을	등/NNB+을/JKO
작성할	작성/NNG+하/XSV+ㄹ/ETM
때	때/NNG
참고할	참고/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
주소	주소/NNG
안내책자	안내/NNG+책자/NNG
등은	등/NNB+은/JX
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000041.177.12.4
교통사고를 신고할 때 작성하는 교통사고 발생상황 진술서도 여전히 ‘○○시 ○○구 ○○동 ○○번지’ 식의 과거 지번주소로 안내돼 있었다.

교통사고를	교통사고/NNG+를/JKO
신고할	신고/NNG+하/XSV+ㄹ/ETM
때	때/NNG
작성하는	작성/NNG+하/XSV+는/ETM
교통사고	교통사고/NNG
발생상황	발생/NNG+상황/NNG
진술서도	진술서/NNG+도/JX
여전히	여전히/MAG
‘○○시	‘/SS+○/SW+○/SW+시/NNG
○○구	○/SW+○/SW+구/NNG
○○동	○/SW+○/SW+동/NNG
○○번지’	○/SW+○/SW+번지/NNG+’/SS
식의	식/NA+의/JKG
과거	과거/NNG
지번주소로	지번/NNG+주소/NNG+로/JKB
안내돼	안내/NNG+되/XSV+어/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000041.177.12.5
경찰서를 찾은 김모 씨(32)는 “우리같이 젊은 사람들이야 인터넷 검색해서 찾으면 되지만 나이 드신 분들은 스마트폰이나 인터넷에 서투르니 난감할 것 같다”고 우려했다.

경찰서를	경찰서/NNG+를/JKO
찾은	찾/VV+은/ETM
김모	김/NNP+모/NP
씨(32)는	씨/NNB+(/SS+32/SN+)/SS+는/JX
“우리같이	“/SS+우리/NP+같이/JKB
젊은	젊/VA+은/ETM
사람들이야	사람/NNG+들/XSN+이야/JX
인터넷	인터넷/NNG
검색해서	검색/NNG+하/XSV+아서/EC
찾으면	찾/VV+으면/EC
되지만	되/VV+지만/EC
나이	나이/NNG
드신	들/VV+시/EP+ㄴ/ETM
분들은	분/NNB+들/XSN+은/JX
스마트폰이나	스마트폰/NNG+이나/JC
인터넷에	인터넷/NNG+에/JKB
서투르니	서투르/VA+니/EC
난감할	난감하/VA+ㄹ/ETM
것	것/NNB
같다”고	같/VA+다/EF+”/SS+고/JKQ
우려했다.	우려/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.177.13.1
경찰이 쓰는 전산망에는 자동으로 지번주소를 도로명주소로 바꿔주는 시스템이 갖춰져 있었다.

경찰이	경찰/NNG+이/JKS
쓰는	쓰/VV+는/ETM
전산망에는	전산망/NNG+에/JKB+는/JX
자동으로	자동/NNG+으로/JKB
지번주소를	지번/NNG+주소/NNG+를/JKO
도로명주소로	도로명/NNG+주소/NNG+로/JKB
바꿔주는	바꾸/VV+어/EC+주/VX+는/ETM
시스템이	시스템/NNG+이/JKS
갖춰져	갖추/VV+어/EC+지/VX+어/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000041.177.13.2
사건기록을 입력할 때 지번주소를 기재하면 도로명주소로 변환되는 식이다.

사건기록을	사건/NNG+기록/NNG+을/JKO
입력할	입력/NNG+하/XSV+ㄹ/ETM
때	때/NNG
지번주소를	지번/NNG+주소/NNG+를/JKO
기재하면	기재/NNG+하/XSV+면/EC
도로명주소로	도로명/NNG+주소/NNG+로/JKB
변환되는	변환/NNG+되/XSV+는/ETM
식이다.	식/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.177.13.3
반면 경찰서나 지구대나 파출소 안에 비치된 관내지도는 모두 과거 방식의 지번주소로 표기돼 있었다.

반면	반면/NNG
경찰서나	경찰서/NNG+나/JC
지구대나	지구대/NNG+나/JC
파출소	파출소/NNG
안에	안/NNG+에/JKB
비치된	비치/NNG+되/XSV+ㄴ/ETM
관내지도는	관내/NNG+지도/NNG+는/JX
모두	모두/MAG
과거	과거/NNG
방식의	방식/NNG+의/JKG
지번주소로	지번/NNG+주소/NNG+로/JKB
표기돼	표기/NNG+되/XSV+어/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000041.177.13.4
한 경찰은 “전국 경찰이 사용하는 지도나 주소자료 등을 모두 도로명주소 방식으로 교체하려면 비용이 만만치 않을 것 같다”고 말했다.

한	한/MMN
경찰은	경찰/NNG+은/JX
“전국	“/SS+전국/NNG
경찰이	경찰/NNG+이/JKS
사용하는	사용/NNG+하/XSV+는/ETM
지도나	지도/NNG+나/JC
주소자료	주소/NNG+자료/NNG
등을	등/NNB+을/JKO
모두	모두/MAG
도로명주소	도로명/NNG+주소/NNG
방식으로	방식/NNG+으로/JKB
교체하려면	교체/NNG+하/XSV+려면/EC
비용이	비용/NNG+이/JKS
만만치	만만하/VA+지/EC
않을	않/VX+을/ETM
것	것/NNB
같다”고	같/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.177.14.1
○ 낯설어하는 시민… 적응기간 필요

○	○/SW
낯설어하는	낯설/VA+어/EC+하/VX+는/ETM
시민…	시민/NNG+…/SE
적응기간	적응/NNG+기간/NNG
필요	필요/NNG


# id : NWRW1800000041.177.15.1
시민들은 아직 “낯설다”는 반응이어서 적응하기까지 시간이 걸릴 것으로 보였다.

시민들은	시민/NNG+들/XSN+은/JX
아직	아직/MAG
“낯설다”는	“/SS+낯설/VA+다/EF+”/SS+는/ETM
반응이어서	반응/NNG+이/VCP+어서/EC
적응하기까지	적응/NNG+하/XSV+기/ETN+까지/JX
시간이	시간/NNG+이/JKS
걸릴	걸리/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.177.15.2
주부 김령이 씨(37)는 “1년 동안 집 앞에 도로명주소 안내판이 생겨서 알고는 있다”면서도 “어디 가서 집 주소를 적으라고 한다면 지번주소가 더 익숙해 지번주소를 적을 것 같다”고 말했다.

주부	주부/NNG
김령이	김령이/NNP
씨(37)는	씨/NNB+(/SS+37/SN+)/SS+는/JX
“1년	“/SS+1/SN+년/NNB
동안	동안/NNG
집	집/NNG
앞에	앞/NNG+에/JKB
도로명주소	도로명/NNG+주소/NNG
안내판이	안내판/NNG+이/JKS
생겨서	생기/VV+어서/EC
알고는	알/VV+고/EC+는/JX
있다”면서도	있/VX+다/EF+”/SS+면서/EC+도/JX
“어디	“/SS+어디/NP
가서	가/VV+아서/EC
주소를	주소/NNG+를/JKO
적으라고	적/VV+으라고/EC
한다면	하/VV+ㄴ다면/EC
지번주소가	지번/NNG+주소/NNG+가/JKS
더	더/MAG
익숙해	익숙하/VA+아/EC
지번주소를	지번/NNG+주소/NNG+를/JKO
적을	적/VV+을/ETM
것	것/NNB
같다”고	같/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.177.15.3
최근 ‘달동네’에 연탄배달 봉사를 다녀온 대학원생 안진우 씨(31)는 “달동네에도 도로명주소가 적혀 있었는데 좁은 지역에 길이 워낙 많아서 결국 지번주소와 지도로 길을 찾았다”고 말했다.

최근	최근/NNG
‘달동네’에	‘/SS+달동네/NNG+’/SS+에/JKB
연탄배달	연탄/NNG+배달/NNG
봉사를	봉사/NNG+를/JKO
다녀온	다녀오/VV+ㄴ/ETM
대학원생	대학원/NNG+생/XSN
안진우	안진우/NNP
씨(31)는	씨/NNB+(/SS+31/SN+)/SS+는/JX
“달동네에도	“/SS+달동네/NNG+에/JKB+도/JX
도로명주소가	도로명/NNG+주소/NNG+가/JKS
적혀	적히/VV+어/EC
있었는데	있/VX+었/EP+는데/EC
좁은	좁/VA+은/ETM
지역에	지역/NNG+에/JKB
길이	길/NNG+이/JKS
워낙	워낙/MAG
많아서	많/VA+아서/EC
결국	결국/MAG
지번주소와	지번/NNG+주소/NNG+와/JC
지도로	지도/NNG+로/JKB
길을	길/NNG+을/JKO
찾았다”고	찾/VV+았/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.177.16.1
도로명주소가 사용하기 편하다는 의견도 있었다.

도로명주소가	도로명/NNG+주소/NNG+가/JKS
사용하기	사용/NNG+하/XSV+기/ETN
편하다는	편하/VA+다는/ETM
의견도	의견/NNG+도/JX
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000041.177.16.2
서울 양천구청에서 주차관리요원으로 근무하는 이모 씨는 “민원인 입장에서는 불법주차된 차량을 신고할 때 굳이 지번을 알아볼 필요 없이 도로명만 알면 위치를 설명할 수 있어서 익숙해지기만 하면 편할 것 같다”고 말했다.

서울	서울/NNP
양천구청에서	양천구청/NNP+에서/JKB
주차관리요원으로	주차/NNG+관리/NNG+요원/NNG+으로/JKB
근무하는	근무/NNG+하/XSV+는/ETM
이모	이/NNP+모/NP
씨는	씨/NNB+는/JX
“민원인	“/SS+민원인/NNG
입장에서는	입장/NNG+에서/JKB+는/JX
불법주차된	불법/NNG+주차/NNG+되/XSV+ㄴ/ETM
차량을	차량/NNG+을/JKO
신고할	신고/NNG+하/XSV+ㄹ/ETM
때	때/NNG
굳이	굳이/MAG
지번을	지번/NNG+을/JKO
알아볼	알아보/VV+ㄹ/ETM
필요	필요/NNG
없이	없이/MAG
도로명만	도로명/NNG+만/JX
알면	알/VV+면/EC
위치를	위치/NNG+를/JKO
설명할	설명/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있어서	있/VA+어서/EC
익숙해지기만	익숙하/VA+아/EC+지/VX+기/ETN+만/JX
하면	하/VX+면/EC
편할	편하/VA+ㄹ/ETM
것	것/NNB
같다”고	같/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


