# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.125
metadata : {}


# id : NWRW1800000041.125.1.1
[책의 향기]부잣집 소년 ‘왕따 죽음’ 뒤에 숨어있는 진실

[책의	[/SS+책/NNG+의/JKG
소설도	소설/NNG+도/JX
큰	크/VA+ㄴ/ETM
주목을	주목/NNG+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000041.125.5.1
숫기 없고 유약한 부잣집 도련님의 죽음에 얽힌 미스터리를 파헤쳐 나가는 긴장감을 잃지 않고 결론까지 뚝심 있게 끌고 가는 작가의 탄탄한 내공이 돋보인다.

숫기	숫기/NNG
없고	없/VA+고/EC
유약한	유약하/VA+ㄴ/ETM
부잣집	부잣집/NNG
도련님의	도련님/NNG+의/JKG
죽음에	죽음/NNG+에/JKB
얽힌	얽히/VV+ㄴ/ETM
미스터리를	미스터리/NNG+를/JKO
파헤쳐	파헤치/VV+어/EC
나가는	나가/VX+는/ETM
긴장감을	긴장감/NNG+을/JKO
잃지	잃/VV+지/EC
않고	않/VX+고/EC
결론까지	결론/NNG+까지/JX
뚝심	뚝심/NNG
있게	있/VA+게/EC
끌고	끌/VV+고/EC
가는	가/VX+는/ETM
작가의	작가/NNG+의/JKG
탄탄한	탄탄하/VA+ㄴ/ETM
내공이	내공/NNG+이/JKS
돋보인다.	돋보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.125.5.2
외아들의 죽음 앞에 오열하는 유족, 가해자로 지목된 자식을 감싸기에 급급한 가해자 가족, 약속이라도 한 듯 친구의 죽음에 입을 닫아버린 학우들의 이야기가 교차되는 가운데, 이 죽음 뒤에 숨어있는 진실을 찾으려는 신참 기자와 검사, 형사들의 발로 뛰는 이야기가 겹쳐져 이른바 ‘사회파’ 장르소설을 읽는 맛을 더해준다.

외아들의	외아들/NNG+의/JKG
죽음	죽음/NNG
앞에	앞/NNG+에/JKB
오열하는	오열/NNG+하/XSV+는/ETM
유족,	유족/NNG+,/SP
가해자로	가해자/NNG+로/JKB
지목된	지목/NNG+되/XSV+ㄴ/ETM
자식을	자식/NNG+을/JKO
감싸기에	감싸/VV+기/ETN+에/JKB
급급한	급급하/VA+ㄴ/ETM
가해자	가해자/NNG
가족,	가족/NNG+,/SP
약속이라도	약속/NNG+이/VCP+라도/EC
한	하/VV+ㄴ/ETM
듯	듯/NNB
친구의	친구/NNG+의/JKG
죽음에	죽음/NNG+에/JKB
입을	입/NNG+을/JKO
닫아버린	닫/VV+아/EC+버리/VX+ㄴ/ETM
학우들의	학우/NNG+들/XSN+의/JKG
이야기가	이야기/NNG+가/JKS
교차되는	교차/NNG+되/XSV+는/ETM
가운데,	가운데/NNG+,/SP
이	이/MMD
뒤에	뒤/NNG+에/JKB
숨어있는	숨/VV+어/EC+있/VX+는/ETM
진실을	진실/NNG+을/JKO
찾으려는	찾/VV+으려는/ETM
신참	신참/NNG
기자와	기자/NNG+와/JC
검사,	검사/NNG+,/SP
형사들의	형사/NNG+들/XSN+의/JKG
발로	발/NNG+로/JKB
뛰는	뛰/VV+는/ETM
겹쳐져	겹쳐지/VV+어/EC
이른바	이른바/MAG
‘사회파’	‘/SS+사회파/NNG+’/SS
장르소설을	장르/NNG+소설/NNG+을/JKO
읽는	읽/VV+는/ETM
맛을	맛/NNG+을/JKO
더해준다.	더/MAG+하/XSV+아/EC+주/VX+ㄴ다/EF+./SF


# id : NWRW1800000041.125.6.1
사실 ‘누가’ 숨진 소년을 죽음으로 내몰았는지 알고 싶다면 마지막 장을 펼치면 금세 확인할 수 있다.

사실	사실/MAG
‘누가’	‘/SS+누구/NP+가/JKS+’/SS
숨진	숨지/VV+ㄴ/ETM
소년을	소년/NNG+을/JKO
죽음으로	죽음/NNG+으로/JKB
내몰았는지	내몰/VV+았/EP+는지/EC
알고	알/VV+고/EC
싶다면	싶/VX+다면/EC
마지막	마지막/NNG
장을	장/NNG+을/JKO
펼치면	펼치/VV+면/EC
금세	금세/MAG
확인할	확인/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000041.125.6.2
하지만 작가는 타인의 아픔에 대한 상상력과 공감능력을 잃고 괴물처럼 변해버린 우리 아이들과 이런 아이들을 빚어낸 책임을 서로에게 떠밀고 외면하기 바쁜 학교와 가정의 모습을 재구성하는 데 더 공을 들인다.

하지만	하지만/MAJ
작가는	작가/NNG+는/JX
타인의	타인/NNG+의/JKG
아픔에	아픔/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
상상력과	상상력/NNG+과/JC
공감능력을	공감/NNG+능력/NNG+을/JKO
잃고	잃/VV+고/EC
괴물처럼	괴물/NNG+처럼/JKB
변해버린	변하/VV+아/EC+버리/VX+ㄴ/ETM
우리	우리/NP
아이들과	아이/NNG+들/XSN+과/JKB
이런	이런/MMD
아이들을	아이/NNG+들/XSN+을/JKO
빚어낸	빚어내/VV+ㄴ/ETM
책임을	책임/NNG+을/JKO
서로에게	서로/NNG+에게/JKB
떠밀고	떠밀/VV+고/EC
외면하기	외면/NNG+하/XSV+기/ETN
바쁜	바쁘/VA+ㄴ/ETM
학교와	학교/NNG+와/JC
가정의	가정/NNG+의/JKG
모습을	모습/NNG+을/JKO
재구성하는	재/XPN+구성/NNG+하/XSV+는/ETM
데	데/NNB
더	더/MAG
공을	공/NNG+을/JKO
들인다.	들이/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.125.6.3
작가는 독자들이 이 죽음의 배후에 있는 ‘누구’나 ‘무엇’보다 ‘왜’에 주목해 주기를 바라고 있는지도 모르겠다.

작가는	작가/NNG+는/JX
독자들이	독자/NNG+들/XSN+이/JKS
이	이/MMD
죽음의	죽음/NNG+의/JKG
배후에	배후/NNG+에/JKB
있는	있/VA+는/ETM
‘누구’나	‘/SS+누구/NP+’/SS+나/JC
‘무엇’보다	‘/SS+무엇/NP+’/SS+보다/JKB
‘왜’에	‘/SS+왜/MAG+’/SS+에/JKB
주목해	주목/NNG+하/XSV+아/EC
주기를	주/VX+기/ETN+를/JKO
바라고	바라/VV+고/EC
있는지도	있/VX+는지/EF+도/JX
모르겠다.	모르/VV+겠/EP+다/EF+./SF


# id : NWRW1800000041.125.7.1
자칫 피해자도 그럴 만한 책임이 있다는 식으로도 읽힐 위험성이 있는 불편한 대목이 있지만 왕따와 학교폭력 소식이 끊이지 않는 한국의 부모와 학교 교사들도 한 번 읽어볼 만한 이야기다.

자칫	자칫/MAG
피해자도	피해자/NNG+도/JX
그럴	그렇/VA+ㄹ/ETM
만한	만/NNB+하/XSA+ㄴ/ETM
책임이	책임/NNG+이/JKS
있다는	있/VA+다는/ETM
식으로도	식/NNB+으로/JKB+도/JX
읽힐	읽히/VV+ㄹ/ETM
위험성이	위험/NNG+성/XSN+이/JKS
있는	있/VA+는/ETM
불편한	불편/NNG+하/XSA+ㄴ/ETM
대목이	대목/NNG+이/JKS
있지만	있/VA+지만/EC
왕따와	왕따/NNG+와/JC
학교폭력	학교/NNG+폭력/NNG
소식이	소식/NNG+이/JKS
끊이지	끊이/VV+지/EC
않는	않/VX+는/ETM
한국의	한국/NNP+의/JKG
부모와	부모/NNG+와/JC
학교	학교/NNG
교사들도	교사/NNG+들/XSN+도/JX
한	한/MMN
번	번/NNB
읽어볼	읽/VV+어/EC+보/VX+ㄹ/ETM
이야기다.	이야기/NNG+이/VCP+다/EF+./SF


