# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.220
metadata : {}


# id : NWRW1800000049.220.1.1
16년 걸린 정규리그 우승… KCC, 새 역사 쓰다

16년	16/SN+년/NNB
신기록(11연승)을	신/XPN+기록/NNG+(/SS+11/SN+연승/NNG+)/SS+을/JKO
세웠다.	세우/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.220.6.3
1997∼1998 정규리그 우승을 맛본 그는 재키 존스, 로렌조 홀과 1999∼2000시즌까지 현대의 정규리그 3연패를 일궜다.

1997∼1998	1997/SN+∼/SO+1998/SN
정규리그	정규/NNG+리그/NNG
우승을	우승/NNG+을/JKO
맛본	맛보/VV+ㄴ/ETM
그는	그/NP+는/JX
재키	재키/NNP
존스,	존스/NNP+,/SP
로렌조	로렌조/NNP
홀과	홀/NNP+과/JKB
1999∼2000시즌까지	1999/SN+∼/SO+2000/SN+시즌/NNG+까지/JX
현대의	현대/NNP+의/JKG
3연패를	3/SN+연패/NNG+를/JKO
일궜다.	일구/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.220.6.4
현대 시절 2차례를 포함해 KCC의 5차례 플레이오프 우승에도 늘 그가 중심에 있었다.

현대	현대/NNP
시절	시절/NNG
2차례를	2/SN+차례/NNG+를/JKO
포함해	포함/NNG+하/XSV+아/EC
KCC의	KCC/SL+의/JKG
5차례	5/SN+차례/NNG
플레이오프	플레이오프/NNG
우승에도	우승/NNG+에/JKB+도/JX
늘	늘/MAG
그가	그/NP+가/JKS
중심에	중심/NNG+에/JKB
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000049.220.7.1
1년 전 허재 전 감독이 전격 사퇴한 뒤 감독 대행을 맡게 됐을 때 그는 “갑작스럽고 당황스럽다.

1년	1/SN+년/NNB
전	전/MMD
허재	허재/NNP
감독이	감독/NNG+이/JKS
전격	전격/NNG
사퇴한	사퇴/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
감독	감독/NNG
대행을	대행/NNG+을/JKO
맡게	맡/VV+게/EC
됐을	되/VV+었/EP+을/ETM
때	때/NNG
그는	그/NP+는/JX
“갑작스럽고	“/SS+갑작스럽/VA+고/EC
당황스럽다.	당황/NNG+스럽/XSA+다/EF+./SF


# id : NWRW1800000049.220.7.2
준비된 게 없다”며 몸을 낮췄다.

준비된	준비/NNG+되/XSV+ㄴ/ETM
게	거/NNB+이/JKS
없다”며	없/VA+다/EF+”/SS+며/EC
몸을	몸/NNG+을/JKO
낮췄다.	낮추/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.220.7.3
하지만 그가 감독 첫 시즌 팀을 우승으로 이끌 수 있었던 것은 준비가 돼 있었기 때문이다.

하지만	하지만/MAJ
그가	그/NP+가/JKS
감독	감독/NNG
첫	첫/MMN
시즌	시즌/NNG
팀을	팀/NNG+을/JKO
우승으로	우승/NNG+으로/JKB
이끌	이끌/VV+ㄹ/ETM
수	수/NNB
있었던	있/VA+었/EP+던/ETM
것은	것/NNB+은/JX
준비가	준비/NNG+가/JKC
돼	되/VV+어/EC
있었기	있/VX+었/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000049.220.7.4
20년간 KCC(현대 포함)에서 선수, 코치, 감독을 지낸 그는 경기 중 선수들의 얼굴만 봐도 얼마나 지쳤는지 안다.

20년간	20/SN+년/NNB+간/XSN
KCC(현대	KCC/SL+(/SS+현대/NNP
포함)에서	포함/NNG+)/SS+에서/JKB
선수,	선수/NNG+,/SP
코치,	코치/NNG+,/SP
감독을	감독/NNG+을/JKO
지낸	지내/VV+ㄴ/ETM
그는	그/NP+는/JX
경기	경기/NNG
중	중/NNB
선수들의	선수/NNG+들/XSN+의/JKG
얼굴만	얼굴/NNG+만/JX
봐도	보/VV+아도/EC
얼마나	얼마나/MAG
지쳤는지	지치/VV+었/EP+는지/EC
안다.	알/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.220.7.5
선수를 교체해야 할 때를 놓치지 않게 한 힘이다.

선수를	선수/NNG+를/JKO
교체해야	교체/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
때를	때/NNG+를/JKO
놓치지	놓치/VV+지/EC
않게	않/VX+게/EC
한	하/VX+ㄴ/ETM
힘이다.	힘/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.220.7.6
추 감독은 “3년 동안 하위권에 있던 선수들이라 심리적으로 많이 흔들렸고 패배 의식도 컸다.

추	추/NNP
감독은	감독/NNG+은/JX
“3년	“/SS+3/SN+년/NNB
동안	동안/NNG
하위권에	하위/NNG+권/XSN+에/JKB
있던	있/VA+던/ETM
선수들이라	선수/NNG+들/XSN+이/VCP+라/EC
심리적으로	심리/NNG+적/XSN+으로/JKB
많이	많이/MAG
흔들렸고	흔들리/VV+었/EP+고/EC
패배	패배/NNG
의식도	의식/NNG+도/JX
컸다.	크/VA+었/EP+다/EF+./SF


# id : NWRW1800000049.220.7.7
그래서 아무리 쉬운 상대와의 연습 경기라도 무조건 이기려고 했는데 그런 면이 선수들의 자존심을 되찾아줬다”고 말했다.

그래서	그래서/MAJ
아무리	아무리/MAG
쉬운	쉽/VA+ㄴ/ETM
상대와의	상대/NNG+와/JKB+의/JKG
연습	연습/NNG
경기라도	경기/NNG+이/VCP+라도/EC
무조건	무/XPN+조건/NNG
이기려고	이기/VV+려고/EC
했는데	하/VX+았/EP+는데/EC
그런	그런/MMD
면이	면/NNG+이/JKS
선수들의	선수/NNG+들/XSN+의/JKG
자존심을	자존심/NNG+을/JKO
되찾아줬다”고	되찾/VV+아/EC+주/VX+었/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.220.8.1
추 감독은 특히 코트 밖에서 선수들의 마음을 얻기 위해 애썼다.

추	추/NNP
감독은	감독/NNG+은/JX
특히	특히/MAG
코트	코트/NNG
밖에서	밖/NNG+에서/JKB
선수들의	선수/NNG+들/XSN+의/JKG
마음을	마음/NNG+을/JKO
얻기	얻/VV+기/ETN
위해	위하/VV+아/EC
애썼다.	애쓰/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.220.8.2
전태풍은 “선수 시절보다 압박의 강도가 훨씬 세졌다”면서도 “선수 한 명 한 명 따로 불러 이야기를 많이 하시는데 그런 점이 참 좋다”고 말했다.

전태풍은	전태풍/NNP+은/JX
“선수	“/SS+선수/NNG
시절보다	시절/NNG+보다/JKB
압박의	압박/NNG+의/JKG
강도가	강도/NNG+가/JKS
훨씬	훨씬/MAG
세졌다”면서도	세/VA+어/EC+지/VX+었/EP+다/EF+”/SS+면서/EC+도/JX
한	한/MMN
명	명/NNB
따로	따로/MAG
불러	부르/VV+어/EC
이야기를	이야기/NNG+를/JKO
많이	많이/MAG
하시는데	하/VV+시/EP+는데/EC
그런	그런/MMD
점이	점/NNG+이/JKS
참	참/MAG
좋다”고	좋/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.220.8.3
추 감독의 이런 소통은 개인 성향이 강했던 전태풍을 코트 안에서 솔선수범하는 선수로 바꿔놓았다.

추	추/NNP
감독의	감독/NNG+의/JKG
이런	이런/MMD
소통은	소통/NNG+은/JX
개인	개인/NNG
성향이	성향/NNG+이/JKS
강했던	강하/VA+았/EP+던/ETM
전태풍을	전태풍/NNP+을/JKO
코트	코트/NNG
안에서	안/NNG+에서/JKB
솔선수범하는	솔선수범/NNG+하/XSV+는/ETM
선수로	선수/NNG+로/JKB
바꿔놓았다.	바꾸/VV+어/EC+놓/VX+았/EP+다/EF+./SF


# id : NWRW1800000049.220.9.1
추 감독은 우승 과정에서 감독의 몫이 얼마나 되느냐는 질문에 “내 입으로 말 못한다.

추	추/NNP
감독은	감독/NNG+은/JX
우승	우승/NNG
과정에서	과정/NNG+에서/JKB
감독의	감독/NNG+의/JKG
몫이	몫/NNG+이/JKS
얼마나	얼마나/MAG
되느냐는	되/VV+느냐는/ETM
질문에	질문/NNG+에/JKB
“내	“/SS+나/NP+의/JKG
입으로	입/NNG+으로/JKB
말	말/NNG
못한다.	못/MAG+하/VV+ㄴ다/EF+./SF


# id : NWRW1800000049.220.9.2
잘 따라준 선수들 때문”이라며 공을 선수들에게 돌렸다.

잘	잘/MAG
따라준	따르/VV+아/EC+주/VX+ㄴ/ETM
선수들	선수/NNG+들/XSN
때문”이라며	때문/NNB+”/SS+이/VCP+라며/EC
공을	공/NNG+을/JKO
선수들에게	선수/NNG+들/XSN+에게/JKB
돌렸다.	돌리/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.220.9.3
‘소리 없이 강한’ 그의 리더십이 가장 화려하게 빛난 날이었다.

‘소리	‘/SS+소리/NNG
없이	없이/MAG
강한’	강하/VA+ㄴ/ETM+’/SS
그의	그/NP+의/JKG
리더십이	리더십/NNG+이/JKS
가장	가장/MAG
화려하게	화려하/VA+게/EC
빛난	빛나/VV+ㄴ/ETM
날이었다.	날/NNG+이/VCP+었/EP+다/EF+./SF


