# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000054.411
metadata : {}


# id : NWRW1800000054.411.1.1
文 "이번엔 꼭 제재해야"… 푸틴 "北 몰아세우지 말라"

文	文/SH
북핵을	북핵/NNG+을/JKO
용납할	용납/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다.	없/VA+다/EF+./SF
북한의	북한/NNP+의/JKG
'핵보유국'	'/SS+핵보유국/NNG+'/SS
지위를	지위/NNG+를/JKO
결코	결코/MAG
인정하지	인정/NNG+하/XSV+지/EC
않고	않/VX+고/EC
앞으로도	앞/NNG+으로/JKB+도/JX
않을	않/VX+을/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.411.4.3
그러나 두 정상의 북핵 문제 공감대는 여기까지였다.

그러나	그러나/MAJ
두	두/MMN
정상의	정상/NNG+의/JKG
북핵	북핵/NNG
문제	문제/NNG
공감대는	공감대/NNG+는/JX
여기까지였다.	여기/NP+까지/JX+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000054.411.5.1
북한 도발을 어떻게 멈추게 할지를 두고는 확연한 입장 차이를 드러냈다.

북한	북한/NNP
도발을	도발/NNG+을/JKO
어떻게	어떻/VA+게/EC
멈추게	멈추/VV+게/EC
할지를	하/VX+ㄹ지/EF+를/JKO
두고는	두/VV+고/EC+는/JX
확연한	확연하/VA+ㄴ/ETM
입장	입장/NNG
차이를	차이/NNG+를/JKO
드러냈다.	드러내/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.411.5.2
문 대통령은 지난 4일 전화 통화에 이어 이날 회담에서도 북한에의 원유 공급 중단을 촉구했다.

문	문/NNP
대통령은	대통령/NNG+은/JX
지난	지나/VV+ㄴ/ETM
4일	4/SN+일/NNB
전화	전화/NNG
통화에	통화/NNG+에/JKB
이어	잇/VV+어/EC
이날	이날/NNG
회담에서도	회담/NNG+에서/JKB+도/JX
북한에의	북한/NNP+에/JKB+의/JKG
원유	원유/NNG
공급	공급/NNG
중단을	중단/NNG+을/JKO
촉구했다.	촉구/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.411.5.3
문 대통령은 "이번에는 적어도 북에 대한 원유 공급을 중단하는 것이 필요하니 러시아도 적극 협조해 달라"며 "북한의 도발을 멈출 수 있는 지도자는 푸틴 대통령과 중국의 시진핑 주석인 만큼 북한의 추가 미사일 도발을 멈추기 위해 두 지도자가 강력한 역할을 해 달라"고 했다.

문	문/NNP
대통령은	대통령/NNG+은/JX
"이번에는	"/SS+이번/NNG+에/JKB+는/JX
적어도	적어도/MAG
북에	북/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
원유	원유/NNG
공급을	공급/NNG+을/JKO
중단하는	중단/NNG+하/XSV+는/ETM
것이	것/NNB+이/JKS
필요하니	필요/NNG+하/XSA+니/EC
러시아도	러시아/NNP+도/JX
적극	적극/NNG
협조해	협조/NNG+하/XSV+아/EC
달라"며	달/VX+라/EF+"/SS+며/EC
"북한의	"/SS+북한/NNP+의/JKG
도발을	도발/NNG+을/JKO
멈출	멈추/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
지도자는	지도자/NNG+는/JX
푸틴	푸틴/NNP
대통령과	대통령/NNG+과/JC
중국의	중국/NNP+의/JKG
시진핑	시진핑/NNP
주석인	주석/NNG+이/VCP+ㄴ/ETM
만큼	만큼/NNB
북한의	북한/NNP+의/JKG
추가	추가/NNG
미사일	미사일/NNG
멈추기	멈추/VV+기/ETN
위해	위하/VV+아/EC
두	두/MMN
지도자가	지도자/NNG+가/JKS
강력한	강력/NNG+하/XSA+ㄴ/ETM
역할을	역할/NNG+을/JKO
해	하/VV+아/EC
달라"고	달/VX+라/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.411.5.4
그러나 푸틴 대통령은 "북한은 아무리 압박을 해도 핵을 포기하지 않을 것"이라며 "원유 중단이 북한의 병원 등 민간에게 피해를 줄 것으로 우려하고 있다"고 말했다.

그러나	그러나/MAJ
푸틴	푸틴/NNP
대통령은	대통령/NNG+은/JX
"북한은	"/SS+북한/NNP+은/JX
아무리	아무리/MAG
압박을	압박/NNG+을/JKO
해도	하/VV+아도/EC
핵을	핵/NNG+을/JKO
포기하지	포기/NNG+하/XSV+지/EC
않을	않/VX+을/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
"원유	"/SS+원유/NNG
중단이	중단/NNG+이/JKS
북한의	북한/NNP+의/JKG
병원	병원/NNG
등	등/NNB
민간에게	민간/NNG+에게/JKB
피해를	피해/NNG+를/JKO
줄	주/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
우려하고	우려/NNG+하/XSV+고/EC
있다"고	있/VX+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.411.5.5
푸틴 대통령은 공동 언론 발표에서도 "북핵은 압박과 제재만으론 해결할 수 없다"면서 "감정에 휩싸여 북한을 막다른 골목으로 몰아세울 필요가 없다"고 말했다.

푸틴	푸틴/NNP
대통령은	대통령/NNG+은/JX
공동	공동/NNG
언론	언론/NNG
발표에서도	발표/NNG+에서/JKB+도/JX
"북핵은	"/SS+북핵/NNG+은/JX
압박과	압박/NNG+과/JC
제재만으론	제재/NNG+만/JX+으로/JKB+ㄴ/JX
해결할	해결/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다"면서	없/VA+다/EF+"/SS+면서/EC
"감정에	"/SS+감정/NNG+에/JKB
휩싸여	휩싸이/VV+어/EC
북한을	북한/NNP+을/JKO
막다른	막다르/VA+ㄴ/ETM
골목으로	골목/NNG+으로/JKB
몰아세울	몰아세우/VV+ㄹ/ETM
필요가	필요/NNG+가/JKS
없다"고	없/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.411.6.1
그러면서 푸틴 대통령은 자신의 '북핵 3단계 로드맵'을 설명한 것으로 알려졌다.

그러면서	그러/VV+면서/EC
푸틴	푸틴/NNP
대통령은	대통령/NNG+은/JX
자신의	자신/NNG+의/JKG
'북핵	'/SS+북핵/NNG
3단계	3/SN+단계/NNG
로드맵'을	로드맵/NNG+'/SS+을/JKO
설명한	설명/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.411.6.2
3단계 로드맵이란 '북한의 핵·미사일 실험 중단과 한·미 훈련 축소→한·미·일이 북한과 양자평화협정 체결→동북아 다자안보협정 체결과 주한미군 철수' 등을 골자로 하는 3단계 과정을 밟아가자는 내용이다.

3단계	3/SN+단계/NNG
로드맵이란	로드맵/NNG+이란/JX
'북한의	'/SS+북한/NNP+의/JKG
핵·미사일	핵/NNG+·/SP+미사일/NNG
실험	실험/NNG
중단과	중단/NNG+과/JC
한·미	한·미/NNP
훈련	훈련/NNG
축소→한·미·일이	축소/NNG+→/SW+한·미·일/NNP+이/JKS
북한과	북한/NNP+과/JKB
양자평화협정	양자/NNG+평화/NNG+협정/NNG
체결→동북아	체결/NNG+→/SW+동북아/NNP
다자안보협정	다자/NNG+안보/NNG+협정/NNG
체결과	체결/NNG+과/JC
주한미군	주한/NNG+미군/NNG
철수'	철수/NNG+'/SS
등을	등/NNB+을/JKO
골자로	골자/NNG+로/JKB
하는	하/VV+는/ETM
과정을	과정/NNG+을/JKO
밟아가자는	밟/VV+아/EC+가/VX+자는/ETM
내용이다.	내용/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.411.6.3
사실상 북핵을 인정하자는 것이며, 궁극적으로 주한미군을 한반도에서 내보내고 미국의 영향력을 차단하려는 중·러의 이해관계가 반영된 '로드맵'이다.

사실상	사실/NNG+상/XSN
북핵을	북핵/NNG+을/JKO
인정하자는	인정/NNG+하/XSV+자는/ETM
것이며,	것/NNB+이/VCP+며/EC+,/SP
궁극적으로	궁극/NNG+적/XSN+으로/JKB
주한미군을	주한/NNG+미군/NNG+을/JKO
한반도에서	한반도/NNP+에서/JKB
내보내고	내보내/VV+고/EC
미국의	미국/NNP+의/JKG
영향력을	영향력/NNG+을/JKO
차단하려는	차단/NNG+하/XSV+려는/ETM
중·러의	중/NNP+·/SP+러/NNP+의/JKG
이해관계가	이해관계/NNG+가/JKS
반영된	반영/NNG+되/XSV+ㄴ/ETM
'로드맵'이다.	'/SS+로드맵/NNG+'/SS+이/VCP+다/EF+./SF


# id : NWRW1800000054.411.6.4
중국 시진핑 주석의 쌍중단·쌍궤 병행(한반도 비핵화와 북·미 평화협정체결 병행) 주장과 비슷하다.

중국	중국/NNP
시진핑	시진핑/NNP
주석의	주석/NNG+의/JKG
쌍중단·쌍궤	쌍/NNG+중단/NNG+·/SP+쌍/NNG+궤/NNG
병행(한반도	병행/NNG+(/SS+한반도/NNP
비핵화와	비핵/NNG+화/XSN+와/JC
북·미	북/NNP+·/SP+미/NNP
평화협정체결	평화/NNG+협정/NNG+체결/NNG
병행)	병행/NNG+)/SS
주장과	주장/NNG+과/JKB
비슷하다.	비슷하/VA+다/EF+./SF


# id : NWRW1800000054.411.6.5
이에 대해 문 대통령은 "러시아가 제안한 로드맵을 북한이 진지하게 검토하도록 하기 위해서라도 북한이 도발을 멈춰야 한다"고 말했다고 윤영찬 국민소통수석이 전했다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
문	문/NNP
대통령은	대통령/NNG+은/JX
"러시아가	"/SS+러시아/NNP+가/JKS
제안한	제안/NNG+하/XSV+ㄴ/ETM
로드맵을	로드맵/NNG+을/JKO
북한이	북한/NNP+이/JKS
진지하게	진지하/VA+게/EC
검토하도록	검토/NNG+하/XSV+도록/EC
하기	하/VX+기/ETN
위해서라도	위하/VV+아서/EC+라도/JX
도발을	도발/NNG+을/JKO
멈춰야	멈추/VV+어야/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
말했다고	말/NNG+하/XSV+았/EP+다고/EC
윤영찬	윤영찬/NNP
국민소통수석이	국민/NNG+소통/NNG+수석/NNG+이/JKS
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.411.7.1
한편 문 대통령은 7일 동방경제포럼 기조연설을 통해 남·북·러의 경제협력 내용을 담은 '신(新)북방정책'을 설명할 계획이다.

한편	한편/MAG
문	문/NNP
대통령은	대통령/NNG+은/JX
7일	7/SN+일/NNB
동방경제포럼	동방/NNG+경제/NNG+포럼/NNG
기조연설을	기조연설/NNG+을/JKO
통해	통하/VV+아/EC
남·북·러의	남/NNP+·/SP+북/NNP+·/SP+러/NNP+의/JKG
경제협력	경제/NNG+협력/NNG
내용을	내용/NNG+을/JKO
담은	담/VV+은/ETM
'신(新)북방정책'을	'/SS+신/XPN+(/SS+新/SH+)/SS+북방/NNG+정책/NNG+'/SS+을/JKO
설명할	설명/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.411.7.2
그러나 북한의 도발로 인해 북한과의 경제 협력이 당분간 어려워졌기 때문에 문 대통령의 '신북방정책'도 당장은 탄력을 얻기 어려운 상황에 처했다.

그러나	그러나/MAJ
북한의	북한/NNP+의/JKG
도발로	도발/NNG+로/JKB
인해	인/NNG+하/XSV+아/EC
북한과의	북한/NNP+과/JKB+의/JKG
경제	경제/NNG
협력이	협력/NNG+이/JKS
당분간	당분간/MAG
어려워졌기	어렵/VA+어/EC+지/VX+었/EP+기/ETN
때문에	때문/NNB+에/JKB
문	문/NNP
대통령의	대통령/NNG+의/JKG
'신북방정책'도	'/SS+신/XPN+북방/NNG+정책/NNG+'/SS+도/JX
당장은	당장/NNG+은/JX
탄력을	탄력/NNG+을/JKO
얻기	얻/VV+기/ETN
어려운	어렵/VA+ㄴ/ETM
상황에	상황/NNG+에/JKB
처했다.	처하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.411.7.3
동방경제포럼은 러시아 정부가 극동 지역 개발 투자 유치와 주변국 경제협력 활성화를 위해 지난 2015년부터 매년 여는 국제회의다.

동방경제포럼은	동방/NNG+경제/NNG+포럼/NNG+은/JX
러시아	러시아/NNP
정부가	정부/NNG+가/JKS
극동	극동/NNP
지역	지역/NNG
개발	개발/NNG
투자	투자/NNG
유치와	유치/NNG+와/JC
주변국	주변국/NNG
경제협력	경제/NNG+협력/NNG
활성화를	활성/NNG+화/XSN+를/JKO
위해	위하/VV+아/EC
지난	지나/VV+ㄴ/ETM
2015년부터	2015/SN+년/NNB+부터/JX
매년	매년/MAG
여는	열/VV+는/ETM
국제회의다.	국제회의/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.411.7.4
이번 포럼에는 50여 국에서 4000여 명이 참석했고, 26개국에서 정부 대표를 파견했다.

이번	이번/NNG
포럼에는	포럼/NNG+에/JKB+는/JX
50여	50/SN+여/XSN
국에서	국/NA+에서/JKB
4000여	4000/SN+여/XSN
명이	명/NNB+이/JKS
참석했고,	참석/NNG+하/XSV+았/EP+고/EC+,/SP
26개국에서	26/SN+개국/NNB+에서/JKB
정부	정부/NNG
대표를	대표/NNG+를/JKO
파견했다.	파견/NNG+하/XSV+았/EP+다/EF+./SF


