# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000054.217
metadata : {}


# id : NWRW1800000054.217.1.1
[NOW] 반려동물 돌봐야해… 고향 못가 죄송해요

[NOW]	[/SS+NOW/SL+]/SS
정씨가 한 달 전 입양한 고양이는 이제 생후 4개월이라 하루 이상 집을 비우기가 어렵다.

정씨가	정/NNP+씨/NNB+가/JKS
한	한/MMN
달	달/NNB
전	전/NNG
입양한	입양/NNG+하/XSV+ㄴ/ETM
고양이는	고양이/NNG+는/JX
이제	이제/MAG
생후	생후/NNG
4개월이라	4/SN+개월/NNB+이/VCP+라/EC
하루	하루/NNG
이상	이상/NNG
집을	집/NNG+을/JKO
비우기가	비우/VV+기/ETN+가/JKS
어렵다.	어렵/VA+다/EF+./SF


# id : NWRW1800000054.217.4.3
정씨는 "딸 얼굴을 보고 싶어 하시는 부모님께 죄송하지만, 올해는 고양이를 우선순위에 두기로 했다"고 말했다.

정씨는	정/NNP+씨/NNB+는/JX
"딸	"/SS+딸/NNG
얼굴을	얼굴/NNG+을/JKO
보고	보/VV+고/EC
싶어	싶/VX+어/EC
하시는	하/VV+시/EP+는/ETM
부모님께	부모/NNG+님/XSN+께/JKB
죄송하지만,	죄송하/VA+지만/EC+,/SP
올해는	올해/NNG+는/JX
고양이를	고양이/NNG+를/JKO
우선순위에	우선순위/NNG+에/JKB
두기로	두/VV+기/ETN+로/JKB
했다"고	하/VV+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.217.4.4
대신 부모님께는 "새 회사를 찾느라 내려가지 못할 것 같다"고 말해뒀다.

대신	대신/NNG
부모님께는	부모/NNG+님/XSN+께/JKB+는/JX
"새	"/SS+새/MMA
회사를	회사/NNG+를/JKO
찾느라	찾/VV+느라/EC
내려가지	내려가/VV+지/EC
못할	못하/VX+ㄹ/ETM
것	것/NNB
같다"고	같/VA+다/EF+"/SS+고/JKQ
말해뒀다.	말/NNG+하/XSV+아/EC+두/VX+었/EP+다/EF+./SF


# id : NWRW1800000054.217.4.5
어항에 관상용 물고기를 키우는 권모(42)씨는 이번 추석 연휴 중간에 하루는 집으로 돌아오는 일정을 잡았다.

어항에	어항/NNG+에/JKB
관상용	관상/NNG+용/XSN
물고기를	물고기/NNG+를/JKO
키우는	키우/VV+는/ETM
권모(42)씨는	권/NNP+모/NP+(/SS+42/SN+)/SS+씨/NNB+는/JX
이번	이번/NNG
추석	추석/NNG
연휴	연휴/NNG
중간에	중간/NNG+에/JKB
하루는	하루/NNG+는/JX
집으로	집/NNG+으로/JKB
돌아오는	돌아오/VV+는/ETM
일정을	일정/NNG+을/JKO
잡았다.	잡/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.217.4.6
고향인 청주에 이틀 다녀왔다 경기도 수원 집에서 하루를 보낸 뒤, 처가에 가는 식이다.

고향인	고향/NNG+이/VCP+ㄴ/ETM
청주에	청주/NNP+에/JKB
이틀	이틀/NNG
다녀왔다	다녀오/VV+았/EP+다/EC
경기도	경기도/NNP
수원	수원/NNP
집에서	집/NNG+에서/JKB
하루를	하루/NNG+를/JKO
보낸	보내/VV+ㄴ/ETM
뒤,	뒤/NNG+,/SP
처가에	처가/NNG+에/JKB
가는	가/VV+는/ETM
식이다.	식/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000054.217.4.7
권씨는 관상어 치어를 열다섯 마리 키우고 있다.

권씨는	권/NNP+씨/NNB+는/JX
관상어	관상어/NNG
치어를	치어/NNG+를/JKO
열다섯	열다섯/NR
마리	마리/NNB
키우고	키우/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000054.217.4.8
그는 "휴가 때는 친한 이웃집에 부탁했는데 이번 추석엔 다들 고향에 내려가 부탁할 사람이 없었다"며 "그냥 놔둬도 일주일 정도는 버틴다고 하지만 아무래도 걱정돼 잠깐 집에 돌아오기로 했다"고 말했다.

그는	그/NP+는/JX
"휴가	"/SS+휴가/NNG
때는	때/NNG+는/JX
친한	친하/VA+ㄴ/ETM
이웃집에	이웃집/NNG+에/JKB
부탁했는데	부탁/NNG+하/XSV+았/EP+는데/EC
이번	이번/NNG
추석엔	추석/NNG+에/JKB+ㄴ/JX
다들	다/MAG+들/XSN
고향에	고향/NNG+에/JKB
내려가	내려가/VV+아/EC
부탁할	부탁/NNG+하/XSV+ㄹ/ETM
사람이	사람/NNG+이/JKS
없었다"며	없/VA+었/EP+다/EF+"/SS+며/EC
"그냥	"/SS+그냥/MAG
놔둬도	놔두/VV+어도/EC
일주일	일주일/NNG
정도는	정도/NNG+는/JX
버틴다고	버티/VV+ㄴ다고/EC
하지만	하/VV+지만/EC
아무래도	아무래도/MAG
걱정돼	걱정/NNG+되/XSV+어/EC
잠깐	잠깐/MAG
집에	집/NNG+에/JKB
돌아오기로	돌아오/VV+기/ETN+로/JKB
했다"고	하/VV+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.217.5.1
관상어를 키우는 사람들이 모인 온라인 커뮤니티에는 추석 연휴를 앞두고 물고기를 어떻게 관리해야 할지 묻는 글이 여러 건 올라왔다.

관상어를	관상어/NNG+를/JKO
키우는	키우/VV+는/ETM
사람들이	사람/NNG+들/XSN+이/JKS
모인	모이/VV+ㄴ/ETM
온라인	온라인/NNG
커뮤니티에는	커뮤니티/NNG+에/JKB+는/JX
추석	추석/NNG
연휴를	연휴/NNG+를/JKO
앞두고	앞두/VV+고/EC
물고기를	물고기/NNG+를/JKO
어떻게	어떻/VA+게/EC
관리해야	관리/NNG+하/XSV+아야/EC
할지	하/VX+ㄹ지/EF
묻는	묻/VV+는/ETM
글이	글/NNG+이/JKS
여러	여러/MMN
건	건/NNB
올라왔다.	올라오/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.217.5.2
'자동 급식기를 이용해라' '조금씩 분해되는 여행용 먹이를 줘라' 하는 답이 주로 달렸다.

'자동	'/SS+자동/NNG
급식기를	급식기/NNG+를/JKO
이용해라'	이용/NNG+하/XSV+아라/EF+'/SS
'조금씩	'/SS+조금/NNG+씩/XSN
분해되는	분해/NNG+되/XSV+는/ETM
여행용	여행/NNG+용/XSN
먹이를	먹이/NNG+를/JKO
줘라'	주/VV+어라/EF+'/SS
하는	하/VV+는/ETM
답이	답/NNG+이/JKS
주로	주로/MAG
달렸다.	달리/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.217.5.3
사슴벌레, 뱀 등 이색 동물이나 식물을 키우는 사람들도 긴 연휴를 앞두고 걱정을 호소하는 글을 올리고 있다.

사슴벌레,	사슴벌레/NNG+,/SP
뱀	뱀/NNG
등	등/NNB
이색	이색/NNG
동물이나	동물/NNG+이나/JC
식물을	식물/NNG+을/JKO
키우는	키우/VV+는/ETM
사람들도	사람/NNG+들/XSN+도/JX
긴	길/VA+ㄴ/ETM
연휴를	연휴/NNG+를/JKO
앞두고	앞두/VV+고/EC
걱정을	걱정/NNG+을/JKO
호소하는	호소/NNG+하/XSV+는/ETM
글을	글/NNG+을/JKO
올리고	올리/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000054.217.6.1
강아지 등을 맡아주는 펫호텔은 이미 한 달 전부터 예약이 꽉 찼다.

강아지	강아지/NNG
등을	등/NNB+을/JKO
맡아주는	맡/VV+아/EC+주/VX+는/ETM
펫호텔은	펫/NNG+호텔/NNG+은/JX
이미	이미/MAG
한	한/MMN
달	달/NNB
전부터	전/NNG+부터/JX
예약이	예약/NNG+이/JKS
꽉	꽉/MAG
찼다.	차/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.217.6.2
서울 강남의 한 펫호텔 관계자는 "이달 1일부터 추석 연휴 예약을 받았는데, 하루 만에 다음 달 1~15일치 예약이 다 찼다"고 했다.

서울	서울/NNP
강남의	강남/NNP+의/JKG
한	한/MMN
펫호텔	펫/NNG+호텔/NNG
관계자는	관계자/NNG+는/JX
"이달	"/SS+이달/NNG
1일부터	1/SN+일/NNB+부터/JX
추석	추석/NNG
연휴	연휴/NNG
예약을	예약/NNG+을/JKO
받았는데,	받/VV+았/EP+는데/EC+,/SP
하루	하루/NNG
만에	만/NNB+에/JKB
다음	다음/NNG
달	달/NNG
1~15일치	1/SN+~/SO+15/SN+일/NNB+치/NNB
예약이	예약/NNG+이/JKS
다	다/MAG
찼다"고	차/VV+았/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.217.6.3
연휴마다 고슴도치를 맡아주는 아르바이트를 하는 신지원(18)양은 "이번 추석에만 10건 정도 문의가 들어왔다"며 "연휴가 길어서인지 다른 때보다 문의가 더 많은 편"이라고 했다.

연휴마다	연휴/NNG+마다/JX
고슴도치를	고슴도치/NNG+를/JKO
맡아주는	맡/VV+아/EC+주/VX+는/ETM
아르바이트를	아르바이트/NNG+를/JKO
하는	하/VV+는/ETM
신지원(18)양은	신지원/NNP+(/SS+18/SN+)/SS+양/NNB+은/JX
"이번	"/SS+이번/NNG
추석에만	추석/NNG+에/JKB+만/JX
10건	10/SN+건/NNB
정도	정도/NNG
문의가	문의/NNG+가/JKS
들어왔다"며	들어오/VV+았/EP+다/EF+"/SS+며/EC
"연휴가	"/SS+연휴/NNG+가/JKS
길어서인지	길/VA+어서/EC+이/VCP+ㄴ지/EC
다른	다른/MMD
때보다	때/NNG+보다/JKB
더	더/MAG
많은	많/VA+은/ETM
편"이라고	편/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.217.7.1
반려동물 때문에 가족 간 다툼이 생기기도 한다.

반려동물	반려동물/NNG
때문에	때문/NNB+에/JKB
가족	가족/NNG
간	간/NNB
다툼이	다툼/NNG+이/JKS
생기기도	생기/VV+기/ETN+도/JX
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000054.217.7.2
김지민(29)씨는 지난 설날에 방문한 조카들이 자신이 키우는 고슴도치를 자꾸 만지려 해서 골머리를 앓았다.

김지민(29)씨는	김지민/NNP+(/SS+29/SN+)/SS+씨/NNB+는/JX
지난	지나/VV+ㄴ/ETM
설날에	설날/NNG+에/JKB
방문한	방문/NNG+하/XSV+ㄴ/ETM
조카들이	조카/NNG+들/XSN+이/JKS
자신이	자신/NNG+이/JKS
키우는	키우/VV+는/ETM
고슴도치를	고슴도치/NNG+를/JKO
자꾸	자꾸/MAG
만지려	만지/VV+려/EC
해서	하/VX+아서/EC
골머리를	골머리/NNG+를/JKO
앓았다.	앓/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.217.7.3
그는 "고슴도치도 예민한 동물이라 사람 손을 많이 타면 좋지 않다"며 "이번 추석에는 차라리 혼자 사는 친구에게 맡기거나, '내 방 출입 금지령'이라도 내려야 되나 고민"이라고 했다.

그는	그/NP+는/JX
"고슴도치도	"/SS+고슴도치/NNG+도/JX
예민한	예민하/VA+ㄴ/ETM
동물이라	동물/NNG+이/VCP+라/EC
사람	사람/NNG
손을	손/NNG+을/JKO
많이	많이/MAG
타면	타/VV+면/EC
좋지	좋/VA+지/EC
않다"며	않/VX+다/EF+"/SS+며/EC
"이번	"/SS+이번/NNG
추석에는	추석/NNG+에/JKB+는/JX
차라리	차라리/MAG
혼자	혼자/MAG
사는	살/VV+는/ETM
친구에게	친구/NNG+에게/JKB
맡기거나,	맡기/VV+거나/EC+,/SP
'내	'/SS+나/NP+의/JKG
방	방/NNG
출입	출입/NNG
금지령'이라도	금지령/NNG+'/SS+이/VCP+라도/EC
내려야	내리/VV+어야/EC
되나	되/VV+나/EC
고민"이라고	고민/NNG+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.217.7.4
반대로 집안 어른들이 동물을 좋아하지 않거나 개털 알레르기 등이 있어 데리고 오는 것을 꺼리는 경우도 있다.

반대로	반대/NNG+로/JKB
집안	집안/NNG
어른들이	어른/NNG+들/XSN+이/JKS
동물을	동물/NNG+을/JKO
좋아하지	좋아하/VV+지/EC
않거나	않/VX+거나/EC
개털	개털/NNG
알레르기	알레르기/NNG
등이	등/NNB+이/JKS
있어	있/VA+어/EC
데리고	데리/VV+고/EC
오는	오/VV+는/ETM
것을	것/NNB+을/JKO
꺼리는	꺼리/VV+는/ETM
경우도	경우/NNG+도/JX
있다.	있/VA+다/EF+./SF


