# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.271
metadata : {}


# id : NWRW1800000038.271.1.1
단 1분 남기고… 포항, K리그를 뒤집다

단	단/MMA
뛰쳐나왔고,	뛰쳐나오/VV+았/EP+고/EC+,/SP
포항	포항/NNP
팬들은	팬/NNG+들/XSN+은/JX
응원가	응원가/NNG
'영일만	'/SS+영일만/NNP
친구'를	친구/NNG+'/SS+를/JKO
목청껏	목청껏/MAG
불렀다.	부르/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.271.4.5
현역 시절 '황새'라는 애칭으로 불리며 한국 축구사에 빼놓을 수 없는 골잡이로 활약했던 황선홍(45·사진) 포항 감독이 사령탑으로서도 레전드(legend)에 오르는 순간이기도 했다.

현역	현역/NNG
시절	시절/NNG
'황새'라는	'/SS+황새/NNG+'/SS+이/VCP+라는/ETM
애칭으로	애칭/NNG+으로/JKB
불리며	불리/VV+며/EC
한국	한국/NNP
축구사에	축구사/NNG+에/JKB
빼놓을	빼놓/VV+을/ETM
수	수/NNB
없는	없/VA+는/ETM
골잡이로	골잡이/NNG+로/JKB
활약했던	활약/NNG+하/XSV+았/EP+던/ETM
황선홍(45·사진)	황선홍/NNP+(/SS+45/SN+·/SP+사진/NNG+)/SS
포항	포항/NNP
감독이	감독/NNG+이/JKS
사령탑으로서도	사령탑/NNG+으로서/JKB+도/JX
레전드(legend)에	레전드/NNG+(/SS+legend/SL+)/SS+에/JKB
오르는	오르/VV+는/ETM
순간이기도	순간/NNG+이/VCP+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000038.271.4.6
황 감독은 축구협회(FA)컵과 K리그를 한 시즌에 석권한 첫 감독이 됐다.

황	황/NNP
감독은	감독/NNG+은/JX
축구협회(FA)컵과	축구협회/NNP+(/SS+FA/SL+)/SS+컵/NNG+과/JC
K리그를	K리그/NNP+를/JKO
한	한/MMN
시즌에	시즌/NNG+에/JKB
석권한	석권/NNG+하/XSV+ㄴ/ETM
첫	첫/MMN
감독이	감독/NNG+이/JKC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.271.5.1
올해 창단 40주년을 맞은 포항 스틸러스는 1일 울산 문수월드컵경기장에서 울산 현대와 벌인 K리그 클래식 최종 경기에서 1대0으로 승리하며 극적인 역전 우승을 차지했다.

올해	올해/NNG
창단	창단/NNG
40주년을	40/SN+주년/NNB+을/JKO
맞은	맞/VV+은/ETM
포항	포항/NNP
스틸러스는	스틸러스/NNP+는/JX
1일	1/SN+일/NNB
울산	울산/NNP
문수월드컵경기장에서	문수월드컵경기장/NNP+에서/JKB
현대와	현대/NNP+와/JKB
벌인	벌이/VV+ㄴ/ETM
K리그	K리그/NNP
클래식	클래식/NNG
최종	최종/NNG
경기에서	경기/NNG+에서/JKB
1대0으로	1/SN+대/NNB+0/SN+으로/JKB
승리하며	승리/NNG+하/XSV+며/EC
극적인	극/NNG+적/XSN+이/VCP+ㄴ/ETM
역전	역전/NNG
우승을	우승/NNG+을/JKO
차지했다.	차지/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.271.5.2
승점 74점(21승11무6패)을 쌓은 포항은 전날까지 선두였던 울산(승점 73점·22승7무9패)을 2위로 끌어내리고 다섯 번째 챔피언(1986·1988· 1992·2007·2013) 자리에 올랐다.

승점	승점/NNG
74점(21승11무6패)을	74/SN+점/NNB+(/SS+21/SN+승/NNB+11/SN+무/NNB+6/SN+패/NNB+)/SS+을/JKO
쌓은	쌓/VV+은/ETM
포항은	포항/NNP+은/JX
전날까지	전날/NNG+까지/JX
선두였던	선두/NNG+이/VCP+었/EP+던/ETM
울산(승점	울산/NNP+(/SS+승점/NNG
73점·22승7무9패)을	73/SN+점/NNB+·/SP+22/SN+승/NNB+7/SN+무/NNB+9/SN+패/NNB+)/SS+을/JKO
2위로	2/SN+위/NNB+로/JKB
끌어내리고	끌어내리/VV+고/EC
다섯	다섯/NR
번째	번/NNB+째/XSN
챔피언(1986·1988·	챔피언/NNG+(/SS+1986/SN+·/SP+1988/SN+·/SP
1992·2007·2013)	1992/SN+·/SP+2007/SN+·/SP+2013/SN+)/SS
자리에	자리/NNG+에/JKB
올랐다.	오르/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.271.5.3
황 감독은 "아직도 실감이 나지 않는다"며 "좀 더 지나봐야 내가 얼마나 대단한 일을 했는지 느낄 것 같다"고 말했다.

황	황/NNP
감독은	감독/NNG+은/JX
"아직도	"/SS+아직/MAG+도/JX
실감이	실감/NNG+이/JKS
나지	나/VV+지/EC
않는다"며	않/VX+는다/EF+"/SS+며/EC
"좀	"/SS+좀/MAG
더	더/MAG
지나봐야	지나/VV+아/EC+보/VX+아야/EC
내가	내/NP+가/JKS
얼마나	얼마나/MAG
대단한	대단하/VA+ㄴ/ETM
일을	일/NNG+을/JKO
했는지	하/VV+았/EP+는지/EF
느낄	느끼/VV+ㄹ/ETM
것	것/NNB
같다"고	같/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.271.6.1
포항은 이날 경기 초반부터 홈팀 울산의 거센 저항에 부딪혔다.

포항은	포항/NNP+은/JX
이날	이날/NNG
경기	경기/NNG
초반부터	초반/NNG+부터/JX
홈팀	홈팀/NNG
울산의	울산/NNP+의/JKG
거센	거세/VA+ㄴ/ETM
저항에	저항/NNG+에/JKB
부딪혔다.	부딪히/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.271.6.2
양팀 통틀어 전반전에만 반칙 15개, 옐로카드 5개가 나왔을 정도로 격렬하게 맞붙었다.

양팀	양/MMN+팀/NNG
통틀어	통틀/VV+어/EC
전반전에만	전반전/NNG+에/JKB+만/JX
반칙	반칙/NNG
15개,	15/SN+개/NNB+,/SP
옐로카드	옐로카드/NNG
5개가	5/SN+개/NNB+가/JKS
나왔을	나오/VV+았/EP+을/ETM
정도로	정도/NNG+로/JKB
격렬하게	격렬하/VA+게/EC
맞붙었다.	맞붙/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.271.6.3
포항 특유의 유기적인 패스 플레이는 후반 들어 살아나기 시작했다.

포항	포항/NNP
특유의	특유/NNG+의/JKG
유기적인	유기/NNG+적/XSN+이/VCP+ㄴ/ETM
패스	패스/NNG
플레이는	플레이/NNG+는/JX
후반	후반/NNG
들어	들/VV+어/EC
살아나기	살아나/VV+기/ETN
시작했다.	시작/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.271.6.4
황 감독은 후반 9분 황지수 대신 공격수 박성호를 투입했고 포항의 예봉은 날카로워졌다.

황	황/NNP
감독은	감독/NNG+은/JX
후반	후반/NNG
9분	9/SN+분/NNB
황지수	황지수/NNP
대신	대신/NNG
공격수	공격수/NNG
박성호를	박성호/NNP+를/JKO
투입했고	투입/NNG+하/XSV+았/EP+고/EC
포항의	포항/NNP+의/JKG
예봉은	예봉/NNG+은/JX
날카로워졌다.	날카롭/VA+어/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000038.271.6.5
포항은 결국 김원일의 '버저비터(경기 종료와 동시에 들어가는 득점)'와 다름없는 골로 울산의 골문을 열었다.

포항은	포항/NNP+은/JX
결국	결국/MAG
김원일의	김원일/NNP+의/JKG
'버저비터(경기	'/SS+버저비터/NNG+(/SS+경기/NNG
종료와	종료/NNG+와/JKB
동시에	동시/NNG+에/JKB
들어가는	들어가/VV+는/ETM
득점)'와	득점/NNG+)/SS+'/SS+와/JKB
다름없는	다름없/VA+는/ETM
골로	골/NNG+로/JKB
울산의	울산/NNP+의/JKG
골문을	골문/NNG+을/JKO
열었다.	열/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.271.7.1
포항의 36명 선수 명단에는 외국인 선수 이름이 없다.

포항의	포항/NNP+의/JKG
36명	36/SN+명/NNB
선수	선수/NNG
명단에는	명단/NNG+에/JKB+는/JX
외국인	외국인/NNG
이름이	이름/NNG+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000038.271.7.2
오직 국내 선수들로만 채워져 있다.

오직	오직/MAG
국내	국내/NNG
선수들로만	선수/NNG+들/XSN+로/JKB+만/JX
채워져	채우/VV+어/EC+지/VX+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000038.271.8.1
긴축 경영을 하는 구단 사정상 어쩔 수 없는 조치였지만 황 감독에게는 조선시대 쇄국정책을 폈던 흥선대원군과 비교된다고 해서 '황선대원군'이란 별명까지 생겼다.

긴축	긴축/NNG
경영을	경영/NNG+을/JKO
하는	하/VV+는/ETM
구단	구단/NNG
사정상	사정/NNG+상/XSN
어쩔	어쩌/VV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
조치였지만	조치/NNG+이/VCP+었/EP+지만/EC
황	황/NNP
감독에게는	감독/NNG+에게/JKB+는/JX
조선시대	조선시대/NNG
쇄국정책을	쇄국/NNG+정책/NNG+을/JKO
폈던	펴/VV+었/EP+던/ETM
흥선대원군과	흥선/NNP+대원군/NNG+과/JKB
비교된다고	비교/NNG+되/XSV+ㄴ다고/EC
해서	하/VV+아서/EC
'황선대원군'이란	'/SS+황선대원군/NNP+'/SS+이/VCP+란/ETM
별명까지	별명/NNG+까지/JX
생겼다.	생기/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.271.8.2
시즌 초반만 해도 포항의 우승을 예상한 사람은 드물었다.

시즌	시즌/NNG
초반만	초반/NNG+만/JX
해도	하/VV+아도/EC
포항의	포항/NNP+의/JKG
우승을	우승/NNG+을/JKO
예상한	예상/NNG+하/XSV+ㄴ/ETM
사람은	사람/NNG+은/JX
드물었다.	드물/VA+었/EP+다/EF+./SF


# id : NWRW1800000038.271.8.3
황 감독은 "선수층이 얇아 시즌 매순간이 고비였다. 하지만 그 위기 덕분에 유망주들을 발굴할 수 있었고, 2군 선수들의 경기력을 끌어올릴 수 있었다"고 말했다.

황	황/NNP
감독은	감독/NNG+은/JX
"선수층이	"/SS+선수/NNG+층/XSN+이/JKS
얇아	얇/VA+아/EC
시즌	시즌/NNG
매순간이	매/MMD+순간/NNG+이/JKS
고비였다.	고비/NNG+이/VCP+었/EP+다/EF+./SF
하지만	하지만/MAJ
그	그/MMD
위기	위기/NNG
덕분에	덕분/NNG+에/JKB
유망주들을	유망주/NNG+들/XSN+을/JKO
발굴할	발굴/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있었고,	있/VA+었/EP+고/EC+,/SP
2군	2/SN+군/NNG
선수들의	선수/NNG+들/XSN+의/JKG
경기력을	경기력/NNG+을/JKO
끌어올릴	끌어올리/VV+ㄹ/ETM
있었다"고	있/VA+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.271.8.4
황 감독은 2007년 말 부산 아이파크에서 사령탑으로 첫발을 내디딘 뒤 2011시즌 '친정팀' 포항 감독을 맡았다.

황	황/NNP
감독은	감독/NNG+은/JX
2007년	2007/SN+년/NNB
말	말/NNB
부산	부산/NNP
아이파크에서	아이파크/NNP+에서/JKB
사령탑으로	사령탑/NNG+으로/JKB
첫발을	첫발/NNG+을/JKO
내디딘	내디디/VV+ㄴ/ETM
뒤	뒤/NNG
2011시즌	2011/SN+시즌/NNG
'친정팀'	'/SS+친정/NNG+팀/NNG+'/SS
포항	포항/NNP
감독을	감독/NNG+을/JKO
맡았다.	맡/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.271.8.5
포항은 황 감독이 1993년 프로에 데뷔해 1998년까지 몸담았던 팀이다.

포항은	포항/NNP+은/JX
황	황/NNP
감독이	감독/NNG+이/JKS
1993년	1993/SN+년/NNB
프로에	프로/NNG+에/JKB
데뷔해	데뷔/NNG+하/XSV+아/EC
1998년까지	1998/SN+년/NNB+까지/JX
몸담았던	몸담/VV+았/EP+던/ETM
팀이다.	팀/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000038.271.8.6
황 감독은 올해 포항이 창단 40주년을 맞아 선정한 '명예의 전당' 13인에도 포함돼 있다.

황	황/NNP
감독은	감독/NNG+은/JX
올해	올해/NNG
포항이	포항/NNP+이/JKS
창단	창단/NNG
40주년을	40/SN+주년/NNB+을/JKO
맞아	맞/VV+아/EC
선정한	선정/NNG+하/XSV+ㄴ/ETM
'명예의	'/SS+명예/NNG+의/JKG
전당'	전당/NNG+'/SS
13인에도	13/SN+인/NNG+에/JKB+도/JX
포함돼	포함/NNG+되/XSV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000038.271.9.1
지난해 FA컵에서 첫 우승컵을 들어올렸던 황선홍 감독은 "이제야 선수들과 진짜로 하나가 되는 법을 알게 됐다"고 했다.

지난해	지난해/NNG
FA컵에서	FA/SL+컵/NNG+에서/JKB
첫	첫/MMN
우승컵을	우승컵/NNG+을/JKO
들어올렸던	들/VV+어/EC+올리/VV+었/EP+던/ETM
황선홍	황선홍/NNP
감독은	감독/NNG+은/JX
"이제야	"/SS+이제야/MAG
선수들과	선수/NNG+들/XSN+과/JKB
진짜로	진짜로/MAG
하나가	하나/NR+가/JKC
되는	되/VV+는/ETM
법을	법/NNB+을/JKO
알게	알/VV+게/EC
됐다"고	되/VV+었/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.271.9.2
선수들에게 스타 선수 출신이 아닌 친형처럼 삼촌처럼 다가가 '즐거운 축구'를 하자고 다독였다.

선수들에게	선수/NNG+들/XSN+에게/JKB
스타	스타/NNG
선수	선수/NNG
출신이	출신/NNG+이/JKC
아닌	아니/VCN+ㄴ/ETM
친형처럼	친형/NNG+처럼/JKB
삼촌처럼	삼촌/NNG+처럼/JKB
다가가	다가가/VV+아/EC
'즐거운	'/SS+즐겁/VA+ㄴ/ETM
축구'를	축구/NNG+'/SS+를/JKO
하자고	하/VV+자고/EC
다독였다.	다독이/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.271.9.3
이런 다정다감한 황선홍의 리더십과 체계적인 포항의 유스시스템을 거쳐 자라난 선수들이 시너지를 내기 시작했다.

이런	이런/MMD
다정다감한	다정다감/NNG+하/XSA+ㄴ/ETM
황선홍의	황선홍/NNP+의/JKG
리더십과	리더십/NNG+과/JC
체계적인	체계/NNG+적/XSN+이/VCP+ㄴ/ETM
포항의	포항/NNP+의/JKG
유스시스템을	유스시스템/NNG+을/JKO
거쳐	거치/VV+어/EC
자라난	자라나/VV+ㄴ/ETM
선수들이	선수/NNG+들/XSN+이/JKS
시너지를	시너지/NNG+를/JKO
내기	내/VV+기/ETN
시작했다.	시작/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.271.9.4
포항의 중원과 공격을 책임진 황진성·신진호·고무열·이명주·배천석 등은 모두 포항제철공고 축구부(현 포항제철고) 출신들이다.

포항의	포항/NNP+의/JKG
중원과	중원/NNG+과/JC
공격을	공격/NNG+을/JKO
책임진	책임지/VV+ㄴ/ETM
황진성·신진호·고무열·이명주·배천석	황진성/NNP+·/SP+신진호/NNP+·/SP+고무열/NNP+·/SP+이명주/NNP+·/SP+배천석/NNP
등은	등/NNB+은/JX
모두	모두/MAG
포항제철공고	포항제철공고/NNP
축구부(현	축구부/NNG+(/SS+현/MMD
포항제철고)	포항제철고/NNP+)/SS
출신들이다.	출신/NNG+들/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000038.271.10.1
FC서울의 데얀(32)은 처음으로 3년 연속 정규 리그 득점왕에 올랐다.

FC서울의	FC서울/NNP+의/JKG
데얀(32)은	데얀/NNP+(/SS+32/SN+)/SS+은/JX
처음으로	처음/NNG+으로/JKB
3년	3/SN+년/NNB
연속	연속/NNG
정규	정규/NNG
리그	리그/NNG
득점왕에	득점왕/NNG+에/JKB
올랐다.	오르/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.271.10.2
데얀은 전북 현대와의 원정 경기(1대1 무승부)에서 19호 골을 터뜨려 김신욱(울산)과 동률을 이뤘지만 출전 경기 수가 적어 1위에 올랐다.

데얀은	데얀/NNP+은/JX
전북	전북/NNP
현대와의	현대/NNP+와/JKB+의/JKG
원정	원정/NNG
경기(1대1	경기/NNG+(/SS+1/SN+대/NNB+1/SN
무승부)에서	무/XPN+승부/NNG+)/SS+에서/JKB
19호	19/SN+호/NNB
골을	골/NNG+을/JKO
터뜨려	터뜨리/VV+어/EC
김신욱(울산)과	김신욱/NNP+(/SS+울산/NNP+)/SS+과/JKB
동률을	동률/NNG+을/JKO
이뤘지만	이루/VV+었/EP+지만/EC
출전	출전/NNG
경기	경기/NNG
수가	수/NNG+가/JKS
적어	적/VA+어/EC
1위에	1/SN+위/NNB+에/JKB
올랐다.	오르/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.271.10.3
김신욱은 36경기, 데얀은 28경기에 나섰다.

김신욱은	김신욱/NNP+은/JX
36경기,	36/SN+경기/NNG+,/SP
데얀은	데얀/NNP+은/JX
28경기에	28/SN+경기/NNG+에/JKB
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.271.10.4
김신욱은 포항과의 최종전에 경고 누적으로 인해 나오지 못했다.

김신욱은	김신욱/NNP+은/JX
포항과의	포항/NNP+과/JKB+의/JKG
최종전에	최종전/NNG+에/JKB
경고	경고/NNG
누적으로	누적/NNG+으로/JKB
인해	인/NNG+하/XSV+아/EC
나오지	나오/VV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000038.271.11.1
전날 경기에서는 강원이 제주에 3대0 승리를 거두며 12위를 확정, K리그 챌린지(2부 리그) 1위 팀인 상주 상무와 4일과 7일 홈 앤드 어웨이로 플레이오프를 벌이게 됐다.

전날	전날/NNG
경기에서는	경기/NNG+에서/JKB+는/JX
강원이	강원/NNP+이/JKS
제주에	제주/NNP+에/JKB
3대0	3/SN+대/NNB+0/SN
승리를	승리/NNG+를/JKO
거두며	거두/VV+며/EC
12위를	12/SN+위/NNB+를/JKO
확정,	확정/NNG+,/SP
K리그	K리그/NNP
챌린지(2부	챌린지/NNG+(/SS+2부/NNG
리그)	리그/NNG+)/SS
1위	1/SN+위/NNB
팀인	팀/NNG+이/VCP+ㄴ/ETM
상주	상주/NNP
상무와	상무/NNP+와/JKB
4일과	4/SN+일/NNB+과/JC
7일	7/SN+일/NNB
홈	홈/NNG
앤드	앤드/NNG
어웨이로	어웨이/NNG+로/JKB
플레이오프를	플레이오프/NNG+를/JKO
벌이게	벌이/VV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.271.11.2
13위 대구와 14위 대전은 내년 시즌 2부 리그인 K리그 챌린지로 강등된다.

13위	13/SN+위/NNB
대구와	대구/NNP+와/JC
14위	14/SN+위/NNB
대전은	대전/NNP+은/JX
내년	내년/NNG
시즌	시즌/NNG
2부	2부/NNG
리그인	리그/NNG+이/VCP+ㄴ/ETM
K리그	K리그/NNP
챌린지로	챌린지/NNG+로/JKB
강등된다.	강등/NNG+되/XSV+ㄴ다/EF+./SF


