# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.423
metadata : {}


# id : NWRW1800000030.423.1.1
[수도권I] [위크엔드] 남양주 다산 유적지와 홍릉·유릉

[수도권I]	[/SS+수도/NNG+권/XSN+I/SL+]/SS
통해	통하/VV+아/EC
교육체험	교육/NNG+체험/NNG
프로그램도	프로그램/NNG+도/JX
운영한다.	운영/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.423.10.6
(031)579-6000~6001

(031)579-6000~6001	(/SS+031/SN+)/SS+579/SN+-/SO+6000/SN+~/SO+6001/SN


# id : NWRW1800000030.423.11.1
다산 유적지와 실학 박물관 주변은 산책코스로도 인기가 높다.

다산	다산/NNP
유적지와	유적지/NNG+와/JC
실학	실학/NNG
박물관	박물관/NNG
주변은	주변/NNG+은/JX
산책코스로도	산책/NNG+코스/NNG+로/JKB+도/JX
인기가	인기/NNG+가/JKS
높다.	높/VA+다/EF+./SF


# id : NWRW1800000030.423.11.2
바로 앞쪽 팔당호반에는 산책로를 갖춘 생태공원이 최근 조성됐다.

바로	바로/MAG
앞쪽	앞쪽/NNG
팔당호반에는	팔당호반/NNP+에/JKB+는/JX
산책로를	산책로/NNG+를/JKO
갖춘	갖추/VV+ㄴ/ETM
생태공원이	생태/NNG+공원/NNG+이/JKS
최근	최근/NNG
조성됐다.	조성/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000030.423.11.3
또 남양주시가 조성한 트레일 코스인 '다산길'을 따라 걸어볼 수도 있다.

또	또/MAG
남양주시가	남양주시/NNP+가/JKS
조성한	조성/NNG+하/XSV+ㄴ/ETM
트레일	트레일/NNG
코스인	코스/NNG+이/VCP+ㄴ/ETM
'다산길'을	'/SS+다산/NNP+길/NNG+'/SS+을/JKO
따라	따르/VV+아/EC
걸어볼	걷/VV+어/EC+보/VX+ㄹ/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000030.423.11.4
주변에는 음식점도 많다.

주변에는	주변/NNG+에/JKB+는/JX
음식점도	음식점/NNG+도/JX
많다.	많/VA+다/EF+./SF


# id : NWRW1800000030.423.12.1
◇홍릉과 유릉

◇홍릉과	◇/SW+홍릉/NNP+과/JC
유릉	유릉/NNP


# id : NWRW1800000030.423.13.1
홍릉(洪陵)은 조선 26대 고종과 왕비인 명성황후, 유릉(裕陵)은 27대 순종과 순명효황후·순정효황후의 묘소이다.

홍릉(洪陵)은	홍릉/NNP+(/SS+洪陵/SH+)/SS+은/JX
조선	조선/NNP
26대	26/SN+대/NNB
고종과	고종/NNP+과/JC
왕비인	왕비/NNG+이/VCP+ㄴ/ETM
명성황후,	명성/NNP+황후/NNG+,/SP
유릉(裕陵)은	유릉/NNP+(/SS+裕陵/SH+)/SS+은/JX
27대	27/SN+대/NNB
순종과	순종/NNP+과/JC
순명효황후·순정효황후의	순명효황후/NNP+·/SP+순정효황후/NNP+의/JKG
묘소이다.	묘소/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.423.13.2
명성황후는 처음에는 서울 청량리에 있었으나 나중에 고종의 무덤에 합장했다.

명성황후는	명성/NNP+황후/NNG+는/JX
처음에는	처음/NNG+에/JKB+는/JX
서울	서울/NNP
청량리에	청량리/NNP+에/JKB
있었으나	있/VA+었/EP+으나/EC
나중에	나중/NNG+에/JKB
고종의	고종/NNP+의/JKG
무덤에	무덤/NNG+에/JKB
합장했다.	합장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.423.13.3
특히 홍릉과 유릉은 고종이 1897년에 대한제국을 선포했기 때문에 중국의 황제릉을 본떠 조성했다.

특히	특히/MAG
홍릉과	홍릉/NNP+과/JC
유릉은	유릉/NNP+은/JX
고종이	고종/NNP+이/JKS
1897년에	1897/SN+년/NNB+에/JKB
대한제국을	대한제국/NNP+을/JKO
선포했기	선포/NNG+하/XSV+았/EP+기/ETN
때문에	때문/NNB+에/JKB
중국의	중국/NNP+의/JKG
황제릉을	황제릉/NNP+을/JKO
본떠	본뜨/VV+어/EC
조성했다.	조성/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.423.13.4
이 때문에 다른 조선 왕릉보다 규모가 크고 볼거리도 많다.

이	이/NP
때문에	때문/NNB+에/JKB
다른	다른/MMD
조선	조선/NNP
왕릉보다	왕릉/NNG+보다/JKB
규모가	규모/NNG+가/JKS
크고	크/VA+고/EC
볼거리도	볼거리/NNG+도/JX
많다.	많/VA+다/EF+./SF


# id : NWRW1800000030.423.14.1
무덤 아래에는 정자각(丁字閣) 대신에 일(一)자 모양의 침전(寢殿)을 세웠다.

무덤	무덤/NNG
아래에는	아래/NNG+에/JKB+는/JX
정자각(丁字閣)	정자각/NNP+(/SS+丁字閣/SH+)/SS
대신에	대신/NNG+에/JKB
일(一)자	일/NR+(/SS+一/SS+)/SS+자/NNG
모양의	모양/NNG+의/JKG
침전(寢殿)을	침전/NNG+(/SS+寢殿/SH+)/SS+을/JKO
세웠다.	세우/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.423.14.2
특히 석물도 봉분 앞이 아니라 참도와 침전 사이에 자리잡고 있으며 호랑이와 양을 배치한 다른 왕릉과 달리 기린·코끼리·사자·해태·낙타·말 등 종류도 다양하다.

특히	특히/MAG
석물도	석물/NNG+도/JX
봉분	봉분/NNG
앞이	앞/NNG+이/JKC
아니라	아니/VCN+라/EC
참도와	참도/NF+와/JC
침전	침전/NNG
사이에	사이/NNG+에/JKB
자리잡고	자리/NNG+잡/VV+고/EC
있으며	있/VX+으며/EC
호랑이와	호랑이/NNG+와/JC
양을	양/NNG+을/JKO
배치한	배치/NNG+하/XSV+ㄴ/ETM
다른	다른/MMD
왕릉과	왕릉/NNG+과/JKB
달리	달리/MAG
기린·코끼리·사자·해태·낙타·말	기린/NNG+·/SP+코끼리/NNG+·/SP+사자/NNG+·/SP+해태/NNG+·/SP+낙타/NNG+·/SP+말/NNG
등	등/NNB
종류도	종류/NNG+도/JX
다양하다.	다양/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000030.423.14.3
유릉의 경우에는 서양식 조각수법이 더욱 많이 반영돼 있어 눈길을 끈다.

유릉의	유릉/NNP+의/JKG
경우에는	경우/NNG+에/JKB+는/JX
서양식	서양식/NNG
조각수법이	조각/NNG+수법/NNG+이/JKS
더욱	더욱/MAG
많이	많이/MAG
반영돼	반영/NNG+되/XSV+어/EC
있어	있/VX+어/EC
눈길을	눈길/NNG+을/JKO
끈다.	끌/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.423.15.1
홍·유릉은 동절기(11~2월)에는 오전 6시 30분부터 5시 30분까지, 하절기(3~10월)에는 오전 6시부터 오후 6시 30분까지 관람할 수 있다.

홍·유릉은	홍·유릉/NNP+은/JX
동절기(11~2월)에는	동절기/NNG+(/SS+11/SN+~/SO+2/SN+월/NNB+)/SS+에/JKB+는/JX
오전	오전/NNG
6시	6/SN+시/NNB
30분부터	30/SN+분/NNB+부터/JX
5시	5/SN+시/NNB
30분까지,	30/SN+분/NNB+까지/JX+,/SP
하절기(3~10월)에는	하절기/NNG+(/SS+3/SN+~/SO+10/SN+월/NNB+)/SS+에/JKB+는/JX
6시부터	6/SN+시/NNB+부터/JX
오후	오후/NNG
30분까지	30/SN+분/NNB+까지/JX
관람할	관람/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000030.423.15.2
매주 월요일은 개방하지 않는다.

매주	매주/MAG
월요일은	월요일/NNG+은/JX
개방하지	개방/NNG+하/XSV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000030.423.15.3
문화재청 홍유릉관리소 (031)591-7043

문화재청	문화재청/NNG
홍유릉관리소	홍유릉/NNP+관리소/NNG
(031)591-7043	(/SS+031/SN+)/SS+591/SN+-/SO+7043/SN


