# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000024.442
metadata : {}


# id : NWRW1800000024.442.1.1
2년만에 더 커진 ‘도곡동 땅’ 의혹

2년만에	2/SN+년/NNB+만/NNB+에/JKB
민주당은	민주당/NNP+은/JX
27일	27/SN+일/NNB
“범야권이	“/SS+범/XPN+야권/NNG+이/JKS
연대해	연대/NNG+하/XSV+아/EC
특별검사제	특별/NNG+검사/NNG+제/XSN
도입과	도입/NNG+과/JC
국정조사를	국정/NNG+조사/NNG+를/JKO
하자”고	하/VV+자/EF+”/SS+고/JKQ
요구했다.	요구/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.442.3.2
이규택 친박연대 공동대표는 이날 “도곡동 땅과 한상률 유임 로비가 엄청난 문제가 될 것 같다”며 “검찰이 공명정대하게 수사를 해야 한다”고 촉구했다.

이규택	이규택/NNP
친박연대	친박연대/NNP
공동대표는	공동/NNG+대표/NNG+는/JX
이날	이날/NNG
“도곡동	“/SS+도곡동/NNP
땅과	땅/NNG+과/JC
한상률	한상률/NNP
유임	유임/NNG
로비가	로비/NNG+가/JKS
엄청난	엄청나/VA+ㄴ/ETM
문제가	문제/NNG+가/JKS
될	되/VV+ㄹ/ETM
것	것/NNB
같다”며	같/VA+다/EF+”/SS+며/EC
“검찰이	“/SS+검찰/NNG+이/JKS
공명정대하게	공명정대/NNG+하/XSA+게/EC
수사를	수사/NNG+를/JKO
해야	하/VV+아야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
촉구했다.	촉구/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.442.4.1
문제의 도곡동 땅은 이명박 대통령이 당시 사장이던 현대건설이 1977년 상반기에 사들인 것으로, 그 뒤 85년 이 대통령의 처남 김재정씨와 큰형 이상은씨에게 15억여원을 받고 팔렸다.

문제의	문제/NNG+의/JKG
도곡동	도곡동/NNP
땅은	땅/NNG+은/JX
이명박	이명박/NNP
대통령이	대통령/NNG+이/JKS
당시	당시/NNG
사장이던	사장/NNG+이/VCP+던/ETM
현대건설이	현대건설/NNP+이/JKS
1977년	1977/SN+년/NNB
상반기에	상반기/NNG+에/JKB
사들인	사들이/VV+ㄴ/ETM
것으로,	것/NNB+으로/JKB+,/SP
그	그/MMD
뒤	뒤/NNG
85년	85/SN+년/NNB
이	이/NNP
대통령의	대통령/NNG+의/JKG
처남	처남/NNG
김재정씨와	김재정/NNP+씨/NNB+와/JC
큰형	큰형/NNG
이상은씨에게	이상은/NNP+씨/NNB+에게/JKB
15억여원을	15/SN+억/NR+여/XSN+원/NNB+을/JKO
받고	받/VV+고/EC
팔렸다.	팔리/VV+었/EP+다/EF+./SF


# id : NWRW1800000024.442.4.2
이 대통령은 이때도 현대건설 사장이었다.

이	이/NNP
대통령은	대통령/NNG+은/JX
이때도	이때/NNG+도/JX
현대건설	현대건설/NNP
사장이었다.	사장/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000024.442.4.3
10년 뒤인 95년 9월 김씨와 이씨는 이 땅 모두를 263억원에 포스코개발에 판다.

10년	10/SN+년/NNB
뒤인	뒤/NNG+이/VCP+ㄴ/ETM
95년	95/SN+년/NNB
9월	9/SN+월/NNB
김씨와	김/NNP+씨/NNB+와/JC
이씨는	이/NNP+씨/NNB+는/JX
이	이/MMD
땅	땅/NNG
모두를	모두/NNG+를/JKO
263억원에	263/SN+억/NR+원/NNB+에/JKB
포스코개발에	포스코개발/NNP+에/JKB
판다.	팔/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.442.4.4
두 사람은 247억여원의 차익을 남긴다.

두	두/MMN
사람은	사람/NNG+은/JX
247억여원의	247/SN+억/NR+여/XSN+원/NNB+의/JKG
차익을	차익/NNG+을/JKO
남긴다.	남기/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.442.5.1
도곡동 땅은 한나라당 대선후보 경선 막바지인 2007년 7월 박근혜 후보 캠프 상임고문인 서청원 전 한나라당 대표가 “김만제 전 포항제철 회장이 ‘이명박 후보가 국회의원 때인 93년 또는 94년 세 번이나 찾아와 ‘(이 땅이) 내 땅인데 포철이 사달라고 부탁했다’고 말했다”며 차명 재산 의혹을 제기하며 경선 판도를 좌우할 최대 현안으로 떠올랐다.

도곡동	도곡동/NNP
땅은	땅/NNG+은/JX
한나라당	한나라당/NNP
대선후보	대선/NNG+후보/NNG
경선	경선/NNG
막바지인	막바지/NNG+이/VCP+ㄴ/ETM
2007년	2007/SN+년/NNB
7월	7/SN+월/NNB
박근혜	박근혜/NNP
후보	후보/NNG
캠프	캠프/NNG
상임고문인	상임/NNG+고문/NNG+이/VCP+ㄴ/ETM
서청원	서청원/NNP
전	전/MMD
대표가	대표/NNG+가/JKS
“김만제	“/SS+김만제/NNP
포항제철	포항제철/NNP
회장이	회장/NNG+이/JKS
‘이명박	‘/SS+이명박/NNP
후보가	후보/NNG+가/JKS
국회의원	국회/NNG+의원/NNG
때인	때/NNG+이/VCP+ㄴ/ETM
93년	93/SN+년/NNB
또는	또는/MAG
94년	94/SN+년/NNB
세	세/MMN
번이나	번/NNB+이나/JX
찾아와	찾아오/VV+아/EC
‘(이	‘/SS+(/SS+이/MMD
땅이)	땅/NNG+이/JKS+)/SS
내	나/NP+의/JKG
땅인데	땅/NNG+이/VCP+ㄴ데/EC
포철이	포철/NNP+이/JKS
사달라고	사/VV+아/EC+달/VX+라고/EC
부탁했다’고	부탁/NNG+하/XSV+았/EP+다/EF+’/SS+고/JKQ
말했다”며	말/NNG+하/XSV+았/EP+다/EF+”/SS+며/EC
차명	차명/NNG
재산	재산/NNG
의혹을	의혹/NNG+을/JKO
제기하며	제기/NNG+하/XSV+며/EC
판도를	판도/NNG+를/JKO
좌우할	좌우/NNG+하/XSV+ㄹ/ETM
최대	최대/NNG
현안으로	현안/NNG+으로/JKB
떠올랐다.	떠오르/VV+았/EP+다/EF+./SF


# id : NWRW1800000024.442.5.2
김 전 회장은 98년 포항제철 경영관리실태 특별감사에서도 “도곡동 땅의 실질 소유자가 이명박씨라는 것을 알고 있다”는 답변을 했다.

김	김/NNP
전	전/MMD
회장은	회장/NNG+은/JX
98년	98/SN+년/NNB
포항제철	포항제철/NNP
경영관리실태	경영/NNG+관리/NNG+실태/NNG
특별감사에서도	특별/NNG+감사/NNG+에서/JKB+도/JX
“도곡동	“/SS+도곡동/NNP
땅의	땅/NNG+의/JKG
실질	실질/NNG
소유자가	소유자/NNG+가/JKS
이명박씨라는	이명박/NNP+씨/NNB+이/VCP+라는/ETM
것을	것/NNB+을/JKO
알고	알/VV+고/EC
있다”는	있/VX+다/EF+”/SS+는/ETM
답변을	답변/NNG+을/JKO
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000024.442.5.3
도곡동 땅은 93년 국회의원 재산공개 당시에도 차명 의혹이 일었다.

도곡동	도곡동/NNP
땅은	땅/NNG+은/JX
93년	93/SN+년/NNB
국회의원	국회/NNG+의원/NNG
재산공개	재산/NNG+공개/NNG
당시에도	당시/NNG+에/JKB+도/JX
차명	차명/NNG
의혹이	의혹/NNG+이/JKS
일었다.	일/VV+었/EP+다/EF+./SF


# id : NWRW1800000024.442.5.4
당시 몇몇 언론은 “이명박 의원이 도곡동의 시가 150억원 상당의 땅을 처남 등의 명의로 은닉한 사실이 밝혀졌다”고 보도했다.

당시	당시/NNG
몇몇	몇몇/NR
언론은	언론/NNG+은/JX
“이명박	“/SS+이명박/NNP
의원이	의원/NNG+이/JKS
도곡동의	도곡동/NNP+의/JKG
시가	시가/NNG
150억원	150/SN+억/NR+원/NNB
상당의	상당/NNG+의/JKG
땅을	땅/NNG+을/JKO
처남	처남/NNG
등의	등/NNB+의/JKG
명의로	명의/NNG+로/JKB
은닉한	은닉/NNG+하/XSV+ㄴ/ETM
사실이	사실/NNG+이/JKS
밝혀졌다”고	밝혀지/VV+었/EP+다/EF+”/SS+고/JKQ
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.442.6.1
이명박 후보는 2007년 7월19일 열린 한나라당 대선후보 검증 청문회에서 “도곡동 땅은 나와는 관계가 없다.

이명박	이명박/NNP
후보는	후보/NNG+는/JX
2007년	2007/SN+년/NNB
7월19일	7/SN+월/NNB+19/SN+일/NNB
열린	열리/VV+ㄴ/ETM
한나라당	한나라당/NNP
대선후보	대선/NNG+후보/NNG
검증	검증/NNG
청문회에서	청문회/NNG+에서/JKB
“도곡동	“/SS+도곡동/NNP
땅은	땅/NNG+은/JX
나와는	나/NP+와/JKB+는/JX
관계가	관계/NNG+가/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000024.442.6.2
돈이 내게 한푼도 안 왔다”며 “그 땅이 내 땅이었으면 얼마나 좋겠느냐”고 답하며 의혹을 부인했다.

돈이	돈/NNG+이/JKS
내게	나/NP+에게/JKB
한푼도	한/MMN+푼/NNB+도/JX
안	안/MAG
왔다”며	오/VV+았/EP+다/EF+”/SS+며/EC
“그	“/SS+그/MMD
땅이	땅/NNG+이/JKS
내	나/NP+의/JKG
땅이었으면	땅/NNG+이/VCP+었/EP+으면/EC
얼마나	얼마나/MAG
좋겠느냐”고	좋/VA+겠/EP+느냐/EF+”/SS+고/JKQ
답하며	답/NNG+하/XSV+며/EC
의혹을	의혹/NNG+을/JKO
부인했다.	부인/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.442.7.1
도곡동 땅에 대한 고소 사건을 조사한 서울중앙지검은 한나라당 대선 경선을 이레 앞둔 2007년 8월13일 “이상은씨가 갖고 있던 도곡동 땅의 지분은 이씨가 아닌 제3자의 차명 재산으로 보인다”면서도 “그 땅의 진짜 주인이 누군지는 모른다”고 아리송한 중간수사 발표를 했다.

도곡동	도곡동/NNP
땅에	땅/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
고소	고소/NNG
사건을	사건/NNG+을/JKO
조사한	조사/NNG+하/XSV+ㄴ/ETM
서울중앙지검은	서울중앙지검/NNP+은/JX
한나라당	한나라당/NNP
대선	대선/NNG
경선을	경선/NNG+을/JKO
이레	이레/NNG
앞둔	앞두/VV+ㄴ/ETM
2007년	2007/SN+년/NNB
8월13일	8/SN+월/NNB+13/SN+일/NNB
“이상은씨가	“/SS+이상은/NNP+씨/NNB+가/JKS
갖고	갖/VV+고/EC
있던	있/VX+던/ETM
땅의	땅/NNG+의/JKG
지분은	지분/NNG+은/JX
이씨가	이/NNP+씨/NNB+가/JKS
아닌	아니/VCN+ㄴ/ETM
제3자의	제3자/NNG+의/JKG
차명	차명/NNG
재산으로	재산/NNG+으로/JKB
보인다”면서도	보이/VV+ㄴ다/EF+”/SS+면서/EC+도/JX
“그	“/SS+그/MMD
진짜	진짜/NNG
주인이	주인/NNG+이/JKS
누군지는	누구/NP+이/VCP+ㄴ지/EF+는/JX
모른다”고	모르/VV+ㄴ다/EF+”/SS+고/JKQ
아리송한	아리송하/VA+ㄴ/ETM
중간수사	중간/NNG+수사/NNG
발표를	발표/NNG+를/JKO
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000024.442.7.2
이명박 후보 쪽의 이재오 전 의원 등은 당시 검찰 수뇌부를 찾아가 “이명박 죽이기 수사”라며 강력 반발했고, 이에 정동기 대검 차장은 이들에게 “(도곡동 땅을) 이 후보의 것으로 볼 증거가 없다는 게 검찰의 공식 입장”이라고 답했다.

이명박	이명박/NNP
후보	후보/NNG
쪽의	쪽/NNB+의/JKG
이재오	이재오/NNP
전	전/MMD
의원	의원/NNG
등은	등/NNB+은/JX
당시	당시/NNG
검찰	검찰/NNG
수뇌부를	수뇌부/NNG+를/JKO
찾아가	찾아가/VV+아/EC
“이명박	“/SS+이명박/NNP
죽이기	죽이/VV+기/ETN
수사”라며	수사/NNG+”/SS+이/VCP+라며/EC
강력	강력/NNG
반발했고,	반발/NNG+하/XSV+았/EP+고/EC+,/SP
이에	이/NP+에/JKB
정동기	정동기/NNP
대검	대검/NNG
차장은	차장/NNG+은/JX
이들에게	이/NP+들/XSN+에게/JKB
“(도곡동	“/SS+(/SS+도곡동/NNP
땅을)	땅/NNG+을/JKO+)/SS
이	이/NNP
후보의	후보/NNG+의/JKG
것으로	것/NNB+으로/JKB
볼	보/VV+ㄹ/ETM
증거가	증거/NNG+가/JKS
없다는	없/VA+다는/ETM
게	거/NNB+이/JKS
검찰의	검찰/NNG+의/JKG
공식	공식/NNG
입장”이라고	입장/NNG+”/SS+이라고/JKQ
답했다.	답/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.442.8.1
그러나 이후 민주당 등의 주장으로 실시된 특검은 이명박 대통령이 당선인 시절이던 2008년 2월 “이상은씨가 매입 자금력이 있었고, 이후 매각 대금을 사용한 사실이 확인돼 그의 소유로 판단돼, 이 당선인 차명소유 의혹 근거가 없다”고 검찰의 수사 내용을 뒤집었다.

그러나	그러나/MAJ
이후	이후/NNG
민주당	민주당/NNP
등의	등/NNB+의/JKG
주장으로	주장/NNG+으로/JKB
실시된	실시/NNG+되/XSV+ㄴ/ETM
특검은	특검/NNG+은/JX
이명박	이명박/NNP
대통령이	대통령/NNG+이/JKS
당선인	당선인/NNG
시절이던	시절/NNG+이/VCP+던/ETM
2008년	2008/SN+년/NNB
2월	2/SN+월/NNB
“이상은씨가	“/SS+이상은/NNP+씨/NNB+가/JKS
매입	매입/NNG
자금력이	자금력/NNG+이/JKS
있었고,	있/VA+었/EP+고/EC+,/SP
매각	매각/NNG
대금을	대금/NNG+을/JKO
사용한	사용/NNG+하/XSV+ㄴ/ETM
사실이	사실/NNG+이/JKS
확인돼	확인/NNG+되/XSV+어/EC
그의	그/NP+의/JKG
소유로	소유/NNG+로/JKB
판단돼,	판단/NNG+되/XSV+어/EC+,/SP
이	이/NNP
차명소유	차명/NNG+소유/NNG
의혹	의혹/NNG
근거가	근거/NNG+가/JKS
없다”고	없/VA+다/EF+”/SS+고/JKQ
검찰의	검찰/NNG+의/JKG
수사	수사/NNG
내용을	내용/NNG+을/JKO
뒤집었다.	뒤집/VV+었/EP+다/EF+./SF


