# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.328
metadata : {}


# id : NWRW1800000030.328.1.1
李대통령 "업무 잘못하는 장관·수석 경질"

李대통령	李/SH+대통령/NNG
판매하는	판매/NNG+하/XSV+는/ETM
문제에	문제/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
보건복지부의	보건/NNG+복지부/NNG+의/JKG
일	일/NNG
처리	처리/NNG
자세를	자세/NNG+를/JKO
비판적으로	비판/NNG+적/XSN+으로/JKB
거론하면서	거론/NNG+하/XSV+면서/EC
이어진	이어지/VV+ㄴ/ETM
말이었다"며	말/NNG+이/VCP+었/EP+다/EF+"/SS+며/EC
"구체적으로	"/SS+구체/NNG+적/XSN+으로/JKB
누구를	누구/NP+를/JKO
꼭	꼭/MAG
'자르겠다'는	'/SS+자르/VV+겠/EP+다/EF+'/SS+는/ETM
의미보다는	의미/NNG+보다/JKB+는/JX
'열심히	'/SS+열심히/MAG
일을	일/NNG+을/JKO
해야	하/VV+아야/EC
한다'는	하/VX+ㄴ다/EF+'/SS+는/ETM
취지의	취지/NNG+의/JKG
말	말/NNG
가운데	가운데/NNG
그런	그런/MMD
대목이	대목/NNG+이/JKS
포함됐던	포함/NNG+되/XSV+었/EP+던/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.328.5.1
청와대는 당시 수석회의가 끝난 뒤 "청와대는 다른 곳과 달리 역사의식과 책임 의식을 갖고 일을 해야 한다. 집중력을 가지고 전력을 다해 이를 추진해 달라"는 대통령 발언만 공개했었다.

청와대는	청와대/NNP+는/JX
당시	당시/NNG
수석회의가	수석/NNG+회의/NNG+가/JKS
끝난	끝나/VV+ㄴ/ETM
뒤	뒤/NNG
"청와대는	"/SS+청와대/NNP+는/JX
다른	다른/MMD
곳과	곳/NNG+과/JKB
달리	달리/MAG
역사의식과	역사의식/NNG+과/JC
책임	책임/NNG
의식을	의식/NNG+을/JKO
갖고	갖/VV+고/EC
일을	일/NNG+을/JKO
해야	하/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF
집중력을	집중력/NNG+을/JKO
가지고	가지/VV+고/EC
전력을	전력/NNG+을/JKO
다해	다/MAG+하/XSV+아/EC
이를	이/NP+를/JKO
추진해	추진/NNG+하/XSV+아/EC
달라"는	달/VX+라/EF+"/SS+는/ETM
대통령	대통령/NNG
발언만	발언/NNG+만/JX
공개했었다.	공개/NNG+하/XSV+았었/EP+다/EF+./SF


# id : NWRW1800000030.328.6.1
이명박 대통령의 이 같은 발언은 임기가 후반으로 접어들면서 그동안 자제했던 '신상필벌(信賞必罰)'을 할 수밖에 없다는 의지를 보인 것으로 해석되고 있다.

이명박	이명박/NNP
대통령의	대통령/NNG+의/JKG
이	이/MMD
같은	같/VA+은/ETM
발언은	발언/NNG+은/JX
임기가	임기/NNG+가/JKS
후반으로	후반/NNG+으로/JKB
접어들면서	접어들/VV+면서/EC
그동안	그동안/NNG
자제했던	자제/NNG+하/XSV+았/EP+던/ETM
'신상필벌(信賞必罰)'을	'/SS+신상필벌/NNG+(/SS+信賞必罰/SH+)/SS+'/SS+을/JKO
할	하/VV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다는	없/VA+다는/ETM
의지를	의지/NNG+를/JKO
보인	보이/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
해석되고	해석/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.328.7.1
이 대통령은 23일에도 서울 마포의 한진택배터미널에서 제91차 국민경제대책회의를 주재하며 택배 기사와 회사 관계자들 애로사항을 청취한 뒤 "정부가 이해단체에 이리저리 질질 끌려 다니는 식으로 하면 일을 안 하는 것과 같다"면서 "정부가 이런 문제를 (처리)할 때 보면 여기 가서 이렇게 하고 저기 가서 저렇게 하고 검토만 하다가 장관이 바뀌면 새로 시작하고 그러니 되는 것도 안 되는 것도 없다"고 말했다.

이	이/NNP
대통령은	대통령/NNG+은/JX
23일에도	23/SN+일/NNB+에/JKB+도/JX
서울	서울/NNP
마포의	마포/NNP+의/JKG
한진택배터미널에서	한진택배터미널/NNP+에서/JKB
제91차	제/XPN+91/SN+차/NNB
국민경제대책회의를	국민/NNG+경제/NNG+대책/NNG+회의/NNG+를/JKO
주재하며	주재/NNG+하/XSV+며/EC
택배	택배/NNG
기사와	기사/NNG+와/JC
회사	회사/NNG
관계자들	관계자/NNG+들/XSN
애로사항을	애로/NNG+사항/NNG+을/JKO
청취한	청취/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
"정부가	"/SS+정부/NNG+가/JKS
이해단체에	이해/NNG+단체/NNG+에/JKB
이리저리	이리저리/MAG
질질	질질/MAG
끌려	끌리/VV+어/EC
다니는	다니/VV+는/ETM
식으로	식/NNB+으로/JKB
하면	하/VV+면/EC
일을	일/NNG+을/JKO
안	안/MAG
하는	하/VV+는/ETM
것과	것/NNB+과/JKB
같다"면서	같/VA+다/EF+"/SS+면서/EC
이런	이런/MMD
문제를	문제/NNG+를/JKO
(처리)할	(/SS+처리/NNG+)/SS+하/XSV+ㄹ/ETM
때	때/NNG
보면	보/VV+면/EC
여기	여기/NP
가서	가/VV+아서/EC
이렇게	이렇/VA+게/EC
하고	하/VV+고/EC
저기	저기/NP
저렇게	저렇/VA+게/EC
검토만	검토/NNG+만/JX
하다가	하/VV+다가/EC
장관이	장관/NNG+이/JKS
바뀌면	바뀌/VV+면/EC
새로	새로/MAG
시작하고	시작/NNG+하/XSV+고/EC
그러니	그러/VV+니/EC
되는	되/VV+는/ETM
것도	것/NNB+도/JX
없다"고	없/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.328.8.1
이 대통령은 최근 수석들에게 "장관이나 수석들은 몸을 던져서 일해야 한다"는 말을 자주 해왔다고 한다.

이	이/NNP
대통령은	대통령/NNG+은/JX
최근	최근/MAG
수석들에게	수석/NNG+들/XSN+에게/JKB
"장관이나	"/SS+장관/NNG+이나/JC
수석들은	수석/NNG+들/XSN+은/JX
몸을	몸/NNG+을/JKO
던져서	던지/VV+어서/EC
일해야	일/NNG+하/XSV+아야/EC
한다"는	하/VX+ㄴ다/EF+"/SS+는/ETM
말을	말/NNG+을/JKO
자주	자주/MAG
해왔다고	하/VV+아/EC+오/VX+았/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.328.8.2
"대학등록금 문제 같은 중요한 이슈는 관련 수석들과 장관들이 밤을 새워서라도 끝장 토론해서 해결해야 하는 것 아니냐"고도 했다고 한다.

"대학등록금	"/SS+대학/NNG+등록금/NNG
문제	문제/NNG
같은	같/VA+은/ETM
중요한	중요/NNG+하/XSA+ㄴ/ETM
이슈는	이슈/NNG+는/JX
관련	관련/NNG
수석들과	수석/NNG+들/XSN+과/JC
장관들이	장관/NNG+들/XSN+이/JKS
밤을	밤/NNG+을/JKO
새워서라도	새우/VV+어서/EC+이/VCP+라도/EC
끝장	끝장/NNG
토론해서	토론/NNG+하/XSV+아서/EC
해결해야	해결/NNG+하/XSV+아야/EC
하는	하/VX+는/ETM
것	것/NNB
아니냐"고도	아니/VCN+냐/EF+"/SS+고/JKQ+도/JX
했다고	하/VV+았/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.328.9.1
이 대통령을 오래 모셔온 청와대 핵심관계자는 "이 대통령은 민간기업 때부터 '인정(人情)'에 약했다. 그러나 도저히 안 되겠다 싶을 때는 미리 충분히 경고를 하고 그래도 먹히지 않으면 책임을 물었다"면서 "이제부터는 잘못을 저지른 장관이나 수석에게 바로 책임을 묻는 일이 생길 것으로 보인다"고 말했다.

이	이/NNP
대통령을	대통령/NNG+을/JKO
오래	오래/MAG
모셔온	모시/VV+어/EC+오/VX+ㄴ/ETM
청와대	청와대/NNP
핵심관계자는	핵심/NNG+관계자/NNG+는/JX
"이	"/SS+이/NNP
대통령은	대통령/NNG+은/JX
민간기업	민간/NNG+기업/NNG
때부터	때/NNG+부터/JX
'인정(人情)'에	'/SS+인정/NNG+(/SS+人情/SH+)/SS+'/SS+에/JKB
약했다.	약하/VA+았/EP+다/EF+./SF
그러나	그러나/MAJ
도저히	도저히/MAG
안	안/MAG
되겠다	되/VV+겠/EP+다/EF
싶을	싶/VX+을/ETM
때는	때/NNG+는/JX
미리	미리/MAG
충분히	충분히/MAG
경고를	경고/NNG+를/JKO
하고	하/VV+고/EC
그래도	그러/VV+어도/EC
먹히지	먹히/VV+지/EC
않으면	않/VX+으면/EC
책임을	책임/NNG+을/JKO
물었다"면서	묻/VV+었/EP+다/EF+"/SS+면서/EC
"이제부터는	"/SS+이제/NNG+부터/JX+는/JX
잘못을	잘못/NNG+을/JKO
저지른	저지르/VV+ㄴ/ETM
장관이나	장관/NNG+이나/JC
수석에게	수석/NNG+에게/JKB
바로	바로/MAG
묻는	묻/VV+는/ETM
일이	일/NNG+이/JKS
생길	생기/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보인다"고	보이/VV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.328.10.1
하지만 여권의 다른 관계자는 "이 대통령의 요즘 말에는 날이 서 있지만 장관 등에게 책임을 묻고 경질하는 식의 행동은 자신의 스타일상 결국 보여주기 어려울 것"이라고 말했다.

하지만	하지만/MAJ
여권의	여권/NNG+의/JKG
다른	다른/MMD
관계자는	관계자/NNG+는/JX
"이	"/SS+이/NNP
대통령의	대통령/NNG+의/JKG
요즘	요즘/NNG
말에는	말/NNG+에/JKB+는/JX
날이	날/NNG+이/JKS
서	서/VV+어/EC
있지만	있/VX+지만/EC
장관	장관/NNG
등에게	등/NNB+에게/JKB
책임을	책임/NNG+을/JKO
묻고	묻/VV+고/EC
경질하는	경질/NNG+하/XSV+는/ETM
식의	식/NNB+의/JKG
행동은	행동/NNG+은/JX
자신의	자신/NNG+의/JKG
스타일상	스타일/NNG+상/XSN
결국	결국/MAG
보여주기	보이/VV+어/EC+주/VX+기/ETN
어려울	어렵/VA+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.328.10.2
이 대통령은 실제로 취임 직후 광우병 촛불사태 때 정운천 당시 농림부 장관과 류우익 대통령실장 등을 교체한 것을 빼면, 어떤 사안에 대해 책임을 물어 장관이나 수석을 바꾼 적이 없다.

이	이/NNP
대통령은	대통령/NNG+은/JX
실제로	실제로/MAG
취임	취임/NNG
직후	직후/NNG
광우병	광우병/NNG
촛불사태	촛불/NNG+사태/NNG
때	때/NNG
정운천	정운천/NNP
당시	당시/NNG
농림부	농림부/NNG
장관과	장관/NNG+과/JC
류우익	류우익/NNP
대통령실장	대통령실장/NNG
등을	등/NNB+을/JKO
교체한	교체/NNG+하/XSV+ㄴ/ETM
것을	것/NNB+을/JKO
빼면,	빼/VV+면/EC+,/SP
어떤	어떤/MMD
사안에	사안/NNG+에/JKB
대해	대하/VV+아/EC
책임을	책임/NNG+을/JKO
물어	묻/VV+어/EC
장관이나	장관/NNG+이나/JC
수석을	수석/NNG+을/JKO
바꾼	바꾸/VV+ㄴ/ETM
적이	적/NNB+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000030.328.10.3
장관들의 정책 수행에 문제가 발견되더라도 개각 때까지 기다렸다가 한꺼번에 교체하는 식으로 장관과 수석들의 면(面)을 세워주는 식이었다.

장관들의	장관/NNG+들/XSN+의/JKG
정책	정책/NNG
수행에	수행/NNG+에/JKB
문제가	문제/NNG+가/JKS
발견되더라도	발견/NNG+되/XSV+더라도/EC
개각	개각/NNG
때까지	때/NNG+까지/JX
기다렸다가	기다리/VV+었/EP+다가/EC
한꺼번에	한꺼번에/MAG
교체하는	교체/NNG+하/XSV+는/ETM
식으로	식/NNB+으로/JKB
장관과	장관/NNG+과/JC
수석들의	수석/NNG+들/XSN+의/JKG
면(面)을	면/NNG+(/SS+面/SH+)/SS+을/JKO
세워주는	세우/VV+어/EC+주/VX+는/ETM
식이었다.	식/NNB+이/VCP+었/EP+다/EF+./SF


