# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000037.276
metadata : {}


# id : NWRW1800000037.276.1.1
[오늘과 내일/박성원]인간의 얼굴을 한 민주당

[오늘과	[/SS+오늘/NNG+과/JC
비상대책위원장이	비상/NNG+대책/NNG+위원장/NNG+이/JKS
2일	2/SN+일/NNB
퇴임기자회견에서	퇴임/NNG+기자/NNG+회견/NNG+에서/JKB
“안철수	“/SS+안철수/NNP
의원이	의원/NNG+이/JKS
당을	당/NNG+을/JKO
만들어	만들/VV+어/EC
민주당을	민주당/NNP+을/JKO
뿌리째	뿌리/NNG+째/XSN
가져가면	가져가/VV+면/EC
공멸하는	공멸/NNG+하/XSV+는/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
한	하/VV+ㄴ/ETM
말이	말/NNG+이/JKS
절규처럼	절규/NNG+처럼/JKB
들린다.	들리/VV+ㄴ다/EF+./SF


# id : NWRW1800000037.276.5.1
명색이 10년 집권 경험까지 가진 제1야당이 어쩌다 이 지경이 됐는지에 대해 경기도의 한 대의원은 “연초 비상대책위가 출범 직후 대선 패배 사과용 전국 버스투어에 나설 때부터 이럴 줄 알았다”고 했다.

명색이	명색/NNG+이/JKS
10년	10/SN+년/NNB
집권	집권/NNG
경험까지	경험/NNG+까지/JX
가진	가지/VV+ㄴ/ETM
제1야당이	제/XPN+1/SN+야당/NNG+이/JKS
어쩌다	어쩌다/MAG
이	이/MMD
지경이	지경/NNB+이/JKC
됐는지에	되/VV+었/EP+는지/EF+에/JKB
대해	대하/VV+아/EC
경기도의	경기도/NNP+의/JKG
한	한/MMN
대의원은	대의원/NNG+은/JX
“연초	“/SS+연초/NNG
비상대책위가	비상/NNG+대책위/NNG+가/JKS
출범	출범/NNG
직후	직후/NNG
대선	대선/NNG
패배	패배/NNG
사과용	사과/NNG+용/XSN
전국	전국/NNG
버스투어에	버스/NNG+투어/NNG+에/JKB
나설	나서/VV+ㄹ/ETM
때부터	때/NNG+부터/JX
이럴	이렇/VA+ㄹ/ETM
줄	줄/NNB
알았다”고	알/VV+았/EP+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000037.276.5.2
정작 대선 패배에 통렬한 사과와 함께 행동으로 이를 보여줘야 할 문재인 후보와 총·대선 당시 지도부는 바람 지나기만 기다리며 누구 하나 책임을 지지 않는 상황에서 어떻게 근본적인 새 출발이 가능하겠냐는 얘기다.

정작	정작/MAG
대선	대선/NNG
패배에	패배/NNG+에/JKB
통렬한	통렬하/VA+ㄴ/ETM
사과와	사과/NNG+와/JKB
함께	함께/MAG
행동으로	행동/NNG+으로/JKB
이를	이/NP+를/JKO
보여줘야	보이/VV+어/EC+주/VX+어야/EC
할	하/VX+ㄹ/ETM
문재인	문재인/NNP
후보와	후보/NNG+와/JC
총·대선	총·대선/NNG
당시	당시/NNG
지도부는	지도부/NNG+는/JX
바람	바람/NNG
지나기만	지나/VV+기/ETN+만/JX
기다리며	기다리/VV+며/EC
누구	누구/NP
하나	하나/NR
책임을	책임/NNG+을/JKO
지지	지/VV+지/EC
않는	않/VX+는/ETM
상황에서	상황/NNG+에서/JKB
어떻게	어떻/VA+게/EC
근본적인	근본/NNG+적/XSN+이/VCP+ㄴ/ETM
새	새/MMA
출발이	출발/NNG+이/JKS
가능하겠냐는	가능/NNG+하/XSA+겠/EP+냐는/ETM
얘기다.	얘기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000037.276.6.1
민주당의 근본적인 위기 원인은 2003년 열린우리당 창당 이후 복잡한 이합집산을 거듭하면서 1955년 창당 이후 이어져온 정체성을 잃어버린 데서 찾아야 할 것 같다.

민주당의	민주당/NNP+의/JKG
근본적인	근본/NNG+적/XSN+이/VCP+ㄴ/ETM
위기	위기/NNG
원인은	원인/NNG+은/JX
2003년	2003/SN+년/NNB
열린우리당	열린우리당/NNP
창당	창당/NNG
이후	이후/NNG
복잡한	복잡하/VA+ㄴ/ETM
이합집산을	이합집산/NNG+을/JKO
거듭하면서	거듭/MAG+하/XSV+면서/EC
1955년	1955/SN+년/NNB
이어져온	이어지/VV+어/EC+오/VX+ㄴ/ETM
정체성을	정체/NNG+성/XSN+을/JKO
잃어버린	잃어버리/VV+ㄴ/ETM
데서	데/NNB+서/JKB
찾아야	찾/VV+아야/EC
할	하/VX+ㄹ/ETM
것	것/NNB
같다.	같/VA+다/EF+./SF


# id : NWRW1800000037.276.6.2
유석(維石) 조병옥 박사와 정일형 전 외무부 장관 등 민주당의 창당 주역들은 광복 후 대한민국을 독립국가로 승인받기 위해 프랑스 파리에서 열린 유엔총회에 한국 대표단으로 참석했었다.

유석(維石)	유석/NNP+(/SS+維石/SH+)/SS
조병옥	조병옥/NNP
박사와	박사/NNG+와/JC
정일형	정일형/NNP
전	전/MMD
외무부	외무부/NNG
장관	장관/NNG
등	등/NNB
민주당의	민주당/NNP+의/JKG
창당	창당/NNG
주역들은	주역/NNG+들/XSN+은/JX
광복	광복/NNG
후	후/NNG
대한민국을	대한민국/NNP+을/JKO
독립국가로	독립/NNG+국가/NNG+로/JKB
승인받기	승인/NNG+받/XSV+기/ETN
위해	위하/VV+아/EC
프랑스	프랑스/NNP
파리에서	파리/NNP+에서/JKB
열린	열리/VV+ㄴ/ETM
유엔총회에	유엔/NNP+총회/NNG+에/JKB
한국	한국/NNP
대표단으로	대표단/NNG+으로/JKB
참석했었다.	참석/NNG+하/XSV+았었/EP+다/EF+./SF


# id : NWRW1800000037.276.6.3
그런 당의 후예들이 올해 들어 국회에서 보여준 첫 번째 활동은 대한민국 영해를 일본 중국의 침탈로부터, 북한의 도발로부터 지키기 위한 제주해군기지 건설의 발목을 잡으며 새해 예산안 처리를 새해 벽두까지 지연시킨 것이었다.

그런	그런/MMD
당의	당/NNG+의/JKG
후예들이	후예/NNG+들/XSN+이/JKS
올해	올해/NNG
들어	들/VV+어/EC
국회에서	국회/NNG+에서/JKB
보여준	보이/VV+어/EC+주/VX+ㄴ/ETM
첫	첫/MMN
번째	번/NNB+째/XSN
활동은	활동/NNG+은/JX
대한민국	대한민국/NNP
영해를	영해/NNG+를/JKO
일본	일본/NNP
중국의	중국/NNP+의/JKG
침탈로부터,	침탈/NNG+로부터/JKB+,/SP
북한의	북한/NNP+의/JKG
도발로부터	도발/NNG+로부터/JKB
지키기	지키/VV+기/ETN
위한	위하/VV+ㄴ/ETM
제주해군기지	제주해군기지/NNP
건설의	건설/NNG+의/JKG
발목을	발목/NNG+을/JKO
잡으며	잡/VV+으며/EC
새해	새해/NNG
예산안	예산안/NNG
처리를	처리/NNG+를/JKO
벽두까지	벽두/NNG+까지/JX
지연시킨	지연/NNG+시키/XSV+ㄴ/ETM
것이었다.	것/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000037.276.7.1
민주당 지도부는 또 민주노총 산하 금속노조 한진중공업지회 조합원들의 천막농성장을 격려 방문하려다가 한진중 노조로부터 “정치권이 개입하면 사태 해결은 못하고 선박 수주에만 차질을 줄 것”이라는 항의서한을 받기도 했다.

민주당	민주당/NNP
지도부는	지도부/NNG+는/JX
또	또/MAG
민주노총	민주노총/NNP
산하	산하/NNG
금속노조	금속노조/NNP
한진중공업지회	한진중공업지회/NNP
조합원들의	조합원/NNG+들/XSN+의/JKG
천막농성장을	천막/NNG+농성장/NNG+을/JKO
격려	격려/NNG
방문하려다가	방문/NNG+하/XSV+려다가/EC
한진중	한진중/NNP
노조로부터	노조/NNG+로부터/JKB
“정치권이	“/SS+정치/NNG+권/XSN+이/JKS
개입하면	개입/NNG+하/XSV+면/EC
사태	사태/NNG
해결은	해결/NNG+은/JX
못하고	못/MAG+하/VV+고/EC
선박	선박/NNG
수주에만	수주/NNG+에/JKB+만/JX
차질을	차질/NNG+을/JKO
줄	주/VV+ㄹ/ETM
것”이라는	것/NNB+”/SS+이/VCP+라는/ETM
항의서한을	항의/NNG+서한/NNG+을/JKO
받기도	받/VV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000037.276.7.2
서민의 눈물을 닦아주겠다는 정당이 합리적인 정책대안 마련보다는 ‘민노당식 투쟁 따라하기’가 습관화되다 보니 되레 서민의 일자리를 위협하는 모순에 빠질 수 있다는 우려가 당내에서도 제기됐다.

서민의	서민/NNG+의/JKG
눈물을	눈물/NNG+을/JKO
닦아주겠다는	닦/VV+아/EC+주/VX+겠/EP+다는/ETM
정당이	정당/NNG+이/JKS
합리적인	합리/NNG+적/XSN+이/VCP+ㄴ/ETM
정책대안	정책/NNG+대안/NNG
마련보다는	마련/NNG+보다/JKB+는/JX
‘민노당식	‘/SS+민노당식/NNG
투쟁	투쟁/NNG
따라하기’가	따르/VV+아/EC+하/VV+기/ETN+’/SS+가/JKS
습관화되다	습관/NNG+화/XSN+되/XSV+다/EC
보니	보/VX+니/EC
되레	되레/MAG
일자리를	일자리/NNG+를/JKO
위협하는	위협/NNG+하/XSV+는/ETM
모순에	모순/NNG+에/JKB
빠질	빠지/VV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
우려가	우려/NNG+가/JKS
당내에서도	당내/NNG+에서/JKB+도/JX
제기됐다.	제기/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000037.276.8.1
새로 뽑히는 민주당 지도부는 대한민국으로부터, 중산층과 서민으로부터 너무 멀리와 버린 듯싶다는 ‘40년 당원’ ‘50년 당원’들의 걱정을 덜어주고 국민의 신뢰를 회복할 수 있도록 ‘인간의 얼굴을 한 민주당’을 재건하는 데서 새 출발의 실마리를 찾아줬으면 좋겠다.

새로	새로/MAG
뽑히는	뽑히/VV+는/ETM
민주당	민주당/NNP
지도부는	지도부/NNG+는/JX
대한민국으로부터,	대한민국/NNP+으로부터/JKB+,/SP
중산층과	중산/NNG+층/XSN+과/JC
서민으로부터	서민/NNG+으로부터/JKB
너무	너무/MAG
멀리와	멀리/MAG+오/VV+아/EC
버린	버리/VX+ㄴ/ETM
듯싶다는	듯/NNB+싶/VX+다는/ETM
‘40년	‘/SS+40/SN+년/NNB
당원’	당원/NNG+’/SS
‘50년	‘/SS+50/SN+년/NNB
당원’들의	당원/NNG+’/SS+들/XSN+의/JKG
걱정을	걱정/NNG+을/JKO
덜어주고	덜/VV+어/EC+주/VX+고/EC
국민의	국민/NNG+의/JKG
신뢰를	신뢰/NNG+를/JKO
회복할	회복/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
‘인간의	‘/SS+인간/NNG+의/JKG
얼굴을	얼굴/NNG+을/JKO
한	하/VV+ㄴ/ETM
민주당’을	민주당/NNP+’/SS+을/JKO
재건하는	재건/NNG+하/XSV+는/ETM
데서	데/NNB+서/JKB
새	새/MMA
출발의	출발/NNG+의/JKG
실마리를	실마리/NNG+를/JKO
찾아줬으면	찾/VV+아/EC+주/VX+었/EP+으면/EC
좋겠다.	좋/VA+겠/EP+다/EF+./SF


# id : NWRW1800000037.276.8.2
정부 여당이 혹여 잘못된 길을 갈 때 대안이 돼야 할 제1야당이 국민의 사랑을 잃고 지리멸렬 상태를 극복하지 못한다면 헌정사의 위기로 이어질 수 있기 때문이다.

정부	정부/NNG
여당이	여당/NNG+이/JKS
혹여	혹여/MAG
잘못된	잘못/MAG+되/XSV+ㄴ/ETM
길을	길/NNG+을/JKO
갈	가/VV+ㄹ/ETM
때	때/NNG
대안이	대안/NNG+이/JKC
돼야	되/VV+어야/EC
할	하/VX+ㄹ/ETM
제1야당이	제/XPN+1/SN+야당/NNG+이/JKS
국민의	국민/NNG+의/JKG
사랑을	사랑/NNG+을/JKO
잃고	잃/VV+고/EC
지리멸렬	지리멸렬/NNG
상태를	상태/NNG+를/JKO
극복하지	극복/NNG+하/XSV+지/EC
못한다면	못하/VX+ㄴ다면/EC
헌정사의	헌정사/NNG+의/JKG
위기로	위기/NNG+로/JKB
이어질	이어지/VV+ㄹ/ETM
수	수/NNB
있기	있/VA+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


