# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000029.17
metadata : {}


# id : NWRW1800000029.17.1.1
日 8.8강진-쓰나미 대재앙 / 항공-여행업계 직격탄?

日	日/SH
30분가량	30/SN+분/NNB+가량/XSN
중단하기도	중단/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000029.17.5.1
통신업체들은 일본 국제전화가 폭주하자 24시간 비상근무 체제에 돌입했다.

통신업체들은	통신업체/NNG+들/XSN+은/JX
일본	일본/NNP
국제전화가	국제/NNG+전화/NNG+가/JKS
폭주하자	폭주/NNG+하/XSV+자/EC
24시간	24/SN+시간/NNB
비상근무	비상근무/NNG
체제에	체제/NNG+에/JKB
돌입했다.	돌입/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.17.5.2
KT에 따르면 이날 오후 5∼6시 한국에서 일본으로 거는 이동전화는 평소의 91배, 유선전화는 41배로 폭증했다.

KT에	KT/SL+에/JKB
따르면	따르/VV+면/EC
이날	이날/NNG
오후	오후/NNG
5∼6시	5/SN+∼/SO+6/SN+시/NNB
한국에서	한국/NNP+에서/JKB
일본으로	일본/NNP+으로/JKB
거는	걸/VV+는/ETM
이동전화는	이동/NNG+전화/NNG+는/JX
평소의	평소/NNG+의/JKG
91배,	91/SN+배/NNG+,/SP
유선전화는	유선/NNG+전화/NNG+는/JX
41배로	41/SN+배/NNG+로/JKB
폭증했다.	폭증/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.17.5.3
SK브로드밴드 관계자는 “지진이 발생한 뒤 한동안 일본으로 거는 국제전화가 연결되지 않아 우회루트로 정상화했다”고 말했다.

SK브로드밴드	SK브로드밴드/NNP
관계자는	관계자/NNG+는/JX
“지진이	“/SS+지진/NNG+이/JKS
발생한	발생/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
한동안	한/XPN+동안/NNG
일본으로	일본/NNP+으로/JKB
거는	걸/VV+는/ETM
국제전화가	국제/NNG+전화/NNG+가/JKS
연결되지	연결/NNG+되/XSV+지/EC
않아	않/VX+아/EC
우회루트로	우회/NNG+루트/NNG+로/JKB
정상화했다”고	정상/NNG+화/XSN+하/XSV+았/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.17.6.1
지진과 쓰나미의 직격탄을 맞은 항공, 해운, 여행업을 제외한 대부분의 업종은 당장 직접적인 피해는 없지만 중장기적으로는 피해가 불가피할 것으로 보고 있다.

지진과	지진/NNG+과/JC
쓰나미의	쓰나미/NNG+의/JKG
직격탄을	직격탄/NNG+을/JKO
맞은	맞/VV+은/ETM
항공,	항공/NNG+,/SP
해운,	해운/NNG+,/SP
여행업을	여행업/NNG+을/JKO
제외한	제외/NNG+하/XSV+ㄴ/ETM
대부분의	대/XPN+부분/NNG+의/JKG
업종은	업종/NNG+은/JX
당장	당장/NNG
직접적인	직접/NNG+적/XSN+이/VCP+ㄴ/ETM
피해는	피해/NNG+는/JX
없지만	없/VA+지만/EC
중장기적으로는	중장기/NNG+적/XSN+으로/JKB+는/JX
피해가	피해/NNG+가/JKS
불가피할	불가피하/VA+ㄹ/ETM
것으로	것/NNB+으로/JKB
보고	보/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000029.17.6.2
일본과의 교역량이 워낙 많기 때문이다.

일본과의	일본/NNP+과/JKB+의/JKG
교역량이	교역량/NNG+이/JKS
워낙	워낙/MAG
많기	많/VA+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.17.6.3
지난해 기준으로 대일(對日) 수출은 282억 달러(약 31조7190억 원), 수입은 643억 달러에 달해 우리나라의 무역 상대국 중 일본은 수출 3위, 수입 2위를 차지한다.

지난해	지난해/NNG
기준으로	기준/NNG+으로/JKB
대일(對日)	대일/NNG+(/SS+對日/SH+)/SS
수출은	수출/NNG+은/JX
282억	282/SN+억/NR
달러(약	달러/NNB+(/SS+약/MMA
31조7190억	31/SN+조/NR+7190/SN+억/NR
원),	원/NNB+)/SS+,/SP
수입은	수입/NNG+은/JX
643억	643/SN+억/NR
달러에	달러/NNB+에/JKB
달해	달하/VV+아/EC
우리나라의	우리나라/NNG+의/JKG
무역	무역/NNG
상대국	상대국/NNG
중	중/NNB
일본은	일본/NNP+은/JX
수출	수출/NNG
3위,	3/SN+위/NNB+,/SP
수입	수입/NNG
2위를	2/SN+위/NNB+를/JKO
차지한다.	차지/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000029.17.6.4
특히 일본에서 수입하는 품목 가운데 부품소재 비중이 25%나 돼 제조업도 상당한 타격을 입을 것으로 보인다.

특히	특히/MAG
일본에서	일본/NNP+에서/JKB
수입하는	수입/NNG+하/XSV+는/ETM
품목	품목/NNG
가운데	가운데/NNG
부품소재	부품/NNG+소재/NNG
비중이	비중/NNG+이/JKS
25%나	25/SN+%/SW+나/JX
돼	되/VV+어/EC
제조업도	제조업/NNG+도/JX
상당한	상당/NNG+하/XSA+ㄴ/ETM
타격을	타격/NNG+을/JKO
입을	입/VV+을/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000029.17.6.5
액정표시장치(LCD) 등 일본산 제조장비를 많이 쓰는 산업도 피해가 예상된다.

액정표시장치(LCD)	액정/NNG+표시/NNG+장치/NNG+(/SS+LCD/SL+)/SS
등	등/NNB
일본산	일본/NNP+산/XSN
제조장비를	제조/NNG+장비/NNG+를/JKO
많이	많이/MAG
쓰는	쓰/VV+는/ETM
산업도	산업/NNG+도/JX
피해가	피해/NNG+가/JKS
예상된다.	예상/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000029.17.6.6
2007년 일본 니가타 현에서 리히터 규모 6.8의 지진이 발생했을 때에도 우리 기업들은 간접 피해를 겪었다.

2007년	2007/SN+년/NNB
일본	일본/NNP
니가타	니가타/NNP
현에서	현/NNG+에서/JKB
리히터	리히터/NNG
규모	규모/NNG
6.8의	6/SN+./SP+8/SN+의/JKG
지진이	지진/NNG+이/JKS
발생했을	발생/NNG+하/XSV+았/EP+을/ETM
때에도	때/NNG+에/JKB+도/JX
우리	우리/NP
기업들은	기업/NNG+들/XSN+은/JX
간접	간접/NNG
피해를	피해/NNG+를/JKO
겪었다.	겪/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.17.7.1
자동차와 정유, 전자 등 일부 업종은 지진으로 공장 가동이 중단되는 일본의 동종기업이 적지 않아 특수(特需)를 누릴 가능성도 있지만 해당 업체들은 조심스러운 반응을 보였다.

자동차와	자동차/NNG+와/JC
정유,	정유/NNG+,/SP
전자	전자/NNG
등	등/NNB
일부	일부/NNG
업종은	업종/NNG+은/JX
지진으로	지진/NNG+으로/JKB
공장	공장/NNG
가동이	가동/NNG+이/JKS
중단되는	중단/NNG+되/XSV+는/ETM
일본의	일본/NNP+의/JKG
동종기업이	동종/NNG+기업/NNG+이/JKS
적지	적/VA+지/EC
않아	않/VX+아/EC
특수(特需)를	특수/NNG+(/SS+特需/SH+)/SS+를/JKO
누릴	누리/VV+ㄹ/ETM
가능성도	가능/NNG+성/XSN+도/JX
있지만	있/VA+지만/EC
해당	해당/NNG
업체들은	업체/NNG+들/XSN+은/JX
조심스러운	조심/NNG+스럽/XSA+ㄴ/ETM
반응을	반응/NNG+을/JKO
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.17.7.2
자동차 업계는 “일본 지진에 따른 반사이익이 크지는 않을 것”이라고 말했다.

자동차	자동차/NNG
업계는	업계/NNG+는/JX
“일본	“/SS+일본/NNP
지진에	지진/NNG+에/JKB
따른	따르/VV+ㄴ/ETM
반사이익이	반사/NNG+이익/NNG+이/JKS
크지는	크/VA+지/EC+는/JX
않을	않/VX+을/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.17.7.3
도호쿠에 있는 일본 자동차 업체의 공장이 주로 일본 내수용 차를 만들고, 한국과 경쟁관계에 있는 해외시장으로의 수출은 많지 않기 때문이다.

도호쿠에	도호쿠/NNP+에/JKB
있는	있/VA+는/ETM
일본	일본/NNP
자동차	자동차/NNG
업체의	업체/NNG+의/JKG
공장이	공장/NNG+이/JKS
주로	주로/MAG
내수용	내수/NNG+용/XSN
차를	차/NNG+를/JKO
만들고,	만들/VV+고/EC+,/SP
한국과	한국/NNP+과/JKB
경쟁관계에	경쟁/NNG+관계/NNG+에/JKB
해외시장으로의	해외/NNG+시장/NNG+으로/JKB+의/JKG
수출은	수출/NNG+은/JX
많지	많/VA+지/EC
않기	않/VX+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.17.7.4
지진 피해지역에 일본 정유공장이 밀집해 있어 우리 정유업계는 반사이익을 볼 것으로 전망된다.

지진	지진/NNG
피해지역에	피해/NNG+지역/NNG+에/JKB
일본	일본/NNP
정유공장이	정유/NNG+공장/NNG+이/JKS
밀집해	밀집/NNG+하/XSV+아/EC
있어	있/VX+어/EC
우리	우리/NP
정유업계는	정유업/NNG+계/XSN+는/JX
반사이익을	반사/NNG+이익/NNG+을/JKO
볼	보/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
전망된다.	전망/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000029.17.7.5
일본이 세계 2위의 원유 수입국이어서 조만간 국제시장에서 원유가격이 떨어지고 원유를 정제해 만드는 석유제품 가격은 올라갈 가능성이 높기 때문이다.

일본이	일본/NNP+이/JKS
세계	세계/NNG
2위의	2/SN+위/NNB+의/JKG
원유	원유/NNG
수입국이어서	수입국/NNG+이/VCP+어서/EC
조만간	조만간/MAG
국제시장에서	국제/NNG+시장/NNG+에서/JKB
원유가격이	원유/NNG+가격/NNG+이/JKS
떨어지고	떨어지/VV+고/EC
원유를	원유/NNG+를/JKO
정제해	정제/NNG+하/XSV+아/EC
만드는	만들/VV+는/ETM
석유제품	석유/NNG+제품/NNG
가격은	가격/NNG+은/JX
올라갈	올라가/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높기	높/VA+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.17.7.6
전자업계는 일본 부품업체와 밀접한 관련이 있어 이번 지진으로 동반 타격을 입을 가능성과, 반도체 및 디스플레이 분야에서 세계 시장 점유율이 다소 오르는 반사이익을 누릴 가능성이 공존하는 것으로 예상했다.

전자업계는	전자업/NNG+계/XSN+는/JX
일본	일본/NNP
부품업체와	부품업체/NNG+와/JKB
밀접한	밀접/NNG+하/XSA+ㄴ/ETM
관련이	관련/NNG+이/JKS
있어	있/VA+어/EC
이번	이번/NNG
지진으로	지진/NNG+으로/JKB
동반	동반/NNG
타격을	타격/NNG+을/JKO
입을	입/VV+을/ETM
가능성과,	가능/NNG+성/XSN+과/JC+,/SP
반도체	반도체/NNG
및	및/MAG
디스플레이	디스플레이/NNG
분야에서	분야/NNG+에서/JKB
세계	세계/NNG
시장	시장/NNG
점유율이	점유/NNG+율/XSN+이/JKS
다소	다소/MAG
오르는	오르/VV+는/ETM
반사이익을	반사/NNG+이익/NNG+을/JKO
누릴	누리/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
공존하는	공존/NNG+하/XSV+는/ETM
것으로	것/NNB+으로/JKB
예상했다.	예상/NNG+하/XSV+았/EP+다/EF+./SF


