# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.276
metadata : {}


# id : NWRW1800000044.276.1.1
16년만에 무승…책임지는 사람이 없다

16년만에	16/SN+년/NNB+만/NNB+에/JKB
3차전인	3/SN+차전/NNB+이/VCP+ㄴ/ETM
벨기에전	벨기에전/NNG
직후	직후/NNG
황보관	황보관/NNP
기술위원장에게	기술/NNG+위원장/NNG+에게/JKB
사의를	사의/NNG+를/JKO
밝혔지만,	밝히/VV+었/EP+지만/EC+,/SP
귀국	귀국/NNG
뒤	뒤/NNG
정몽규	정몽규/NNP
축구협회장과	축구협회장/NNG+과/JKB
면담한	면담/NNG+하/XSV+ㄴ/ETM
마음을	마음/NNG+을/JKO
바꿨다고	바꾸/VV+었/EP+다고/EC
허	허/NNP
부회장은	부회장/NNG+은/JX
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.276.6.5
이날 회견에 홍 감독은 참석하지 않았다.

이날	이날/NNG
회견에	회견/NNG+에/JKB
홍	홍/NNP
감독은	감독/NNG+은/JX
참석하지	참석/NNG+하/XSV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000044.276.7.1
홍 감독이 자리를 보전함에 따라 홍 감독과 함께 브라질월드컵을 준비했던 허 부회장과 황보관 기술위원장 등도 자리를 지키게 됐다.

홍	홍/NNP
감독이	감독/NNG+이/JKS
자리를	자리/NNG+를/JKO
보전함에	보전/NNG+하/XSV+ㅁ/ETN+에/JKB
따라	따르/VV+아/EC
감독과	감독/NNG+과/JKB
함께	함께/MAG
브라질월드컵을	브라질/NNP+월드컵/NNG+을/JKO
준비했던	준비/NNG+하/XSV+았/EP+던/ETM
허	허/NNP
부회장과	부회장/NNG+과/JC
황보관	황보관/NNP
기술위원장	기술/NNG+위원장/NNG
등도	등/NNB+도/JX
지키게	지키/VV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.276.7.2
허 부회장은 ‘협회에서 누가 책임을 지는가’라는 질문에 “어떤 책임을 어떻게 져야 할지는 앞으로 결정하겠다”며 말끝을 흐렸다.

허	허/NNP
부회장은	부회장/NNG+은/JX
‘협회에서	‘/SS+협회/NNG+에서/JKB
누가	누구/NP+가/JKS
책임을	책임/NNG+을/JKO
지는가’라는	지/VV+는가/EF+’/SS+이/VCP+라는/ETM
질문에	질문/NNG+에/JKB
“어떤	“/SS+어떤/MMD
어떻게	어떻/VA+게/EC
져야	지/VV+어야/EC
할지는	하/VX+ㄹ지/EC+는/JX
앞으로	앞/NNG+으로/JKB
결정하겠다”며	결정/NNG+하/XSV+겠/EP+다/EF+”/SS+며/EC
말끝을	말끝/NNG+을/JKO
흐렸다.	흐리/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.276.7.3
그는 “(월드컵) 준비 과정을 세밀하게 분석하고 있다.

그는	그/NP+는/JX
“(월드컵)	“/SS+(/SS+월드컵/NNG+)/SS
준비	준비/NNG
과정을	과정/NNG+을/JKO
세밀하게	세밀하/VA+게/EC
분석하고	분석/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.276.7.4
그 결과를 토대로 대책을 마련하겠다”고만 말했다.

그	그/MMD
결과를	결과/NNG+를/JKO
토대로	토대/NNG+로/JKB
대책을	대책/NNG+을/JKO
마련하겠다”고만	마련/NNG+하/XSV+겠/EP+다/EF+”/SS+고/JKQ+만/JX
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.276.7.5
‘분석 결과가 나오기 전에 감독 유임을 결정한 것은 순서가 바뀐 게 아니냐’는 지적엔 “국민들이 홍 감독의 거취를 궁금해하고 있기 때문”이라고만 했다.

‘분석	‘/SS+분석/NNG
결과가	결과/NNG+가/JKS
나오기	나오/VV+기/ETN
전에	전/NNG+에/JKB
감독	감독/NNG
유임을	유임/NNG+을/JKO
결정한	결정/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
순서가	순서/NNG+가/JKS
바뀐	바뀌/VV+ㄴ/ETM
게	거/NNB+이/JKC
아니냐’는	아니/VCN+냐/EF+’/SS+는/ETM
지적엔	지적/NNG+에/JKB+ㄴ/JX
“국민들이	“/SS+국민/NNG+들/XSN+이/JKS
홍	홍/NNP
감독의	감독/NNG+의/JKG
거취를	거취/NNG+를/JKO
궁금해하고	궁금하/VA+아/EC+하/VX+고/EC
있기	있/VX+기/ETN
때문”이라고만	때문/NNB+”/SS+이라고/JKQ+만/JX
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.276.7.6
허 부회장은 △선수 선발 △대안 전술 부재 △컨디션 관리 실패 등 월드컵 준비 과정에서 드러난 문제들에 대해서는 전혀 언급하지 않았다.

허	허/NNP
부회장은	부회장/NNG+은/JX
△선수	△/SW+선수/NNG
선발	선발/NNG
△대안	△/SW+대안/NNG
전술	전술/NNG
부재	부재/NNG
△컨디션	△/SW+컨디션/NNG
관리	관리/NNG
실패	실패/NNG
등	등/NNB
월드컵	월드컵/NNG
준비	준비/NNG
과정에서	과정/NNG+에서/JKB
드러난	드러나/VV+ㄴ/ETM
문제들에	문제/NNG+들/XSN+에/JKB
대해서는	대하/VV+아서/EC+는/JX
전혀	전혀/MAG
언급하지	언급/NNG+하/XSV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000044.276.8.1
축구협회의 이날 결정은 협회에 대한 비난 여론을 잠재우기 위한 임시 처방으로 여겨진다.

축구협회의	축구협회/NNP+의/JKG
이날	이날/NNG
결정은	결정/NNG+은/JX
협회에	협회/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
비난	비난/NNG
여론을	여론/NNG+을/JKO
잠재우기	잠재우/VV+기/ETN
위한	위하/VV+ㄴ/ETM
임시	임시/NNG
처방으로	처방/NNG+으로/JKB
여겨진다.	여기/VV+어/EC+지/VX+ㄴ다/EF+./SF


# id : NWRW1800000044.276.8.2
여전히 호의적인 여론이 많은 홍 감독을 전면에 내세워 협회를 향한 비판을 피해보려는 꼼수로도 읽힌다.

여전히	여전히/MAG
호의적인	호의/NNG+적/XSN+이/VCP+ㄴ/ETM
여론이	여론/NNG+이/JKS
많은	많/VA+은/ETM
홍	홍/NNP
감독을	감독/NNG+을/JKO
전면에	전면/NNG+에/JKB
내세워	내세우/VV+어/EC
협회를	협회/NNG+를/JKO
향한	향하/VV+ㄴ/ETM
비판을	비판/NNG+을/JKO
피해보려는	피하/VV+아/EC+보/VX+려는/ETM
꼼수로도	꼼수/NNG+로/JKB+도/JX
읽힌다.	읽히/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.276.8.3
한국갤럽조사연구사가 1~2일 전국 667명을 대상으로 한 전화조사에서 응답자의 52%가 홍 감독의 유임을 지지했다.

한국갤럽조사연구사가	한국갤럽조사연구사/NNP+가/JKS
1~2일	1/SN+~/SO+2/SN+일/NNB
전국	전국/NNG
667명을	667/SN+명/NNB+을/JKO
대상으로	대상/NNG+으로/JKB
한	하/VV+ㄴ/ETM
전화조사에서	전화/NNG+조사/NNG+에서/JKB
응답자의	응답자/NNG+의/JKG
52%가	52/SN+%/SW+가/JKS
홍	홍/NNP
감독의	감독/NNG+의/JKG
유임을	유임/NNG+을/JKO
지지했다.	지지/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.276.8.4
허 부회장은 “그동안 모든 책임을 감독이 지고 물러나는 방식이 반복됐다.

허	허/NNP
부회장은	부회장/NNG+은/JX
“그동안	“/SS+그동안/NNG
모든	모든/MMN
책임을	책임/NNG+을/JKO
감독이	감독/NNG+이/JKS
지고	지/VV+고/EC
물러나는	물러나/VV+는/ETM
방식이	방식/NNG+이/JKS
반복됐다.	반복/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000044.276.8.5
그래서 많은 시간을 허비했다”며 과거 협회의 일처리 방식을 비난하기도 했다.

그래서	그래서/MAJ
많은	많/VA+은/ETM
시간을	시간/NNG+을/JKO
허비했다”며	허비/NNG+하/XSV+았/EP+다/EF+”/SS+며/EC
과거	과거/NNG
협회의	협회/NNG+의/JKG
일처리	일/NNG+처리/NNG
방식을	방식/NNG+을/JKO
비난하기도	비난/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000044.276.9.1
관심은 협회가 말한 원인 분석과 대책이 얼마나 빠른 시일 안에 마련돼 아시안컵 이전에 축구 대표팀에 적용되느냐에 모아진다.

관심은	관심/NNG+은/JX
협회가	협회/NNG+가/JKS
말한	말/NNG+하/XSV+ㄴ/ETM
원인	원인/NNG
분석과	분석/NNG+과/JC
대책이	대책/NNG+이/JKS
얼마나	얼마나/MAG
빠른	빠르/VA+ㄴ/ETM
시일	시일/NNG
안에	안/NNG+에/JKB
마련돼	마련/NNG+되/XSV+어/EC
아시안컵	아시안/NNP+컵/NNG
이전에	이전/NNG+에/JKB
축구	축구/NNG
대표팀에	대표/NNG+팀/NNG+에/JKB
적용되느냐에	적용/NNG+되/XSV+느냐/EF+에/JKB
모아진다.	모으/VV+아/EC+지/VX+ㄴ다/EF+./SF


# id : NWRW1800000044.276.9.2
전망은 비관적이다.

전망은	전망/NNG+은/JX
비관적이다.	비관/NNG+적/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000044.276.9.3
홍명보호가 지난해 1월 이후 고수해온 전술과 다른 대안을 마련하고 적용하기에는 남은 6개월은 부족할 수밖에 없다.

홍명보호가	홍명보호/NNP+가/JKS
지난해	지난해/NNG
1월	1/SN+월/NNB
이후	이후/NNG
고수해온	고수/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
전술과	전술/NNG+과/JC
다른	다른/MMD
대안을	대안/NNG+을/JKO
마련하고	마련/NNG+하/XSV+고/EC
적용하기에는	적용/NNG+하/XSV+기/ETN+에/JKB+는/JX
남은	남/VV+은/ETM
6개월은	6/SN+개월/NNB+은/JX
부족할	부족/NNG+하/XSA+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000044.276.9.4
더 근본적인 의문은 홍 감독과 축구협회에 그런 의지가 있는가 하는 점이다.

더	더/MAG
근본적인	근본/NNG+적/XSN+이/VCP+ㄴ/ETM
의문은	의문/NNG+은/JX
홍	홍/NNP
감독과	감독/NNG+과/JC
축구협회에	축구협회/NNP+에/JKB
그런	그런/MMD
의지가	의지/NNG+가/JKS
있는가	있/VA+는가/EF
하는	하/VV+는/ETM
점이다.	점/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.276.9.5
축구협회 바깥에선 자기확신이 강해 “다른 사람들의 생각에 지배당하지 않는다”는 홍 감독이나 그를 지지한 허 부회장 등 현 협회 집행부가 냉정하고 객관적인 ‘자가 진단’을 할 수 있을지 의심하고 있다.

축구협회	축구협회/NNP
바깥에선	바깥/NNG+에서/JKB+ㄴ/JX
자기확신이	자기/NNG+확신/NNG+이/JKS
강해	강하/VA+아/EC
“다른	“/SS+다른/MMD
사람들의	사람/NNG+들/XSN+의/JKG
생각에	생각/NNG+에/JKB
지배당하지	지배/NNG+당하/XSV+지/EC
않는다”는	않/VX+는다/EF+”/SS+는/ETM
홍	홍/NNP
감독이나	감독/NNG+이나/JC
그를	그/NP+를/JKO
지지한	지지/NNG+하/XSV+ㄴ/ETM
허	허/NNP
부회장	부회장/NNG
등	등/NNB
현	현/MMD
협회	협회/NNG
집행부가	집행부/NNG+가/JKS
냉정하고	냉정/NNG+하/XSA+고/EC
객관적인	객관/NNG+적/XSN+이/VCP+ㄴ/ETM
‘자가	‘/SS+자가/NNG
진단’을	진단/NNG+’/SS+을/JKO
할	하/VV+ㄹ/ETM
수	수/NNB
있을지	있/VA+을지/EC
의심하고	의심/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.276.10.1
대표팀 운영과 감독 선발에 마땅한 원칙이 없는 축구협회는 홍 감독을 한번 더 믿고 맡기는 선택을 했다.

대표팀	대표/NNG+팀/NNG
운영과	운영/NNG+과/JC
감독	감독/NNG
선발에	선발/NNG+에/JKB
마땅한	마땅하/VA+ㄴ/ETM
원칙이	원칙/NNG+이/JKS
없는	없/VA+는/ETM
축구협회는	축구협회/NNP+는/JX
홍	홍/NNP
감독을	감독/NNG+을/JKO
한번	한번/MAG
더	더/MAG
믿고	믿/VV+고/EC
맡기는	맡기/VV+는/ETM
선택을	선택/NNG+을/JKO
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.276.10.2
홍 감독 역시 아시안컵에서 ‘대박’을 터뜨린다면 브라질월드컵의 실패를 만회할 수 있기에 협회의 결정을 받아들인 것으로 해석된다.

홍	홍/NNP
감독	감독/NNG
역시	역시/MAG
아시안컵에서	아시안/NNP+컵/NNG+에서/JKB
‘대박’을	‘/SS+대/XPN+박/NNG+’/SS+을/JKO
터뜨린다면	터뜨리/VV+ㄴ다면/EC
브라질월드컵의	브라질/NNP+월드컵/NNG+의/JKG
실패를	실패/NNG+를/JKO
만회할	만회/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있기에	있/VA+기에/EC
협회의	협회/NNG+의/JKG
결정을	결정/NNG+을/JKO
받아들인	받아들이/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
해석된다.	해석/NNG+되/XSV+ㄴ다/EF+./SF


