# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000053.115
metadata : {}


# id : NWRW1800000053.115.1.1
[단독] 오동나무 책장과 트렁크… 묘하게 닮았네

[단독]	[/SS+단독/NNG+]/SS
쌓아올린	쌓/VV+아/EC+올리/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000053.115.6.2
그런데 루이비통 트렁크도 두어 개를 쌓으면 티 테이블로 쓸 수 있다.

그런데	그런데/MAJ
루이비통	루이비통/NNP
트렁크도	트렁크/NNG+도/JX
두어	두어/MMN
개를	개/NNB+를/JKO
쌓으면	쌓/VV+으면/EC
티	티/NNG
테이블로	테이블/NNG+로/JKB
쓸	쓰/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000053.115.6.3
또 내부에 수납 기능이 있는 트렁크는 한국의 뒤주를 떠올리게 한다.

또	또/MAG
내부에	내부/NNG+에/JKB
수납	수납/NNG
기능이	기능/NNG+이/JKS
있는	있/VA+는/ETM
트렁크는	트렁크/NNG+는/JX
한국의	한국/NNP+의/JKG
뒤주를	뒤주/NNG+를/JKO
떠올리게	떠올리/VV+게/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000053.115.6.4
한국 전통문화에 정통한 정구호 서울패션위크 총감독(디자이너)은 “고급문화일수록 전통을 중시하기 때문에 한국의 고가구와 루이비통은 이질적인 게 아니라 오히려 조화를 이룬다”고 말했다.

한국	한국/NNP
전통문화에	전통문화/NNG+에/JKB
정통한	정통/NNG+하/XSV+ㄴ/ETM
정구호	정구호/NNP
서울패션위크	서울/NNP+패션위크/NNG
총감독(디자이너)은	총감독/NNG+(/SS+디자이너/NNG+)/SS+은/JX
“고급문화일수록	“/SS+고급문화/NNG+이/VCP+ㄹ수록/EC
전통을	전통/NNG+을/JKO
중시하기	중시/NNG+하/XSV+기/ETN
때문에	때문/NNB+에/JKB
한국의	한국/NNP+의/JKG
고가구와	고가구/NNG+와/JC
루이비통은	루이비통/NNP+은/JX
이질적인	이질/NNG+적/XSN+이/VCP+ㄴ/ETM
게	거/NNB+이/JKC
아니라	아니/VCN+라/EC
오히려	오히려/MAG
조화를	조화/NNG+를/JKO
이룬다”고	이루/VV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.115.7.1
‘유목민 럭셔리’를 표방하는 루이비통은 여행을 자주 하는 고객이 제품을 가구로 사용할 수 있게 한다.

‘유목민	‘/SS+유목민/NNG
럭셔리’를	럭셔리/NNG+’/SS+를/JKO
표방하는	표방/NNG+하/XSV+는/ETM
루이비통은	루이비통/NNP+은/JX
여행을	여행/NNG+을/JKO
자주	자주/MAG
하는	하/VV+는/ETM
고객이	고객/NNG+이/JKS
제품을	제품/NNG+을/JKO
가구로	가구/NNG+로/JKB
사용할	사용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000053.115.7.2
열어 펼치면 책상으로 변신하는 트렁크, 일본 전통 종이접기 방식을 접목한 접이식 가죽 의자가 대표적이다.

열어	열/VV+어/EC
펼치면	펼치/VV+면/EC
책상으로	책상/NNG+으로/JKB
변신하는	변신/NNG+하/XSV+는/ETM
트렁크,	트렁크/NNG+,/SP
일본	일본/NNP
전통	전통/NNG
종이접기	종이접기/NNG
방식을	방식/NNG+을/JKO
접목한	접목/NNG+하/XSV+ㄴ/ETM
접이식	접이식/NNG
가죽	가죽/NNG
의자가	의자/NNG+가/JKS
대표적이다.	대표/NNG+적/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000053.115.7.3
꽃을 담는 트렁크, 시계와 향수 트렁크 등 가방 종류도 많다.

꽃을	꽃/NNG+을/JKO
담는	담/VV+는/ETM
트렁크,	트렁크/NNG+,/SP
시계와	시계/NNG+와/JC
향수	향수/NNG
트렁크	트렁크/NNG
등	등/NNB
가방	가방/NNG
종류도	종류/NNG+도/JX
많다.	많/VA+다/EF+./SF


# id : NWRW1800000053.115.8.1
고객들은 점점 더 맞춤형 경험을 원하고 있다.

고객들은	고객/NNG+들/XSN+은/JX
점점	점점/MAG
더	더/MAG
맞춤형	맞춤/NNG+형/XSN
경험을	경험/NNG+을/JKO
원하고	원/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000053.115.8.2
럭셔리 업계가 프라이빗 전시와 ‘나만의 제품’ 서비스를 늘리는 이유다.

럭셔리	럭셔리/NNG
업계가	업계/NNG+가/JKS
프라이빗	프라이빗/NNG
전시와	전시/NNG+와/JC
‘나만의	‘/SS+나/NP+만/JX+의/JKG
제품’	제품/NNG+’/SS
서비스를	서비스/NNG+를/JKO
늘리는	늘리/VV+는/ETM
이유다.	이유/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000053.115.8.3
루이비통모에에네시(LVMH) 그룹 소유의 파리 봉마르셰 백화점은 고객이 원하는 문구와 그림을 제품에 새기는 서비스의 비중을 높이고 있다.

루이비통모에에네시(LVMH)	루이비통모에에네시/NNP+(/SS+LVMH/SL+)/SS
그룹	그룹/NNG
소유의	소유/NNG+의/JKG
파리	파리/NNP
봉마르셰	봉마르셰/NNP
백화점은	백화점/NNG+은/JX
고객이	고객/NNG+이/JKS
원하는	원/NNG+하/XSV+는/ETM
문구와	문구/NNG+와/JC
그림을	그림/NNG+을/JKO
제품에	제품/NNG+에/JKB
새기는	새기/VV+는/ETM
서비스의	서비스/NNG+의/JKG
비중을	비중/NNG+을/JKO
높이고	높이/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000053.115.8.4
2014년 국내에서 시작한 루이비통의 맞춤 제작 서비스는 고객의 이름 이니셜을 새기던 수준에서 사군자와 서울타워 등 다양한 그림 서비스로 발전했다.

2014년	2014/SN+년/NNB
국내에서	국내/NNG+에서/JKB
시작한	시작/NNG+하/XSV+ㄴ/ETM
루이비통의	루이비통/NNP+의/JKG
맞춤	맞춤/NNG
제작	제작/NNG
서비스는	서비스/NNG+는/JX
고객의	고객/NNG+의/JKG
이름	이름/NNG
이니셜을	이니셜/NNG+을/JKO
새기던	새기/VV+던/ETM
수준에서	수준/NNG+에서/JKB
사군자와	사군자/NNG+와/JC
서울타워	서울타워/NNP
등	등/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
그림	그림/NNG
서비스로	서비스/NNG+로/JKB
발전했다.	발전/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.115.9.1
이번 전시는 동서양 명품 간 하모니가 돋보인다.

이번	이번/NNG
전시는	전시/NNG+는/JX
동서양	동서양/NNG
명품	명품/NNG
간	간/XSN
하모니가	하모니/NNG+가/JKS
돋보인다.	돋보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000053.115.9.2
사대부집 안방엔 모란꽃 병풍을 두르고 반닫이 위에 루이비통 ‘트위스트’ 가방을 올렸다.

사대부집	사대부/NNG+집/NNG
안방엔	안방/NNG+에/JKB+ㄴ/JX
모란꽃	모란꽃/NNG
병풍을	병풍/NNG+을/JKO
두르고	두르/VV+고/EC
반닫이	반닫이/NNG
위에	위/NNG+에/JKB
루이비통	루이비통/NNP
‘트위스트’	‘/SS+트위스트/NNG+’/SS
가방을	가방/NNG+을/JKO
올렸다.	올리/VV+었/EP+다/EF+./SF


# id : NWRW1800000053.115.9.3
사랑채 평상에는 체스 트렁크를 두고 남자들의 ‘스타일 있는 놀이’를 제안했다.

사랑채	사랑채/NNG
평상에는	평상/NNG+에/JKB+는/JX
체스	체스/NNG
트렁크를	트렁크/NNG+를/JKO
두고	두/VV+고/EC
남자들의	남자/NNG+들/XSN+의/JKG
‘스타일	‘/SS+스타일/NNG
있는	있/VA+는/ETM
놀이’를	놀이/NNG+’/SS+를/JKO
제안했다.	제안/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.115.9.4
루이비통 측은 “평소 베르나르 아르노 LVMH그룹 회장이 ‘꿈의 가격은 매길 수 없다’며 강조하는 럭셔리 정신을 한국 고가구에서 느낀다”고 밝혔다.

루이비통	루이비통/NNP
측은	측/NNB+은/JX
“평소	“/SS+평소/NNG
베르나르	베르나르/NNP
아르노	아르노/NNP
LVMH그룹	LVMH그룹/NNP
회장이	회장/NNG+이/JKS
‘꿈의	‘/SS+꿈/NNG+의/JKG
가격은	가격/NNG+은/JX
매길	매기/VV+ㄹ/ETM
수	수/NNB
없다’며	없/VA+다/EF+’/SS+며/EC
강조하는	강조/NNG+하/XSV+는/ETM
럭셔리	럭셔리/NNG
정신을	정신/NNG+을/JKO
한국	한국/NNP
고가구에서	고가구/NNG+에서/JKB
느낀다”고	느끼/VV+ㄴ다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


