# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.287
metadata : {}


# id : NWRW1800000033.287.1.1
[오늘과 내일/이형삼]K메디컬의 판 키우기

[오늘과	[/SS+오늘/NNG+과/JC
의사에게 불평하는 것을 무례하게 여기는 관습 탓이다.

의사에게	의사/NNG+에게/JKB
불평하는	불평/NNG+하/XSV+는/ETM
것을	것/NNB+을/JKO
무례하게	무례/NNG+하/XSA+게/EC
여기는	여기/VV+는/ETM
관습	관습/NNG
탓이다.	탓/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.287.2.8
그러다 마음에 들지 않으면 두말없이 발길을 끊기 때문에 늘 심기를 헤아려야 한다.

그러다	그러/VV+다/EC
마음에	마음/NNG+에/JKB
들지	들/VV+지/EC
않으면	않/VX+으면/EC
두말없이	두말없이/MAG
발길을	발길/NNG+을/JKO
끊기	끊/VV+기/ETN
때문에	때문/NNB+에/JKB
늘	늘/MAG
심기를	심기/NNG+를/JKO
헤아려야	헤아리/VV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000033.287.3.1
한양대 국제병원은 지난해 4600여 명, 올해는 상반기에만 3700여 명의 외국인 환자를 유치했다.

한양대	한양대/NNP
국제병원은	국제/NNG+병원/NNG+은/JX
지난해	지난해/NNG
4600여	4600/SN+여/XSN
명,	명/NNB+,/SP
올해는	올해/NNG+는/JX
상반기에만	상반기/NNG+에/JKB+만/JX
3700여	3700/SN+여/XSN
명의	명/NNB+의/JKG
외국인	외국인/NNG
환자를	환자/NNG+를/JKO
유치했다.	유치/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.287.3.2
절반 가까이가 러시아 환자다.

절반	절반/NNG
가까이가	가까이/NNG+가/JKS
러시아	러시아/NNP
환자다.	환자/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.287.3.3
이 병원 김대희 행정지원팀장은 “여성 환자에게 붉은 장미를 홀수로 선물하고, 퇴원할 때는 동대문 러시아 거리에서 전통 케이크를 사와 파티를 열어준다”고 했다.

이	이/MMD
병원	병원/NNG
김대희	김대희/NNP
행정지원팀장은	행정/NNG+지원/NNG+팀장/NNG+은/JX
“여성	“/SS+여성/NNG
환자에게	환자/NNG+에게/JKB
붉은	붉/VA+은/ETM
장미를	장미/NNG+를/JKO
홀수로	홀수/NNG+로/JKB
선물하고,	선물/NNG+하/XSV+고/EC+,/SP
퇴원할	퇴원/NNG+하/XSV+ㄹ/ETM
때는	때/NNG+는/JX
동대문	동대문/NNP
러시아	러시아/NNP
거리에서	거리/NNG+에서/JKB
전통	전통/NNG
케이크를	케이크/NNG+를/JKO
사와	사/VV+아/EC+오/VV+아/EC
파티를	파티/NNG+를/JKO
열어준다”고	열/VV+어/EC+주/VX+ㄴ다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.287.3.4
러시아에선 생일이나 명절에 여성에게 장미꽃을 건넨다.

러시아에선	러시아/NNP+에서/JKB+ㄴ/JX
생일이나	생일/NNG+이나/JC
명절에	명절/NNG+에/JKB
여성에게	여성/NNG+에게/JKB
장미꽃을	장미꽃/NNG+을/JKO
건넨다.	건네/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.287.3.5
홀수는 축하, 짝수는 애도를 의미하므로 100송이보다 1송이를 주는 게 경우에 맞다.

홀수는	홀수/NNG+는/JX
축하,	축하/NNG+,/SP
짝수는	짝수/NNG+는/JX
애도를	애도/NNG+를/JKO
의미하므로	의미/NNG+하/XSV+므로/EC
100송이보다	100/SN+송이/NNG+보다/JKB
1송이를	1/SN+송이/NNG+를/JKO
주는	주/VV+는/ETM
게	거/NNB+이/JKS
경우에	경우/NNG+에/JKB
맞다.	맞/VV+다/EF+./SF


# id : NWRW1800000033.287.4.1
‘K메디컬’로 일컬어지는 의료 한류(韓流)의 성장세가 가파르다.

‘K메디컬’로	‘/SS+K/SL+메디컬/NNG+’/SS+로/JKB
일컬어지는	일컫/VV+어/EC+지/VX+는/ETM
의료	의료/NNG
한류(韓流)의	한류/NNG+(/SS+韓流/SH+)/SS+의/JKG
성장세가	성장세/NNG+가/JKS
가파르다.	가파르/VA+다/EF+./SF


# id : NWRW1800000033.287.4.2
2010년 건강 관련 여행수지가 처음 흑자를 냈고 지난해엔 12만2000여 명의 의료관광객이 다녀가 전년 대비 50% 증가율을 기록했다.

2010년	2010/SN+년/NNB
건강	건강/NNG
관련	관련/NNG
여행수지가	여행/NNG+수지/NNG+가/JKS
처음	처음/NNG
흑자를	흑자/NNG+를/JKO
냈고	내/VV+었/EP+고/EC
지난해엔	지난해/NNG+에/JKB+ㄴ/JX
12만2000여	12/SN+만/NR+2000/SN+여/XSN
명의	명/NNB+의/JKG
의료관광객이	의료/NNG+관광객/NNG+이/JKS
다녀가	다녀가/VV+아/EC
전년	전년/NNG
대비	대비/NNG
50%	50/SN+%/SW
증가율을	증가/NNG+율/XSN+을/JKO
기록했다.	기록/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.287.4.3
양질의 의료 서비스, 뛰어난 가격경쟁력(한국 100, 미국 338, 일본 149)과 접근성(3시간 비행거리 내 인구 100만 명 이상 도시 61개)에다 다인종·다문화권에 대한 이해력을 높이고 섬세한 소통 노하우를 쌓은 덕분이다.

양질의	양질/NNG+의/JKG
의료	의료/NNG
서비스,	서비스/NNG+,/SP
뛰어난	뛰어나/VA+ㄴ/ETM
가격경쟁력(한국	가격/NNG+경쟁력/NNG+(/SS+한국/NNP
100,	100/SN+,/SP
미국	미국/NNP
338,	338/SN+,/SP
일본	일본/NNP
149)과	149/SN+)/SS+과/JC
접근성(3시간	접근/NNG+성/XSN+(/SS+3/SN+시간/NNB
비행거리	비행/NNG+거리/NNG
내	내/NNB
인구	인구/NNG
100만	100/SN+만/NR
명	명/NNB
이상	이상/NNG
도시	도시/NNG
61개)에다	61/SN+개/NNB+)/SS+에다/JKB
다인종·다문화권에	다인종/NNG+·/SP+다문화/NNG+권/XSN+에/JKB
대한	대하/VV+ㄴ/ETM
이해력을	이해력/NNG+을/JKO
높이고	높이/VV+고/EC
섬세한	섬세하/VA+ㄴ/ETM
소통	소통/NNG
노하우를	노하우/NNG+를/JKO
쌓은	쌓/VV+은/ETM
덕분이다.	덕분/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.287.5.1
체류 기간이 짧은 외국인을 배려한 원스톱 서비스와 도어 투 도어(door to door) 서비스도 눈에 띈다.

체류	체류/NNG
기간이	기간/NNG+이/JKS
짧은	짧/VA+은/ETM
외국인을	외국인/NNG+을/JKO
배려한	배려/NNG+하/XSV+ㄴ/ETM
원스톱	원스톱/NNG
서비스와	서비스/NNG+와/JC
도어	도어/NNG
투	투/NNG
도어(door	도어/NNG+(/SS+door/SL
to	to/SL
door)	door/SL+)/SS
서비스도	서비스/NNG+도/JX
눈에	눈/NNG+에/JKB
띈다.	띄/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.287.5.2
치과 치료를 받다가 이를 뽑은 상태로 귀국 비행기에 오르거나 성형수술을 하고 붕대를 동여맨 모습으로 낯선 거리에 나설 순 없는 노릇이다.

치과	치과/NNG
치료를	치료/NNG+를/JKO
받다가	받/VV+다가/EC
이를	이/NNG+를/JKO
뽑은	뽑/VV+은/ETM
상태로	상태/NNG+로/JKB
귀국	귀국/NNG
비행기에	비행기/NNG+에/JKB
오르거나	오르/VV+거나/EC
성형수술을	성형/NNG+수술/NNG+을/JKO
하고	하/VV+고/EC
붕대를	붕대/NNG+를/JKO
동여맨	동여매/VV+ㄴ/ETM
모습으로	모습/NNG+으로/JKB
낯선	낯설/VA+ㄴ/ETM
거리에	거리/NNG+에/JKB
나설	나서/VV+ㄹ/ETM
순	수/NNB+ㄴ/JX
없는	없/VA+는/ETM
노릇이다.	노릇/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.287.5.3
이런 수요를 겨냥해 발치와 이식, 보철물 삽입을 하루 만에 끝내는 임플란트 시술법이 개발됐다.

이런	이런/MMD
수요를	수요/NNG+를/JKO
겨냥해	겨냥/NNG+하/XSV+아/EC
발치와	발치/NNG+와/JC
이식,	이식/NNG+,/SP
보철물	보철물/NNG
삽입을	삽입/NNG+을/JKO
하루	하루/NNG
만에	만/NNB+에/JKB
끝내는	끝내/VV+는/ETM
임플란트	임플란트/NNG
시술법이	시술법/NNG+이/JKS
개발됐다.	개발/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000033.287.5.4
서울의 한 성형외과는 신속한 진료를 위해 치과 피부과 내과 이비인후과 등과 상시 협진 시스템을 운영하고 비자 업무, 공항 픽업, 숙박 예약, 출국 수속까지 챙겨 준다.

서울의	서울/NNP+의/JKG
한	한/MMN
성형외과는	성형외과/NNG+는/JX
신속한	신속/NNG+하/XSA+ㄴ/ETM
진료를	진료/NNG+를/JKO
위해	위하/VV+아/EC
치과	치과/NNG
피부과	피부과/NNG
내과	내과/NNG
이비인후과	이비인후과/NNG
등과	등/NNB+과/JC
상시	상시/NNG
협진	협진/NNG
시스템을	시스템/NNG+을/JKO
운영하고	운영/NNG+하/XSV+고/EC
비자	비자/NNG
업무,	업무/NNG+,/SP
공항	공항/NNG
픽업,	픽업/NNG+,/SP
숙박	숙박/NNG
예약,	예약/NNG+,/SP
출국	출국/NNG
수속까지	수속/NNG+까지/JX
챙겨	챙기/VV+어/EC
준다.	주/VX+ㄴ다/EF+./SF


# id : NWRW1800000033.287.6.1
병원과 여행사가 제휴해 만든 의료관광 상품들은 ‘진료와 여행이 따로 놀아 만족도가 낮다’는 지적에 따라 좀더 정교하게 보완되고 있다.

병원과	병원/NNG+과/JC
여행사가	여행사/NNG+가/JKS
제휴해	제휴/NNG+하/XSV+아/EC
만든	만들/VV+ㄴ/ETM
의료관광	의료/NNG+관광/NNG
상품들은	상품/NNG+들/XSN+은/JX
‘진료와	‘/SS+진료/NNG+와/JC
여행이	여행/NNG+이/JKS
따로	따로/MAG
놀아	놀/VV+아/EC
만족도가	만족도/NNG+가/JKS
낮다’는	낮/VA+다/EF+’/SS+는/ETM
지적에	지적/NNG+에/JKB
따라	따르/VV+아/EC
좀더	좀/MAG+더/MAG
정교하게	정교하/VA+게/EC
보완되고	보완/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.287.6.2
한 비만클리닉 원장은 “가령 양악수술 환자는 2주 동안 고형식을 못 먹어 활동에 제약이 있는 반면에 지방흡입술을 받은 환자는 많이 돌아다녀야 부기가 잘 빠지고 회복도 빠르다.

한	한/MMN
비만클리닉	비만/NNG+클리닉/NNG
원장은	원장/NNG+은/JX
“가령	“/SS+가령/MAG
양악수술	양악/NNG+수술/NNG
환자는	환자/NNG+는/JX
2주	2/SN+주/NNB
동안	동안/NNG
고형식을	고형식/NNG+을/JKO
못	못/MAG
먹어	먹/VV+어/EC
활동에	활동/NNG+에/JKB
제약이	제약/NNG+이/JKS
있는	있/VA+는/ETM
반면에	반면/NNG+에/JKB
지방흡입술을	지방/NNG+흡입술/NNG+을/JKO
받은	받/VV+은/ETM
많이	많이/MAG
돌아다녀야	돌아다니/VV+어야/EC
부기가	부기/NNG+가/JKS
잘	잘/MAG
빠지고	빠지/VV+고/EC
회복도	회복/NNG+도/JX
빠르다.	빠르/VA+다/EF+./SF


# id : NWRW1800000033.287.6.3
환자들의 이런 개별적 상황을 세심하게 고려한 맞춤형 여행상품이 필요하다”고 말했다.

환자들의	환자/NNG+들/XSN+의/JKG
이런	이런/MMD
개별적	개별/NNG+적/XSN
상황을	상황/NNG+을/JKO
세심하게	세심하/VA+게/EC
고려한	고려/NNG+하/XSV+ㄴ/ETM
맞춤형	맞춤/NNG+형/XSN
여행상품이	여행/NNG+상품/NNG+이/JKS
필요하다”고	필요/NNG+하/XSA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.287.7.1
현장의 다양한 노력은 평가할 만하지만 이제 막 가능성을 확인한 K메디컬이 본격 도약하려면 마케팅에만 의존해선 안 된다.

현장의	현장/NNG+의/JKG
다양한	다양/NNG+하/XSA+ㄴ/ETM
노력은	노력/NNG+은/JX
평가할	평가/NNG+하/XSV+ㄹ/ETM
만하지만	만/NNB+하/XSA+지만/EC
이제	이제/MAG
막	막/MAG
가능성을	가능/NNG+성/XSN+을/JKO
확인한	확인/NNG+하/XSV+ㄴ/ETM
K메디컬이	K/SL+메디컬/NNG+이/JKS
본격	본격/NNG
도약하려면	도약/NNG+하/XSV+려면/EC
마케팅에만	마케팅/NNG+에/JKB+만/JX
의존해선	의존/NNG+하/XSV+아서/EC+ㄴ/JX
안	안/MAG
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.287.7.2
긴 안목으로 의료산업 자체의 경쟁력을 높이는 게 정답이다.

긴	길/VA+ㄴ/ETM
안목으로	안목/NNG+으로/JKB
의료산업	의료/NNG+산업/NNG
자체의	자체/NNG+의/JKG
경쟁력을	경쟁력/NNG+을/JKO
높이는	높이/VV+는/ETM
게	거/NNB+이/JKS
정답이다.	정답/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.287.7.3
지금도 몇몇 분야는 두각을 나타내고 있지만 전반적인 의료기술 수준을 한 차원 더 끌어올리기 위해 우수한 인력을 끌어들이고 연구개발 및 시설 투자를 늘려가야 한다.

지금도	지금/NNG+도/JX
몇몇	몇몇/NR
분야는	분야/NNG+는/JX
두각을	두각/NNG+을/JKO
나타내고	나타내/VV+고/EC
있지만	있/VX+지만/EC
전반적인	전반/NNG+적/XSN+이/VCP+ㄴ/ETM
의료기술	의료/NNG+기술/NNG
수준을	수준/NNG+을/JKO
한	한/MMN
차원	차원/NNG
더	더/MAG
끌어올리기	끌어올리/VV+기/ETN
위해	위하/VV+아/EC
우수한	우수/NNG+하/XSA+ㄴ/ETM
인력을	인력/NNG+을/JKO
끌어들이고	끌어들이/VV+고/EC
연구개발	연구/NNG+개발/NNG
및	및/MAG
시설	시설/NNG
투자를	투자/NNG+를/JKO
늘려가야	늘리/VV+어/EC+가/VX+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000033.287.7.4
탄탄한 실력을 갖추면 ‘입소문 마케팅’은 절로 따라온다.

탄탄한	탄탄하/VA+ㄴ/ETM
실력을	실력/NNG+을/JKO
갖추면	갖추/VV+면/EC
‘입소문	‘/SS+입소문/NNG
마케팅’은	마케팅/NNG+’/SS+은/JX
절로	절로/MAG
따라온다.	따라오/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.287.8.1
K메디컬의 앞날을 생각하면 투자개방형 의료법인(영리병원) 도입 문제가 의료 양극화 논란 속에 결국 물 건너간 것이 못내 아쉽다.

K메디컬의	K/SL+메디컬/NNG+의/JKG
앞날을	앞날/NNG+을/JKO
생각하면	생각/NNG+하/XSV+면/EC
투자개방형	투자/NNG+개방/NNG+형/XSN
의료법인(영리병원)	의료/NNG+법인/NNG+(/SS+영리/NNG+병원/NNG+)/SS
도입	도입/NNG
문제가	문제/NNG+가/JKS
의료	의료/NNG
양극화	양극/NNG+화/XSN
논란	논란/NNG
속에	속/NNG+에/JKB
결국	결국/MAG
물	물/NNG
건너간	건너가/VV+ㄴ/ETM
것이	것/NNB+이/JKS
못내	못내/MAG
아쉽다.	아쉽/VA+다/EF+./SF


# id : NWRW1800000033.287.8.2
이를 허용해 민간자본의 과감한 투자를 유치했더라면 의료산업은 물론이고 병리학 생리학 약리학 등 ‘돈이 안 된다’고 외면 받는 기초의학 분야에도 생기가 돌았을 것이다.

이를	이/NP+를/JKO
허용해	허용/NNG+하/XSV+아/EC
민간자본의	민간/NNG+자본/NNG+의/JKG
과감한	과감하/VA+ㄴ/ETM
투자를	투자/NNG+를/JKO
유치했더라면	유치/NNG+하/XSV+았/EP+더라면/EC
의료산업은	의료/NNG+산업/NNG+은/JX
물론이고	물론/NNG+이/VCP+고/EC
병리학	병리학/NNG
생리학	생리학/NNG
약리학	약리학/NNG
등	등/NNB
‘돈이	‘/SS+돈/NNG+이/JKC
안	안/MAG
된다’고	되/VV+ㄴ다/EF+’/SS+고/JKQ
외면	외면/NNG
받는	받/XSV+는/ETM
기초의학	기초/NNG+의학/NNG
분야에도	분야/NNG+에/JKB+도/JX
생기가	생기/NNG+가/JKS
돌았을	돌/VV+았/EP+을/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000033.287.8.3
K메디컬의 ‘판’을 키울 수 있는 호기를 기약 없이 흘려보낸 아쉬움이 크다.

K메디컬의	K/SL+메디컬/NNG+의/JKG
‘판’을	‘/SS+판/NNG+’/SS+을/JKO
키울	키우/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
호기를	호기/NNG+를/JKO
기약	기약/NNG
없이	없이/MAG
흘려보낸	흘리/VV+어/EC+보내/VV+ㄴ/ETM
아쉬움이	아쉬움/NNG+이/JKS
크다.	크/VA+다/EF+./SF


