# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.413
metadata : {}


# id : NWRW1800000022.413.1.1
[NEWS & VIEW] 中추격·日반격 한국 경제 도로 샌드위치?;中, 싼값에 기술력까지日, 구조조정·투자 가속

[NEWS	[/SS+NEWS/SL
전자회사들은	전자/NNG+회사/NNG+들/XSN+은/JX
지난해	지난해/NNG
총	총/MMA
2조원의	2/SN+조/NR+원/NNB+의/JKG
손실을	손실/NNG+을/JKO
냈다.	내/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.413.7.2
하지만 그중 절반에 가까운 8118억엔은 재기를 다짐하는 구조조정에 투입했다.

하지만	하지만/MAJ
그중	그중/NNG
절반에	절반/NNG+에/JKB
가까운	가깝/VA+ㄴ/ETM
8118억엔은	8118/SN+억/NR+엔/NNB+은/JX
재기를	재기/NNG+를/JKO
다짐하는	다짐/NNG+하/XSV+는/ETM
구조조정에	구조/NNG+조정/NNG+에/JKB
투입했다.	투입/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.413.8.1
얼마 전까지도 한국경제는 중국에 대해선 기술력에서 앞서고, 일본에 대해선 전자제품·자동차 등의 가격 경쟁력에서 앞서기 때문에 두 나라 사이에서 이득을 볼 것이라는 '역 샌드위치론'이 우세했다.

얼마	얼마/NNG
전까지도	전/NNG+까지/JX+도/JX
한국경제는	한국/NNP+경제/NNG+는/JX
중국에	중국/NNP+에/JKB
대해선	대하/VV+아서/EC+ㄴ/JX
기술력에서	기술력/NNG+에서/JKB
앞서고,	앞서/VV+고/EC+,/SP
일본에	일본/NNP+에/JKB
전자제품·자동차	전자/NNG+제품/NNG+·/SP+자동차/NNG
등의	등/NNB+의/JKG
가격	가격/NNG
경쟁력에서	경쟁력/NNG+에서/JKB
앞서기	앞서/VV+기/ETN
때문에	때문/NNB+에/JKB
두	두/MMN
나라	나라/NNG
사이에서	사이/NNG+에서/JKB
이득을	이득/NNG+을/JKO
볼	보/VV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
'역	'/SS+역/NA
샌드위치론'이	샌드위치/NNG+론/XSN+'/SS+이/JKS
우세했다.	우세/NNG+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000022.413.8.2
그전에 나왔던 샌드위치론(값싼 중국 제품과 우수한 일본 제품 사이에서 한국기업들이 고전하는 현상)을 뒤집는 희망적인 전망이었다.

그전에	그전/NNG+에/JKB
나왔던	나오/VV+았/EP+던/ETM
샌드위치론(값싼	샌드위치/NNG+론/XSN+(/SS+값싸/VA+ㄴ/ETM
중국	중국/NNP
제품과	제품/NNG+과/JC
우수한	우수/NNG+하/XSA+ㄴ/ETM
일본	일본/NNP
제품	제품/NNG
사이에서	사이/NNG+에서/JKB
한국기업들이	한국/NNP+기업/NNG+들/XSN+이/JKS
고전하는	고전/NNG+하/XSV+는/ETM
현상)을	현상/NNG+)/SS+을/JKO
뒤집는	뒤집/VV+는/ETM
희망적인	희망/NNG+적/XSN+이/VCP+ㄴ/ETM
전망이었다.	전망/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000022.413.9.1
하지만 또다시 한국경제가 중국과 일본으로부터 협공을 당할 것이란 우려가 나오고 있는 것이다.

하지만	하지만/MAJ
또다시	또다시/MAG
한국경제가	한국/NNP+경제/NNG+가/JKS
중국과	중국/NNP+과/JC
일본으로부터	일본/NNP+으로부터/JKB
협공을	협공/NNG+을/JKO
당할	당하/VV+ㄹ/ETM
것이란	것/NNB+이/VCP+란/ETM
우려가	우려/NNG+가/JKS
나오고	나오/VV+고/EC
있는	있/VX+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


