# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.80
metadata : {}


# id : NWRW1800000049.80.1.1
[2016 한국산업대상/기술혁신 부문]첨단 의료기기 전문 제조업체, 세계가 주목

[2016	[/SS+2016/SN
업그레이드한	업그레이드/NNG+하/XSV+ㄴ/ETM
‘OSTEOpro	‘/SS+OSTEOpro/SL
MAX’는	MAX/SL+’/SS+는/JX
전신스캐닝	전신/NNG+스캐닝/NNG
방식을	방식/NNG+을/JKO
구현해	구현/NNG+하/XSV+아/EC
뛰어난	뛰어나/VA+ㄴ/ETM
정밀성·신속성과	정밀/NNG+성/XSN+·/SP+신속/NNG+성/XSN+과/JC
환자편의성,	환자/NNG+편의/NNG+성/XSN+,/SP
낮은	낮/VA+은/ETM
방사	방사/NNG
선양,	선/NNG+양/NNG+,/SP
안정적인	안정/NNG+적/XSN+이/VCP+ㄴ/ETM
영상보정	영상/NNG+보정/NNG
등의	등/NNB+의/JKG
장점을	장점/NNG+을/JKO
두루	두루/MAG
탑재했으며	탑재/NNG+하/XSV+았/EP+으며/EC
어떤	어떤/MMD
상황에서도	상황/NNG+에서/JKB+도/JX
동일한	동일/NNG+하/XSA+ㄴ/ETM
결과	결과/NNG
값을	값/NNG+을/JKO
갖도록	갖/VV+도록/EC
재현성을	재현/NNG+성/XSN+을/JKO
높여	높이/VV+어/EC
장비	장비/NNG
간의	간/NNB+의/JKG
편차를	편차/NNG+를/JKO
줄였다.	줄이/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.80.4.1
한편 비엠텍은 현재 세계적인 기업 GE헬스케어와 2년여에 걸친 개발 프로젝트를 성공적으로 완료, 세계 각국에 골다공증 진단기 판매를 시작했다.

한편	한편/MAG
비엠텍은	비엠텍/NNP+은/JX
현재	현재/MAG
세계적인	세계/NNG+적/XSN+이/VCP+ㄴ/ETM
기업	기업/NNG
GE헬스케어와	GE헬스케어/NNP+와/JC
2년여에	2/SN+년/NNB+여/XSN+에/JKB
걸친	걸치/VV+ㄴ/ETM
개발	개발/NNG
프로젝트를	프로젝트/NNG+를/JKO
성공적으로	성공/NNG+적/XSN+으로/JKB
완료,	완료/NNG+,/SP
세계	세계/NNG
각국에	각국/NNG+에/JKB
골다공증	골다공증/NNG
진단기	진단기/NNG
판매를	판매/NNG+를/JKO
시작했다.	시작/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.80.4.2
중소기업으로서 세계적인 대기업과 합작 제품(제품명 Aria)을 이루어 낸 데는 우수한 연구개발 능력이 뒷받침됐다.

중소기업으로서	중소기업/NNG+으로서/JKB
세계적인	세계/NNG+적/XSN+이/VCP+ㄴ/ETM
대기업과	대/XPN+기업/NNG+과/JC
합작	합작/NNG
제품(제품명	제품/NNG+(/SS+제품명/NNG
Aria)을	Aria/SL+)/SS+을/JKO
이루어	이루/VV+어/EC
낸	내/VX+ㄴ/ETM
데는	데/NNB+는/JX
우수한	우수/NNG+하/XSA+ㄴ/ETM
연구개발	연구/NNG+개발/NNG
능력이	능력/NNG+이/JKS
뒷받침됐다.	뒷받침/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000049.80.4.3
우수 연구인력들로 구성되어 ‘시장 Needs형 R&D중심 의료기기 기업’으로 성장하고 있는 비엠텍은 다수의 특허와 지식재산권 등을 보유하고 있으며 국제공동기술개발사업 및 제품 다각화 등을 위해 노력하고 있다.

우수	우수/NNG
연구인력들로	연구/NNG+인력/NNG+들/XSN+로/JKB
구성되어	구성/NNG+되/XSV+어/EC
‘시장	‘/SS+시장/NNG
Needs형	Needs/SL+형/XSN
R&D중심	R/SL+&/SW+D/SL+중심/NNG
의료기기	의료/NNG+기기/NNG
기업’으로	기업/NNG+’/SS+으로/JKB
성장하고	성장/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
비엠텍은	비엠텍/NNP+은/JX
다수의	다수/NNG+의/JKG
특허와	특허/NNG+와/JKB
지식재산권	지식/NNG+재산/NNG+권/XSN
등을	등/NNB+을/JKO
보유하고	보유/NNG+하/XSV+고/EC
있으며	있/VX+으며/EC
국제공동기술개발사업	국제/NNG+공동/NNG+기술/NNG+개발/NNG+사업/NNG
및	및/MAG
제품	제품/NNG
다각화	다각/NNG+화/XSN
위해	위하/VV+아/EC
노력하고	노력/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


