# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.412
metadata : {}


# id : NWRW1800000040.412.1.1
야 “대화록 정쟁 종결하자는 취지” 여 “뻔뻔스러워…정치적 책임져야”

야	야/NNG
앞서 오전에 열린 민주당 ‘24시 비상국회 운영본부’ 회의에서 전 원내대표는 “더는 엔엘엘(NLL·북방한계선) 문제로 정치권이 호들갑을 떨지 말고 정쟁을 종결하자”고 제안하기도 했다.

앞서	앞서/MAG
오전에	오전/NNG+에/JKB
열린	열리/VV+ㄴ/ETM
민주당	민주당/NNP
‘24시	‘/SS+24/SN+시/NNB
비상국회	비상/NNG+국회/NNG
운영본부’	운영/NNG+본부/NNG+’/SS
회의에서	회의/NNG+에서/JKB
전	전/NNP
원내대표는	원내/NNG+대표/NNG+는/JX
“더는	“/SS+더/MAG+는/JX
엔엘엘(NLL·북방한계선)	엔엘엘/NNG+(/SS+NLL/SL+·/SP+북방/NNG+한계선/NNG+)/SS
문제로	문제/NNG+로/JKB
정치권이	정치/NNG+권/XSN+이/JKS
호들갑을	호들갑/NNG+을/JKO
떨지	떨/VV+지/EC
말고	말/VX+고/EC
정쟁을	정쟁/NNG+을/JKO
종결하자”고	종결/NNG+하/XSV+자/EF+”/SS+고/JKQ
제안하기도	제안/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000040.412.4.1
원내대표실의 다른 핵심 인사는 문 의원이 ‘나를 소환하라’고 한 데 대해 “검찰이 이번 사건과 관련해 문 의원을 겨냥하고 있다면, ‘좋다.

원내대표실의	원내/NNG+대표실/NNG+의/JKG
다른	다른/MMD
핵심	핵심/NNG
인사는	인사/NNG+는/JX
문	문/NNP
의원이	의원/NNG+이/JKS
‘나를	‘/SS+나/NP+를/JKO
소환하라’고	소환/NNG+하/XSV+라/EF+’/SS+고/JKQ
한	하/VV+ㄴ/ETM
데	데/NNB
대해	대하/VV+아/EC
“검찰이	“/SS+검찰/NNG+이/JKS
이번	이번/NNG
사건과	사건/NNG+과/JKB
관련해	관련/NNG+하/XSV+아/EC
의원을	의원/NNG+을/JKO
겨냥하고	겨냥/NNG+하/XSV+고/EC
있다면,	있/VX+다면/EC+,/SP
‘좋다.	‘/SS+좋/VA+다/EF+./SF


# id : NWRW1800000040.412.4.2
내가 조사를 받겠다’고 책임을 보인 것”이라고 말했다.

내가	내/NP+가/JKS
조사를	조사/NNG+를/JKO
받겠다’고	받/VV+겠/EP+다/EF+’/SS+고/JKQ
책임을	책임/NNG+을/JKO
보인	보이/VV+ㄴ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.412.4.3
다만 당내에선 대화록이 국가기록원에 이관되지 않았고, 이관 대상인 초안이 의도적으로 삭제된 것으로 보인다고 검찰이 밝힌 게 지난 2일인데, 문 의원의 반응이 늦은 것 아니냐는 지적이 나왔다.

다만	다만/MAG
당내에선	당내/NNG+에서/JKB+ㄴ/JX
대화록이	대화록/NNG+이/JKS
국가기록원에	국가/NNG+기록원/NNG+에/JKB
이관되지	이관/NNG+되/XSV+지/EC
않았고,	않/VX+았/EP+고/EC+,/SP
이관	이관/NNG
대상인	대상/NNG+이/VCP+ㄴ/ETM
초안이	초안/NNG+이/JKS
의도적으로	의도/NNG+적/XSN+으로/JKB
삭제된	삭제/NNG+되/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
보인다고	보이/VV+ㄴ다고/EC
검찰이	검찰/NNG+이/JKS
밝힌	밝히/VV+ㄴ/ETM
게	거/NNB+이/JKS
지난	지나/VV+ㄴ/ETM
2일인데,	2/SN+일/NNB+이/VCP+ㄴ데/EC+,/SP
문	문/NNP
의원의	의원/NNG+의/JKG
반응이	반응/NNG+이/JKS
늦은	늦/VA+은/ETM
것	것/NNB
아니냐는	아니/VCN+냐는/ETM
지적이	지적/NNG+이/JKS
나왔다.	나오/VV+았/EP+다/EF+./SF


# id : NWRW1800000040.412.4.4
한 3선 의원은 “오늘 같은 문 의원의 입장 발표가 적어도 지난 주말에는 나왔어야 했다.

한	한/MMN
3선	3/SN+선/NNB
의원은	의원/NNG+은/JX
“오늘	“/SS+오늘/NNG
같은	같/VA+은/ETM
문	문/NNP
의원의	의원/NNG+의/JKG
입장	입장/NNG
발표가	발표/NNG+가/JKS
적어도	적어도/MAG
지난	지나/VV+ㄴ/ETM
주말에는	주말/NNG+에/JKB+는/JX
나왔어야	나오/VV+았/EP+어야/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000040.412.4.5
검찰 발표 이후 발생한 논란에 당이 계속 끌려가지 않게 했어야 한다”고 아쉬움을 내비쳤다.

검찰	검찰/NNG
발표	발표/NNG
이후	이후/NNG
발생한	발생/NNG+하/XSV+ㄴ/ETM
논란에	논란/NNG+에/JKB
당이	당/NNG+이/JKS
계속	계속/MAG
끌려가지	끌려가/VV+지/EC
않게	않/VX+게/EC
했어야	하/VX+았/EP+어야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
아쉬움을	아쉬움/NNG+을/JKO
내비쳤다.	내비치/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.412.4.6
문 의원은 보도자료를 내기 전에 당대표, 원내대표와 사전 상의는 하지 않은 것으로 알려졌다.

문	문/NNP
의원은	의원/NNG+은/JX
보도자료를	보도/NNG+자료/NNG+를/JKO
내기	내/VV+기/ETN
전에	전/NNG+에/JKB
당대표,	당/NNG+대표/NNG+,/SP
원내대표와	원내/NNG+대표/NNG+와/JKB
사전	사전/NNG
상의는	상의/NNG+는/JX
하지	하/VV+지/EC
않은	않/VX+은/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.412.5.1
새누리당은 문 의원이 대화록 행방에 대해 사과를 하지 않고 있다며 거짓 해명에 책임지라고 요구했다.

새누리당은	새누리당/NNP+은/JX
문	문/NNP
의원이	의원/NNG+이/JKS
대화록	대화록/NNG
행방에	행방/NNG+에/JKB
대해	대하/VV+아/EC
사과를	사과/NNG+를/JKO
하지	하/VV+지/EC
않고	않/VX+고/EC
있다며	있/VX+다며/EC
거짓	거짓/NNG
해명에	해명/NNG+에/JKB
책임지라고	책임지/VV+라고/EC
요구했다.	요구/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.412.5.2
강은희 새누리당 원내대변인은 “문 의원은 (사초 폐기) 범죄 행위에 대한 사과나 해명이 아니라 전임 대통령의 죽음을 들먹이며 검찰을 비판했다.

강은희	강은희/NNP
새누리당	새누리당/NNP
원내대변인은	원내/NNG+대변인/NNG+은/JX
“문	“/SS+문/NNP
의원은	의원/NNG+은/JX
(사초	(/SS+사초/NNG
폐기)	폐기/NNG+)/SS
범죄	범죄/NNG
행위에	행위/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
사과나	사과/NNG+나/JC
해명이	해명/NNG+이/JKC
아니라	아니/VCN+라/EC
전임	전임/NNG
대통령의	대통령/NNG+의/JKG
죽음을	죽음/NNG+을/JKO
들먹이며	들먹이/VV+며/EC
검찰을	검찰/NNG+을/JKO
비판했다.	비판/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.412.5.3
문 의원과 노무현재단 관계자의 해명은 너무 뻔뻔스럽다”고 직격탄을 날렸다.

문	문/NNP
의원과	의원/NNG+과/JC
노무현재단	노무현재단/NNP
관계자의	관계자/NNG+의/JKG
해명은	해명/NNG+은/JX
너무	너무/MAG
뻔뻔스럽다”고	뻔뻔스럽/VA+다/EF+”/SS+고/JKQ
직격탄을	직격탄/NNG+을/JKO
날렸다.	날리/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.412.5.4
그는 또 “문 의원은 그동안의 거짓 해명에 대해 국민께 석고대죄하고 정치적, 도의적, 법적 책임을 져야 한다”고 비판했다.

그는	그/NP+는/JX
또	또/MAG
“문	“/SS+문/NNP
의원은	의원/NNG+은/JX
그동안의	그동안/NNG+의/JKG
거짓	거짓/NNG
해명에	해명/NNG+에/JKB
대해	대하/VV+아/EC
국민께	국민/NNG+께/JKB
석고대죄하고	석고대죄/NNG+하/XSV+고/EC
정치적,	정치/NNG+적/XSN+,/SP
도의적,	도의/NNG+적/XSN+,/SP
법적	법/NNG+적/XSN
책임을	책임/NNG+을/JKO
져야	지/VV+어야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
비판했다.	비판/NNG+하/XSV+았/EP+다/EF+./SF


