# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000045.275
metadata : {}


# id : NWRW1800000045.275.1.1
[오늘과 내일/정연욱]아류(亞流) 정치

[오늘과	[/SS+오늘/NNG+과/JC
아류	아류/NNG
정치는	정치/NNG+는/JX
그	그/MMD
틀을	틀/NNG+을/JKO
깨기	깨/VV+기/ETN
어렵다.	어렵/VA+다/EF+./SF


# id : NWRW1800000045.275.8.3
그래서 문재인이 “친노 수장이라는 말이 완전히 없어질 때까지 노력하겠다”고 아무리 힘을 줘서 말해도 당 안팎에선 “그 말을 어떻게 믿나”라는 시큰둥한 반응만 나온다.

그래서	그래서/MAJ
문재인이	문재인/NNP+이/JKS
“친노	“/SS+친/XPN+노/NNP
수장이라는	수장/NNG+이/VCP+라는/ETM
말이	말/NNG+이/JKS
완전히	완전히/MAG
없어질	없어지/VV+ㄹ/ETM
때까지	때/NNG+까지/JX
노력하겠다”고	노력/NNG+하/XSV+겠/EP+다/EF+”/SS+고/JKQ
아무리	아무리/MAG
힘을	힘/NNG+을/JKO
줘서	주/VV+어서/EC
말해도	말/NNG+하/XSV+아도/EC
당	당/NNG
안팎에선	안팎/NNG+에서/JKB+ㄴ/JX
“그	“/SS+그/MMD
말을	말/NNG+을/JKO
어떻게	어떻/VA+게/EC
믿나”라는	믿/VV+나/EF+”/SS+이/VCP+라는/ETM
시큰둥한	시큰둥하/VA+ㄴ/ETM
반응만	반응/NNG+만/JX
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000045.275.9.1
노무현은 2003년 청와대 진용을 짜면서 정책통 A 씨를 발탁했다.

노무현은	노무현/NNP+은/JX
2003년	2003/SN+년/NNB
청와대	청와대/NNP
진용을	진용/NNG+을/JKO
짜면서	짜/VV+면서/EC
정책통	정책통/NNG
A	A/SL
씨를	씨/NNB+를/JKO
발탁했다.	발탁/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.275.9.2
핵심 측근이었던 청와대 ‘386’그룹은 “도대체 A 씨가 노무현 정권 창출에 무슨 일을 했느냐”며 노무현을 압박했다.

핵심	핵심/NNG
측근이었던	측근/NNG+이/VCP+었/EP+던/ETM
청와대	청와대/NNP
‘386’그룹은	‘/SS+386/SN+’/SS+그룹/NNG+은/JX
“도대체	“/SS+도대체/MAG
A	A/SL
씨가	씨/NNB+가/JKS
노무현	노무현/NNP
정권	정권/NNG
창출에	창출/NNG+에/JKB
무슨	무슨/MMD
일을	일/NNG+을/JKO
했느냐”며	하/VV+았/EP+느냐/EF+”/SS+며/EC
노무현을	노무현/NNP+을/JKO
압박했다.	압박/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.275.9.3
대선에서 승리한 집권세력 내부에서 흔히 벌어지는 권력투쟁 양상이었다.

대선에서	대선/NNG+에서/JKB
승리한	승리/NNG+하/XSV+ㄴ/ETM
집권세력	집권/NNG+세력/NNG
내부에서	내부/NNG+에서/JKB
흔히	흔히/MAG
벌어지는	벌어지/VV+는/ETM
권력투쟁	권력/NNG+투쟁/NNG
양상이었다.	양상/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000045.275.9.4
A 씨는 “이런 상황이면 내가 일을 할 수가 없다”며 그만둘 생각을 했다고 한다.

A	A/SL
씨는	씨/NNB+는/JX
“이런	“/SS+이런/MMD
상황이면	상황/NNG+이/VCP+면/EC
내가	내/NP+가/JKS
일을	일/NNG+을/JKO
할	하/VV+ㄹ/ETM
수가	수/NNB+가/JKS
없다”며	없/VA+다/EF+”/SS+며/EC
그만둘	그만두/VV+ㄹ/ETM
생각을	생각/NNG+을/JKO
했다고	하/VV+았/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000045.275.9.5
이 얘기를 전해들은 노무현은 “앞으로 내 허락 없이 A 씨를 흔들지 말라”며 측근 386그룹의 요구를 일축했다.

이	이/MMD
얘기를	얘기/NNG+를/JKO
전해들은	전하/VV+아/EC+듣/VV+은/ETM
노무현은	노무현/NNP+은/JX
“앞으로	“/SS+앞/NNG+으로/JKB
내	나/NP+의/JKG
허락	허락/NNG
없이	없이/MAG
A	A/SL
씨를	씨/NNB+를/JKO
흔들지	흔들/VV+지/EC
말라”며	말/VX+라/EF+”/SS+며/EC
측근	측근/NNG
386그룹의	386그룹/NNP+의/JKG
요구를	요구/NNG+를/JKO
일축했다.	일축/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.275.9.6
아무리 가까워도 선을 그을 것은 그었다.

아무리	아무리/MAG
가까워도	가깝/VA+어도/EC
선을	선/NNG+을/JKO
그을	긋/VV+을/ETM
것은	것/NNB+은/JX
그었다.	긋/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.275.10.1
문재인은 재·보선 책임론이 제기됐을 때 몇 마디 말만으로 넘어가려 했다.

문재인은	문재인/NNP+은/JX
재·보선	재·보선/NNG
책임론이	책임/NNG+론/XSN+이/JKS
제기됐을	제기/NNG+되/XSV+었/EP+을/ETM
때	때/NNG
몇	몇/NR
마디	마디/NNG
말만으로	말/NNG+만/JX+으로/JKB
넘어가려	넘어가/VV+려/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000045.275.10.2
자신은 사퇴하지 않더라도 최소한 측근들을 정리하면서 책임지는 모습을 보여주지 못했다.

자신은	자신/NNG+은/JX
사퇴하지	사퇴/NNG+하/XSV+지/EC
않더라도	않/VX+더라도/EC
최소한	최소한/MAG
측근들을	측근/NNG+들/XSN+을/JKO
정리하면서	정리/NNG+하/XSV+면서/EC
책임지는	책임지/VV+는/ETM
모습을	모습/NNG+을/JKO
보여주지	보이/VV+어/EC+주/VX+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000045.275.10.3
그래서 친노 패권주의가 힘을 얻었고, 사퇴론의 불길이 되살아난 것이다.

그래서	그래서/MAJ
친노	친/XPN+노/NNP
패권주의가	패권주의/NNG+가/JKS
힘을	힘/NNG+을/JKO
얻었고,	얻/VV+었/EP+고/EC+,/SP
사퇴론의	사퇴/NNG+론/XSN+의/JKG
불길이	불길/NNG+이/JKS
되살아난	되살아나/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000045.275.10.4
실제 행동을 주저하는 아류 정치의 한계를 보여준 것이다.

실제	실제/NNG
행동을	행동/NNG+을/JKO
주저하는	주저/NNG+하/XSV+는/ETM
아류	아류/NNG
정치의	정치/NNG+의/JKG
한계를	한계/NNG+를/JKO
보여준	보이/VV+어/EC+주/VX+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000045.275.11.1
노무현의 그림자는 문재인에게 기회이자 위기다.

노무현의	노무현/NNP+의/JKG
그림자는	그림자/NNG+는/JX
문재인에게	문재인/NNP+에게/JKB
기회이자	기회/NNG+이/VCP+자/EC
위기다.	위기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000045.275.11.2
노무현의 자산과 부채를 승계하는 치밀한 전략을 세워야 한다.

노무현의	노무현/NNP+의/JKG
자산과	자산/NNG+과/JC
부채를	부채/NNG+를/JKO
승계하는	승계/NNG+하/XSV+는/ETM
치밀한	치밀하/VA+ㄴ/ETM
전략을	전략/NNG+을/JKO
세워야	세우/VV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000045.275.11.3
전략 없는 노무현 정신은 공허할 뿐이다.

전략	전략/NNG
없는	없/VA+는/ETM
노무현	노무현/NNP
정신은	정신/NNG+은/JX
공허할	공허/NNG+하/XSA+ㄹ/ETM
뿐이다.	뿐/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000045.275.11.4
문재인은 문재인 정치를 고민해야 한다.

문재인은	문재인/NNP+은/JX
문재인	문재인/NNP
정치를	정치/NNG+를/JKO
고민해야	고민/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


