# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.132
metadata : {}


# id : NWRW1800000026.132.1.1
[2010 충청 방문의 해][2010세계대백제전] 1400년 동안 잠들었던 '백제'가 부활한다;기마군단 행렬·백제문화단지… 역사·문화 생생하게 재현

[2010	[/SS+2010/SN
20여개국이	20/SN+여/XSN+개국/NNB+이/JKS
참여하는	참여/NNG+하/XSV+는/ETM
국제행사로	국제/NNG+행사/NNG+로/JKB
치러진다.	치르/VV+어/EC+지/VX+ㄴ다/EF+./SF


# id : NWRW1800000026.132.4.4
지난 50여년 동안 공주시와 부여군이 번갈아 개최해오던 백제문화제를 통합하고 규모를 대폭 확대한 것이다.

지난	지나/VV+ㄴ/ETM
50여년	50/SN+여/XSN+년/NNB
동안	동안/NNG
공주시와	공주시/NNP+와/JC
부여군이	부여군/NNP+이/JKS
번갈아	번갈/VV+아/EC
개최해오던	개최/NNG+하/XSV+아/EC+오/VX+던/ETM
백제문화제를	백제/NNP+문화제/NNG+를/JKO
통합하고	통합/NNG+하/XSV+고/EC
규모를	규모/NNG+를/JKO
대폭	대폭/MAG
확대한	확대/NNG+하/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.132.4.5
백제 초기를 재현하고 있는 한성백제문화제와도 연계해 열릴 예정이어서 백제문화 전체를 조감할 수 있다.

백제	백제/NNP
초기를	초기/NNG+를/JKO
재현하고	재현/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
한성백제문화제와도	한성/NNP+백제/NNP+문화제/NNG+와/JKB+도/JX
연계해	연계/NNG+하/XSV+아/EC
열릴	열리/VV+ㄹ/ETM
예정이어서	예정/NNG+이/VCP+어서/EC
백제문화	백제/NNP+문화/NNG
전체를	전체/NNG+를/JKO
조감할	조감/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.132.5.1
최고의 볼거리 중 하나는 공주 고마나루와 부여 낙화암을 무대로 펼쳐지는 수상 미디어퍼포먼스.

최고의	최고/NNG+의/JKG
볼거리	볼거리/NNG
중	중/NNB
하나는	하나/NR+는/JX
공주	공주/NNP
고마나루와	고마나루/NNP+와/JC
부여	부여/NNP
낙화암을	낙화암/NNP+을/JKO
무대로	무대/NNG+로/JKB
펼쳐지는	펼쳐지/VV+는/ETM
수상	수상/NNG
미디어퍼포먼스.	미디어/NNG+퍼포먼스/NNG+./SF


# id : NWRW1800000026.132.5.2
금강 등 자연경관과 미디어아트 등 특수효과를 결합시킨 다이내믹한 대서사극 공연으로 백제의 신비를 재현하게 된다.

금강	금강/NNP
등	등/NNB
자연경관과	자연/NNG+경관/NNG+과/JC
미디어아트	미디어아트/NNG
특수효과를	특수/NNG+효과/NNG+를/JKO
결합시킨	결합/NNG+시키/XSV+ㄴ/ETM
다이내믹한	다이내믹/NNG+하/XSA+ㄴ/ETM
대서사극	대/XPN+서사극/NNG
공연으로	공연/NNG+으로/JKB
백제의	백제/NNP+의/JKG
신비를	신비/NNG+를/JKO
재현하게	재현/NNG+하/XSV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.132.5.3
'웅진성의 하루' 등 백제시대 생활상을 엿볼 수 있는 다채로운 체험 프로그램도 선보인다.

'웅진성의	'/SS+웅진성/NNP+의/JKG
하루'	하루/NNG+'/SS
등	등/NNB
백제시대	백제/NNP+시대/NNG
생활상을	생활상/NNG+을/JKO
엿볼	엿보/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
다채로운	다채롭/VA+ㄴ/ETM
체험	체험/NNG
프로그램도	프로그램/NNG+도/JX
선보인다.	선보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.132.6.1
해외 국가들과 문화 교류를 활발히 전개했던 교류왕국 백제의 위상을 되살리는 '퍼레이드 교류왕국 대백제'와 123필의 말과 100명의 병사가 백제인의 웅장한 기상을 표현하는 '대백제기마군단 행렬'은 관람객의 눈길을 확 사로잡을 전망이다.

해외	해외/NNG
국가들과	국가/NNG+들/XSN+과/JKB
문화	문화/NNG
교류를	교류/NNG+를/JKO
활발히	활발히/MAG
전개했던	전개/NNG+하/XSV+았/EP+던/ETM
교류왕국	교류/NNG+왕국/NNG
백제의	백제/NNP+의/JKG
위상을	위상/NNG+을/JKO
되살리는	되살리/VV+는/ETM
'퍼레이드	'/SS+퍼레이드/NNG
대백제'와	대/XPN+백제/NNP+'/SS+와/JC
123필의	123/SN+필/NNB+의/JKG
말과	말/NNG+과/JC
100명의	100/SN+명/NNB+의/JKG
병사가	병사/NNG+가/JKS
백제인의	백제인/NNG+의/JKG
웅장한	웅장하/VA+ㄴ/ETM
기상을	기상/NNG+을/JKO
표현하는	표현/NNG+하/XSV+는/ETM
'대백제기마군단	'/SS+대/XPN+백제/NNP+기마/NNG+군단/NNG
행렬'은	행렬/NNG+'/SS+은/JX
관람객의	관람객/NNG+의/JKG
눈길을	눈길/NNG+을/JKO
확	확/MAG
사로잡을	사로잡/VV+을/ETM
전망이다.	전망/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.132.6.2
백제군 5000명이 신라군 5만명과 대결했던 '황산벌전투 재현'은 블록버스터 영화를 연상케 하는 초대형 프로그램이다.

백제군	백제군/NNG
5000명이	5000/SN+명/NNB+이/JKS
신라군	신라군/NNG
5만명과	5/SN+만/NR+명/NNB+과/JKB
대결했던	대결/NNG+하/XSV+았/EP+던/ETM
'황산벌전투	'/SS+황산벌/NNP+전투/NNG
재현'은	재현/NNG+'/SS+은/JX
블록버스터	블록버스터/NNG
영화를	영화/NNG+를/JKO
연상케	연상/NNG+하/XSV+게/EC
하는	하/VX+는/ETM
초대형	초/XPN+대형/NNG
프로그램이다.	프로그램/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.132.6.3
관람객들이 백제시대 탈과 세계의 각종 탈을 쓰고 행진하는 '웅진성 퍼레이드'도 흥겨움을 더할 예정이다.

관람객들이	관람객/NNG+들/XSN+이/JKS
백제시대	백제/NNP+시대/NNG
탈과	탈/NNG+과/JC
세계의	세계/NNG+의/JKG
각종	각종/NNG
탈을	탈/NNG+을/JKO
쓰고	쓰/VV+고/EC
행진하는	행진/NNG+하/XSV+는/ETM
'웅진성	'/SS+웅진성/NNP
퍼레이드'도	퍼레이드/NNG+'/SS+도/JX
흥겨움을	흥겹/VA+ㅁ/ETN+을/JKO
더할	더/MAG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.132.7.1
1994년 착공, 16년 만에 준공되는 백제문화단지도 웅장한 자태를 뽐내며 행사 주무대로 활용될 예정이다.

1994년	1994/SN+년/NNB
착공,	착공/NNG+,/SP
16년	16/SN+년/NNB
만에	만/NNB+에/JKB
준공되는	준공/NNG+되/XSV+는/ETM
백제문화단지도	백제/NNP+문화/NNG+단지/NNG+도/JX
웅장한	웅장하/VA+ㄴ/ETM
자태를	자태/NNG+를/JKO
뽐내며	뽐내/VV+며/EC
행사	행사/NNG
주무대로	주/MMA+무대/NNG+로/JKB
활용될	활용/NNG+되/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.132.7.2
100만평 규모 백제문화단지는 2013년까지 총 사업비 6776억원을 투입해 호텔형 콘도, 18홀 골프장, 명품 아웃렛, 스파랜드 등을 갖춘 아시아 최고의 역사테마파크로 꾸며질 예정이다.

100만평	100/SN+만/NR+평/NNB
규모	규모/NNG
백제문화단지는	백제/NNP+문화/NNG+단지/NNG+는/JX
2013년까지	2013/SN+년/NNB+까지/JX
총	총/MMA
사업비	사업비/NNG
6776억원을	6776/SN+억/NR+원/NNB+을/JKO
투입해	투입/NNG+하/XSV+아/EC
호텔형	호텔/NNG+형/XSN
콘도,	콘도/NNG+,/SP
18홀	18/SN+홀/NNG
골프장,	골프장/NNG+,/SP
명품	명품/NNG
아웃렛,	아웃렛/NNG+,/SP
스파랜드	스파/NNG+랜드/NNG
등을	등/NNB+을/JKO
갖춘	갖추/VV+ㄴ/ETM
아시아	아시아/NNP
최고의	최고/NNG+의/JKG
역사테마파크로	역사/NNG+테마파크/NNG+로/JKB
꾸며질	꾸미/VV+어/EC+지/VX+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.132.8.1
대백제전 조직위 이성우 사무총장은 "잊혀가는 백제의 역사와 문화를 재조명하고 즐거움과 감동을 선사하는 축제를 선보이겠다"고 다짐했다.

대백제전	대/XPN+백제전/NNG
조직위	조직위/NNG
이성우	이성우/NNP
사무총장은	사무총장/NNG+은/JX
"잊혀가는	"/SS+잊히/VV+어/EC+가/VX+는/ETM
백제의	백제/NNP+의/JKG
역사와	역사/NNG+와/JC
문화를	문화/NNG+를/JKO
재조명하고	재/XPN+조명/NNG+하/XSV+고/EC
즐거움과	즐거움/NNG+과/JC
감동을	감동/NNG+을/JKO
선사하는	선사/NNG+하/XSV+는/ETM
축제를	축제/NNG+를/JKO
선보이겠다"고	선보이/VV+겠/EP+다/EF+"/SS+고/JKQ
다짐했다.	다짐/NNG+하/XSV+았/EP+다/EF+./SF


