# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.427
metadata : {}


# id : NWRW1800000038.427.1.1
朴대통령 시정연설前에 靑·민주당 막후접촉… "與野 합의땐 수용" 문구, 野지도부 의견 듣고 넣었다

朴대통령	朴/SH+대통령/NNG
민주당의 당직을 맡고 있는 한 의원은 이날 본지 통화에서 "지도부 일부 의원이 대통령 시정 연설 전에 청와대 측과 접촉했고 초안 내용도 대략 파악했었다"며 "그런데 특검 수용은 물론이고 국회와 야당을 배려하는 내용이 담겨있지 않아 '이대로는 절대 안 된다'는 의사를 전달했다"고 말했다.

민주당의	민주당/NNP+의/JKG
당직을	당직/NNG+을/JKO
맡고	맡/VV+고/EC
있는	있/VX+는/ETM
한	한/MMN
의원은	의원/NNG+은/JX
이날	이날/NNG
본지	본지/NNG
통화에서	통화/NNG+에서/JKB
"지도부	"/SS+지도부/NNG
일부	일부/NNG
의원이	의원/NNG+이/JKS
대통령	대통령/NNG
시정	시정/NNG
연설	연설/NNG
전에	전/NNG+에/JKB
청와대	청와대/NNP
측과	측/NNB+과/JKB
접촉했고	접촉/NNG+하/XSV+았/EP+고/EC
초안	초안/NNG
내용도	내용/NNG+도/JX
대략	대략/MAG
파악했었다"며	파악/NNG+하/XSV+았었/EP+다/EF+"/SS+며/EC
"그런데	"/SS+그런데/MAJ
특검	특검/NNG
수용은	수용/NNG+은/JX
물론이고	물론/NNG+이/VCP+고/EC
국회와	국회/NNG+와/JC
야당을	야당/NNG+을/JKO
배려하는	배려/NNG+하/XSV+는/ETM
내용이	내용/NNG+이/JKS
담겨있지	담기/VV+어/EC+있/VX+지/EC
않아	않/VX+아/EC
'이대로는	'/SS+이대로/MAG+는/JX
절대	절대/MAG
안	안/MAG
된다'는	되/VV+ㄴ다/EF+'/SS+는/ETM
의사를	의사/NNG+를/JKO
전달했다"고	전달/NNG+하/XSV+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.427.5.1
이 의원은 "그 결과 초안이 수정돼 '국회 합의 존중' 발언이 들어가게 된 것으로 알고 있다"며 "우리 측에서는 '초안 그대로 시정 연설을 하게 되면 국회가 정상화되기 어렵다'는 취지로 말을 전했지만 압박감을 주기 위해 일부 강도 높은 표현도 썼다"고 했다.

이	이/MMD
의원은	의원/NNG+은/JX
"그	"/SS+그/MMD
결과	결과/NNG
초안이	초안/NNG+이/JKS
수정돼	수정/NNG+되/XSV+어/EC
'국회	'/SS+국회/NNG
합의	합의/NNG
존중'	존중/NNG+'/SS
발언이	발언/NNG+이/JKS
들어가게	들어가/VV+게/EC
된	되/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알고	알/VV+고/EC
있다"며	있/VX+다/EF+"/SS+며/EC
"우리	"/SS+우리/NP
측에서는	측/NNB+에서/JKB+는/JX
'초안	'/SS+초안/NNG
그대로	그대로/MAG
시정	시정/NNG
연설을	연설/NNG+을/JKO
하게	하/VV+게/EC
되면	되/VV+면/EC
국회가	국회/NNG+가/JKS
정상화되기	정상/NNG+화/XSN+되/XSV+기/ETN
어렵다'는	어렵/VA+다/EF+'/SS+는/ETM
취지로	취지/NNG+로/JKB
말을	말/NNG+을/JKO
전했지만	전하/VV+았/EP+지만/EC
압박감을	압박감/NNG+을/JKO
주기	주/VV+기/ETN
위해	위하/VV+아/EC
일부	일부/NNG
강도	강도/NNG
높은	높/VA+은/ETM
표현도	표현/NNG+도/JX
썼다"고	쓰/VV+었/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.427.6.1
박 대통령은 이날 시정 연설에서 "최근 야당이 제기하고 있는 여러 문제를 포함해 무엇이든 국회에서 여야가 충분히 논의해 합의점을 찾아주신다면 저는 존중하고 받아들일 것"이라고 했었다.

박	박/NNP
대통령은	대통령/NNG+은/JX
이날	이날/NNG
시정	시정/NNG
연설에서	연설/NNG+에서/JKB
"최근	"/SS+최근/NNG
야당이	야당/NNG+이/JKS
제기하고	제기/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
여러	여러/MMN
문제를	문제/NNG+를/JKO
포함해	포함/NNG+하/XSV+아/EC
무엇이든	무엇/NP+이든/JX
국회에서	국회/NNG+에서/JKB
여야가	여야/NNG+가/JKS
충분히	충분히/MAG
논의해	논의/NNG+하/XSV+아/EC
합의점을	합의점/NNG+을/JKO
찾아주신다면	찾/VV+아/EC+주/VX+시/EP+ㄴ다면/EC
저는	저/NP+는/JX
존중하고	존중/NNG+하/XSV+고/EC
받아들일	받아들이/VV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
했었다.	하/VV+았었/EP+다/EF+./SF


# id : NWRW1800000038.427.7.1
이와 관련, 당시 청와대 관계자들은 "이전보다 야당 입장을 일정 부분 수용한 것"이라며 "'모종의 제안이 필요하다'는 참모들 의견이 올라갔고 박 대통령이 이 부분을 직접 연설문에 넣었다"고 했었다.

이와	이/NP+와/JKB
관련,	관련/NNG+,/SP
당시	당시/NNG
청와대	청와대/NNP
관계자들은	관계자/NNG+들/XSN+은/JX
"이전보다	"/SS+이전/NNG+보다/JKB
야당	야당/NNG
입장을	입장/NNG+을/JKO
일정	일정/NNG
부분	부분/NNG
수용한	수용/NNG+하/XSV+ㄴ/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
"'모종의	"/SS+'/SS+모종/NNG+의/JKG
제안이	제안/NNG+이/JKS
필요하다'는	필요/NNG+하/XSA+다/EF+'/SS+는/ETM
참모들	참모/NNG+들/XSN
의견이	의견/NNG+이/JKS
올라갔고	올라가/VV+았/EP+고/EC
박	박/NNP
대통령이	대통령/NNG+이/JKS
이	이/MMD
부분을	부분/NNG+을/JKO
직접	직접/MAG
연설문에	연설문/NNG+에/JKB
넣었다"고	넣/VV+었/EP+다/EF+"/SS+고/JKQ
했었다.	하/VV+았었/EP+다/EF+./SF


# id : NWRW1800000038.427.8.1
민주당의 또 다른 지도부 의원은 "민주당이 여러 채널을 통해 청와대와 접촉했고 우리 의사가 일부 반영되기는 했지만 여전히 기대에 미치지 못하는 수준이었다"며 "다만 우리가 어떤 문구를 넣어달라고 명시적으로 요구하지는 않았다"고 했다.

민주당의	민주당/NNP+의/JKG
또	또/MAG
다른	다른/MMD
지도부	지도부/NNG
의원은	의원/NNG+은/JX
"민주당이	"/SS+민주당/NNP+이/JKS
여러	여러/MMN
채널을	채널/NNG+을/JKO
통해	통하/VV+아/EC
청와대와	청와대/NNP+와/JKB
접촉했고	접촉/NNG+하/XSV+았/EP+고/EC
우리	우리/NP
의사가	의사/NNG+가/JKS
일부	일부/NNG
반영되기는	반영/NNG+되/XSV+기/ETN+는/JX
했지만	하/VX+았/EP+지만/EC
여전히	여전히/MAG
기대에	기대/NNG+에/JKB
미치지	미치/VV+지/EC
못하는	못하/VX+는/ETM
수준이었다"며	수준/NNG+이/VCP+었/EP+다/EF+"/SS+며/EC
"다만	"/SS+다만/MAG
우리가	우리/NP+가/JKS
어떤	어떤/MMD
문구를	문구/NNG+를/JKO
넣어달라고	넣/VV+어/EC+달/VX+라고/EC
명시적으로	명시/NNG+적/XSN+으로/JKB
요구하지는	요구/NNG+하/XSV+지/EC+는/JX
않았다"고	않/VX+았/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.427.8.2
청와대 측은 "시정 연설과 관련된 민주당 측 요구를 여러 인사를 통해 전달받았다"는 입장이다.

청와대	청와대/NNP
측은	측/NNB+은/JX
"시정	"/SS+시정/NNG
연설과	연설/NNG+과/JKB
관련된	관련/NNG+되/XSV+ㄴ/ETM
민주당	민주당/NNP
측	측/NNB
요구를	요구/NNG+를/JKO
여러	여러/MMN
인사를	인사/NNG+를/JKO
통해	통하/VV+아/EC
전달받았다"는	전달/NNG+받/XSV+았/EP+다/EF+"/SS+는/ETM
입장이다.	입장/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000038.427.9.1
지난 14일 국회 운영위원회의 청와대 국감이 열리기 전에도 김기춘 대통령 비서실장과 박준우 청와대 정무수석을 만난 민주당 전병헌 원내대표가 "박 대통령의 전향적인 언급이 있어야 정국을 풀 수 있다"는 말을 했던 것으로 알려졌다.

지난	지나/VV+ㄴ/ETM
14일	14/SN+일/NNB
국회	국회/NNG
운영위원회의	운영/NNG+위원회/NNG+의/JKG
청와대	청와대/NNP
국감이	국감/NNG+이/JKS
열리기	열리/VV+기/ETN
전에도	전/NNG+에/JKB+도/JX
김기춘	김기춘/NNP
대통령	대통령/NNG
비서실장과	비서실장/NNG+과/JC
박준우	박준우/NNP
정무수석을	정무/NNG+수석/NNG+을/JKO
만난	만나/VV+ㄴ/ETM
민주당	민주당/NNP
전병헌	전병헌/NNP
원내대표가	원내/NNG+대표/NNG+가/JKS
"박	"/SS+박/NNP
대통령의	대통령/NNG+의/JKG
전향적인	전향/NNG+적/XSN+이/VCP+ㄴ/ETM
언급이	언급/NNG+이/JKS
있어야	있/VA+어야/EC
정국을	정국/NNG+을/JKO
풀	풀/VV+ㄹ/ETM
수	수/NNB
있다"는	있/VA+다/EF+"/SS+는/ETM
말을	말/NNG+을/JKO
했던	하/VV+았/EP+던/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


